feature,importance
"d_mean__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",0.011701699424346956
d_mean__minimum,0.01096226933392733
"pc_norm__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",0.010756464082019818
d_mean__absolute_sum_of_changes,0.010534871734889519
d_mean__mean_change,0.009477210990046187
"d_mean__fft_aggregated__aggtype_""variance""",0.009427023716840581
"d_mean__linear_trend__attr_""slope""",0.008945443016403144
d_norm__energy_ratio_by_chunks__num_segments_10__segment_focus_9,0.008643643152679077
"d_mean__fft_aggregated__aggtype_""centroid""",0.008533195680844513
"sigma__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.007827203918171998
"pc_norm__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.007574318610943737
"d_mean__fft_coefficient__attr_""real""__coeff_11",0.007386715207907621
d_norm__absolute_sum_of_changes,0.006717711959078269
"d_norm__fft_coefficient__attr_""abs""__coeff_9",0.006382784893424229
mhl_norm__c3__lag_3,0.006144002251181855
sigma__c3__lag_3,0.005947757868808984
d_norm__mean_change,0.005878285244310706
"d_mean__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",0.005837347906814051
"pc_norm__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.005814325653541618
"d_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",0.005794446064765499
"pc_norm__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.005717498906471734
"sigma__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.00565980648409084
"sigma__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.005593583771283721
"pc_norm__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.005570033390981677
d_mean__mean_abs_change,0.0055249451598247444
d_mean__standard_deviation,0.005508787571663625
"d_mean__fft_coefficient__attr_""abs""__coeff_4",0.005499459570111062
"pc_norm__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",0.0053939461585477974
"pc_norm__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",0.0053691703011506265
"d_mean__fft_aggregated__aggtype_""skew""",0.00534618249482157
"mhl_norm__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.005340958817030315
mhl_norm__quantile__q_0.2,0.005334716618740165
"loglikelihood__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.00511696396814693
"mhl_mean__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.005114644562545492
"mhl_norm__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",0.005104741608471901
d_norm__standard_deviation,0.005016735152087667
"mhl_norm__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.005011684621530771
mhl_norm__c3__lag_1,0.004962576031257308
"d_mean__fft_coefficient__attr_""real""__coeff_0",0.004928812006803557
"d_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",0.00491917227198617
mhl_mean__c3__lag_3,0.0047937153217440485
d_norm__root_mean_square,0.00474653545157048
"pc_norm__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",0.004699177069462674
"d_norm__fft_aggregated__aggtype_""skew""",0.0046870098718323275
"d_norm__fft_aggregated__aggtype_""kurtosis""",0.0046764625688595525
"sigma__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.0046568645929475384
d_norm__mean_abs_change,0.004653512692568972
d_norm__time_reversal_asymmetry_statistic__lag_2,0.0045795240491357395
"d_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",0.004542318400122946
"d_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",0.004533346147328005
"sigma__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",0.004486196163809132
"d_norm__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",0.0044094197490956825
