fid,iid,rep,vbs_auc,switch_budget,selected_algorithm,achieved_auc,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
1,6,0,7681.277735837448,200,Elitist,8761.246808806132,11914.15177273913,15525.621768164448,16055.001954049509,8761.246808806132,7681.277735837448,13198.33573783685,11914.15177273913,14829.396579949997,14687.189427064612,10868.295096579734,13709.7697924818,11914.15177273913,11914.15177273913,11701.929062986215,11876.460176388518,11914.069921520017,11914.234811624869,11914.15177273913,11914.15177273913,11914.15177273913
1,6,1,12474.89530647565,600,Non-elitist,12493.896528484993,16998.090409748726,15817.281351404496,12493.896528484993,12493.896528484993,12493.896528484993,12493.896528484993,12493.896528484993,12493.896528484993,12493.896528484993,12493.896528484993,12493.896528484993,12493.896528484993,12493.896528484993,12590.144250917434,12493.949904238376,12493.896528484993,12494.026661206071,12494.00436794208,12493.903381380069,12493.896528484993
1,6,2,7735.02246371105,250,Elitist,11763.98706198881,16705.533225991665,8021.916943075522,8021.916943075522,8021.916943075522,11763.98706198881,8021.916943075522,8021.916943075522,8021.916943075522,8310.062653947225,8021.916943075522,8021.916943075522,8022.560478343303,8021.230369683765,8021.9724143249405,8022.4257845555585,8021.785122541221,8021.881057898592,8021.916943075522,8021.932891015719,8021.916943075522
1,6,3,11478.285965970665,400,Non-elitist,12027.091404923844,14995.494056360343,14867.265407853916,12027.091404923844,12027.091404923844,12027.091404923844,12027.091404923844,12962.108704481692,12027.091404923844,11478.285965970665,12251.83344971635,12287.132277866904,12502.465583122072,13559.380871103129,11642.217319911471,12027.091404923844,12026.64322124827,12026.585712964032,12027.091404923844,12027.019137960137,12027.091404923844
1,6,4,14431.726287979083,600,Non-elitist,15439.73242758475,15176.955106063817,15439.73242758475,15439.73242758475,14431.726287979083,15439.73242758475,15439.73242758475,15671.984517367942,15439.73242758475,15439.73242758475,15439.73242758475,15760.677796579734,15439.73242758475,15439.73242758475,15705.406249939966,15604.743000846573,15456.993488821252,15488.341815961485,15477.841947744484,15440.358656719323,15439.73242758475
1,6,5,12628.020093356989,300,Non-elitist,13259.233437280902,16380.990479082384,15879.399283280589,13259.233437280902,13259.233437280902,13259.233437280902,13259.233437280902,15154.94752475716,13259.233437280902,13815.565152154004,13259.233437280902,13906.132311387628,14257.278941443554,13259.233437280902,13259.233437280902,14258.419777102405,13470.389716226517,13635.672894338988,13566.236245396854,13259.150015659812,13259.233437280902
1,6,6,10248.021642726708,350,Elitist,11003.197755943813,13254.736906127797,12680.956658821256,13443.842977705994,14163.184315542523,13443.842977705994,14001.419634832218,11003.197755943813,13443.842977705994,13787.71045851592,13443.842977705994,14130.125558931437,13443.842977705994,11741.61658040908,13443.842977705994,13443.842977705994,13864.459382931022,13527.185457662232,13499.770672594615,13617.814014607962,13443.842977705994
1,6,7,14326.364899608328,650,Elitist,15537.78722358932,17502.029409700328,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,15537.78722358932,14326.364899608328,14630.926622191668,14630.926622191668,15261.802908624944,14609.765743779424,14630.896418053511,14630.926622191668
1,6,8,14535.46256205807,550,Non-elitist,14708.94050664635,16851.03440028039,15594.531887851155,14708.94050664635,14708.94050664635,14708.94050664635,14708.94050664635,14708.94050664635,14901.913415166338,14708.94050664635,14708.94050664635,14708.94050664635,14708.94050664635,14708.94050664635,14708.94050664635,14708.94050664635,14708.94050664635,14708.94050664635,14854.127279198812,14819.03584669714,14708.94050664635
1,6,9,10482.157689861093,600,Non-elitist,11777.30366145792,17260.903707613863,17225.245057206048,11777.30366145792,11777.30366145792,11777.30366145792,11777.30366145792,11777.30366145792,10918.761588518944,11827.65105055768,10482.157689861093,11421.697433941088,11777.30366145792,11837.151172651416,11716.975103089932,12005.266151158765,11777.30366145792,11777.30366084569,11777.26485008793,11777.30038199846,11777.30366145792
