fid,iid,rep,VBS,Static B150,Lookahead 0,Lookahead 1,Lookahead 2,Lookahead 3,Lookahead 4,Lookahead 5,Lookahead 6,Lookahead 7,Lookahead 8,Lookahead 9,Lookahead 10,Lookahead 11,Lookahead 12,Lookahead 13,Lookahead 14,Lookahead 15,Lookahead 16,Lookahead 17,Lookahead 18,Lookahead 19,Lookahead 20
1,6,14,35052.50191978587,40685.216739632175,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927,35319.471862927
1,6,15,26311.8639154048,29504.26875539853,40915.25886223596,28602.49168038238,28602.49168038238,40915.25886223596,40915.25886223596,40915.25886223596,40915.25886223596,40915.25886223596,40915.25886223596,40915.25886223596,40915.25886223596,40915.25886223596,28602.49168038238,40915.25886223596,40915.25886223596,40915.25886223596,28602.49168038238,28602.49168038238,28602.49168038238,40915.25886223596,40915.25886223596
1,6,16,28603.87148341496,31641.245916118496,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767,31027.652483305767
1,6,17,25715.06807931735,31177.44718782697,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735,25715.06807931735
1,6,18,28679.2581940804,33605.08102701768,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804,28679.2581940804
1,6,19,26809.14284153769,33180.97272673994,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769,26809.14284153769
1,7,0,22541.90927489778,31826.427622212752,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778,22541.90927489778
1,7,1,34039.8448766671,66329.21843379523,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204,35017.923005557204
1,7,2,28682.4421583685,34700.56466596947,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685,28682.4421583685
1,7,3,31861.21405676545,54959.17713875013,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545,31861.21405676545
1,7,4,24725.27291688268,31432.80306918816,27063.1389032641,27063.1389032641,24725.27291688268,27063.1389032641,27063.1389032641,27063.1389032641,24725.27291688268,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,27063.1389032641,24725.27291688268
1,7,5,22777.746042048668,32278.134882362698,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668,22777.746042048668
1,7,6,32234.08370800679,39868.72651692411,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,39507.493012358624,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,32234.08370800679,39507.493012358624,32234.08370800679,32234.08370800679,32234.08370800679
1,7,7,29932.811305301628,58716.13027448409,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628,29932.811305301628
1,7,8,23431.89692428045,31517.9472346195,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,26655.69626030408,23431.89692428045,23431.89692428045,26655.69626030408,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045,23431.89692428045
1,7,9,28177.040254596806,35362.2277789564,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806,28177.040254596806
1,7,10,24874.62597178205,30876.94638253703,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205,24874.62597178205
1,7,11,29984.52142318753,36327.76748427695,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753,29984.52142318753
1,7,12,25528.8626052332,30784.22768256418,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332,25528.8626052332
1,7,13,34711.25002798061,63871.413648559566,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061,34711.25002798061
1,7,14,27789.0907582856,31917.816976429745,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856,27789.0907582856
1,7,15,26009.233399493085,35012.823679741174,32381.153657091887,26009.233399493085,26009.233399493085,26009.233399493085,32381.153657091887,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085,26009.233399493085
1,7,16,31279.49094799752,34403.64061479348,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752,31279.49094799752
1,7,17,27969.641279019164,32480.57940718295,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,27969.641279019164,30981.13909919609,27969.641279019164,27969.641279019164,27969.641279019164,30981.13909919609,27969.641279019164,27969.641279019164,30981.13909919609
1,7,18,30395.05265961617,32748.57799265008,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617,30395.05265961617
1,7,19,30508.502195107703,34608.65505481767,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703,30508.502195107703
2,6,0,1528270130.1400084,1738474204.7976782,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084,1528270130.1400084
2,6,1,1383471073.6249895,1720641667.7057474,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1720641667.7057474,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623,1720641667.7057474,1488767069.077623,1488767069.077623,1488767069.077623,1488767069.077623
2,6,2,1218695468.069466,1609098138.145222,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328,1492545000.641328
2,6,3,1269848487.1301868,1339670327.2818062,1339670327.2818062,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868,1269848487.1301868
2,6,4,1531845785.5725253,1631095195.581698,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854,1673956848.4772854
2,6,5,1477014760.5897777,1623402010.345592,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477,1682358479.6805477
2,6,6,1658890625.099597,1875117656.3047347,1875117656.3047347,2192564265.896347,1875117656.3047347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,1875117656.3047347,1875117656.3047347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347,2192564265.896347
2,6,7,1323985609.3865676,1336731359.043252,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812,1345468691.9959812
2,6,8,1320748316.6843193,1738305058.6399157,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743,1508671691.9922743
2,6,9,1489515970.387362,1628362847.2137644,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414,1587809369.0449414
2,6,10,1452433615.5672543,1653806181.6438684,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835,1510836281.9574835
2,6,11,1503041992.4300437,1503041992.4300437,1503041992.4300437,1503041992.4300437,1503041992.4300437,1503041992.4300437,1568950267.6106014,1503041992.4300437,1503041992.4300437,1503041992.4300437,1503041992.4300437,1503041992.4300437,2005444101.913518,1503041992.4300437,1503041992.4300437,1503041992.4300437,1568950267.6106014,2005444101.913518,1503041992.4300437,1503041992.4300437,1503041992.4300437,2005444101.913518,2005444101.913518
2,6,12,1589342373.2756343,1911394212.547108,1719246870.3717732,1911394212.547108,1719246870.3717732,1911394212.547108,1719246870.3717732,1719246870.3717732,1719246870.3717732,1719246870.3717732,1719246870.3717732,1719246870.3717732,1911394212.547108,1911394212.547108,1719246870.3717732,1719246870.3717732,1911394212.547108,1911394212.547108,1911394212.547108,1719246870.3717732,1719246870.3717732,1719246870.3717732,1719246870.3717732
2,6,13,1694650971.3748507,1905526965.4846272,1735387719.2050023,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529,1956199204.4041529
2,6,14,1558020542.2960052,1937738604.2859776,1734136470.6495805,1937738604.2859776,1937738604.2859776,1937738604.2859776,1937738604.2859776,1937738604.2859776,1937738604.2859776,1937738604.2859776,1937738604.2859776,1937738604.2859776,1734136470.6495805,1734136470.6495805,1831644548.0928068,1937738604.2859776,1831644548.0928068,1831644548.0928068,1734136470.6495805,1831644548.0928068,1831644548.0928068,1831644548.0928068,1831644548.0928068
2,6,15,1510251916.3182442,1775211634.653604,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621,1646122589.93621
2,6,16,1723846402.7297924,1865988739.223844,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776,1936907154.8795776
2,6,17,926903099.0204004,1780213049.4152615,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1780213049.4152615,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956,1200197162.5423956
2,6,18,1453528977.1094697,1563075684.1620252,1563075684.1620252,1563075684.1620252,1453528977.1094697,1563075684.1620252,1453528977.1094697,1563075684.1620252,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697,1453528977.1094697
2,6,19,1752802419.9279757,1879493892.831869,1785718741.1665037,1785718741.1665037,1879493892.831869,1879493892.831869,1785718741.1665037,1879493892.831869,1785718741.1665037,1879493892.831869,1785718741.1665037,1879493892.831869,1879493892.831869,1879493892.831869,1785718741.1665037,1785718741.1665037,1785718741.1665037,1785718741.1665037,1879493892.831869,1785718741.1665037,1879493892.831869,1785718741.1665037,1785718741.1665037
2,7,0,990754492.8134856,1166626729.5021143,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772,1072945306.3723772
2,7,1,1042565085.1662488,1277632846.449201,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688,1242121055.4332688
2,7,2,1231434822.071129,1307637847.9749577,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1307637847.9749577,1307637847.9749577,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1452955577.0831127,1307637847.9749577,1452955577.0831127,1452955577.0831127
2,7,3,1055585540.9440312,1138943220.197018,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665,1171965766.2484665
2,7,4,791744902.8120652,1055798270.2648294,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,1055798270.2648294,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004,949503357.5698004
2,7,5,1086864921.4241643,1285172841.9526093,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643,1086864921.4241643
2,7,6,848355872.8560696,941529371.12529,942072525.316054,1032309777.9222964,942072525.316054,942072525.316054,942072525.316054,1032309777.9222964,942072525.316054,942072525.316054,1032309777.9222964,942072525.316054,942072525.316054,942072525.316054,942072525.316054,942072525.316054,942072525.316054,942072525.316054,942072525.316054,942072525.316054,942072525.316054,942072525.316054,942072525.316054
2,7,7,1330829290.841931,1657762417.4119315,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423,1657762417.4119315,1657762417.4119315,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423,1657762417.4119315,1726171976.6042423,1726171976.6042423,1726171976.6042423,1726171976.6042423
2,7,8,1212239687.1895747,1212239687.1895747,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1353764300.43617,1326911419.4665554
