fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40,alg_B48,alg_B56,alg_B64,alg_B72,alg_B80,alg_B88,alg_B96,alg_B100,alg_B150,alg_B200,alg_B250,alg_B300,alg_B350,alg_B400,alg_B450,alg_B500,alg_B550,alg_B600,alg_B650,alg_B700,alg_B750,alg_B800,alg_B850,alg_B900,alg_B950,alg_B1000
3,5,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Elitist,PSO,PSO,Elitist,BFGS,MLSL,PSO,MLSL,MLSL,Elitist,BFGS,MLSL,Non-elitist,MLSL,Elitist,Non-elitist
3,5,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,PSO,PSO,PSO,PSO,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,Non-elitist,Elitist,DE,Elitist,MLSL,Non-elitist
3,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,PSO,Non-elitist,PSO,PSO,BFGS,PSO,Non-elitist,PSO,Non-elitist,Elitist,PSO,BFGS,Elitist,BFGS,Elitist,DE,DE,BFGS,Non-elitist
3,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,PSO,Elitist,PSO,BFGS,MLSL,BFGS,Elitist,BFGS,Elitist,BFGS,BFGS,Non-elitist,Elitist,BFGS,Non-elitist
3,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Elitist,Non-elitist,PSO,Elitist,PSO,PSO,Elitist,MLSL,MLSL,Elitist,Elitist,BFGS,MLSL,PSO,Non-elitist
3,5,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,PSO,BFGS,PSO,PSO,BFGS,BFGS,Elitist,Elitist,Non-elitist,Elitist,Elitist,BFGS,MLSL,Non-elitist,PSO,Non-elitist
4,1,0,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,DE,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,BFGS,Non-elitist,Elitist,Non-elitist
4,1,1,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,Elitist,Non-elitist,PSO,PSO,PSO,MLSL,MLSL,Elitist,BFGS,MLSL,BFGS,MLSL,Non-elitist,BFGS,Non-elitist,BFGS,Elitist,Non-elitist
4,1,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,PSO,MLSL,BFGS,MLSL,BFGS,BFGS,MLSL,MLSL,PSO,BFGS,MLSL,BFGS,BFGS,BFGS,Non-elitist
4,1,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,PSO,Non-elitist,PSO,PSO,Non-elitist,BFGS,MLSL,MLSL,BFGS,Elitist,MLSL,MLSL,Non-elitist,MLSL,MLSL,BFGS,BFGS,Non-elitist
4,1,4,PSO,PSO,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,MLSL,MLSL,MLSL,MLSL,Elitist,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,DE,BFGS,Elitist,Non-elitist
4,1,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,MLSL,BFGS,MLSL,MLSL,BFGS,BFGS,MLSL,MLSL,MLSL,Non-elitist,Elitist,BFGS,DE,BFGS,Non-elitist
4,1,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,Non-elitist,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,BFGS,DE,MLSL,Non-elitist,Non-elitist
4,1,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,Non-elitist,MLSL,PSO,BFGS,MLSL,MLSL,MLSL,BFGS,BFGS,MLSL,Elitist,BFGS,Non-elitist
4,1,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,PSO,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,DE,Non-elitist
4,1,9,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,BFGS,PSO,BFGS,BFGS,PSO,Non-elitist
4,1,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,PSO,Non-elitist,BFGS,Elitist,BFGS,MLSL,BFGS,BFGS,PSO,BFGS,Non-elitist
4,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,BFGS,Elitist,MLSL,MLSL,BFGS,Non-elitist,Elitist,DE,DE,Non-elitist
4,1,12,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,DE,BFGS,BFGS,BFGS,BFGS,BFGS,MLSL,MLSL,BFGS,PSO,Non-elitist,BFGS,BFGS,Non-elitist
4,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,MLSL,MLSL,MLSL,Elitist,BFGS,BFGS,MLSL,MLSL,Non-elitist,BFGS,BFGS,MLSL,BFGS,Elitist,Non-elitist
4,1,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,PSO,BFGS,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,BFGS,Elitist,PSO,BFGS,BFGS,Non-elitist
4,1,15,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,BFGS,Elitist,BFGS,BFGS,Elitist,Elitist,Non-elitist
4,1,16,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,PSO,Non-elitist,PSO,BFGS,BFGS,BFGS,BFGS,MLSL,MLSL,BFGS,BFGS,Elitist,BFGS,BFGS,Non-elitist
4,1,17,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,PSO,Non-elitist,Elitist,PSO,PSO,PSO,BFGS,PSO,BFGS,BFGS,MLSL,MLSL,BFGS,BFGS,BFGS,MLSL,BFGS,Non-elitist
4,1,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,BFGS,BFGS,BFGS,Elitist,BFGS,BFGS,MLSL,MLSL,BFGS,BFGS,Elitist,PSO,MLSL,BFGS,Non-elitist
4,1,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,MLSL,Non-elitist,Non-elitist,Non-elitist,MLSL,BFGS,BFGS,MLSL,Non-elitist,Non-elitist,BFGS,Non-elitist
4,2,0,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,BFGS,PSO,PSO,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,PSO,Non-elitist,Elitist,Non-elitist
4,2,1,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,PSO,PSO,PSO,PSO,PSO,MLSL,MLSL,MLSL,MLSL,MLSL,Elitist,BFGS,Non-elitist,PSO,MLSL,Non-elitist
4,2,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,PSO,PSO,Non-elitist,MLSL,BFGS,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,BFGS,BFGS,PSO,PSO,DE,Non-elitist
4,2,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Elitist,PSO,PSO,PSO,Elitist,PSO,MLSL,MLSL,BFGS,MLSL,MLSL,DE,DE,BFGS,BFGS,Elitist,MLSL,Non-elitist
4,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,PSO,PSO,PSO,Non-elitist,PSO,PSO,Elitist,PSO,PSO,PSO,Elitist,MLSL,MLSL,Non-elitist,MLSL,PSO,Non-elitist,Non-elitist,Non-elitist
4,2,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,PSO,Non-elitist,PSO,MLSL,MLSL,Elitist,MLSL,MLSL,MLSL,BFGS,Non-elitist,BFGS,MLSL,BFGS,Non-elitist
4,2,6,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Elitist,BFGS,BFGS,BFGS,BFGS,Non-elitist,MLSL,Elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,DE,PSO,DE,Elitist,Non-elitist
4,2,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,BFGS,Non-elitist,Elitist,PSO,BFGS,PSO,Non-elitist,PSO,PSO,PSO,BFGS,BFGS,Non-elitist,BFGS,BFGS,PSO,PSO,Non-elitist,BFGS,Non-elitist
4,2,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,PSO,Non-elitist,PSO,BFGS,BFGS,BFGS,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,DE,BFGS,BFGS,PSO,Elitist,MLSL,Non-elitist
4,2,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Elitist,PSO,PSO,PSO,MLSL,MLSL,BFGS,MLSL,Elitist,Elitist,BFGS,MLSL,MLSL,Elitist,BFGS,Non-elitist
4,2,10,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,DE,DE,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,BFGS,PSO,Non-elitist
4,2,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,PSO,PSO,BFGS,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist,DE,BFGS,Non-elitist
4,2,12,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,PSO,PSO,PSO,PSO,PSO,PSO,PSO,MLSL,MLSL,MLSL,DE,DE,Elitist,Elitist,Non-elitist
4,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,PSO,Non-elitist,PSO,PSO,PSO,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,PSO,Elitist,Non-elitist
4,2,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Elitist,PSO,Non-elitist,Non-elitist,PSO,PSO,Elitist,Non-elitist,PSO,Non-elitist,PSO,PSO,PSO,PSO,PSO,Elitist,MLSL,MLSL,Non-elitist,MLSL,BFGS,DE,Elitist,Non-elitist
4,2,15,Non-elitist,PSO,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Elitist,PSO,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,BFGS,PSO,PSO,PSO,Non-elitist,PSO,MLSL,BFGS,MLSL,BFGS,Non-elitist,DE,Non-elitist,BFGS,BFGS,Non-elitist
4,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,MLSL,MLSL,BFGS,MLSL,BFGS,BFGS,BFGS,MLSL,MLSL,BFGS,Non-elitist,Elitist,Elitist,DE,Non-elitist
4,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,PSO,DE,PSO,PSO,Non-elitist,PSO,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,PSO,Elitist,BFGS,Non-elitist
4,2,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,PSO,PSO,PSO,PSO,PSO,PSO,PSO,PSO,MLSL,MLSL,BFGS,Non-elitist,PSO,MLSL,PSO,Non-elitist,Non-elitist
4,2,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,DE,PSO,Non-elitist,PSO,PSO,Non-elitist,MLSL,Non-elitist,DE,Elitist,MLSL,MLSL,Elitist,DE,Non-elitist
4,3,0,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,PSO,Non-elitist,PSO,PSO,Non-elitist,PSO,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Elitist,DE,MLSL,Non-elitist,Non-elitist
4,3,1,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,DE,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,Elitist,Elitist,MLSL,MLSL,BFGS,Non-elitist
4,3,2,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,MLSL,MLSL,PSO,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist,PSO,BFGS,Non-elitist,Non-elitist
4,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,Non-elitist,PSO,PSO,Non-elitist,PSO,PSO,PSO,Non-elitist,Non-elitist,MLSL,BFGS,Non-elitist,BFGS,Non-elitist,Elitist,MLSL,Non-elitist,Non-elitist
4,3,4,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,PSO,PSO,PSO,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,BFGS,BFGS,MLSL,MLSL,Elitist,DE,Elitist,Non-elitist,DE,Non-elitist
4,3,5,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,PSO,Elitist,Elitist,Non-elitist,BFGS,Non-elitist,BFGS,BFGS,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist
4,3,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,PSO,PSO,Non-elitist,BFGS,Elitist,BFGS,Elitist,Non-elitist,MLSL,Elitist,MLSL,Non-elitist
4,3,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,BFGS,Non-elitist,BFGS,BFGS,BFGS,BFGS,MLSL,MLSL,BFGS,Non-elitist,Non-elitist,MLSL,Non-elitist,PSO,BFGS,BFGS,BFGS,DE,Non-elitist
4,3,8,Non-elitist,PSO,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,BFGS,BFGS,PSO,MLSL,PSO,Elitist,MLSL,BFGS,BFGS,MLSL,MLSL,MLSL,BFGS,Elitist,BFGS,Elitist,Elitist,Non-elitist
4,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,BFGS,Non-elitist,Elitist,BFGS,BFGS,PSO,PSO,PSO,Non-elitist,PSO,Non-elitist,MLSL,BFGS,PSO,Elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist
4,3,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,PSO,PSO,BFGS,PSO,BFGS,BFGS,Non-elitist,Non-elitist,BFGS,MLSL,MLSL,Elitist,Non-elitist,PSO,Elitist,Non-elitist,Non-elitist
4,3,11,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,BFGS,PSO,PSO,PSO,PSO,MLSL,PSO,BFGS,MLSL,MLSL,MLSL,Non-elitist,Elitist,Non-elitist,Elitist,Non-elitist,Non-elitist
4,3,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,BFGS,Non-elitist,PSO,Non-elitist,BFGS,BFGS,PSO,PSO,Non-elitist,PSO,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Elitist,Non-elitist,Non-elitist,Elitist,Non-elitist
4,3,13,Non-elitist,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,MLSL,MLSL,MLSL,BFGS,DE,MLSL,MLSL,DE,Non-elitist
4,3,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,Elitist,PSO,Non-elitist,BFGS,BFGS,PSO,Elitist,BFGS,Non-elitist,Elitist,Non-elitist,Elitist,Non-elitist
4,3,15,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,Elitist,Non-elitist,Non-elitist,MLSL,PSO,MLSL,MLSL,MLSL,MLSL,BFGS,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist
4,3,16,Non-elitist,PSO,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,PSO,Non-elitist,PSO,Non-elitist,PSO,PSO,PSO,BFGS,MLSL,PSO,Non-elitist,BFGS,Elitist,Elitist,Elitist,Elitist,Elitist,Elitist,MLSL,Non-elitist
4,3,17,Non-elitist,PSO,PSO,BFGS,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,BFGS,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Elitist,DE,Non-elitist
4,3,18,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,Non-elitist,PSO,MLSL,MLSL,Non-elitist,Elitist,Elitist,Non-elitist,Elitist,Non-elitist,MLSL,Non-elitist,Elitist,Non-elitist
4,3,19,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,DE,PSO,PSO,PSO,Elitist,BFGS,BFGS,BFGS,BFGS,Non-elitist,Elitist,Elitist,Elitist,PSO,Elitist,Non-elitist,Non-elitist,Non-elitist
4,4,0,PSO,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,PSO,Non-elitist,Non-elitist,Elitist,Non-elitist,Elitist,Elitist,Elitist,PSO,PSO,MLSL,MLSL,Elitist,Elitist,MLSL,Non-elitist,Elitist,Non-elitist
4,4,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,PSO,PSO,PSO,PSO,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,Non-elitist,Non-elitist
4,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,PSO,Non-elitist,Non-elitist,MLSL,Elitist,Elitist,MLSL,PSO,BFGS,Elitist,PSO,DE,Non-elitist,DE,Non-elitist
4,4,3,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Elitist,PSO,PSO,MLSL,MLSL,Elitist,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,Elitist,Elitist,PSO,Elitist,BFGS,Non-elitist
4,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,MLSL,PSO,BFGS,MLSL,MLSL,PSO,BFGS,DE,MLSL,MLSL,PSO,Non-elitist
4,4,5,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,PSO,Non-elitist,BFGS,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,Elitist,Elitist,Non-elitist,MLSL,Non-elitist,Non-elitist
4,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,BFGS,BFGS,BFGS,MLSL,MLSL,BFGS,BFGS,Elitist,Non-elitist,Elitist,BFGS,Non-elitist,BFGS,BFGS,Non-elitist
4,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,PSO,PSO,PSO,PSO,PSO,MLSL,PSO,MLSL,MLSL,MLSL,MLSL,PSO,PSO,BFGS,MLSL,DE,Non-elitist
