fid,iid,rep,best_budget
6,2,6,56
6,2,7,300
6,2,8,96
6,2,9,32
6,2,10,48
6,2,11,24
6,2,12,96
6,2,13,64
6,2,14,88
6,2,15,200
6,2,16,40
6,2,17,64
6,2,18,150
6,2,19,96
6,3,0,150
6,3,1,24
6,3,2,96
6,3,3,32
6,3,4,64
6,3,5,80
6,3,6,16
6,3,7,150
6,3,8,150
6,3,9,500
6,3,10,150
6,3,11,72
6,3,12,48
6,3,13,32
6,3,14,150
6,3,15,200
6,3,16,88
6,3,17,80
6,3,18,300
6,3,19,150
6,4,0,200
6,4,1,8
6,4,2,96
6,4,3,250
6,4,4,150
6,4,5,150
6,4,6,80
6,4,7,88
6,4,8,150
6,4,9,150
6,4,10,150
6,4,11,150
6,4,12,200
6,4,13,24
6,4,14,150
6,4,15,100
6,4,16,64
6,4,17,88
6,4,18,150
6,4,19,200
6,5,0,64
6,5,1,48
6,5,2,24
6,5,3,400
6,5,4,64
6,5,5,32
6,5,6,32
6,5,7,64
6,5,8,250
6,5,9,80
6,5,10,250
6,5,11,64
6,5,12,96
6,5,13,88
6,5,14,150
6,5,15,48
6,5,16,32
6,5,17,550
6,5,18,56
6,5,19,96
7,1,0,500
7,1,1,600
7,1,2,1000
7,1,3,1000
7,1,4,550
7,1,5,1000
7,1,6,700
7,1,7,1000
7,1,8,1000
7,1,9,450
7,1,10,1000
7,1,11,1000
7,1,12,200
7,1,13,1000
7,1,14,1000
7,1,15,650
7,1,16,100
7,1,17,8
7,1,18,300
7,1,19,1000
7,2,0,600
7,2,1,650
7,2,2,1000
7,2,3,400
7,2,4,72
7,2,5,100
7,2,6,800
7,2,7,1000
7,2,8,400
7,2,9,1000
7,2,10,1000
7,2,11,500
7,2,12,1000
7,2,13,1000
7,2,14,900
7,2,15,850
7,2,16,750
7,2,17,400
7,2,18,1000
7,2,19,1000
7,3,0,16
7,3,1,1000
7,3,2,1000
7,3,3,1000
7,3,4,300
7,3,5,400
7,3,6,400
7,3,7,1000
7,3,8,350
7,3,9,1000
7,3,10,1000
7,3,11,300
7,3,12,700
7,3,13,750
7,3,14,500
7,3,15,96
7,3,16,1000
7,3,17,750
7,3,18,1000
7,3,19,1000
7,4,0,1000
7,4,1,850
7,4,2,1000
7,4,3,750
7,4,4,300
7,4,5,1000
7,4,6,1000
7,4,7,1000
7,4,8,1000
7,4,9,1000
7,4,10,350
7,4,11,550
7,4,12,1000
7,4,13,500
7,4,14,450
7,4,15,750
7,4,16,1000
7,4,17,1000
7,4,18,1000
7,4,19,1000
7,5,0,450
7,5,1,450
7,5,2,300
7,5,3,1000
7,5,4,1000
7,5,5,800
7,5,6,900
7,5,7,1000
7,5,8,56
7,5,9,700
7,5,10,1000
7,5,11,1000
7,5,12,1000
7,5,13,80
7,5,14,350
7,5,15,750
7,5,16,1000
7,5,17,1000
7,5,18,1000
7,5,19,1000
8,1,0,600
8,1,1,88
8,1,2,650
8,1,3,700
8,1,4,750
8,1,5,750
8,1,6,800
8,1,7,700
8,1,8,750
8,1,9,750
8,1,10,750
8,1,11,750
8,1,12,750
8,1,13,700
8,1,14,700
8,1,15,700
8,1,16,150
8,1,17,750
8,1,18,750
8,1,19,550
8,2,0,100
8,2,1,550
8,2,2,700
8,2,3,650
8,2,4,700
8,2,5,16
8,2,6,750
8,2,7,650
8,2,8,80
8,2,9,650
8,2,10,550
8,2,11,100
8,2,12,700
8,2,13,650
8,2,14,700
8,2,15,88
8,2,16,48
8,2,17,750
8,2,18,750
8,2,19,650
8,3,0,650
8,3,1,750
8,3,2,700
8,3,3,700
8,3,4,650
8,3,5,700
8,3,6,750
8,3,7,750
8,3,8,750
8,3,9,650
8,3,10,650
8,3,11,650
8,3,12,650
8,3,13,650
8,3,14,650
8,3,15,750
8,3,16,750
8,3,17,650
8,3,18,500
8,3,19,650
8,4,0,750
8,4,1,750
8,4,2,88
8,4,3,650
8,4,4,100
8,4,5,700
8,4,6,600
8,4,7,48
8,4,8,650
8,4,9,750
8,4,10,56
8,4,11,700
8,4,12,700
8,4,13,750
8,4,14,550
8,4,15,750
8,4,16,700
8,4,17,700
8,4,18,700
8,4,19,96
8,5,0,700
8,5,1,650
8,5,2,150
8,5,3,700
8,5,4,650
8,5,5,700
8,5,6,700
8,5,7,96
8,5,8,750
8,5,9,750
8,5,10,650
8,5,11,750
8,5,12,700
8,5,13,650
8,5,14,550
8,5,15,750
8,5,16,200
8,5,17,650
8,5,18,700
8,5,19,700
9,1,0,700
9,1,1,200
9,1,2,700
9,1,3,750
9,1,4,750
9,1,5,700
9,1,6,750
9,1,7,700
9,1,8,700
9,1,9,750
9,1,10,750
9,1,11,700
9,1,12,700
9,1,13,750
9,1,14,700
9,1,15,750
9,1,16,700
9,1,17,750
9,1,18,700
9,1,19,700
9,2,0,750
9,2,1,700
9,2,2,750
9,2,3,800
9,2,4,800
9,2,5,700
9,2,6,800
9,2,7,750
9,2,8,700
9,2,9,750
9,2,10,750
9,2,11,700
9,2,12,750
9,2,13,700
9,2,14,700
9,2,15,700
9,2,16,750
9,2,17,96
9,2,18,700
9,2,19,750
9,3,0,650
9,3,1,750
9,3,2,750
9,3,3,750
9,3,4,700
9,3,5,750
9,3,6,750
9,3,7,700
9,3,8,750
9,3,9,750
9,3,10,600
9,3,11,750
9,3,12,750
9,3,13,750
9,3,14,700
9,3,15,750
9,3,16,650
9,3,17,700
9,3,18,700
9,3,19,700
9,4,0,700
9,4,1,700
9,4,2,600
9,4,3,750
9,4,4,700
9,4,5,700
9,4,6,750
9,4,7,650
9,4,8,650
9,4,9,750
9,4,10,650
9,4,11,750
9,4,12,700
9,4,13,750
9,4,14,700
9,4,15,750
9,4,16,650
9,4,17,700
9,4,18,750
9,4,19,700
9,5,0,700
9,5,1,750
9,5,2,700
9,5,3,700
9,5,4,300
9,5,5,750
9,5,6,150
9,5,7,650
9,5,8,750
9,5,9,750
9,5,10,700
9,5,11,700
9,5,12,700
9,5,13,750
9,5,14,750
9,5,15,700
9,5,16,700
9,5,17,650
9,5,18,750
9,5,19,700
10,1,0,16
10,1,1,64
10,1,2,600
10,1,3,100
10,1,4,150
10,1,5,32
10,1,6,80
10,1,7,100
10,1,8,200
10,1,9,600
10,1,10,550
10,1,11,450
10,1,12,450
10,1,13,16
10,1,14,650
10,1,15,850
10,1,16,48
10,1,17,150
10,1,18,24
10,1,19,48
10,2,0,16
10,2,1,850
10,2,2,400
10,2,3,96
10,2,4,56
10,2,5,24
10,2,6,64
10,2,7,24
10,2,8,40
10,2,9,40
10,2,10,8
10,2,11,100
10,2,12,500
10,2,13,500
10,2,14,32
10,2,15,88
10,2,16,96
10,2,17,550
10,2,18,200
10,2,19,24
10,3,0,96
10,3,1,100
10,3,2,48
10,3,3,250
10,3,4,300
10,3,5,500
10,3,6,150
10,3,7,400
10,3,8,450
10,3,9,8
10,3,10,200
10,3,11,300
10,3,12,88
10,3,13,650
10,3,14,24
10,3,15,32
10,3,16,16
10,3,17,48
10,3,18,64
10,3,19,88
10,4,0,600
10,4,1,200
10,4,2,88
10,4,3,150
10,4,4,56
10,4,5,550
10,4,6,150
10,4,7,200
10,4,8,150
10,4,9,72
10,4,10,64
10,4,11,650
10,4,12,750
10,4,13,80
10,4,14,48
10,4,15,200
10,4,16,400
10,4,17,8
10,4,18,88
10,4,19,80
10,5,0,250
10,5,1,400
10,5,2,350
10,5,3,650
10,5,4,700
10,5,5,80
10,5,6,72
10,5,7,250
10,5,8,24
10,5,9,200
10,5,10,350
10,5,11,400
10,5,12,250
10,5,13,48
10,5,14,600
10,5,15,300
10,5,16,250
10,5,17,350
10,5,18,40
10,5,19,88
11,1,0,100
11,1,1,40
11,1,2,16
11,1,3,56
11,1,4,100
11,1,5,500
11,1,6,16
11,1,7,550
11,1,8,24
11,1,9,200
11,1,10,72
11,1,11,56
11,1,12,100
11,1,13,100
11,1,14,48
11,1,15,72
11,1,16,88
11,1,17,96
11,1,18,96
11,1,19,400
11,2,0,200
11,2,1,96
11,2,2,16
11,2,3,16
11,2,4,16
11,2,5,72
11,2,6,40
11,2,7,48
11,2,8,16
11,2,9,80
11,2,10,80
11,2,11,88
11,2,12,24
11,2,13,300
11,2,14,48
11,2,15,56
11,2,16,550
11,2,17,150
11,2,18,400
11,2,19,8
11,3,0,88
11,3,1,72
11,3,2,80
11,3,3,80
11,3,4,150
11,3,5,48
11,3,6,24
11,3,7,550
11,3,8,100
11,3,9,32
11,3,10,100
11,3,11,16
11,3,12,40
11,3,13,48
11,3,14,16
11,3,15,40
11,3,16,48
11,3,17,200
11,3,18,56
11,3,19,80
11,4,0,48
11,4,1,300
11,4,2,16
11,4,3,450
11,4,4,80
11,4,5,100
11,4,6,550
11,4,7,8
11,4,8,600
11,4,9,96
11,4,10,48
11,4,11,32
11,4,12,88
11,4,13,16
11,4,14,48
11,4,15,16
11,4,16,88
11,4,17,32
11,4,18,56
11,4,19,48
11,5,0,32
11,5,1,8
11,5,2,64
11,5,3,16
11,5,4,64
11,5,5,450
11,5,6,400
11,5,7,48
11,5,8,56
11,5,9,400
11,5,10,48
11,5,11,32
11,5,12,8
11,5,13,88
11,5,14,48
11,5,15,24
11,5,16,80
11,5,17,72
11,5,18,64
11,5,19,96
12,1,0,8
12,1,1,300
12,1,2,96
12,1,3,80
12,1,4,16
12,1,5,24
12,1,6,72
12,1,7,64
12,1,8,80
12,1,9,96
12,1,10,56
12,1,11,450
12,1,12,40
12,1,13,300
12,1,14,32
12,1,15,80
12,1,16,8
12,1,17,32
12,1,18,24
12,1,19,150
12,2,0,64
12,2,1,40
12,2,2,150
12,2,3,16
12,2,4,40
12,2,5,72
12,2,6,48
12,2,7,72
12,2,8,48
12,2,9,32
12,2,10,850
12,2,11,80
12,2,12,24
12,2,13,72
12,2,14,8
12,2,15,56
12,2,16,16
12,2,17,16
12,2,18,48
12,2,19,96
12,3,0,48
12,3,1,64
12,3,2,100
12,3,3,48
12,3,4,88
12,3,5,64
12,3,6,250
12,3,7,56
12,3,8,100
12,3,9,24
12,3,10,48
12,3,11,64
12,3,12,400
12,3,13,80
12,3,14,300
12,3,15,48
12,3,16,96
12,3,17,150
12,3,18,200
12,3,19,40
12,4,0,88
12,4,1,72
12,4,2,56
12,4,3,24
12,4,4,350
12,4,5,96
12,4,6,64
12,4,7,48
12,4,8,100
12,4,9,64
12,4,10,750
12,4,11,16
12,4,12,200
12,4,13,16
12,4,14,32
12,4,15,64
12,4,16,40
12,4,17,24
12,4,18,100
12,4,19,40
12,5,0,550
12,5,1,32
12,5,2,88
12,5,3,40
12,5,4,80
12,5,5,16
12,5,6,48
12,5,7,96
12,5,8,64
12,5,9,250
12,5,10,64
12,5,11,300
12,5,12,72
12,5,13,550
12,5,14,72
12,5,15,200
12,5,16,64
12,5,17,88
12,5,18,100
12,5,19,16
13,1,0,200
13,1,1,650
13,1,2,150
13,1,3,400
13,1,4,250
13,1,5,100
13,1,6,500
13,1,7,16
13,1,8,600
13,1,9,56
13,1,10,48
13,1,11,450
13,1,12,800
13,1,13,700
13,1,14,16
13,1,15,300
13,1,16,450
13,1,17,96
13,1,18,500
13,1,19,700
13,2,0,400
13,2,1,32
13,2,2,400
13,2,3,600
13,2,4,600
13,2,5,600
13,2,6,800
13,2,7,72
13,2,8,24
13,2,9,40
13,2,10,150
13,2,11,300
13,2,12,16
13,2,13,72
13,2,14,350
13,2,15,550
13,2,16,56
13,2,17,72
13,2,18,100
13,2,19,40
13,3,0,32
13,3,1,450
13,3,2,56
13,3,3,64
13,3,4,100
13,3,5,200
13,3,6,150
13,3,7,24
13,3,8,100
13,3,9,200
13,3,10,500
13,3,11,400
13,3,12,100
13,3,13,64
13,3,14,100
13,3,15,200
13,3,16,250
13,3,17,40
13,3,18,40
13,3,19,250
13,4,0,550
13,4,1,450
13,4,2,700
13,4,3,350
13,4,4,800
13,4,5,450
13,4,6,24
13,4,7,300
13,4,8,250
13,4,9,400
13,4,10,500
13,4,11,850
13,4,12,16
13,4,13,150
13,4,14,250
13,4,15,96
13,4,16,750
13,4,17,300
13,4,18,550
13,4,19,80
13,5,0,88
13,5,1,56
13,5,2,700
13,5,3,56
13,5,4,650
13,5,5,32
13,5,6,550
13,5,7,150
13,5,8,400
13,5,9,64
13,5,10,550
13,5,11,200
13,5,12,88
13,5,13,88
13,5,14,400
13,5,15,64
13,5,16,56
13,5,17,150
13,5,18,40
13,5,19,350
14,1,0,650
14,1,1,400
14,1,2,350
14,1,3,200
14,1,4,40
14,1,5,300
14,1,6,600
14,1,7,350
14,1,8,150
14,1,9,56
14,1,10,450
14,1,11,48
14,1,12,450
14,1,13,550
14,1,14,1000
14,1,15,850
14,1,16,88
14,1,17,72
14,1,18,450
14,1,19,350
14,2,0,150
14,2,1,550
14,2,2,200
14,2,3,300
14,2,4,150
14,2,5,250
14,2,6,650
14,2,7,650
14,2,8,250
14,2,9,350
14,2,10,200
14,2,11,500
14,2,12,450
14,2,13,200
14,2,14,650
14,2,15,150
14,2,16,150
14,2,17,300
14,2,18,400
14,2,19,450
14,3,0,100
14,3,1,250
14,3,2,1000
14,3,3,150
14,3,4,350
14,3,5,64
14,3,6,250
14,3,7,500
14,3,8,8
14,3,9,56
14,3,10,88
14,3,11,200
14,3,12,550
14,3,13,200
14,3,14,300
14,3,15,350
14,3,16,200
14,3,17,16
14,3,18,400
14,3,19,550
14,4,0,400
14,4,1,350
14,4,2,350
14,4,3,650
14,4,4,100
14,4,5,400
14,4,6,400
14,4,7,250
14,4,8,8
14,4,9,550
14,4,10,750
14,4,11,500
14,4,12,400
14,4,13,1000
14,4,14,88
14,4,15,850
14,4,16,400
14,4,17,100
14,4,18,500
14,4,19,400
14,5,0,650
14,5,1,300
14,5,2,600
14,5,3,400
14,5,4,550
14,5,5,600
14,5,6,300
14,5,7,150
14,5,8,150
14,5,9,100
14,5,10,450
14,5,11,24
14,5,12,350
14,5,13,600
14,5,14,350
14,5,15,400
14,5,16,550
14,5,17,200
14,5,18,350
14,5,19,150
15,1,0,750
15,1,1,750
15,1,2,250
15,1,3,250
15,1,4,700
15,1,5,750
15,1,6,750
15,1,7,350
15,1,8,200
15,1,9,150
15,1,10,56
15,1,11,250
15,1,12,850
15,1,13,56
15,1,14,300
15,1,15,750
15,1,16,200
15,1,17,850
15,1,18,750
15,1,19,350
15,2,0,800
15,2,1,96
15,2,2,700
15,2,3,300
15,2,4,900
15,2,5,350
15,2,6,750
15,2,7,450
15,2,8,250
15,2,9,850
15,2,10,850
15,2,11,900
15,2,12,800
15,2,13,600
15,2,14,350
15,2,15,400
15,2,16,850
15,2,17,850
15,2,18,900
15,2,19,650
15,3,0,450
15,3,1,900
15,3,2,300
15,3,3,800
15,3,4,800
15,3,5,600
15,3,6,650
15,3,7,550
15,3,8,250
15,3,9,300
15,3,10,850
15,3,11,750
15,3,12,300
15,3,13,900
15,3,14,750
15,3,15,350
15,3,16,300
15,3,17,900
15,3,18,250
15,3,19,700
15,4,0,300
15,4,1,96
15,4,2,800
15,4,3,300
15,4,4,250
15,4,5,96
15,4,6,700
15,4,7,850
15,4,8,550
15,4,9,950
15,4,10,250
15,4,11,1000
15,4,12,300
15,4,13,250
15,4,14,250
15,4,15,900
15,4,16,250
15,4,17,600
15,4,18,250
15,4,19,450
15,5,0,350
15,5,1,850
15,5,2,250
15,5,3,600
15,5,4,250
15,5,5,88
15,5,6,96
15,5,7,500
15,5,8,650
15,5,9,850
15,5,10,750
15,5,11,850
15,5,12,900
15,5,13,400
15,5,14,600
15,5,15,400
15,5,16,350
15,5,17,700
15,5,18,350
15,5,19,750
16,1,0,1000
16,1,1,550
16,1,2,1000
16,1,3,150
16,1,4,96
16,1,5,72
16,1,6,1000
16,1,7,48
16,1,8,600
16,1,9,800
16,1,10,450
16,1,11,1000
16,1,12,72
16,1,13,550
16,1,14,600
16,1,15,400
16,1,16,400
16,1,17,500
16,1,18,350
16,1,19,1000
16,2,0,1000
16,2,1,300
16,2,2,40
16,2,3,150
16,2,4,700
16,2,5,1000
16,2,6,64
16,2,7,250
16,2,8,550
16,2,9,1000
16,2,10,650
16,2,11,80
16,2,12,750
16,2,13,32
16,2,14,700
16,2,15,700
16,2,16,700
16,2,17,1000
16,2,18,72
16,2,19,600
16,3,0,300
16,3,1,1000
16,3,2,150
16,3,3,950
16,3,4,48
16,3,5,100
16,3,6,1000
16,3,7,1000
16,3,8,650
16,3,9,950
16,3,10,350
16,3,11,80
16,3,12,850
16,3,13,72
16,3,14,300
16,3,15,56
16,3,16,550
16,3,17,650
16,3,18,100
16,3,19,100
16,4,0,400
16,4,1,48
16,4,2,900
16,4,3,1000
16,4,4,700
16,4,5,750
16,4,6,600
16,4,7,600
16,4,8,1000
16,4,9,600
16,4,10,800
16,4,11,750
16,4,12,8
16,4,13,300
16,4,14,400
16,4,15,450
16,4,16,300
16,4,17,800
16,4,18,200
16,4,19,550
16,5,0,1000
16,5,1,150
16,5,2,900
16,5,3,750
16,5,4,1000
16,5,5,850
16,5,6,900
16,5,7,950
16,5,8,700
16,5,9,600
16,5,10,900
16,5,11,1000
16,5,12,96
16,5,13,800
16,5,14,250
16,5,15,600
16,5,16,700
16,5,17,1000
16,5,18,550
16,5,19,750
17,1,0,650
17,1,1,900
17,1,2,750
17,1,3,650
17,1,4,750
17,1,5,1000
17,1,6,750
17,1,7,500
17,1,8,650
17,1,9,600
17,1,10,1000
17,1,11,750
17,1,12,950
17,1,13,800
17,1,14,750
17,1,15,700
17,1,16,850
17,1,17,500
17,1,18,650
17,1,19,450
17,2,0,850
17,2,1,550
17,2,2,800
17,2,3,1000
17,2,4,450
17,2,5,700
17,2,6,8
17,2,7,650
17,2,8,950
17,2,9,1000
17,2,10,500
17,2,11,800
17,2,12,750
17,2,13,800
17,2,14,800
17,2,15,900
17,2,16,1000
17,2,17,800
17,2,18,950
17,2,19,650
17,3,0,650
17,3,1,700
17,3,2,700
17,3,3,500
17,3,4,650
17,3,5,650
17,3,6,900
17,3,7,550
17,3,8,800
17,3,9,550
17,3,10,450
17,3,11,850
17,3,12,650
17,3,13,600
17,3,14,250
17,3,15,500
17,3,16,950
17,3,17,700
17,3,18,850
17,3,19,900
17,4,0,700
17,4,1,8
17,4,2,800
17,4,3,300
17,4,4,300
17,4,5,1000
17,4,6,550
17,4,7,850
17,4,8,800
17,4,9,800
17,4,10,750
17,4,11,1000
17,4,12,650
17,4,13,850
17,4,14,900
17,4,15,750
17,4,16,550
17,4,17,900
17,4,18,8
17,4,19,950
17,5,0,850
17,5,1,950
17,5,2,1000
17,5,3,700
17,5,4,350
17,5,5,1000
17,5,6,700
17,5,7,750
17,5,8,800
17,5,9,900
17,5,10,750
17,5,11,750
17,5,12,900
17,5,13,650
17,5,14,850
17,5,15,650
17,5,16,750
17,5,17,750
17,5,18,700
17,5,19,900
18,1,0,900
18,1,1,800
18,1,2,950
18,1,3,550
18,1,4,550
18,1,5,950
18,1,6,650
18,1,7,1000
18,1,8,850
18,1,9,450
18,1,10,500
18,1,11,800
