iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,700,Elitist,1317.0226159374515,2,10,0.9
6,1,700,Elitist,1411.296370908064,2,10,0.9
6,2,700,Elitist,1309.5472071308784,2,10,0.9
6,3,700,Elitist,1586.8109493991035,2,10,0.9
6,4,700,Elitist,1321.945537286309,2,10,0.9
6,5,700,Elitist,1473.986953483213,2,10,0.9
6,6,700,Elitist,1506.1263986054528,2,10,0.9
6,7,700,Elitist,1457.1925767364514,2,10,0.9
6,8,700,Elitist,1561.4853549791692,2,10,0.9
6,9,700,Elitist,1507.12568715936,2,10,0.9
6,10,700,Elitist,1376.118780329481,2,10,0.9
6,11,700,Elitist,1332.5387954659973,2,10,0.9
6,12,700,Elitist,1405.6358389429543,2,10,0.9
6,13,700,Elitist,1396.6275298623602,2,10,0.9
6,14,700,Elitist,1512.2724779231128,2,10,0.9
6,15,700,Elitist,1195.762108326496,2,10,0.9
6,16,700,Elitist,1427.4275922908128,2,10,0.9
6,17,700,Elitist,1541.7261835399602,2,10,0.9
6,18,700,Elitist,1482.441476332913,2,10,0.9
6,19,700,Elitist,1515.0017290819155,2,10,0.9
7,0,700,Elitist,1226.4165002595616,2,10,0.9
7,1,700,Elitist,1386.7465343901572,2,10,0.9
7,2,700,Elitist,1081.5003590878289,2,10,0.9
7,3,700,Elitist,1310.854319287541,2,10,0.9
7,4,700,Elitist,1119.794912911037,2,10,0.9
7,5,700,Elitist,1307.1904279596156,2,10,0.9
7,6,700,Elitist,1600.424308972687,2,10,0.9
7,7,700,Elitist,1123.1791137087268,2,10,0.9
7,8,700,Elitist,1313.6655629148856,2,10,0.9
7,9,700,Elitist,1199.0145095354005,2,10,0.9
7,10,700,Elitist,1271.7109080672728,2,10,0.9
7,11,700,Elitist,1363.5582450850359,2,10,0.9
7,12,700,Elitist,1217.3852098812774,2,10,0.9
7,13,700,Elitist,1412.0433454448028,2,10,0.9
7,14,700,Elitist,1348.9596915602208,2,10,0.9
7,15,700,Elitist,1232.8742633418992,2,10,0.9
7,16,700,Elitist,1089.3048163316007,2,10,0.9
7,17,700,Elitist,1360.8727941957222,2,10,0.9
7,18,700,Elitist,1294.1653699641192,2,10,0.9
7,19,700,Elitist,1274.1261788726451,2,10,0.9
6,0,700,Elitist,1638.0234336727751,2,10,0.7
6,1,700,Elitist,1508.7942012351937,2,10,0.7
6,2,700,Elitist,1562.0667834389053,2,10,0.7
6,3,700,Elitist,1393.8437779805774,2,10,0.7
6,4,700,Elitist,1605.7328022952838,2,10,0.7
6,5,700,Elitist,1354.2676930793868,2,10,0.7
6,6,700,Elitist,1282.4717538721125,2,10,0.7
6,7,700,Elitist,1519.035847402784,2,10,0.7
6,8,700,Elitist,1445.2211897337047,2,10,0.7
6,9,700,Elitist,1604.7411064076664,2,10,0.7
6,10,700,Elitist,1402.4092440515574,2,10,0.7
6,11,700,Elitist,1367.8097323801526,2,10,0.7
6,12,700,Elitist,1355.7886263761886,2,10,0.7
6,13,700,Elitist,1616.3075481766055,2,10,0.7
6,14,700,Elitist,1472.9161559139084,2,10,0.7
6,15,700,Elitist,1545.5776439887277,2,10,0.7
6,16,700,Elitist,1661.1370893436476,2,10,0.7
6,17,700,Elitist,1623.0019276016878,2,10,0.7
6,18,700,Elitist,1475.812799910896,2,10,0.7
6,19,700,Elitist,1684.4626755716988,2,10,0.7
7,0,700,Elitist,1125.886956015926,2,10,0.7
7,1,700,Elitist,1340.1470317550215,2,10,0.7
7,2,700,Elitist,1335.222753974098,2,10,0.7
7,3,700,Elitist,1370.0771926809048,2,10,0.7
7,4,700,Elitist,1593.4137929720196,2,10,0.7
7,5,700,Elitist,1250.9539375411323,2,10,0.7
7,6,700,Elitist,1181.5060483576572,2,10,0.7
7,7,700,Elitist,1474.9236822261041,2,10,0.7
7,8,700,Elitist,1454.2103495181013,2,10,0.7
7,9,700,Elitist,1103.8207333360972,2,10,0.7
7,10,700,Elitist,1558.3650378700227,2,10,0.7
7,11,700,Elitist,1447.2551893296986,2,10,0.7
7,12,700,Elitist,1408.5601606002674,2,10,0.7
7,13,700,Elitist,1228.0102981687335,2,10,0.7
7,14,700,Elitist,1364.577676157046,2,10,0.7
7,15,700,Elitist,1342.0121510150702,2,10,0.7
7,16,700,Elitist,1301.1049299198294,2,10,0.7
7,17,700,Elitist,1451.3385150723411,2,10,0.7
7,18,700,Elitist,1461.6827599748667,2,10,0.7
7,19,700,Elitist,1411.7043839574144,2,10,0.7
6,0,700,Elitist,1616.1772259812446,2,10,0.5
6,1,700,Elitist,1611.1888185420512,2,10,0.5
6,2,700,Elitist,1356.6627573424505,2,10,0.5
6,3,700,Elitist,1565.3059411443821,2,10,0.5
6,4,700,Elitist,1719.7890053686308,2,10,0.5
6,5,700,Elitist,1699.4988544566445,2,10,0.5
6,6,700,Elitist,1459.3999448324669,2,10,0.5
6,7,700,Elitist,1329.9900790736601,2,10,0.5
6,8,700,Elitist,1537.1541593645836,2,10,0.5
6,9,700,Elitist,1467.0802488325219,2,10,0.5
6,10,700,Elitist,1337.012744399171,2,10,0.5
6,11,700,Elitist,1771.2513111168903,2,10,0.5
6,12,700,Elitist,1541.654063136667,2,10,0.5
6,13,700,Elitist,1431.0397173246529,2,10,0.5
6,14,700,Elitist,1586.646545761179,2,10,0.5
6,15,700,Elitist,1434.778967701313,2,10,0.5
6,16,700,Elitist,1408.89730139545,2,10,0.5
6,17,700,Elitist,1541.3067554747706,2,10,0.5
6,18,700,Elitist,1379.4866385621722,2,10,0.5
6,19,700,Elitist,1872.1999441370772,2,10,0.5
7,0,700,Elitist,1447.7418145022252,2,10,0.5
7,1,700,Elitist,1404.9196624447522,2,10,0.5
7,2,700,Elitist,1312.8618071814558,2,10,0.5
7,3,700,Elitist,1256.839289859678,2,10,0.5
7,4,700,Elitist,1425.417664058227,2,10,0.5
