iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,200,BFGS,1189.1667313687008,2,10,0.9
6,1,200,BFGS,1256.5594364796525,2,10,0.9
6,2,200,BFGS,1084.883298852813,2,10,0.9
6,3,200,BFGS,1351.9087962320173,2,10,0.9
6,4,200,BFGS,1098.5167533837646,2,10,0.9
6,5,200,BFGS,1201.8601003858487,2,10,0.9
6,6,200,BFGS,1329.6723089605239,2,10,0.9
6,7,200,BFGS,1341.0226487820394,2,10,0.9
6,8,200,BFGS,1176.8060672133684,2,10,0.9
6,9,200,BFGS,1280.7370033493444,2,10,0.9
6,10,200,BFGS,1118.1113350532446,2,10,0.9
6,11,200,BFGS,1122.803097593614,2,10,0.9
6,12,200,BFGS,1149.2700659759234,2,10,0.9
6,13,200,BFGS,1221.6768024042585,2,10,0.9
6,14,200,BFGS,1436.4313910858884,2,10,0.9
6,15,200,BFGS,828.0099208176596,2,10,0.9
6,16,200,BFGS,1126.0164433578361,2,10,0.9
6,17,200,BFGS,1271.0132592261275,2,10,0.9
6,18,200,BFGS,975.509109497914,2,10,0.9
6,19,200,BFGS,1196.4861839428138,2,10,0.9
7,0,200,BFGS,1072.441693267667,2,10,0.9
7,1,200,BFGS,955.8494471440025,2,10,0.9
7,2,200,BFGS,866.8941686654713,2,10,0.9
7,3,200,BFGS,1035.7113755088558,2,10,0.9
7,4,200,BFGS,957.2396413563121,2,10,0.9
7,5,200,BFGS,1149.0395616155638,2,10,0.9
7,6,200,BFGS,1385.5215141359004,2,10,0.9
7,7,200,BFGS,1003.8610937681801,2,10,0.9
7,8,200,BFGS,1094.7023357144346,2,10,0.9
7,9,200,BFGS,917.8213797217243,2,10,0.9
7,10,200,BFGS,1004.8308953590442,2,10,0.9
7,11,200,BFGS,1070.0227942603628,2,10,0.9
7,12,200,BFGS,943.1645528757199,2,10,0.9
7,13,200,BFGS,1345.8081433600562,2,10,0.9
7,14,200,BFGS,980.7394052783508,2,10,0.9
