iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,150,PSO,1246.9585253701084,2,10,0.9
6,1,150,PSO,1242.0790615969452,2,10,0.9
6,2,150,PSO,950.7254185743235,2,10,0.9
6,3,150,PSO,1124.1288738884869,2,10,0.9
6,4,150,PSO,1022.9814794692995,2,10,0.9
6,5,150,PSO,1284.319459386107,2,10,0.9
6,6,150,PSO,1568.8595040547973,2,10,0.9
6,7,150,PSO,1236.8665890899397,2,10,0.9
6,8,150,PSO,1005.0494439144385,2,10,0.9
6,9,150,PSO,1102.2091868787738,2,10,0.9
6,10,150,PSO,1143.4530360925262,2,10,0.9
6,11,150,PSO,1081.5500180668696,2,10,0.9
6,12,150,PSO,1137.1520175332919,2,10,0.9
6,13,150,PSO,1389.707557649355,2,10,0.9
6,14,150,PSO,1219.8601719959756,2,10,0.9
6,15,150,PSO,809.5725773110022,2,10,0.9
6,16,150,PSO,988.7370162766438,2,10,0.9
6,17,150,PSO,1137.2066793303272,2,10,0.9
6,18,150,PSO,914.6171311422141,2,10,0.9
6,19,150,PSO,1216.1101835985833,2,10,0.9
7,0,150,PSO,1106.2061740132226,2,10,0.9
7,1,150,PSO,1012.575124515629,2,10,0.9
7,2,150,PSO,732.5940726120905,2,10,0.9
7,3,150,PSO,1043.876202389097,2,10,0.9
7,4,150,PSO,974.9939069096563,2,10,0.9
7,5,150,PSO,1007.466395381631,2,10,0.9
7,6,150,PSO,1270.4688555165926,2,10,0.9
7,7,150,PSO,905.0154737622199,2,10,0.9
7,8,150,PSO,1139.4218580192921,2,10,0.9
7,9,150,PSO,893.6581541174337,2,10,0.9
7,10,150,PSO,1093.5464039021754,2,10,0.9
7,11,150,PSO,1232.8935426407386,2,10,0.9
7,12,150,PSO,893.3330064665854,2,10,0.9
7,13,150,PSO,1093.9644476893736,2,10,0.9
7,14,150,PSO,953.4867721226761,2,10,0.9
7,15,150,PSO,951.7560737876522,2,10,0.9
7,16,150,PSO,845.0785784061586,2,10,0.9
7,17,150,PSO,1001.1659452524168,2,10,0.9
7,18,150,PSO,1119.840290952156,2,10,0.9
7,19,150,PSO,1160.382062722965,2,10,0.9
6,0,150,PSO,1426.5352348835595,2,10,0.7
6,1,150,PSO,1329.8320973714963,2,10,0.7
6,2,150,PSO,1172.6163139848502,2,10,0.7
6,3,150,PSO,1135.6878276094458,2,10,0.7
6,4,150,PSO,1372.0045448953274,2,10,0.7
6,5,150,PSO,1046.3340050054949,2,10,0.7
6,6,150,PSO,1064.9583760048665,2,10,0.7
6,7,150,PSO,1221.0622254451123,2,10,0.7
6,8,150,PSO,1195.7065591670103,2,10,0.7
6,9,150,PSO,1462.5147030455125,2,10,0.7
6,10,150,PSO,1317.0210781159112,2,10,0.7
6,11,150,PSO,1242.2257310199313,2,10,0.7
6,12,150,PSO,1333.7165600335366,2,10,0.7
6,13,150,PSO,1292.153888730892,2,10,0.7
6,14,150,PSO,1364.9481160856396,2,10,0.7
6,15,150,PSO,1474.7450330036286,2,10,0.7
6,16,150,PSO,1312.0567409631267,2,10,0.7
6,17,150,PSO,1566.8785130667138,2,10,0.7
6,18,150,PSO,1240.588383163195,2,10,0.7
6,19,150,PSO,1419.3892811328471,2,10,0.7
7,0,150,PSO,913.1217515814844,2,10,0.7
7,1,150,PSO,1144.2951849324036,2,10,0.7
7,2,150,PSO,1027.4282066454048,2,10,0.7
7,3,150,PSO,1230.1398531695477,2,10,0.7
7,4,150,PSO,1156.6578987806743,2,10,0.7
7,5,150,PSO,1142.0497432907669,2,10,0.7
7,6,150,PSO,1048.5678697532262,2,10,0.7
7,7,150,PSO,1319.7207732359298,2,10,0.7
7,8,150,PSO,1020.0837996905466,2,10,0.7
7,9,150,PSO,957.8455619142968,2,10,0.7
7,10,150,PSO,1069.7947264645181,2,10,0.7
7,11,150,PSO,1211.9896031829833,2,10,0.7
7,12,150,PSO,1126.9528219562767,2,10,0.7
7,13,150,PSO,1263.5670609160138,2,10,0.7
7,14,150,PSO,1042.7150340812793,2,10,0.7
7,15,150,PSO,1031.415285830411,2,10,0.7
7,16,150,PSO,1066.5674828020344,2,10,0.7
7,17,150,PSO,1123.5187142150705,2,10,0.7
7,18,150,PSO,1199.2147154603126,2,10,0.7
7,19,150,PSO,1414.2024081569218,2,10,0.7
6,0,150,PSO,1294.4115450806253,2,10,0.5
6,1,150,PSO,1434.5939051113792,2,10,0.5
6,2,150,PSO,1223.5298026325909,2,10,0.5
6,3,150,PSO,1344.4227122296898,2,10,0.5
6,4,150,PSO,1255.4328672772199,2,10,0.5
6,5,150,PSO,1235.7917231820059,2,10,0.5
6,6,150,PSO,1340.1354256015254,2,10,0.5
6,7,150,PSO,1102.7008308590496,2,10,0.5
6,8,150,PSO,1188.118591380447,2,10,0.5
6,9,150,PSO,1332.4021053112506,2,10,0.5
6,10,150,PSO,1278.546481860446,2,10,0.5
6,11,150,PSO,1519.9380983262733,2,10,0.5
6,12,150,PSO,1505.198768976918,2,10,0.5
6,13,150,PSO,1183.7194696805882,2,10,0.5
6,14,150,PSO,1528.854395130735,2,10,0.5
6,15,150,PSO,1406.4056132915618,2,10,0.5
6,16,150,PSO,1039.984375452109,2,10,0.5
6,17,150,PSO,1389.4901035833477,2,10,0.5
6,18,150,PSO,1329.925477235489,2,10,0.5
6,19,150,PSO,1528.3527666681623,2,10,0.5
7,0,150,PSO,1269.6581141898307,2,10,0.5
7,1,150,PSO,1281.5263391758208,2,10,0.5
7,2,150,PSO,1123.0279996558456,2,10,0.5
7,3,150,PSO,1122.8050785475746,2,10,0.5
7,4,150,PSO,1425.4113503747617,2,10,0.5
7,5,150,PSO,1518.3716399978732,2,10,0.5
7,6,150,PSO,1355.5573539368754,2,10,0.5
7,7,150,PSO,1297.6529668517774,2,10,0.5
7,8,150,PSO,1322.344038806101,2,10,0.5
7,9,150,PSO,1257.1769818742275,2,10,0.5
