iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,100,MLSL,2347.3351592742815,2,10,0.9
6,1,100,MLSL,2511.583478333844,2,10,0.9
6,2,100,MLSL,2110.0025799830432,2,10,0.9
6,3,100,MLSL,2313.2779869212145,2,10,0.9
6,4,100,MLSL,2375.4157190793258,2,10,0.9
6,5,100,MLSL,2279.2831612156724,2,10,0.9
6,6,100,MLSL,2544.795544625077,2,10,0.9
6,7,100,MLSL,2515.3233894706846,2,10,0.9
6,8,100,MLSL,2244.040233272899,2,10,0.9
6,9,100,MLSL,2732.4021379374103,2,10,0.9
6,10,100,MLSL,2557.797161023167,2,10,0.9
6,11,100,MLSL,2135.728997940138,2,10,0.9
6,12,100,MLSL,2539.038886191983,2,10,0.9
6,13,100,MLSL,2115.329199313893,2,10,0.9
6,14,100,MLSL,2255.3334688507166,2,10,0.9
6,15,100,MLSL,1316.395195020656,2,10,0.9
6,16,100,MLSL,2557.8721872663837,2,10,0.9
6,17,100,MLSL,2091.2806672106326,2,10,0.9
6,18,100,MLSL,2319.2964654161296,2,10,0.9
6,19,100,MLSL,2816.6886527104825,2,10,0.9
7,0,100,MLSL,2410.3417986834606,2,10,0.9
7,1,100,MLSL,1979.6399258360727,2,10,0.9
7,2,100,MLSL,1492.461282792956,2,10,0.9
7,3,100,MLSL,2287.889746107863,2,10,0.9
7,4,100,MLSL,2025.685488313009,2,10,0.9
7,5,100,MLSL,2046.4775264144903,2,10,0.9
7,6,100,MLSL,2625.6561512537182,2,10,0.9
7,7,100,MLSL,1650.2976109076353,2,10,0.9
7,8,100,MLSL,2081.812619768264,2,10,0.9
7,9,100,MLSL,1566.3711196038462,2,10,0.9
7,10,100,MLSL,1863.5905427194937,2,10,0.9
7,11,100,MLSL,1945.578021409175,2,10,0.9
7,12,100,MLSL,1741.4778743702893,2,10,0.9
7,13,100,MLSL,2413.2718354415915,2,10,0.9
7,14,100,MLSL,2169.548994977099,2,10,0.9
7,15,100,MLSL,2445.961189491032,2,10,0.9
7,16,100,MLSL,1768.8480018725786,2,10,0.9
7,17,100,MLSL,2260.5016797715225,2,10,0.9
7,18,100,MLSL,2106.521039889435,2,10,0.9
7,19,100,MLSL,2082.524981698092,2,10,0.9
