iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,1000,Non-elitist,11867.429462467884,21,22,0.7
6,1,1000,Non-elitist,10355.574087895004,21,22,0.7
6,2,1000,Non-elitist,10156.88689450317,21,22,0.7
6,3,1000,Non-elitist,10230.83989714866,21,22,0.7
6,4,1000,Non-elitist,9264.49251029508,21,22,0.7
6,5,1000,Non-elitist,7683.393751382808,21,22,0.7
6,6,1000,Non-elitist,8030.898053724182,21,22,0.7
6,7,1000,Non-elitist,10773.545363366276,21,22,0.7
6,8,1000,Non-elitist,10738.644932787776,21,22,0.7
6,9,1000,Non-elitist,7633.49381039626,21,22,0.7
6,10,1000,Non-elitist,7028.227160483675,21,22,0.7
6,11,1000,Non-elitist,12115.03880391805,21,22,0.7
6,12,1000,Non-elitist,8055.59271570666,21,22,0.7
6,13,1000,Non-elitist,10428.52611304081,21,22,0.7
6,14,1000,Non-elitist,9547.964378359664,21,22,0.7
6,15,1000,Non-elitist,10603.636600721373,21,22,0.7
6,16,1000,Non-elitist,11177.054947260589,21,22,0.7
6,17,1000,Non-elitist,9700.495267896216,21,22,0.7
6,18,1000,Non-elitist,10170.78728540344,21,22,0.7
6,19,1000,Non-elitist,10455.002779701703,21,22,0.7
7,0,1000,Non-elitist,9190.643231349233,21,22,0.7
7,1,1000,Non-elitist,5975.309084751068,21,22,0.7
7,2,1000,Non-elitist,6871.220503242321,21,22,0.7
7,3,1000,Non-elitist,8090.288433792706,21,22,0.7
7,4,1000,Non-elitist,7129.528336332061,21,22,0.7
7,5,1000,Non-elitist,6730.702540820998,21,22,0.7
7,6,1000,Non-elitist,8640.526499822965,21,22,0.7
7,7,1000,Non-elitist,7264.096348853302,21,22,0.7
7,8,1000,Non-elitist,6835.009157809847,21,22,0.7
7,9,1000,Non-elitist,9515.866711624487,21,22,0.7
7,10,1000,Non-elitist,7118.291934499732,21,22,0.7
7,11,1000,Non-elitist,8140.669323150623,21,22,0.7
7,12,1000,Non-elitist,8087.571890397517,21,22,0.7
7,13,1000,Non-elitist,8386.408502013848,21,22,0.7
7,14,1000,Non-elitist,12818.977440499548,21,22,0.7
7,15,1000,Non-elitist,7704.866095509251,21,22,0.7
7,16,1000,Non-elitist,7612.292490145432,21,22,0.7
7,17,1000,Non-elitist,6823.151082051486,21,22,0.7
7,18,1000,Non-elitist,9152.343896788101,21,22,0.7
7,19,1000,Non-elitist,6815.777341236668,21,22,0.7
