iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,200,MLSL,1930.4522884624594,2,10,0.9
6,1,200,MLSL,1933.7297348390064,2,10,0.9
6,2,200,MLSL,1720.8698558503738,2,10,0.9
6,3,200,MLSL,2117.3045188870756,2,10,0.9
6,4,200,MLSL,1837.2337864892684,2,10,0.9
6,5,200,MLSL,2267.3073984539496,2,10,0.9
6,6,200,MLSL,2333.7634641452723,2,10,0.9
6,7,200,MLSL,2150.0226289011025,2,10,0.9
6,8,200,MLSL,1885.5233421417265,2,10,0.9
6,9,200,MLSL,2156.743661402205,2,10,0.9
6,10,200,MLSL,1870.2691111519803,2,10,0.9
6,11,200,MLSL,1775.896055178668,2,10,0.9
6,12,200,MLSL,1868.8330821778193,2,10,0.9
6,13,200,MLSL,2075.2932708168887,2,10,0.9
6,14,200,MLSL,2255.3334688507166,2,10,0.9
6,15,200,MLSL,1316.395195020656,2,10,0.9
6,16,200,MLSL,1726.9384061224366,2,10,0.9
6,17,200,MLSL,2091.2806672106326,2,10,0.9
6,18,200,MLSL,1699.042586109154,2,10,0.9
6,19,200,MLSL,2078.081798039942,2,10,0.9
7,0,200,MLSL,1826.7277787245318,2,10,0.9
7,1,200,MLSL,1836.830755927245,2,10,0.9
7,2,200,MLSL,1492.461282792956,2,10,0.9
7,3,200,MLSL,1854.6006061126025,2,10,0.9
7,4,200,MLSL,1470.623021460333,2,10,0.9
7,5,200,MLSL,1891.0875661730317,2,10,0.9
7,6,200,MLSL,2313.811462507572,2,10,0.9
7,7,200,MLSL,1585.0115361932967,2,10,0.9
7,8,200,MLSL,2009.2221094169959,2,10,0.9
7,9,200,MLSL,1566.3711196038462,2,10,0.9
7,10,200,MLSL,1755.25918002656,2,10,0.9
7,11,200,MLSL,1796.1363387688075,2,10,0.9
7,12,200,MLSL,1641.9119038536637,2,10,0.9
7,13,200,MLSL,2116.1202653703426,2,10,0.9
7,14,200,MLSL,1921.4745294097127,2,10,0.9
7,15,200,MLSL,1810.3062988132865,2,10,0.9
7,16,200,MLSL,1450.3868684448748,2,10,0.9
7,17,200,MLSL,1828.5529052005388,2,10,0.9
7,18,200,MLSL,1799.8129707543098,2,10,0.9
7,19,200,MLSL,1892.5476688153014,2,10,0.9
6,0,200,MLSL,2458.939376717664,2,10,0.7
6,1,200,MLSL,2229.3889550815793,2,10,0.7
6,2,200,MLSL,2314.572583975366,2,10,0.7
6,3,200,MLSL,1970.608809372166,2,10,0.7
6,4,200,MLSL,2226.6131516991563,2,10,0.7
6,5,200,MLSL,1893.1598600139248,2,10,0.7
6,6,200,MLSL,1733.2904099722723,2,10,0.7
6,7,200,MLSL,1711.4237146347023,2,10,0.7
6,8,200,MLSL,1783.3471005582273,2,10,0.7
6,9,200,MLSL,2140.892217270919,2,10,0.7
6,10,200,MLSL,2129.93078969232,2,10,0.7
6,11,200,MLSL,2119.4122117178385,2,10,0.7
6,12,200,MLSL,1974.7496658023629,2,10,0.7
6,13,200,MLSL,2197.9497898869595,2,10,0.7
6,14,200,MLSL,2159.980029730611,2,10,0.7
6,15,200,MLSL,2275.506653682715,2,10,0.7
6,16,200,MLSL,2107.4277008118024,2,10,0.7
6,17,200,MLSL,2478.527453122662,2,10,0.7
6,18,200,MLSL,1984.134588260649,2,10,0.7
6,19,200,MLSL,2064.691109053053,2,10,0.7
7,0,200,MLSL,1744.9343764470377,2,10,0.7
7,1,200,MLSL,1984.8445244219236,2,10,0.7
7,2,200,MLSL,1998.9244140885405,2,10,0.7
7,3,200,MLSL,1642.714575778251,2,10,0.7
7,4,200,MLSL,2188.7012838618953,2,10,0.7
7,5,200,MLSL,2072.1833984540385,2,10,0.7
7,6,200,MLSL,1535.6819143882562,2,10,0.7
7,7,200,MLSL,2070.629776227396,2,10,0.7
7,8,200,MLSL,1896.2581467687799,2,10,0.7
7,9,200,MLSL,1593.1516571602774,2,10,0.7
7,10,200,MLSL,1914.6278328575145,2,10,0.7
7,11,200,MLSL,2129.488698091977,2,10,0.7
7,12,200,MLSL,1826.6730016861825,2,10,0.7
7,13,200,MLSL,1767.9155402861052,2,10,0.7
7,14,200,MLSL,1927.043883551461,2,10,0.7
7,15,200,MLSL,1905.9528017137104,2,10,0.7
7,16,200,MLSL,1964.7615304140559,2,10,0.7
7,17,200,MLSL,2282.994630194021,2,10,0.7
7,18,200,MLSL,2129.6109636337064,2,10,0.7
7,19,200,MLSL,2139.8018581109795,2,10,0.7
6,0,200,MLSL,2236.9452787684454,2,10,0.5
6,1,200,MLSL,2319.9856418131794,2,10,0.5
6,2,200,MLSL,1905.8938429438576,2,10,0.5
6,3,200,MLSL,2003.3076599813605,2,10,0.5
6,4,200,MLSL,2501.1507361221093,2,10,0.5
6,5,200,MLSL,2351.2379649247096,2,10,0.5
6,6,200,MLSL,2005.0681226406818,2,10,0.5
6,7,200,MLSL,1670.1925087617142,2,10,0.5
6,8,200,MLSL,2113.845669673192,2,10,0.5
6,9,200,MLSL,2166.241880382767,2,10,0.5
6,10,200,MLSL,2157.2873849160123,2,10,0.5
6,11,200,MLSL,2385.7314940738706,2,10,0.5
6,12,200,MLSL,2414.48475849061,2,10,0.5
6,13,200,MLSL,2032.8100365545326,2,10,0.5
6,14,200,MLSL,2453.8820479125197,2,10,0.5
6,15,200,MLSL,2317.0664852548143,2,10,0.5
6,16,200,MLSL,1840.5131926808858,2,10,0.5
6,17,200,MLSL,2124.6679817948043,2,10,0.5
6,18,200,MLSL,2173.3604118569874,2,10,0.5
6,19,200,MLSL,2629.111321020625,2,10,0.5
7,0,200,MLSL,2249.3656477684744,2,10,0.5
7,1,200,MLSL,2008.6146114980781,2,10,0.5
7,2,200,MLSL,1823.6341832286294,2,10,0.5
7,3,200,MLSL,1821.067843222474,2,10,0.5
7,4,200,MLSL,2412.926986731375,2,10,0.5
7,5,200,MLSL,2123.8381225298835,2,10,0.5
7,6,200,MLSL,2262.2594339853367,2,10,0.5
7,7,200,MLSL,1949.0833449086913,2,10,0.5
7,8,200,MLSL,2370.0432180129055,2,10,0.5
7,9,200,MLSL,1691.637586705298,2,10,0.5
7,10,200,MLSL,2198.1833579885406,2,10,0.5
7,11,200,MLSL,1984.5429091373244,2,10,0.5
7,12,200,MLSL,2055.3079018851727,2,10,0.5
7,13,200,MLSL,2280.1116255516104,2,10,0.5
7,14,200,MLSL,1952.4372946883648,2,10,0.5
7,15,200,MLSL,2398.0012055595307,2,10,0.5
7,16,200,MLSL,1815.0982096550817,2,10,0.5
7,17,200,MLSL,2369.3055509118535,2,10,0.5
7,18,200,MLSL,1864.6264603551822,2,10,0.5
7,19,200,MLSL,1914.3791416329127,2,10,0.5
6,0,200,MLSL,2333.4134884618707,2,10,0.3
6,1,200,MLSL,2323.9889360638554,2,10,0.3
6,2,200,MLSL,2025.181453623467,2,10,0.3
6,3,200,MLSL,2212.1787682995323,2,10,0.3
6,4,200,MLSL,2207.499861280985,2,10,0.3
6,5,200,MLSL,2442.213332815547,2,10,0.3
6,6,200,MLSL,2329.11119446675,2,10,0.3
6,7,200,MLSL,1759.8304843761769,2,10,0.3
6,8,200,MLSL,2258.495898676344,2,10,0.3
6,9,200,MLSL,1601.8104279996692,2,10,0.3
6,10,200,MLSL,2068.3541518124002,2,10,0.3
6,11,200,MLSL,2081.5317227345563,2,10,0.3
6,12,200,MLSL,1910.8537649301784,2,10,0.3
6,13,200,MLSL,2059.529014399711,2,10,0.3
6,14,200,MLSL,2437.5701644493793,2,10,0.3
6,15,200,MLSL,2424.543926687972,2,10,0.3
6,16,200,MLSL,2576.020472305103,2,10,0.3
6,17,200,MLSL,2240.20313887645,2,10,0.3
6,18,200,MLSL,2058.226722071473,2,10,0.3
6,19,200,MLSL,2398.5805536891003,2,10,0.3
7,0,200,MLSL,2229.325427199115,2,10,0.3
7,1,200,MLSL,2380.310847102864,2,10,0.3
7,2,200,MLSL,1813.9583661934812,2,10,0.3
7,3,200,MLSL,2100.958561636826,2,10,0.3
7,4,200,MLSL,2227.6376915029587,2,10,0.3
7,5,200,MLSL,2495.8750131958122,2,10,0.3
7,6,200,MLSL,2484.760078934453,2,10,0.3
7,7,200,MLSL,2095.765385161062,2,10,0.3
7,8,200,MLSL,1966.554285592802,2,10,0.3
7,9,200,MLSL,1979.7933306367602,2,10,0.3
