iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,1000,Non-elitist,1334.8545348750342,2,10,0.9
6,1,1000,Non-elitist,1404.8496570227605,2,10,0.9
6,2,1000,Non-elitist,1301.0090394639287,2,10,0.9
6,3,1000,Non-elitist,1595.2600766696069,2,10,0.9
6,4,1000,Non-elitist,1357.0320287812172,2,10,0.9
6,5,1000,Non-elitist,1491.9763850818376,2,10,0.9
6,6,1000,Non-elitist,1517.1979491861287,2,10,0.9
6,7,1000,Non-elitist,1492.3531609948354,2,10,0.9
6,8,1000,Non-elitist,1533.1234390874376,2,10,0.9
6,9,1000,Non-elitist,1518.0669276343529,2,10,0.9
6,10,1000,Non-elitist,1385.8522466390368,2,10,0.9
6,11,1000,Non-elitist,1353.581705323918,2,10,0.9
6,12,1000,Non-elitist,1428.6475622926696,2,10,0.9
6,13,1000,Non-elitist,1397.622555506586,2,10,0.9
6,14,1000,Non-elitist,1522.8906878696712,2,10,0.9
6,15,1000,Non-elitist,1208.27754551815,2,10,0.9
6,16,1000,Non-elitist,1458.4864726192295,2,10,0.9
6,17,1000,Non-elitist,1575.5655282830862,2,10,0.9
6,18,1000,Non-elitist,1501.4508552624368,2,10,0.9
6,19,1000,Non-elitist,1564.178707560048,2,10,0.9
7,0,1000,Non-elitist,1234.7663856533516,2,10,0.9
7,1,1000,Non-elitist,1376.924636185203,2,10,0.9
7,2,1000,Non-elitist,1085.8345659208449,2,10,0.9
7,3,1000,Non-elitist,1309.4971823283486,2,10,0.9
7,4,1000,Non-elitist,1131.6352640158796,2,10,0.9
7,5,1000,Non-elitist,1311.2456624405772,2,10,0.9
7,6,1000,Non-elitist,1589.2869866772885,2,10,0.9
7,7,1000,Non-elitist,1132.020893634415,2,10,0.9
7,8,1000,Non-elitist,1322.9508018113902,2,10,0.9
7,9,1000,Non-elitist,1202.7016477280918,2,10,0.9
7,10,1000,Non-elitist,1265.1323116718472,2,10,0.9
7,11,1000,Non-elitist,1353.6403620281726,2,10,0.9
7,12,1000,Non-elitist,1234.2331412434703,2,10,0.9
7,13,1000,Non-elitist,1432.1402937937091,2,10,0.9
7,14,1000,Non-elitist,1341.5524327613748,2,10,0.9
7,15,1000,Non-elitist,1240.7282836990773,2,10,0.9
7,16,1000,Non-elitist,1088.0269435334978,2,10,0.9
7,17,1000,Non-elitist,1351.1353821925804,2,10,0.9
7,18,1000,Non-elitist,1337.9890254182528,2,10,0.9
7,19,1000,Non-elitist,1289.5973044129926,2,10,0.9
