iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,450,DE,1446.9070380146422,2,10,0.9
6,1,450,DE,1529.5272655873755,2,10,0.9
6,2,450,DE,1319.9969004519867,2,10,0.9
6,3,450,DE,1901.2414297728155,2,10,0.9
6,4,450,DE,1550.4086103765358,2,10,0.9
6,5,450,DE,1726.0063686563735,2,10,0.9
6,6,450,DE,1660.1069220131417,2,10,0.9
6,7,450,DE,1584.0285332267626,2,10,0.9
6,8,450,DE,1591.0797617043556,2,10,0.9
6,9,450,DE,1581.2566912370357,2,10,0.9
6,10,450,DE,1670.6312131547013,2,10,0.9
6,11,450,DE,1437.046866615403,2,10,0.9
6,12,450,DE,1499.585717626158,2,10,0.9
6,13,450,DE,1623.975708891534,2,10,0.9
6,14,450,DE,1858.5957122257212,2,10,0.9
6,15,450,DE,1264.071225099462,2,10,0.9
6,16,450,DE,1558.6706597115353,2,10,0.9
6,17,450,DE,1772.3214354914012,2,10,0.9
6,18,450,DE,1548.2757783259417,2,10,0.9
6,19,450,DE,1663.0865139503244,2,10,0.9
7,0,450,DE,1398.5846409492744,2,10,0.9
7,1,450,DE,1564.0568336009262,2,10,0.9
7,2,450,DE,1237.9968161600605,2,10,0.9
7,3,450,DE,1505.6589596225417,2,10,0.9
7,4,450,DE,1346.2860486460527,2,10,0.9
7,5,450,DE,1504.9063238858794,2,10,0.9
7,6,450,DE,1793.0089613801224,2,10,0.9
7,7,450,DE,1332.9417558308378,2,10,0.9
7,8,450,DE,1412.4238123774337,2,10,0.9
7,9,450,DE,1344.3203623555858,2,10,0.9
7,10,450,DE,1307.8782942857617,2,10,0.9
7,11,450,DE,1525.889758772971,2,10,0.9
7,12,450,DE,1416.6186807364775,2,10,0.9
7,13,450,DE,1636.6984601106344,2,10,0.9
7,14,450,DE,1472.904726320091,2,10,0.9
7,15,450,DE,1386.75001834462,2,10,0.9
7,16,450,DE,1078.5270729244885,2,10,0.9
7,17,450,DE,1482.9319721827123,2,10,0.9
7,18,450,DE,1449.0435544428656,2,10,0.9
7,19,450,DE,1379.0320430606107,2,10,0.9
6,0,450,DE,1870.5628252399133,2,10,0.7
6,1,450,DE,1654.2568805284218,2,10,0.7
6,2,450,DE,1801.6102217905106,2,10,0.7
6,3,450,DE,1443.2261940453932,2,10,0.7
6,4,450,DE,1623.4857128584838,2,10,0.7
6,5,450,DE,1397.8696377801398,2,10,0.7
6,6,450,DE,1333.8435774068037,2,10,0.7
6,7,450,DE,1664.8011363523274,2,10,0.7
6,8,450,DE,1601.9600245156164,2,10,0.7
6,9,450,DE,1737.2684564840488,2,10,0.7
6,10,450,DE,1599.5759796633643,2,10,0.7
6,11,450,DE,1649.0273223861548,2,10,0.7
6,12,450,DE,1436.4195865358456,2,10,0.7
6,13,450,DE,1755.232164727977,2,10,0.7
6,14,450,DE,1658.98821734791,2,10,0.7
6,15,450,DE,1707.0551441712237,2,10,0.7
6,16,450,DE,1835.3132089471203,2,10,0.7
6,17,450,DE,1836.1735039480468,2,10,0.7
6,18,450,DE,1607.2680741077356,2,10,0.7
6,19,450,DE,1804.8360869164947,2,10,0.7
7,0,450,DE,1242.481814729278,2,10,0.7
7,1,450,DE,1447.1427052216181,2,10,0.7
7,2,450,DE,1620.0110007817052,2,10,0.7
7,3,450,DE,1605.6411517258143,2,10,0.7
7,4,450,DE,1777.5339480945925,2,10,0.7
7,5,450,DE,1358.9077926457614,2,10,0.7
7,6,450,DE,1266.238626184426,2,10,0.7
7,7,450,DE,1625.76871131314,2,10,0.7
7,8,450,DE,1546.3641423607642,2,10,0.7
7,9,450,DE,1230.7085647114395,2,10,0.7
7,10,450,DE,1723.1427912417078,2,10,0.7
7,11,450,DE,1522.9280723334969,2,10,0.7
7,12,450,DE,1519.3496562910914,2,10,0.7
7,13,450,DE,1320.2338855861258,2,10,0.7
7,14,450,DE,1552.5411444914344,2,10,0.7
7,15,450,DE,1556.3852612583487,2,10,0.7
7,16,450,DE,1367.2707808798004,2,10,0.7
7,17,450,DE,1606.8356382490429,2,10,0.7
7,18,450,DE,1687.4160427547758,2,10,0.7
7,19,450,DE,1441.2477649310126,2,10,0.7
6,0,450,DE,1918.7038376686992,2,10,0.5
6,1,450,DE,1790.5166070641828,2,10,0.5
6,2,450,DE,1512.2923218785818,2,10,0.5
6,3,450,DE,1801.2782720565722,2,10,0.5
6,4,450,DE,2049.7183227517753,2,10,0.5
6,5,450,DE,1900.880867292545,2,10,0.5
6,6,450,DE,1655.6120859282091,2,10,0.5
6,7,450,DE,1445.9909945836985,2,10,0.5
6,8,450,DE,1634.7349576208367,2,10,0.5
6,9,450,DE,1553.8202011777003,2,10,0.5
6,10,450,DE,1592.2125175828878,2,10,0.5
6,11,450,DE,1992.2902407210636,2,10,0.5
6,12,450,DE,1764.487427548961,2,10,0.5
6,13,450,DE,1515.997664281518,2,10,0.5
6,14,450,DE,1809.0998524571733,2,10,0.5
6,15,450,DE,1694.1802531826497,2,10,0.5
6,16,450,DE,1587.8655690036112,2,10,0.5
6,17,450,DE,1698.7087655561036,2,10,0.5
6,18,450,DE,1439.924024629349,2,10,0.5
6,19,450,DE,2160.1005132400896,2,10,0.5
7,0,450,DE,1699.3561662973752,2,10,0.5
7,1,450,DE,1597.3506469484355,2,10,0.5
7,2,450,DE,1483.872009736431,2,10,0.5
7,3,450,DE,1490.1863436723675,2,10,0.5
7,4,450,DE,1626.6799514446266,2,10,0.5
7,5,450,DE,1586.2275612566518,2,10,0.5
7,6,450,DE,1489.2736526553172,2,10,0.5
7,7,450,DE,1701.587972985718,2,10,0.5
7,8,450,DE,1896.9131742523055,2,10,0.5
7,9,450,DE,1487.2564222526487,2,10,0.5
7,10,450,DE,1930.331369781728,2,10,0.5
