iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,400,PSO,1222.5539209107424,2,10,0.9
6,1,400,PSO,1216.873864533583,2,10,0.9
6,2,400,PSO,1070.8957011702719,2,10,0.9
6,3,400,PSO,1599.0493916146434,2,10,0.9
6,4,400,PSO,1121.147360096831,2,10,0.9
6,5,400,PSO,1391.1224083071393,2,10,0.9
6,6,400,PSO,1537.173047622111,2,10,0.9
6,7,400,PSO,1267.7161621375117,2,10,0.9
6,8,400,PSO,1388.0651326887883,2,10,0.9
6,9,400,PSO,1289.9826042450832,2,10,0.9
6,10,400,PSO,1303.3007304199773,2,10,0.9
6,11,400,PSO,1142.5332939447576,2,10,0.9
6,12,400,PSO,1234.1295246215093,2,10,0.9
6,13,400,PSO,1272.161167150364,2,10,0.9
6,14,400,PSO,1443.292498954541,2,10,0.9
6,15,400,PSO,982.2512945048287,2,10,0.9
6,16,400,PSO,1188.8141017634443,2,10,0.9
6,17,400,PSO,1400.9514277481421,2,10,0.9
6,18,400,PSO,1131.435921662097,2,10,0.9
6,19,400,PSO,1320.9937883390198,2,10,0.9
7,0,400,PSO,1214.5096448502313,2,10,0.9
7,1,400,PSO,1309.0905671660257,2,10,0.9
7,2,400,PSO,908.5041249921032,2,10,0.9
7,3,400,PSO,1217.4746270039718,2,10,0.9
7,4,400,PSO,1072.2239849890507,2,10,0.9
7,5,400,PSO,1150.337432125955,2,10,0.9
7,6,400,PSO,1384.4610793485506,2,10,0.9
7,7,400,PSO,1052.3933481612733,2,10,0.9
7,8,400,PSO,1152.1796748859867,2,10,0.9
7,9,400,PSO,964.2278974375561,2,10,0.9
7,10,400,PSO,1137.6602052953976,2,10,0.9
7,11,400,PSO,1208.2330838225462,2,10,0.9
7,12,400,PSO,1142.2191040273508,2,10,0.9
7,13,400,PSO,1282.364361055097,2,10,0.9
7,14,400,PSO,1208.631208513372,2,10,0.9
7,15,400,PSO,1108.2422770875992,2,10,0.9
7,16,400,PSO,879.5167498914725,2,10,0.9
7,17,400,PSO,1109.8277394271886,2,10,0.9
7,18,400,PSO,1218.556082911506,2,10,0.9
7,19,400,PSO,1115.290502456126,2,10,0.9
6,0,400,PSO,1466.9830686108508,2,10,0.7
6,1,400,PSO,1461.8871421040503,2,10,0.7
6,2,400,PSO,1524.407968678977,2,10,0.7
6,3,400,PSO,1297.8877529882034,2,10,0.7
6,4,400,PSO,1345.5457098521968,2,10,0.7
6,5,400,PSO,1207.2077855624432,2,10,0.7
6,6,400,PSO,1274.474563922221,2,10,0.7
6,7,400,PSO,1325.7716856688762,2,10,0.7
6,8,400,PSO,1335.7293463038416,2,10,0.7
6,9,400,PSO,1333.4799979068102,2,10,0.7
6,10,400,PSO,1329.864515875588,2,10,0.7
6,11,400,PSO,1401.4741035493757,2,10,0.7
6,12,400,PSO,1248.306729012245,2,10,0.7
6,13,400,PSO,1425.8117088960603,2,10,0.7
6,14,400,PSO,1402.244882715624,2,10,0.7
6,15,400,PSO,1464.9426566072866,2,10,0.7
6,16,400,PSO,1526.1154003923475,2,10,0.7
6,17,400,PSO,1517.7050701197131,2,10,0.7
6,18,400,PSO,1274.374578580661,2,10,0.7
6,19,400,PSO,1529.0914847026834,2,10,0.7
7,0,400,PSO,1116.7087841547173,2,10,0.7
7,1,400,PSO,1157.9419291661343,2,10,0.7
7,2,400,PSO,1241.6761812320447,2,10,0.7
7,3,400,PSO,1304.2949023502365,2,10,0.7
7,4,400,PSO,1437.1219444874728,2,10,0.7
7,5,400,PSO,1130.845282627486,2,10,0.7
7,6,400,PSO,1052.7093320184747,2,10,0.7
7,7,400,PSO,1306.8134389308357,2,10,0.7
7,8,400,PSO,1352.8866363361988,2,10,0.7
7,9,400,PSO,1021.8961636132492,2,10,0.7
7,10,400,PSO,1351.5866543919478,2,10,0.7
7,11,400,PSO,1286.5453621878564,2,10,0.7
7,12,400,PSO,1306.5536730202182,2,10,0.7
7,13,400,PSO,1136.0265806087286,2,10,0.7
7,14,400,PSO,1279.965532918081,2,10,0.7
7,15,400,PSO,1205.9619090603067,2,10,0.7
7,16,400,PSO,1084.4732430757815,2,10,0.7
7,17,400,PSO,1244.7452734195344,2,10,0.7
7,18,400,PSO,1247.0327119206918,2,10,0.7
7,19,400,PSO,1303.7959943018884,2,10,0.7
6,0,400,PSO,1552.2734490391426,2,10,0.5
6,1,400,PSO,1550.2276841328971,2,10,0.5
6,2,400,PSO,1313.1158307669461,2,10,0.5
6,3,400,PSO,1569.1678908061635,2,10,0.5
6,4,400,PSO,1692.521745419893,2,10,0.5
6,5,400,PSO,1557.8158596703463,2,10,0.5
6,6,400,PSO,1448.057097016569,2,10,0.5
6,7,400,PSO,1260.200677084624,2,10,0.5
6,8,400,PSO,1413.7527866238722,2,10,0.5
6,9,400,PSO,1352.7784584084038,2,10,0.5
6,10,400,PSO,1337.6043310312823,2,10,0.5
6,11,400,PSO,1669.950707551472,2,10,0.5
6,12,400,PSO,1504.896686430859,2,10,0.5
6,13,400,PSO,1269.504439019466,2,10,0.5
6,14,400,PSO,1500.278330399924,2,10,0.5
6,15,400,PSO,1424.295391899583,2,10,0.5
6,16,400,PSO,1263.6383405239255,2,10,0.5
6,17,400,PSO,1391.2488609414222,2,10,0.5
6,18,400,PSO,1242.8657932382812,2,10,0.5
6,19,400,PSO,1822.600529827714,2,10,0.5
7,0,400,PSO,1401.238995123212,2,10,0.5
7,1,400,PSO,1373.0094064459904,2,10,0.5
7,2,400,PSO,1184.9872338026562,2,10,0.5
7,3,400,PSO,1211.748243075616,2,10,0.5
7,4,400,PSO,1408.0459300369441,2,10,0.5
7,5,400,PSO,1458.1370359988796,2,10,0.5
7,6,400,PSO,1222.6604803994314,2,10,0.5
7,7,400,PSO,1447.4876430035445,2,10,0.5
7,8,400,PSO,1549.0124668056867,2,10,0.5
7,9,400,PSO,1171.4566229121165,2,10,0.5
7,10,400,PSO,1573.1543464736728,2,10,0.5
7,11,400,PSO,1346.2997416646188,2,10,0.5
7,12,400,PSO,1337.7032475769324,2,10,0.5
7,13,400,PSO,1315.725328393964,2,10,0.5
7,14,400,PSO,1322.2372178343594,2,10,0.5
7,15,400,PSO,1395.957319303653,2,10,0.5
7,16,400,PSO,1215.2009680005704,2,10,0.5
7,17,400,PSO,1461.1732756436363,2,10,0.5
7,18,400,PSO,1394.4162768716735,2,10,0.5
7,19,400,PSO,1352.5042533150372,2,10,0.5
6,0,400,PSO,1555.3604743608837,2,10,0.3
6,1,400,PSO,1444.6778161326674,2,10,0.3
6,2,400,PSO,1408.9569257365606,2,10,0.3
6,3,400,PSO,1442.1499179382317,2,10,0.3
6,4,400,PSO,1360.0167269491556,2,10,0.3
6,5,400,PSO,1656.197918091707,2,10,0.3
6,6,400,PSO,1767.733885243525,2,10,0.3
6,7,400,PSO,1346.1282320205657,2,10,0.3
6,8,400,PSO,1450.558131585521,2,10,0.3
6,9,400,PSO,1217.7605026306867,2,10,0.3
6,10,400,PSO,1497.6989431039228,2,10,0.3
6,11,400,PSO,1330.10905817552,2,10,0.3
6,12,400,PSO,1361.1276244605983,2,10,0.3
6,13,400,PSO,1547.9028357283735,2,10,0.3
6,14,400,PSO,1416.7750626967677,2,10,0.3
6,15,400,PSO,1733.5308940036464,2,10,0.3
6,16,400,PSO,1643.056735308035,2,10,0.3
6,17,400,PSO,1401.9735032817744,2,10,0.3
6,18,400,PSO,1473.878694175619,2,10,0.3
6,19,400,PSO,1702.6133997494003,2,10,0.3
7,0,400,PSO,1569.9539383581416,2,10,0.3
7,1,400,PSO,1480.2221676999357,2,10,0.3
7,2,400,PSO,1280.4887274496732,2,10,0.3
7,3,400,PSO,1408.4571669989846,2,10,0.3
7,4,400,PSO,1353.6728884615213,2,10,0.3
7,5,400,PSO,1625.2314976738637,2,10,0.3
