iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,400,Elitist,1264.0763881905518,2,10,0.9
6,1,400,Elitist,1383.3433304837627,2,10,0.9
6,2,400,Elitist,1265.217907714919,2,10,0.9
6,3,400,Elitist,1561.5804741793331,2,10,0.9
6,4,400,Elitist,1288.6629780193455,2,10,0.9
6,5,400,Elitist,1404.0010106671343,2,10,0.9
6,6,400,Elitist,1548.9506057919089,2,10,0.9
6,7,400,Elitist,1293.010843602951,2,10,0.9
6,8,400,Elitist,1378.6809308420848,2,10,0.9
6,9,400,Elitist,1360.8662339222055,2,10,0.9
6,10,400,Elitist,1306.4230638349302,2,10,0.9
6,11,400,Elitist,1280.704347627929,2,10,0.9
6,12,400,Elitist,1326.6847966859814,2,10,0.9
6,13,400,Elitist,1379.6712376488724,2,10,0.9
6,14,400,Elitist,1542.1510925472162,2,10,0.9
6,15,400,Elitist,1117.7993967718828,2,10,0.9
6,16,400,Elitist,1391.1900126405344,2,10,0.9
6,17,400,Elitist,1473.9177803243597,2,10,0.9
6,18,400,Elitist,1361.153204270499,2,10,0.9
6,19,400,Elitist,1463.9465627216132,2,10,0.9
7,0,400,Elitist,1206.2309753298841,2,10,0.9
7,1,400,Elitist,1285.7703641554986,2,10,0.9
7,2,400,Elitist,1052.5893115589267,2,10,0.9
7,3,400,Elitist,1342.1426009081229,2,10,0.9
7,4,400,Elitist,1226.235757184465,2,10,0.9
7,5,400,Elitist,1323.069944031422,2,10,0.9
7,6,400,Elitist,1574.9240000656478,2,10,0.9
7,7,400,Elitist,1096.180831247577,2,10,0.9
7,8,400,Elitist,1223.6131897468454,2,10,0.9
7,9,400,Elitist,1135.1077580165409,2,10,0.9
7,10,400,Elitist,1158.0369997394776,2,10,0.9
7,11,400,Elitist,1269.9761000325097,2,10,0.9
7,12,400,Elitist,1165.661644721987,2,10,0.9
7,13,400,Elitist,1268.5826271245269,2,10,0.9
7,14,400,Elitist,1231.2317281623948,2,10,0.9
7,15,400,Elitist,1169.6751750139285,2,10,0.9
7,16,400,Elitist,964.0420433189895,2,10,0.9
7,17,400,Elitist,1289.4357369407758,2,10,0.9
7,18,400,Elitist,1232.9164579611001,2,10,0.9
7,19,400,Elitist,1200.3665492587656,2,10,0.9
6,0,400,Elitist,1591.5244873429695,2,10,0.7
6,1,400,Elitist,1492.0342906988242,2,10,0.7
6,2,400,Elitist,1466.0735281716088,2,10,0.7
6,3,400,Elitist,1319.6516597852642,2,10,0.7
6,4,400,Elitist,1505.4415047255839,2,10,0.7
6,5,400,Elitist,1314.3518123552376,2,10,0.7
6,6,400,Elitist,1285.2737408993653,2,10,0.7
6,7,400,Elitist,1402.8274695794084,2,10,0.7
6,8,400,Elitist,1372.2636410763298,2,10,0.7
6,9,400,Elitist,1489.8733912088549,2,10,0.7
6,10,400,Elitist,1397.0884645698202,2,10,0.7
6,11,400,Elitist,1359.5538904312343,2,10,0.7
6,12,400,Elitist,1285.576713359369,2,10,0.7
6,13,400,Elitist,1471.9691364638757,2,10,0.7
6,14,400,Elitist,1396.054405741391,2,10,0.7
6,15,400,Elitist,1514.0365606246928,2,10,0.7
6,16,400,Elitist,1561.0484105365822,2,10,0.7
6,17,400,Elitist,1579.8497603709757,2,10,0.7
6,18,400,Elitist,1407.888384015475,2,10,0.7
6,19,400,Elitist,1613.341731312182,2,10,0.7
7,0,400,Elitist,1119.6044138998398,2,10,0.7
7,1,400,Elitist,1215.624439152671,2,10,0.7
7,2,400,Elitist,1288.1628170220897,2,10,0.7
7,3,400,Elitist,1470.6591121868591,2,10,0.7
7,4,400,Elitist,1551.9352911398769,2,10,0.7
7,5,400,Elitist,1223.4031688883285,2,10,0.7
7,6,400,Elitist,1097.0621024148948,2,10,0.7
7,7,400,Elitist,1304.6470382404013,2,10,0.7
7,8,400,Elitist,1386.2466999606727,2,10,0.7
7,9,400,Elitist,1057.8469670882014,2,10,0.7
7,10,400,Elitist,1391.2853530455693,2,10,0.7
7,11,400,Elitist,1391.8912256201306,2,10,0.7
7,12,400,Elitist,1270.6306575085212,2,10,0.7
7,13,400,Elitist,1204.7615550693433,2,10,0.7
7,14,400,Elitist,1270.5670157304287,2,10,0.7
7,15,400,Elitist,1305.8040177335072,2,10,0.7
7,16,400,Elitist,1163.9144977298408,2,10,0.7
7,17,400,Elitist,1383.6771998294203,2,10,0.7
7,18,400,Elitist,1345.2678868536482,2,10,0.7
7,19,400,Elitist,1319.151929584358,2,10,0.7
6,0,400,Elitist,1639.7953702778996,2,10,0.5
6,1,400,Elitist,1563.8289127788742,2,10,0.5
6,2,400,Elitist,1285.0810031216768,2,10,0.5
6,3,400,Elitist,1573.896989484012,2,10,0.5
6,4,400,Elitist,1804.1373712885784,2,10,0.5
6,5,400,Elitist,1606.2788733299633,2,10,0.5
6,6,400,Elitist,1536.5414445440206,2,10,0.5
6,7,400,Elitist,1279.2691268863007,2,10,0.5
6,8,400,Elitist,1432.7293824673056,2,10,0.5
6,9,400,Elitist,1389.6601899799507,2,10,0.5
6,10,400,Elitist,1343.3989252106971,2,10,0.5
6,11,400,Elitist,1784.6557008229624,2,10,0.5
6,12,400,Elitist,1480.8950517440271,2,10,0.5
6,13,400,Elitist,1352.9375127660921,2,10,0.5
6,14,400,Elitist,1534.6957468418718,2,10,0.5
6,15,400,Elitist,1422.824038580783,2,10,0.5
6,16,400,Elitist,1316.3267479410506,2,10,0.5
6,17,400,Elitist,1521.7802129919341,2,10,0.5
