fid,iid,rep,best_budget
2,2.0,3.0,550
2,2.0,4.0,700
2,2.0,5.0,750
2,2.0,6.0,700
2,2.0,7.0,850
2,2.0,8.0,750
2,2.0,9.0,650
2,2.0,10.0,700
2,2.0,11.0,550
2,2.0,12.0,700
2,2.0,13.0,550
2,2.0,14.0,750
2,2.0,15.0,750
2,2.0,16.0,650
2,2.0,17.0,750
2,2.0,18.0,650
2,2.0,19.0,750
2,3.0,0.0,500
2,3.0,1.0,700
2,3.0,2.0,750
2,3.0,3.0,700
2,3.0,4.0,650
2,3.0,5.0,700
2,3.0,6.0,550
2,3.0,7.0,700
2,3.0,8.0,800
2,3.0,9.0,800
2,3.0,10.0,550
2,3.0,11.0,800
2,3.0,12.0,700
2,3.0,13.0,450
2,3.0,14.0,600
2,3.0,15.0,750
2,3.0,16.0,750
2,3.0,17.0,550
2,3.0,18.0,600
2,3.0,19.0,750
2,4.0,0.0,600
2,4.0,1.0,500
2,4.0,2.0,700
2,4.0,3.0,650
2,4.0,4.0,600
2,4.0,5.0,600
2,4.0,6.0,750
2,4.0,7.0,700
2,4.0,8.0,300
2,4.0,9.0,750
2,4.0,10.0,600
2,4.0,11.0,650
2,4.0,12.0,550
2,4.0,13.0,700
2,4.0,14.0,700
2,4.0,15.0,700
2,4.0,16.0,750
2,4.0,17.0,550
2,4.0,18.0,550
2,4.0,19.0,650
2,5.0,0.0,700
2,5.0,1.0,700
2,5.0,2.0,750
2,5.0,3.0,700
2,5.0,4.0,750
2,5.0,5.0,700
2,5.0,6.0,750
2,5.0,7.0,650
2,5.0,8.0,750
2,5.0,9.0,800
2,5.0,10.0,600
2,5.0,11.0,700
2,5.0,12.0,750
2,5.0,13.0,700
2,5.0,14.0,650
2,5.0,15.0,600
2,5.0,16.0,650
2,5.0,17.0,750
2,5.0,18.0,700
2,5.0,19.0,700
3,1.0,0.0,250
3,1.0,1.0,650
3,1.0,2.0,250
3,1.0,3.0,850
3,1.0,4.0,400
3,1.0,5.0,800
3,1.0,6.0,500
3,1.0,7.0,550
3,1.0,8.0,650
3,1.0,9.0,300
3,1.0,10.0,450
3,1.0,11.0,350
3,1.0,12.0,850
3,1.0,13.0,1000
3,1.0,14.0,800
3,1.0,15.0,200
3,1.0,16.0,400
3,1.0,17.0,400
3,1.0,18.0,750
3,1.0,19.0,250
3,2.0,0.0,350
3,2.0,1.0,250
3,2.0,2.0,300
3,2.0,3.0,650
3,2.0,4.0,500
3,2.0,5.0,250
3,2.0,6.0,200
3,2.0,7.0,200
3,2.0,8.0,300
3,2.0,9.0,850
3,2.0,10.0,200
3,2.0,11.0,450
3,2.0,12.0,350
3,2.0,13.0,750
3,2.0,14.0,250
3,2.0,15.0,250
3,2.0,16.0,150
3,2.0,17.0,150
3,2.0,18.0,250
3,2.0,19.0,300
3,3.0,0.0,700
3,3.0,1.0,350
3,3.0,2.0,400
3,3.0,3.0,400
3,3.0,4.0,650
3,3.0,5.0,450
3,3.0,6.0,700
3,3.0,7.0,850
3,3.0,8.0,1000
3,3.0,9.0,550
3,3.0,10.0,700
3,3.0,11.0,200
3,3.0,12.0,300
3,3.0,13.0,350
3,3.0,14.0,500
3,3.0,15.0,150
3,3.0,16.0,650
3,3.0,17.0,350
3,3.0,18.0,300
3,3.0,19.0,700
3,4.0,0.0,900
3,4.0,1.0,250
3,4.0,2.0,200
3,4.0,3.0,250
3,4.0,4.0,550
3,4.0,5.0,700
3,4.0,6.0,750
3,4.0,7.0,300
3,4.0,8.0,300
3,4.0,9.0,350
3,4.0,10.0,600
3,4.0,11.0,550
3,4.0,12.0,200
3,4.0,13.0,200
3,4.0,14.0,50
3,4.0,15.0,600
3,4.0,16.0,350
3,4.0,17.0,400
3,4.0,18.0,700
3,4.0,19.0,200
3,5.0,0.0,700
3,5.0,1.0,650
3,5.0,2.0,1000
3,5.0,3.0,250
3,5.0,4.0,700
3,5.0,5.0,500
3,5.0,6.0,400
3,5.0,7.0,200
3,5.0,8.0,700
3,5.0,9.0,700
3,5.0,10.0,600
3,5.0,11.0,650
3,5.0,12.0,800
3,5.0,13.0,800
3,5.0,14.0,600
3,5.0,15.0,700
3,5.0,16.0,800
3,5.0,17.0,350
3,5.0,18.0,650
3,5.0,19.0,350
4,1.0,0.0,400
4,1.0,1.0,200
4,1.0,2.0,650
4,1.0,3.0,300
4,1.0,4.0,450
4,1.0,5.0,450
4,1.0,6.0,150
4,1.0,7.0,500
4,1.0,8.0,300
4,1.0,9.0,350
4,1.0,10.0,600
4,1.0,11.0,450
4,1.0,12.0,350
4,1.0,13.0,300
4,1.0,14.0,200
4,1.0,15.0,250
4,1.0,16.0,100
4,1.0,17.0,700
4,1.0,18.0,100
4,1.0,19.0,500
4,2.0,0.0,400
4,2.0,1.0,550
4,2.0,2.0,600
4,2.0,3.0,250
4,2.0,4.0,700
4,2.0,5.0,700
4,2.0,6.0,200
4,2.0,7.0,350
4,2.0,8.0,550
4,2.0,9.0,100
4,2.0,10.0,50
4,2.0,11.0,150
4,2.0,12.0,250
4,2.0,13.0,650
4,2.0,14.0,700
4,2.0,15.0,700
4,2.0,16.0,700
4,2.0,17.0,750
4,2.0,18.0,700
4,2.0,19.0,400
4,3.0,0.0,500
4,3.0,1.0,150
4,3.0,2.0,250
4,3.0,3.0,350
4,3.0,4.0,150
4,3.0,5.0,250
4,3.0,6.0,600
4,3.0,7.0,700
4,3.0,8.0,200
4,3.0,9.0,200
4,3.0,10.0,250
4,3.0,11.0,400
4,3.0,12.0,250
4,3.0,13.0,700
4,3.0,14.0,800
4,3.0,15.0,150
4,3.0,16.0,500
4,3.0,17.0,200
4,3.0,18.0,400
4,3.0,19.0,200
4,4.0,0.0,650
4,4.0,1.0,150
4,4.0,2.0,700
4,4.0,3.0,700
4,4.0,4.0,400
4,4.0,5.0,100
4,4.0,6.0,500
4,4.0,7.0,150
4,4.0,8.0,700
4,4.0,9.0,300
4,4.0,10.0,700
4,4.0,11.0,200
4,4.0,12.0,700
4,4.0,13.0,450
4,4.0,14.0,300
4,4.0,15.0,350
4,4.0,16.0,200
4,4.0,17.0,150
4,4.0,18.0,100
4,4.0,19.0,700
4,5.0,0.0,300
4,5.0,1.0,150
4,5.0,2.0,150
4,5.0,3.0,650
4,5.0,4.0,250
4,5.0,5.0,200
4,5.0,6.0,700
4,5.0,7.0,700
4,5.0,8.0,150
4,5.0,9.0,100
4,5.0,10.0,150
4,5.0,11.0,900
4,5.0,12.0,100
4,5.0,13.0,700
4,5.0,14.0,200
4,5.0,15.0,700
4,5.0,16.0,300
4,5.0,17.0,100
4,5.0,18.0,150
4,5.0,19.0,650
5,1.0,0.0,450
5,1.0,1.0,1000
5,1.0,2.0,1000
5,1.0,3.0,1000
5,1.0,4.0,1000
5,1.0,5.0,1000
5,1.0,6.0,1000
5,1.0,7.0,550
5,1.0,8.0,1000
5,1.0,9.0,1000
5,1.0,10.0,1000
5,1.0,11.0,1000
5,1.0,12.0,1000
5,1.0,13.0,1000
5,1.0,14.0,1000
5,1.0,15.0,1000
5,1.0,16.0,1000
5,1.0,17.0,1000
5,1.0,18.0,1000
5,1.0,19.0,1000
5,2.0,0.0,950
5,2.0,1.0,1000
5,2.0,2.0,1000
5,2.0,3.0,1000
5,2.0,4.0,1000
5,2.0,5.0,1000
5,2.0,6.0,1000
5,2.0,7.0,1000
5,2.0,8.0,1000
5,2.0,9.0,1000
5,2.0,10.0,1000
5,2.0,11.0,1000
5,2.0,12.0,1000
5,2.0,13.0,1000
5,2.0,14.0,1000
5,2.0,15.0,1000
5,2.0,16.0,1000
5,2.0,17.0,1000
5,2.0,18.0,1000
5,2.0,19.0,1000
5,3.0,0.0,1000
5,3.0,1.0,1000
5,3.0,2.0,1000
5,3.0,3.0,1000
5,3.0,4.0,1000
5,3.0,5.0,1000
5,3.0,6.0,800
5,3.0,7.0,1000
5,3.0,8.0,1000
5,3.0,9.0,1000
5,3.0,10.0,1000
5,3.0,11.0,1000
5,3.0,12.0,1000
5,3.0,13.0,1000
5,3.0,14.0,1000
5,3.0,15.0,1000
5,3.0,16.0,950
5,3.0,17.0,1000
5,3.0,18.0,1000
5,3.0,19.0,1000
5,4.0,0.0,800
5,4.0,1.0,1000
5,4.0,2.0,1000
5,4.0,3.0,1000
5,4.0,4.0,1000
5,4.0,5.0,1000
5,4.0,6.0,1000
5,4.0,7.0,1000
5,4.0,8.0,1000
5,4.0,9.0,1000
5,4.0,10.0,1000
5,4.0,11.0,1000
5,4.0,12.0,1000
5,4.0,13.0,1000
5,4.0,14.0,1000
5,4.0,15.0,1000
5,4.0,16.0,1000
5,4.0,17.0,1000
5,4.0,18.0,1000
5,4.0,19.0,1000
5,5.0,0.0,1000
5,5.0,1.0,1000
5,5.0,2.0,1000
5,5.0,3.0,1000
5,5.0,4.0,1000
5,5.0,5.0,800
5,5.0,6.0,1000
5,5.0,7.0,500
5,5.0,8.0,1000
5,5.0,9.0,1000
5,5.0,10.0,1000
5,5.0,11.0,1000
5,5.0,12.0,1000
5,5.0,13.0,1000
5,5.0,14.0,1000
5,5.0,15.0,1000
5,5.0,16.0,1000
5,5.0,17.0,1000
5,5.0,18.0,1000
5,5.0,19.0,1000
6,1.0,0.0,250
6,1.0,1.0,50
6,1.0,2.0,200
6,1.0,3.0,50
6,1.0,4.0,100
6,1.0,5.0,100
6,1.0,6.0,150
6,1.0,7.0,100
6,1.0,8.0,200
6,1.0,9.0,200
6,1.0,10.0,200
6,1.0,11.0,150
6,1.0,12.0,50
6,1.0,13.0,100
6,1.0,14.0,100
6,1.0,15.0,50
6,1.0,16.0,50
6,1.0,17.0,100
6,1.0,18.0,150
6,1.0,19.0,150
6,2.0,0.0,100
6,2.0,1.0,150
6,2.0,2.0,100
6,2.0,3.0,100
6,2.0,4.0,100
6,2.0,5.0,200
6,2.0,6.0,50
6,2.0,7.0,100
6,2.0,8.0,150
6,2.0,9.0,50
6,2.0,10.0,50
6,2.0,11.0,150
6,2.0,12.0,250
6,2.0,13.0,50
6,2.0,14.0,100
6,2.0,15.0,200
6,2.0,16.0,100
6,2.0,17.0,200
6,2.0,18.0,150
6,2.0,19.0,300
6,3.0,0.0,150
6,3.0,1.0,600
6,3.0,2.0,100
6,3.0,3.0,300
6,3.0,4.0,550
6,3.0,5.0,200
6,3.0,6.0,150
6,3.0,7.0,100
6,3.0,8.0,150
6,3.0,9.0,450
6,3.0,10.0,150
6,3.0,11.0,200
6,3.0,12.0,100
6,3.0,13.0,200
6,3.0,14.0,150
6,3.0,15.0,200
6,3.0,16.0,50
6,3.0,17.0,150
6,3.0,18.0,300
6,3.0,19.0,200
6,4.0,0.0,200
6,4.0,1.0,1000
6,4.0,2.0,250
6,4.0,3.0,250
6,4.0,4.0,150
6,4.0,5.0,150
6,4.0,6.0,700
6,4.0,7.0,150
6,4.0,8.0,150
6,4.0,9.0,150
6,4.0,10.0,150
6,4.0,11.0,150
6,4.0,12.0,200
6,4.0,13.0,200
6,4.0,14.0,150
6,4.0,15.0,100
6,4.0,16.0,150
6,4.0,17.0,200
6,4.0,18.0,150
6,4.0,19.0,200
6,5.0,0.0,200
6,5.0,1.0,50
6,5.0,2.0,200
6,5.0,3.0,450
6,5.0,4.0,100
6,5.0,5.0,150
6,5.0,6.0,150
6,5.0,7.0,300
6,5.0,8.0,200
6,5.0,9.0,150
6,5.0,10.0,250
6,5.0,11.0,200
6,5.0,12.0,100
6,5.0,13.0,200
6,5.0,14.0,150
6,5.0,15.0,150
6,5.0,16.0,100
6,5.0,17.0,550
6,5.0,18.0,650
6,5.0,19.0,250
7,1.0,0.0,250
7,1.0,1.0,600
7,1.0,2.0,1000
7,1.0,3.0,1000
7,1.0,4.0,400
7,1.0,5.0,1000
7,1.0,6.0,550
7,1.0,7.0,1000
7,1.0,8.0,1000
7,1.0,9.0,800
7,1.0,10.0,1000
7,1.0,11.0,400
7,1.0,12.0,500
7,1.0,13.0,200
7,1.0,14.0,1000
7,1.0,15.0,650
7,1.0,16.0,100
7,1.0,17.0,1000
7,1.0,18.0,750
7,1.0,19.0,1000
7,2.0,0.0,700
7,2.0,1.0,650
7,2.0,2.0,750
7,2.0,3.0,400
7,2.0,4.0,200
7,2.0,5.0,250
7,2.0,6.0,750
7,2.0,7.0,1000
7,2.0,8.0,200
7,2.0,9.0,100
7,2.0,10.0,1000
7,2.0,11.0,500
7,2.0,12.0,500
7,2.0,13.0,1000
7,2.0,14.0,550
7,2.0,15.0,650
7,2.0,16.0,550
7,2.0,17.0,1000
7,2.0,18.0,1000
7,2.0,19.0,1000
7,3.0,0.0,1000
7,3.0,1.0,1000
7,3.0,2.0,100
7,3.0,3.0,100
7,3.0,4.0,300
7,3.0,5.0,550
7,3.0,6.0,250
7,3.0,7.0,1000
7,3.0,8.0,1000
7,3.0,9.0,1000
7,3.0,10.0,650
7,3.0,11.0,300
7,3.0,12.0,650
7,3.0,13.0,550
7,3.0,14.0,750
7,3.0,15.0,300
7,3.0,16.0,550
7,3.0,17.0,350
7,3.0,18.0,1000
7,3.0,19.0,100
7,4.0,0.0,1000
7,4.0,1.0,700
7,4.0,2.0,1000
7,4.0,3.0,600
7,4.0,4.0,350
7,4.0,5.0,1000
7,4.0,6.0,1000
7,4.0,7.0,1000
7,4.0,8.0,1000
7,4.0,9.0,1000
7,4.0,10.0,350
7,4.0,11.0,400
7,4.0,12.0,1000
7,4.0,13.0,600
7,4.0,14.0,600
7,4.0,15.0,650
7,4.0,16.0,1000
7,4.0,17.0,50
7,4.0,18.0,1000
7,4.0,19.0,1000
7,5.0,0.0,550
7,5.0,1.0,450
7,5.0,2.0,300
7,5.0,3.0,1000
7,5.0,4.0,1000
7,5.0,5.0,950
7,5.0,6.0,800
7,5.0,7.0,1000
7,5.0,8.0,1000
7,5.0,9.0,850
7,5.0,10.0,1000
7,5.0,11.0,1000
7,5.0,12.0,1000
7,5.0,13.0,300
7,5.0,14.0,350
7,5.0,15.0,750
7,5.0,16.0,1000
7,5.0,17.0,1000
7,5.0,18.0,1000
7,5.0,19.0,1000
8,1.0,0.0,600
8,1.0,1.0,350
8,1.0,2.0,650
8,1.0,3.0,700
8,1.0,4.0,750
8,1.0,5.0,750
8,1.0,6.0,750
8,1.0,7.0,700
8,1.0,8.0,750
8,1.0,9.0,750
8,1.0,10.0,750
8,1.0,11.0,750
8,1.0,12.0,750
8,1.0,13.0,700
8,1.0,14.0,700
8,1.0,15.0,700
8,1.0,16.0,150
8,1.0,17.0,750
8,1.0,18.0,750
8,1.0,19.0,550
8,2.0,0.0,100
8,2.0,1.0,550
8,2.0,2.0,700
8,2.0,3.0,650
8,2.0,4.0,700
8,2.0,5.0,650
8,2.0,6.0,750
8,2.0,7.0,650
8,2.0,8.0,50
8,2.0,9.0,650
8,2.0,10.0,550
8,2.0,11.0,100
8,2.0,12.0,700
8,2.0,13.0,650
8,2.0,14.0,700
8,2.0,15.0,50
8,2.0,16.0,750
8,2.0,17.0,750
8,2.0,18.0,750
8,2.0,19.0,650
8,3.0,0.0,650
8,3.0,1.0,750
8,3.0,2.0,700
8,3.0,3.0,700
8,3.0,4.0,650
8,3.0,5.0,700
8,3.0,6.0,750
8,3.0,7.0,750
8,3.0,8.0,750
8,3.0,9.0,650
8,3.0,10.0,650
8,3.0,11.0,650
8,3.0,12.0,650
8,3.0,13.0,650
8,3.0,14.0,650
8,3.0,15.0,750
8,3.0,16.0,750
8,3.0,17.0,650
8,3.0,18.0,700
8,3.0,19.0,650
8,4.0,0.0,750
8,4.0,1.0,750
8,4.0,2.0,50
8,4.0,3.0,650
8,4.0,4.0,100
8,4.0,5.0,700
8,4.0,6.0,600
8,4.0,7.0,100
8,4.0,8.0,650
8,4.0,9.0,750
8,4.0,10.0,50
8,4.0,11.0,700
8,4.0,12.0,700
8,4.0,13.0,750
8,4.0,14.0,550
8,4.0,15.0,750
8,4.0,16.0,700
8,4.0,17.0,700
8,4.0,18.0,700
8,4.0,19.0,50
8,5.0,0.0,700
8,5.0,1.0,650
8,5.0,2.0,150
8,5.0,3.0,700
8,5.0,4.0,650
8,5.0,5.0,700
8,5.0,6.0,700
8,5.0,7.0,50
8,5.0,8.0,750
8,5.0,9.0,750
8,5.0,10.0,650
8,5.0,11.0,750
8,5.0,12.0,700
8,5.0,13.0,650
8,5.0,14.0,550
8,5.0,15.0,750
8,5.0,16.0,200
8,5.0,17.0,650
8,5.0,18.0,700
8,5.0,19.0,700
9,1.0,0.0,700
9,1.0,1.0,200
9,1.0,2.0,700
9,1.0,3.0,750
9,1.0,4.0,750
9,1.0,5.0,700
9,1.0,6.0,750
9,1.0,7.0,700
9,1.0,8.0,700
9,1.0,9.0,750
9,1.0,10.0,750
9,1.0,11.0,700
9,1.0,12.0,700
9,1.0,13.0,750
9,1.0,14.0,700
9,1.0,15.0,750
9,1.0,16.0,700
9,1.0,17.0,750
9,1.0,18.0,700
9,1.0,19.0,700
9,2.0,0.0,750
9,2.0,1.0,700
9,2.0,2.0,750
9,2.0,3.0,800
9,2.0,4.0,800
9,2.0,5.0,700
9,2.0,6.0,800
9,2.0,7.0,750
9,2.0,8.0,700
9,2.0,9.0,750
9,2.0,10.0,750
9,2.0,11.0,700
9,2.0,12.0,750
9,2.0,13.0,700
9,2.0,14.0,700
9,2.0,15.0,700
9,2.0,16.0,750
9,2.0,17.0,50
9,2.0,18.0,700
9,2.0,19.0,750
9,3.0,0.0,650
9,3.0,1.0,750
9,3.0,2.0,750
9,3.0,3.0,750
9,3.0,4.0,700
9,3.0,5.0,750
9,3.0,6.0,750
9,3.0,7.0,700
9,3.0,8.0,750
9,3.0,9.0,750
9,3.0,10.0,600
9,3.0,11.0,750
9,3.0,12.0,750
9,3.0,13.0,750
9,3.0,14.0,700
9,3.0,15.0,750
9,3.0,16.0,650
9,3.0,17.0,700
9,3.0,18.0,700
9,3.0,19.0,700
9,4.0,0.0,700
9,4.0,1.0,700
9,4.0,2.0,600
9,4.0,3.0,750
9,4.0,4.0,700
9,4.0,5.0,700
9,4.0,6.0,750
9,4.0,7.0,650
9,4.0,8.0,650
9,4.0,9.0,750
9,4.0,10.0,650
9,4.0,11.0,750
9,4.0,12.0,700
9,4.0,13.0,750
9,4.0,14.0,700
9,4.0,15.0,750
9,4.0,16.0,650
9,4.0,17.0,700
9,4.0,18.0,750
9,4.0,19.0,700
9,5.0,0.0,700
9,5.0,1.0,750
9,5.0,2.0,700
9,5.0,3.0,700
9,5.0,4.0,300
9,5.0,5.0,750
9,5.0,6.0,150
9,5.0,7.0,650
9,5.0,8.0,750
9,5.0,9.0,750
9,5.0,10.0,700
9,5.0,11.0,700
9,5.0,12.0,700
9,5.0,13.0,750
9,5.0,14.0,750
9,5.0,15.0,700
9,5.0,16.0,700
9,5.0,17.0,650
9,5.0,18.0,750
9,5.0,19.0,700
10,1.0,0.0,350
10,1.0,1.0,500
10,1.0,2.0,600
10,1.0,3.0,100
10,1.0,4.0,150
10,1.0,5.0,300
10,1.0,6.0,350
10,1.0,7.0,100
10,1.0,8.0,200
10,1.0,9.0,600
10,1.0,10.0,550
10,1.0,11.0,450
10,1.0,12.0,450
10,1.0,13.0,200
10,1.0,14.0,650
10,1.0,15.0,850
10,1.0,16.0,500
10,1.0,17.0,150
10,1.0,18.0,50
10,1.0,19.0,250
10,2.0,0.0,300
10,2.0,1.0,850
10,2.0,2.0,400
10,2.0,3.0,600
10,2.0,4.0,50
10,2.0,5.0,650
10,2.0,6.0,450
10,2.0,7.0,500
10,2.0,8.0,350
10,2.0,9.0,100
10,2.0,10.0,800
10,2.0,11.0,100
10,2.0,12.0,500
10,2.0,13.0,500
10,2.0,14.0,200
10,2.0,15.0,450
10,2.0,16.0,350
10,2.0,17.0,550
10,2.0,18.0,200
10,2.0,19.0,250
10,3.0,0.0,300
10,3.0,1.0,100
10,3.0,2.0,300
10,3.0,3.0,250
10,3.0,4.0,300
10,3.0,5.0,500
10,3.0,6.0,150
10,3.0,7.0,400
10,3.0,8.0,450
10,3.0,9.0,450
10,3.0,10.0,200
10,3.0,11.0,300
10,3.0,12.0,150
10,3.0,13.0,650
10,3.0,14.0,400
10,3.0,15.0,650
10,3.0,16.0,350
10,3.0,17.0,200
10,3.0,18.0,750
10,3.0,19.0,750
10,4.0,0.0,600
10,4.0,1.0,200
10,4.0,2.0,50
10,4.0,3.0,150
10,4.0,4.0,50
10,4.0,5.0,550
10,4.0,6.0,150
10,4.0,7.0,200
10,4.0,8.0,150
10,4.0,9.0,850
10,4.0,10.0,150
10,4.0,11.0,650
10,4.0,12.0,750
10,4.0,13.0,50
10,4.0,14.0,800
10,4.0,15.0,200
10,4.0,16.0,400
10,4.0,17.0,400
10,4.0,18.0,600
10,4.0,19.0,650
10,5.0,0.0,250
10,5.0,1.0,400
10,5.0,2.0,350
10,5.0,3.0,650
10,5.0,4.0,700
10,5.0,5.0,300
10,5.0,6.0,500
10,5.0,7.0,250
10,5.0,8.0,100
10,5.0,9.0,200
10,5.0,10.0,350
10,5.0,11.0,400
10,5.0,12.0,250
10,5.0,13.0,600
10,5.0,14.0,600
10,5.0,15.0,300
10,5.0,16.0,250
10,5.0,17.0,350
10,5.0,18.0,100
10,5.0,19.0,700
11,1.0,0.0,100
11,1.0,1.0,50
11,1.0,2.0,600
11,1.0,3.0,50
11,1.0,4.0,100
11,1.0,5.0,500
11,1.0,6.0,550
11,1.0,7.0,550
11,1.0,8.0,400
11,1.0,9.0,200
11,1.0,10.0,500
11,1.0,11.0,50
11,1.0,12.0,100
11,1.0,13.0,100
11,1.0,14.0,50
11,1.0,15.0,550
11,1.0,16.0,50
11,1.0,17.0,150
11,1.0,18.0,50
11,1.0,19.0,400
11,2.0,0.0,200
11,2.0,1.0,500
11,2.0,2.0,450
11,2.0,3.0,250
11,2.0,4.0,500
11,2.0,5.0,300
11,2.0,6.0,200
11,2.0,7.0,300
11,2.0,8.0,250
11,2.0,9.0,250
11,2.0,10.0,250
11,2.0,11.0,350
11,2.0,12.0,250
11,2.0,13.0,300
11,2.0,14.0,550
11,2.0,15.0,50
11,2.0,16.0,550
11,2.0,17.0,150
11,2.0,18.0,400
11,2.0,19.0,300
11,3.0,0.0,50
11,3.0,1.0,50
11,3.0,2.0,150
11,3.0,3.0,450
11,3.0,4.0,150
11,3.0,5.0,250
11,3.0,6.0,250
11,3.0,7.0,550
11,3.0,8.0,100
11,3.0,9.0,250
11,3.0,10.0,100
11,3.0,11.0,500
11,3.0,12.0,250
11,3.0,13.0,400
11,3.0,14.0,350
11,3.0,15.0,500
11,3.0,16.0,200
11,3.0,17.0,200
11,3.0,18.0,50
11,3.0,19.0,150
11,4.0,0.0,450
11,4.0,1.0,300
11,4.0,2.0,50
11,4.0,3.0,450
11,4.0,4.0,300
11,4.0,5.0,100
11,4.0,6.0,550
11,4.0,7.0,450
11,4.0,8.0,600
11,4.0,9.0,350
11,4.0,10.0,300
11,4.0,11.0,400
11,4.0,12.0,50
11,4.0,13.0,600
11,4.0,14.0,100
11,4.0,15.0,50
11,4.0,16.0,550
11,4.0,17.0,50
11,4.0,18.0,50
11,4.0,19.0,400
11,5.0,0.0,350
11,5.0,1.0,500
11,5.0,2.0,100
11,5.0,3.0,50
11,5.0,4.0,600
11,5.0,5.0,450
11,5.0,6.0,400
11,5.0,7.0,300
11,5.0,8.0,50
11,5.0,9.0,400
11,5.0,10.0,600
11,5.0,11.0,300
11,5.0,12.0,400
11,5.0,13.0,50
11,5.0,14.0,400
11,5.0,15.0,350
11,5.0,16.0,50
11,5.0,17.0,200
11,5.0,18.0,250
11,5.0,19.0,250
12,1.0,0.0,300
12,1.0,1.0,300
12,1.0,2.0,50
12,1.0,3.0,50
12,1.0,4.0,50
12,1.0,5.0,100
12,1.0,6.0,50
12,1.0,7.0,50
12,1.0,8.0,200
12,1.0,9.0,200
12,1.0,10.0,50
12,1.0,11.0,450
12,1.0,12.0,250
12,1.0,13.0,300
12,1.0,14.0,150
12,1.0,15.0,100
12,1.0,16.0,200
12,1.0,17.0,50
12,1.0,18.0,200
12,1.0,19.0,150
12,2.0,0.0,50
12,2.0,1.0,150
12,2.0,2.0,150
12,2.0,3.0,50
12,2.0,4.0,50
12,2.0,5.0,350
12,2.0,6.0,50
12,2.0,7.0,50
12,2.0,8.0,50
12,2.0,9.0,100
12,2.0,10.0,850
12,2.0,11.0,400
12,2.0,12.0,550
12,2.0,13.0,50
12,2.0,14.0,50
12,2.0,15.0,50
12,2.0,16.0,300
12,2.0,17.0,550
12,2.0,18.0,50
12,2.0,19.0,50
12,3.0,0.0,150
12,3.0,1.0,100
12,3.0,2.0,100
12,3.0,3.0,100
