fid,iid,rep,optimal_budget
18,3,6,200
18,3,7,200
18,3,8,50
18,3,9,50
18,3,10,50
18,3,11,50
18,3,12,50
18,3,13,100
18,3,14,50
18,3,15,100
18,3,16,100
18,3,17,50
18,3,18,50
18,3,19,100
18,4,0,100
18,4,1,50
18,4,2,50
18,4,3,50
18,4,4,100
18,4,5,100
18,4,6,50
18,4,7,50
18,4,8,50
18,4,9,100
18,4,10,100
18,4,11,100
18,4,12,50
18,4,13,50
18,4,14,50
18,4,15,50
18,4,16,100
18,4,17,50
18,4,18,50
18,4,19,50
18,5,0,200
18,5,1,100
18,5,2,200
18,5,3,100
18,5,4,100
18,5,5,100
18,5,6,100
18,5,7,50
18,5,8,200
18,5,9,50
18,5,10,50
18,5,11,50
18,5,12,100
18,5,13,50
18,5,14,200
18,5,15,200
18,5,16,150
18,5,17,150
18,5,18,50
18,5,19,150
19,1,0,150
19,1,1,300
19,1,2,50
19,1,3,50
19,1,4,150
19,1,5,50
19,1,6,100
19,1,7,50
19,1,8,50
19,1,9,50
19,1,10,50
19,1,11,150
19,1,12,50
19,1,13,50
19,1,14,100
19,1,15,700
19,1,16,700
19,1,17,50
19,1,18,50
19,1,19,50
19,2,0,50
19,2,1,200
19,2,2,950
19,2,3,50
19,2,4,50
19,2,5,100
19,2,6,200
19,2,7,50
19,2,8,50
19,2,9,50
19,2,10,100
19,2,11,50
19,2,12,50
19,2,13,50
19,2,14,50
19,2,15,150
19,2,16,50
19,2,17,950
19,2,18,50
19,2,19,50
19,3,0,50
19,3,1,50
19,3,2,50
19,3,3,50
19,3,4,800
19,3,5,50
19,3,6,50
19,3,7,50
19,3,8,100
19,3,9,900
19,3,10,50
19,3,11,100
19,3,12,50
19,3,13,100
19,3,14,50
19,3,15,100
19,3,16,50
19,3,17,50
19,3,18,50
19,3,19,200
19,4,0,100
19,4,1,50
19,4,2,50
19,4,3,100
19,4,4,50
19,4,5,200
19,4,6,50
19,4,7,100
19,4,8,50
19,4,9,50
19,4,10,200
19,4,11,50
19,4,12,150
19,4,13,50
19,4,14,50
19,4,15,50
19,4,16,150
19,4,17,50
19,4,18,50
19,4,19,50
19,5,0,50
19,5,1,100
19,5,2,150
19,5,3,50
19,5,4,100
19,5,5,50
19,5,6,950
19,5,7,50
19,5,8,100
19,5,9,50
19,5,10,150
19,5,11,100
19,5,12,100
19,5,13,50
19,5,14,50
19,5,15,50
19,5,16,200
19,5,17,50
19,5,18,50
19,5,19,50
20,1,0,500
20,1,1,950
20,1,2,400
20,1,3,200
20,1,4,150
20,1,5,200
20,1,6,250
20,1,7,150
20,1,8,150
20,1,9,150
20,1,10,100
20,1,11,100
20,1,12,100
20,1,13,150
20,1,14,100
20,1,15,950
20,1,16,300
20,1,17,250
20,1,18,450
20,1,19,300
20,2,0,50
20,2,1,250
20,2,2,950
20,2,3,950
20,2,4,950
20,2,5,950
20,2,6,50
20,2,7,150
20,2,8,50
20,2,9,250
20,2,10,150
20,2,11,100
20,2,12,150
20,2,13,300
20,2,14,100
20,2,15,250
20,2,16,100
20,2,17,250
20,2,18,950
20,2,19,50
20,3,0,150
20,3,1,250
20,3,2,100
20,3,3,150
20,3,4,250
20,3,5,100
20,3,6,50
20,3,7,50
20,3,8,150
20,3,9,250
20,3,10,150
20,3,11,50
20,3,12,150
20,3,13,950
20,3,14,150
20,3,15,50
20,3,16,50
20,3,17,400
20,3,18,450
20,3,19,200
20,4,0,400
20,4,1,50
20,4,2,950
20,4,3,400
20,4,4,50
20,4,5,50
20,4,6,150
20,4,7,400
20,4,8,50
20,4,9,500
20,4,10,150
20,4,11,50
20,4,12,400
20,4,13,150
20,4,14,100
20,4,15,200
20,4,16,400
20,4,17,150
20,4,18,450
20,4,19,350
20,5,0,200
20,5,1,250
20,5,2,250
20,5,3,150
20,5,4,950
20,5,5,50
20,5,6,950
20,5,7,400
20,5,8,100
20,5,9,250
20,5,10,150
20,5,11,50
20,5,12,50
20,5,13,50
20,5,14,400
20,5,15,100
20,5,16,100
20,5,17,250
20,5,18,250
20,5,19,50
21,1,0,50
21,1,1,50
21,1,2,100
21,1,3,50
21,1,4,50
21,1,5,50
21,1,6,50
21,1,7,50
21,1,8,50
21,1,9,50
21,1,10,50
21,1,11,50
21,1,12,50
21,1,13,50
21,1,14,50
21,1,15,50
21,1,16,50
21,1,17,100
21,1,18,50
21,1,19,50
21,2,0,50
21,2,1,100
21,2,2,100
21,2,3,50
21,2,4,50
21,2,5,50
21,2,6,50
21,2,7,50
21,2,8,50
21,2,9,50
21,2,10,950
21,2,11,100
21,2,12,50
21,2,13,50
21,2,14,50
21,2,15,50
21,2,16,50
21,2,17,50
21,2,18,50
21,2,19,50
21,3,0,50
21,3,1,100
21,3,2,50
21,3,3,50
21,3,4,50
21,3,5,50
21,3,6,50
21,3,7,50
21,3,8,50
21,3,9,50
21,3,10,50
21,3,11,150
21,3,12,50
21,3,13,50
21,3,14,50
21,3,15,50
21,3,16,50
21,3,17,50
21,3,18,50
21,3,19,50
21,4,0,50
21,4,1,50
21,4,2,50
21,4,3,50
21,4,4,50
21,4,5,50
21,4,6,50
21,4,7,50
21,4,8,50
21,4,9,100
21,4,10,50
21,4,11,50
21,4,12,50
21,4,13,50
21,4,14,50
21,4,15,50
21,4,16,50
21,4,17,50
21,4,18,150
21,4,19,50
21,5,0,50
21,5,1,100
21,5,2,50
21,5,3,100
21,5,4,50
21,5,5,50
21,5,6,50
21,5,7,100
21,5,8,50
21,5,9,50
21,5,10,50
21,5,11,50
21,5,12,50
21,5,13,50
21,5,14,50
21,5,15,50
21,5,16,50
21,5,17,50
21,5,18,50
21,5,19,50
22,1,0,550
22,1,1,50
22,1,2,150
22,1,3,650
22,1,4,950
22,1,5,900
22,1,6,50
22,1,7,50
22,1,8,50
22,1,9,50
22,1,10,650
22,1,11,50
22,1,12,50
22,1,13,50
22,1,14,50
22,1,15,500
22,1,16,100
22,1,17,600
22,1,18,100
22,1,19,650
22,2,0,50
22,2,1,550
22,2,2,550
22,2,3,100
22,2,4,500
22,2,5,100
22,2,6,150
22,2,7,50
22,2,8,50
22,2,9,150
22,2,10,100
22,2,11,150
22,2,12,50
22,2,13,100
22,2,14,500
22,2,15,100
22,2,16,550
22,2,17,50
22,2,18,150
22,2,19,500
22,3,0,300
22,3,1,100
22,3,2,50
22,3,3,200
22,3,4,650
22,3,5,50
22,3,6,650
22,3,7,650
22,3,8,50
22,3,9,50
22,3,10,50
22,3,11,150
22,3,12,100
22,3,13,50
22,3,14,150
22,3,15,500
22,3,16,150
22,3,17,650
22,3,18,700
22,3,19,50
22,4,0,100
22,4,1,100
22,4,2,100
22,4,3,100
22,4,4,150
22,4,5,550
22,4,6,100
22,4,7,50
22,4,8,150
22,4,9,100
22,4,10,100
22,4,11,50
22,4,12,50
22,4,13,150
22,4,14,50
22,4,15,700
22,4,16,150
22,4,17,100
22,4,18,50
22,4,19,100
22,5,0,500
22,5,1,100
22,5,2,700
22,5,3,550
22,5,4,550
22,5,5,100
22,5,6,100
22,5,7,100
22,5,8,150
22,5,9,500
22,5,10,100
22,5,11,550
22,5,12,650
22,5,13,700
22,5,14,550
22,5,15,550
22,5,16,550
22,5,17,700
22,5,18,50
22,5,19,50
23,1,0,50
23,1,1,300
23,1,2,400
23,1,3,50
23,1,4,50
23,1,5,300
23,1,6,400
23,1,7,250
23,1,8,250
23,1,9,50
23,1,10,50
23,1,11,500
23,1,12,50
23,1,13,50
23,1,14,50
23,1,15,300
23,1,16,150
23,1,17,250
23,1,18,300
23,1,19,50
23,2,0,50
23,2,1,400
23,2,2,350
23,2,3,150
23,2,4,100
23,2,5,50
23,2,6,150
23,2,7,200
23,2,8,100
23,2,9,400
23,2,10,50
23,2,11,300
23,2,12,50
23,2,13,50
23,2,14,50
23,2,15,200
23,2,16,250
23,2,17,300
23,2,18,350
23,2,19,100
23,3,0,400
23,3,1,900
23,3,2,50
23,3,3,50
23,3,4,50
23,3,5,200
23,3,6,300
23,3,7,250
23,3,8,50
23,3,9,400
23,3,10,450
23,3,11,50
23,3,12,50
23,3,13,150
23,3,14,300
23,3,15,300
23,3,16,400
23,3,17,50
23,3,18,550
23,3,19,50
23,4,0,50
23,4,1,50
23,4,2,50
23,4,3,300
23,4,4,50
23,4,5,50
23,4,6,50
23,4,7,50
23,4,8,500
23,4,9,400
23,4,10,200
23,4,11,400
23,4,12,150
23,4,13,150
23,4,14,50
23,4,15,350
23,4,16,50
23,4,17,100
23,4,18,150
23,4,19,200
23,5,0,50
23,5,1,50
23,5,2,50
23,5,3,400
23,5,4,400
23,5,5,50
23,5,6,400
23,5,7,350
23,5,8,50
23,5,9,100
23,5,10,400
23,5,11,300
23,5,12,400
23,5,13,50
23,5,14,500
23,5,15,50
23,5,16,50
23,5,17,50
23,5,18,300
23,5,19,150
24,1,0,100
24,1,1,200
24,1,2,100
24,1,3,100
24,1,4,100
24,1,5,50
24,1,6,50
24,1,7,50
24,1,8,200
24,1,9,50
24,1,10,50
24,1,11,200
24,1,12,150
24,1,13,100
24,1,14,50
24,1,15,150
24,1,16,50
24,1,17,100
24,1,18,200
24,1,19,50
24,2,0,50
24,2,1,200
24,2,2,100
24,2,3,50
24,2,4,50
24,2,5,100
24,2,6,100
24,2,7,50
24,2,8,100
24,2,9,50
24,2,10,50
24,2,11,50
24,2,12,50
24,2,13,50
24,2,14,50
24,2,15,150
24,2,16,250
24,2,17,200
24,2,18,200
24,2,19,200
24,3,0,250
24,3,1,50
24,3,2,50
24,3,3,100
24,3,4,50
24,3,5,200
24,3,6,100
24,3,7,100
24,3,8,50
24,3,9,200
24,3,10,100
24,3,11,100
24,3,12,50
24,3,13,100
24,3,14,150
24,3,15,50
24,3,16,200
24,3,17,50
24,3,18,200
24,3,19,850
24,4,0,50
24,4,1,100
24,4,2,250
24,4,3,50
24,4,4,50
24,4,5,50
24,4,6,50
24,4,7,200
24,4,8,50
24,4,9,100
24,4,10,100
24,4,11,50
24,4,12,100
24,4,13,50
24,4,14,100
24,4,15,50
24,4,16,100
24,4,17,200
24,4,18,50
24,4,19,100
24,5,0,100
24,5,1,250
24,5,2,250
24,5,3,50
24,5,4,100
24,5,5,850
24,5,6,100
24,5,7,50
24,5,8,150
24,5,9,50
24,5,10,50
24,5,11,100
24,5,12,50
24,5,13,200
24,5,14,50
24,5,15,50
24,5,16,50
24,5,17,50
24,5,18,50
24,5,19,100
