fid,iid,rep,budget,pred_t1,pred_t2,pred_t3
15,4.0,18.0,950,-1.1828259807213743,,
15,4.0,19.0,50,-1.99334390927049,-1.7704255756504985,-1.568354619663792
15,4.0,19.0,100,-1.278140188663618,-1.3109656485120156,-1.3298324219975783
15,4.0,19.0,150,-1.4305705575116565,-1.4387198630035432,-1.5362171544921142
15,4.0,19.0,200,-1.6415123968813,-1.4946525840410063,-1.5549246588459813
15,4.0,19.0,250,-1.493844628620655,-1.3215707759047015,-1.3111985372124846
15,4.0,19.0,300,-1.3477416439227965,-1.394167107414551,-1.39509011742219
15,4.0,19.0,350,-1.2236592718109451,-1.9924475248859663,-1.9228311301708896
15,4.0,19.0,400,-1.608637594697394,-1.2188142788896026,-1.211350392087742
15,4.0,19.0,450,-1.4531027416050373,-1.26215708757849,-1.3840370816100196
15,4.0,19.0,500,-1.2990228432346262,-1.236718851046412,-1.2958277349629506
15,4.0,19.0,550,-1.2861195295085055,-1.36967269935058,-1.284527577482542
15,4.0,19.0,600,-1.3027102013964593,-1.1527622942288365,-1.159725221504422
15,4.0,19.0,650,-1.8735170978602789,-1.1713803585073042,-1.1418750960815522
15,4.0,19.0,700,-2.0153947357561055,-1.9391328496385816,-1.6512426609526718
15,4.0,19.0,750,-1.1824964606444932,-1.429825371807689,-1.2785099149673296
15,4.0,19.0,800,-2.266490348625659,-1.1269938774820456,-1.4377700810088696
15,4.0,19.0,850,-1.2705614106333487,-1.5364092750615044,-1.2151841457944894
15,4.0,19.0,900,-1.0916739202926176,-1.217309101265562,
15,4.0,19.0,950,-1.237831439011205,,
15,5.0,0.0,50,-2.4103537370609183,-2.2358866004049687,-2.04163688511908
15,5.0,0.0,100,-1.7303901365977261,-2.483095744848012,-2.177966905131943
15,5.0,0.0,150,-1.680563231529964,-2.153687103131763,-1.9779821162265903
15,5.0,0.0,200,-1.5898283291188693,-1.4252933088324666,-1.371200867096755
15,5.0,0.0,250,-1.1660261908328693,-1.1785420445091062,-1.1245651929439495
15,5.0,0.0,300,-1.2249232669900818,-1.1008232928588881,-1.0704765159642928
15,5.0,0.0,350,-1.2875325462238045,-1.6382441691448255,-1.1832944002505965
15,5.0,0.0,400,-1.1600699225566173,-1.1416818763251302,-1.3979453995627753
15,5.0,0.0,450,-1.9172750907365521,-1.1238922416557187,-1.166472189025823
15,5.0,0.0,500,-1.2095462330192512,-1.5612374963855586,-1.1829898878511405
15,5.0,0.0,550,-1.311567793527125,-1.238520139643976,-1.2555290188572688
15,5.0,0.0,600,-1.0650769160721574,-1.1410827036598432,-1.1478180512893992
15,5.0,0.0,650,-1.446983359270955,-1.0787475983312294,-1.1614737241814581
15,5.0,0.0,700,-1.475731559971544,-1.3923892163869216,-1.20466251249784
15,5.0,0.0,750,-1.2473853601739684,-1.0748544120880488,-1.3530043882123928
15,5.0,0.0,800,-1.1077768273271655,-1.1726804342667285,-1.1746318783998981
15,5.0,0.0,850,-1.3237747809959257,-1.2362284537758779,-1.512895652617338
15,5.0,0.0,900,-1.0642903240269044,-1.3976063332615198,
15,5.0,0.0,950,-1.241106590937739,,
15,5.0,1.0,50,-2.3529655704503516,-2.2612597042078644,-3.275453434793242
15,5.0,1.0,100,-2.4226453979347515,-2.331396640197016,-3.468869410562382
15,5.0,1.0,150,-1.8590201238635473,-1.6319509429452952,-1.4135265311651866
15,5.0,1.0,200,-1.6319270361237521,-1.5178088773969731,-1.5509737879955476
15,5.0,1.0,250,-1.8188633641644727,-2.487699939579152,-1.568668159915099
15,5.0,1.0,300,-1.2236942873204422,-1.5822207802782509,-1.7799115196464226
15,5.0,1.0,350,-1.7659672641020625,-1.4935447450711747,-1.615486474721708
15,5.0,1.0,400,-2.4485220481484014,-1.3662802872054536,-3.044913259870846
15,5.0,1.0,450,-1.697685510160657,-2.10461533758961,-2.3860457812288325
15,5.0,1.0,500,-2.0957175001128037,-1.965807926954445,-2.1749675213230826
15,5.0,1.0,550,-1.6063931209338627,-2.0490030739225062,-1.5768096760593044
15,5.0,1.0,600,-1.747933576735666,-2.7792902584983254,-1.9140673993663535
15,5.0,1.0,650,-2.2387637263680658,-2.4213879879759252,-2.3326736361117297
15,5.0,1.0,700,-1.489161806367066,-1.6904808288143003,-1.809014623508996
15,5.0,1.0,750,-1.6493550311614844,-1.4148232873794488,-1.8442074499368588
15,5.0,1.0,800,-1.472227172598839,-1.6394022754291047,-1.7824719542196164
15,5.0,1.0,850,-1.3970833430168705,-1.4271933157933148,-1.2835971618894046
15,5.0,1.0,900,-1.33212331865039,-1.424999424514669,
15,5.0,1.0,950,-1.31442506113962,,
15,5.0,2.0,50,-2.6956953415385247,-3.0952718993438237,-2.743246925488223
15,5.0,2.0,100,-2.1937830821083386,-2.1888700102148584,-2.0375203457175113
15,5.0,2.0,150,-2.050405288102489,-1.9653250470328947,-1.689006008581836
15,5.0,2.0,200,-2.3077878210502742,-1.9645248829691797,-1.9498722203499603
15,5.0,2.0,250,-2.4338881337770113,-2.4519586659063997,-2.1139824008955763
15,5.0,2.0,300,-2.661125852804326,-2.214536015556879,-2.142699530216345
15,5.0,2.0,350,-2.401720296823962,-3.097126827897396,-1.8495700006315483
15,5.0,2.0,400,-1.7351800951469745,-1.32909776009295,-1.6161549576493857
15,5.0,2.0,450,-1.4294424967688624,-1.5334713658554893,-1.307710285226432
15,5.0,2.0,500,-1.6288600638477688,-1.3298813940697691,-1.7580319566975589
15,5.0,2.0,550,-1.258369953480128,-1.4452232422645295,-1.8229122925621544
15,5.0,2.0,600,-1.1289657310026469,-1.2802321590175938,-1.020297341102368
15,5.0,2.0,650,-1.3826582502618592,-1.0830295072554332,-1.3704029452190265
15,5.0,2.0,700,-1.1780193659315563,-1.497868263037671,-1.9049207168178637
15,5.0,2.0,750,-1.267358157965903,-1.9553313689468756,-1.3632656638690732
15,5.0,2.0,800,-2.925530538499917,-1.566642106867214,-1.4525919999453627
15,5.0,2.0,850,-1.494350919719222,-1.7491124863077268,-1.653524441509137
15,5.0,2.0,900,-1.6438089871254662,-1.2437833528008144,
15,5.0,2.0,950,-1.607168172758663,,
15,5.0,3.0,50,-2.021041902707718,-2.673594235148373,-3.6108921809024026
15,5.0,3.0,100,-1.6952588290191772,-2.049134088752095,-1.8121920665862923
15,5.0,3.0,150,-1.9896747532599115,-1.8405092008242339,-1.7455530616069639
15,5.0,3.0,200,-2.0142590555702493,-1.6396439930429036,-1.5268671900493382
15,5.0,3.0,250,-1.5628904989160142,-1.2183375963657308,-1.4927814173950804
15,5.0,3.0,300,-2.0942782010460057,-1.8573191431845604,-2.0011893199987485
15,5.0,3.0,350,-1.336293494910517,-1.3985182453230385,-1.3191654682136207
15,5.0,3.0,400,-1.2297200261150274,-1.061998755073595,-1.3340773114111548
15,5.0,3.0,450,-1.5804659269776982,-1.5572823191397933,-1.4271007657679406
15,5.0,3.0,500,-1.3331512807343278,-1.5602293272343282,-1.3236129824667398
15,5.0,3.0,550,-1.3076729026051146,-1.314028358724765,-1.284034757321645
15,5.0,3.0,600,-1.3887090237297668,-1.3242964421240466,-1.2945638633514238
15,5.0,3.0,650,-1.4960125018342352,-1.1695191143944101,-1.3672832030752298
15,5.0,3.0,700,-1.2988054679016698,-1.4374720249710293,-1.7959779151985984
15,5.0,3.0,750,-1.5694754106073148,-1.3408301240384677,-1.2925508385150277
15,5.0,3.0,800,-1.2116982212544762,-1.5189422403354615,-1.3182765372012644
15,5.0,3.0,850,-1.399793701813402,-1.5517424652038219,-1.363622616173558
15,5.0,3.0,900,-1.400226069089796,-1.3254083865269854,
15,5.0,3.0,950,-1.3185748006156082,,
15,5.0,4.0,50,-1.6864317035138732,-2.092283798656374,-1.7219717911456953
15,5.0,4.0,100,-2.002202937854434,-1.9242029050809228,-1.7885212206232526
15,5.0,4.0,150,-1.6405810558087357,-1.559844744761096,-1.5579676711341301
15,5.0,4.0,200,-1.6143222209346562,-1.7944138556691196,-1.611257257260268
15,5.0,4.0,250,-1.5046772655458747,-1.7517384767476447,-1.6570439045284322
15,5.0,4.0,300,-1.4448913982619098,-1.3535676332911082,-1.6932232399986076
15,5.0,4.0,350,-1.4432665867431769,-1.6377165400695457,-1.605339254677273
15,5.0,4.0,400,-1.697956098362917,-1.9125237792968297,-1.4617580567235722
15,5.0,4.0,450,-1.4094266000403237,-1.712753211004581,-1.7399549368358669
15,5.0,4.0,500,-2.1316633358325463,-1.9791963998592068,-1.8517578142966369
15,5.0,4.0,550,-2.379768826388736,-1.8639585530263572,-1.7370204296802865
15,5.0,4.0,600,-1.359592169282183,-1.3532137993193376,-1.5251859946279707
15,5.0,4.0,650,-1.2208229254803908,-1.1639521365231027,-1.1218210744629484
15,5.0,4.0,700,-1.4821343025962228,-1.7134336777835795,-1.9965853762987433
15,5.0,4.0,750,-1.7138031263773268,-1.6535197391854695,-1.4341159342013257
15,5.0,4.0,800,-2.830296034124203,-1.5214876821871248,-1.3900616761450517
15,5.0,4.0,850,-1.3815308380724642,-1.8131422750429487,-1.5812062397902815
15,5.0,4.0,900,-1.2507511101570716,-1.5646343515241288,
15,5.0,4.0,950,-1.6075823470222803,,
15,5.0,5.0,50,-2.32158604335916,-2.0918570829586356,-2.044049736866376
15,5.0,5.0,100,-1.559864884628014,-1.5995947848975052,-1.6757704986416557
15,5.0,5.0,150,-1.7043239418786866,-1.399793162091335,-1.3836191905610211
15,5.0,5.0,200,-1.4888192879609685,-1.7564462914147654,-1.41021115944026
15,5.0,5.0,250,-1.2745882311724002,-1.172056363698211,-1.1553579052275764
15,5.0,5.0,300,-1.1445253774430095,-1.0634504336356592,-1.0855063691845328
15,5.0,5.0,350,-1.0712014327141348,-1.1714342825034336,-1.1289958670584828
15,5.0,5.0,400,-1.1889146639655355,-1.2819376056947382,-1.2152846609279508
15,5.0,5.0,450,-1.2822451381372042,-1.1651975441284539,-1.1789335497794162
15,5.0,5.0,500,-1.3031581946459836,-1.4645250786415023,-1.335732912291036
15,5.0,5.0,550,-1.3163732796870706,-1.260265398282896,-1.3986086399452948
15,5.0,5.0,600,-1.2717015731892578,-1.2722810716535282,-1.1767227612044797
15,5.0,5.0,650,-1.2203053676171058,-1.1809751317417059,-1.1115372093797231
15,5.0,5.0,700,-1.3400795630517879,-1.4006094399113242,-1.17862486677764
15,5.0,5.0,750,-1.4083467130688176,-1.3122553054200101,-1.2468359287727782
15,5.0,5.0,800,-1.5010923299929715,-1.2461910375277276,-1.1551780338427657
15,5.0,5.0,850,-1.2142861285737538,-1.1774423468372386,-1.1762687115666837
15,5.0,5.0,900,-1.4000642356230792,-1.183709381908966,
15,5.0,5.0,950,-1.2237691105323918,,
15,5.0,6.0,50,-1.8600704328771853,-1.641268347430521,-2.5413899340928956
15,5.0,6.0,100,-2.5242609700970857,-1.9654892818302445,-2.1534355846355213
15,5.0,6.0,150,-1.659578924110035,-1.4928598445771557,-1.512453546231583
15,5.0,6.0,200,-1.5801518182499066,-1.6351391366676036,-1.6185512406960971
15,5.0,6.0,250,-1.6579518071780066,-1.6387065912428356,-1.4443427681780217
15,5.0,6.0,300,-2.003967934142594,-1.6139233225615104,-1.6712063381840072
15,5.0,6.0,350,-2.7959016294627235,-1.6729043300054178,-1.7828575365670938
15,5.0,6.0,400,-3.596056186652157,-2.3822939814557453,-2.3398831205146644
15,5.0,6.0,450,-2.506773784965458,-3.146063215436084,-2.743495532865704
15,5.0,6.0,500,-2.6023065330483655,-1.824461195170267,-2.384985964147179
15,5.0,6.0,550,-1.7827032633797961,-2.3760748817138744,-1.7736223050675395
15,5.0,6.0,600,-2.4263503469351515,-2.1408396112100427,-1.8999642827904246
15,5.0,6.0,650,-2.170987161471851,-1.6895053048391642,-1.657153092546585
15,5.0,6.0,700,-1.327497545611908,-1.3485691829917712,-1.272118009000726
15,5.0,6.0,750,-1.4691371417084815,-1.6813982855974838,-2.0818185616862177
15,5.0,6.0,800,-1.801765653230401,-1.3802923254881176,-1.5053010205553634
15,5.0,6.0,850,-1.6483566512540258,-1.2051514073441187,-1.3359958284882958
15,5.0,6.0,900,-2.143081287529131,-2.1625889481080818,
15,5.0,6.0,950,-1.4712921604013507,,
15,5.0,7.0,50,-3.0826390124001195,-2.3741873801061057,-3.1327918014465506
15,5.0,7.0,100,-2.2341817525393823,-2.156050496715453,-2.2348986737366148
15,5.0,7.0,150,-1.5992799114964567,-1.6641827024401705,-1.4979405892770852
15,5.0,7.0,200,-1.5679598662142702,-1.785003734145924,-1.8600611317310844
15,5.0,7.0,250,-1.9502476620816303,-1.993089385913144,-1.8453482303872815
15,5.0,7.0,300,-2.0042798984894428,-1.8969781544064426,-1.9462553058988932
15,5.0,7.0,350,-1.8749552679702364,-1.7571180452072683,-1.4052660897353306
15,5.0,7.0,400,-1.3450546829260297,-1.3272185597099893,-1.3119421305390444
15,5.0,7.0,450,-1.671621389317905,-1.9063214090151903,-1.7560128716417303
15,5.0,7.0,500,-1.4243367097937296,-1.330655970272745,-1.4470081339619978
15,5.0,7.0,550,-1.5805096141004835,-1.4342122972760716,-1.3084005042556999
15,5.0,7.0,600,-1.405419666283873,-1.441682994313597,-1.219151327147673
15,5.0,7.0,650,-1.1601560392418147,-0.9863662094615611,-1.0578860262945518
15,5.0,7.0,700,-1.2692013233507171,-1.3010164762326122,-1.0620609817198399
15,5.0,7.0,750,-1.1938676071703282,-1.1078805269280056,-1.2570374496927463
15,5.0,7.0,800,-1.042793107621721,-0.9899298239993142,-1.153388435795028
15,5.0,7.0,850,-1.2733659184680386,-1.3628468959606586,-1.091664397040346
15,5.0,7.0,900,-1.0550857720939937,-1.1393762227337818,
15,5.0,7.0,950,-1.2813862564587484,,
15,5.0,8.0,50,-2.812589201844803,-1.8683537680191784,-3.5984707917299352
15,5.0,8.0,100,-2.4665480963846877,-2.415754656414375,-2.3249049627647396
15,5.0,8.0,150,-1.651594022850985,-1.5415462944024303,-1.4719690619866717
15,5.0,8.0,200,-2.094008117554629,-1.5244015054192412,-1.4627938053270946
15,5.0,8.0,250,-1.6158538206929407,-1.7651175025471089,-1.403316763901223
15,5.0,8.0,300,-1.3466443925239426,-1.263332711628523,-1.3334104616827056
15,5.0,8.0,350,-1.3413364762240971,-1.369566692435014,-1.3206223952886451
15,5.0,8.0,400,-1.2832847986519642,-1.3080023597781951,-1.3850433319581594
15,5.0,8.0,450,-1.2429377220424271,-1.419441224125735,-1.231744389413177
15,5.0,8.0,500,-1.328309998922206,-1.3431534576296407,-1.3608238952924598
15,5.0,8.0,550,-1.349682805283455,-1.4029206870191235,-1.6357547133747683
15,5.0,8.0,600,-1.5527064778092636,-1.4463244884366824,-1.3596592860046144
15,5.0,8.0,650,-1.2989279516079275,-1.6187645839033806,-1.1782546105268403
15,5.0,8.0,700,-1.1934345869082996,-1.5268938959219134,-1.2080231756667148
15,5.0,8.0,750,-1.181833897806237,-1.3219793944697407,-1.3029949544586026
15,5.0,8.0,800,-1.3067606960531004,-1.1545569343382787,-1.353097731119949
15,5.0,8.0,850,-1.647572191716598,-1.459153655622602,-1.6753407772151634
15,5.0,8.0,900,-2.005546726109795,-1.6981889146557887,
15,5.0,8.0,950,-1.4138325918274628,,
15,5.0,9.0,50,-1.9780928768027415,-2.0182177337048093,-2.160947389524332
15,5.0,9.0,100,-1.735677451029564,-2.041652728226965,-2.0729549702335115
15,5.0,9.0,150,-1.698439708364967,-1.7977005596184048,-1.4342844928360166
15,5.0,9.0,200,-1.2995359659201269,-1.2817053979102127,-1.32345875145384
15,5.0,9.0,250,-1.3708393649544772,-1.3707842068096343,-1.3931898548109252
15,5.0,9.0,300,-1.2593757260295422,-1.2375125039857893,-1.2321145523005008
15,5.0,9.0,350,-1.3092704267110082,-1.4712880632443355,-1.5481064556388198
15,5.0,9.0,400,-1.3528344864786612,-1.279986891312032,-1.358144909459922
15,5.0,9.0,450,-1.3002726800970401,-1.2606215489412267,-1.2649472392844292
15,5.0,9.0,500,-1.323321519526492,-1.1709625514470259,-1.2697021840707434
15,5.0,9.0,550,-1.5296716763395484,-2.061177514748222,-1.3125086721546655
15,5.0,9.0,600,-1.2404360195882056,-1.3987548629566946,-1.5163541155617488
15,5.0,9.0,650,-1.951663182793595,-2.04653096707755,-1.8104009209699394
15,5.0,9.0,700,-1.1925999891390395,-1.3393411838470453,-0.9263854479518645
15,5.0,9.0,750,-1.4810571561944696,-1.3341099460766321,-1.3243197300883203
15,5.0,9.0,800,-1.4343816338801936,-1.5795845468406067,-1.5341455993766904
15,5.0,9.0,850,-1.3936478727873012,-1.3808480373898298,-1.3416544260333623
15,5.0,9.0,900,-1.9602705934510978,-1.2961129812135168,
15,5.0,9.0,950,-2.362494944349209,,
15,5.0,10.0,50,-2.0588396009673384,-2.258979881229725,-2.2146591363787502
15,5.0,10.0,100,-1.8519890740202023,-1.8337150735351557,-1.7114402370034638
15,5.0,10.0,150,-2.047163112219519,-1.9080467972702837,-2.11560171476539
15,5.0,10.0,200,-2.7673590077658687,-2.9226832208376443,-2.9313800026731847
15,5.0,10.0,250,-4.2886949734268995,-4.6138783405518335,-3.8765410685578665
15,5.0,10.0,300,-2.9046528010609602,-3.31000831671332,-3.773128744500459
15,5.0,10.0,350,-2.752099309073802,-2.4276869417089575,-3.5401758555030494
15,5.0,10.0,400,-3.7566847542434783,-3.962877826023579,-5.097444363497462
15,5.0,10.0,450,-3.4765617111680607,-2.255749775828084,-2.730925894203105
15,5.0,10.0,500,-2.3803864833111046,-3.0573735719620903,-2.6494430022073017
15,5.0,10.0,550,-2.0245894996879104,-2.1953405985154415,-2.50450868111059
15,5.0,10.0,600,-2.7420429132168467,-2.0519412852278873,-2.119344762161806
15,5.0,10.0,650,-2.3249279702666397,-2.212689234403239,-2.1593646543519003
15,5.0,10.0,700,-1.8579330784379107,-2.551993302191866,-2.718194722428337
15,5.0,10.0,750,-1.8449988935053179,-1.4304499449118593,-1.603054821219032
15,5.0,10.0,800,-1.8243227260651753,-2.5942200458845286,-2.102739737984651
15,5.0,10.0,850,-1.586115916729746,-1.306825479837743,-2.071669335252648
15,5.0,10.0,900,-1.3468808543142543,-1.8470697821751685,
15,5.0,10.0,950,-1.2748363942861645,,
15,5.0,11.0,50,-1.7357491593962793,-1.7502097911867383,-1.893998259979638
15,5.0,11.0,100,-1.6869158515154452,-1.6616424438928992,-1.6520881013394342
15,5.0,11.0,150,-1.5000105087313664,-1.7811919069817963,-1.5892213972227491
15,5.0,11.0,200,-1.7684362483660403,-1.7006534804101248,-1.7860391402623133
15,5.0,11.0,250,-2.461256764321279,-2.281851934927509,-2.7639862854912955
15,5.0,11.0,300,-1.6632992602423127,-1.448698370497353,-1.4096444188164081
15,5.0,11.0,350,-1.4707425442253999,-1.3800524335963746,-1.5736263243255346
15,5.0,11.0,400,-1.9906341088526025,-2.0034571192010246,-1.8201647300783854
15,5.0,11.0,450,-1.6597295376094958,-1.692441233529419,-1.8575106073061538
15,5.0,11.0,500,-2.4816211424901167,-2.5992124204751383,-2.071724106075506
15,5.0,11.0,550,-2.049359820894264,-2.035986244608791,-1.7718984170224203
15,5.0,11.0,600,-2.618255613488758,-1.7798886540635135,-2.2076092096896898
15,5.0,11.0,650,-2.307839724492047,-1.7068214109486615,-1.6629341225311178
15,5.0,11.0,700,-1.8620131239804507,-1.7798132904803998,-1.8769641304963847
15,5.0,11.0,750,-1.5813788370476116,-2.204735981396842,-2.4521522065852834
15,5.0,11.0,800,-2.0616081784401463,-1.5802026466552617,-2.8297068196072224
15,5.0,11.0,850,-2.0062220380263285,-2.488409445424761,-2.298428457114729
15,5.0,11.0,900,-1.8052332148094323,-1.8997067346642253,
15,5.0,11.0,950,-2.148661399147206,,
15,5.0,12.0,50,-3.1447435895771547,-2.880039298763438,-3.119471094901514
15,5.0,12.0,100,-1.9513181409512383,-2.182855437101733,-2.60971781885037
15,5.0,12.0,150,-1.8273117365463307,-2.2830219225010393,-2.034541832729857
15,5.0,12.0,200,-1.9023191683991443,-1.732389725004087,-1.7621757781190472
15,5.0,12.0,250,-1.319304387497673,-1.269590256788311,-1.21281902234154
15,5.0,12.0,300,-1.4547188457113773,-1.2685015912517599,-1.2070956316783716
15,5.0,12.0,350,-1.7463629034325372,-2.128648765275497,-1.5013378619833067
15,5.0,12.0,400,-3.353395008182387,-1.825230824276936,-1.972130785475803
15,5.0,12.0,450,-1.134902508172981,-1.2454388608331648,-1.2225030284942335
15,5.0,12.0,500,-1.2299795210926783,-1.4948179256188778,-1.49897730389737
15,5.0,12.0,550,-1.269804196721985,-1.2421872069341027,-1.4486223743111577
15,5.0,12.0,600,-1.2496269346646758,-1.3463757481219378,-1.0680882954126156
15,5.0,12.0,650,-1.2256882214044211,-1.1450177109254245,-1.1738604372701174
15,5.0,12.0,700,-1.509620597675545,-1.2606245667857179,-1.2248760612421905
15,5.0,12.0,750,-1.3330998197739525,-1.5052455327994174,-1.1533090124368084
15,5.0,12.0,800,-2.1680262287417804,-1.6347159586498954,-1.205056065726112
15,5.0,12.0,850,-1.2911066866712297,-1.5445658796027986,-1.4262608698283856
15,5.0,12.0,900,-1.3401902726558823,-1.1440349941315082,
15,5.0,12.0,950,-1.3231589269039892,,
15,5.0,13.0,50,-2.7184492923997934,-2.6803789690119726,-2.1040715977520157
15,5.0,13.0,100,-2.317560812483325,-1.9398874643763386,-2.3913087378344677
15,5.0,13.0,150,-1.778945613455474,-1.5838882237492558,-1.6269758737476947
15,5.0,13.0,200,-1.7517734416795685,-1.8504227845668932,-1.8508356001503166
15,5.0,13.0,250,-2.1837924675563976,-1.915273621991227,-1.6808737392995468
15,5.0,13.0,300,-1.7012587500496041,-1.8141426895529782,-1.6732012253125608
15,5.0,13.0,350,-1.2851453906423178,-1.1917733300127846,-1.3934999398319237
15,5.0,13.0,400,-1.977687260039362,-1.3489404147140622,-1.7694780239200725
15,5.0,13.0,450,-1.221544042434307,-1.4727647081804371,-1.3549011101224158
15,5.0,13.0,500,-1.4083609887601982,-1.4305625465347922,-1.6278305623979539
15,5.0,13.0,550,-1.3614810967139035,-1.2939845272206552,-1.510273984139683
15,5.0,13.0,600,-1.490370603568449,-1.3620456187681487,-1.548002068537619
15,5.0,13.0,650,-1.7832630241823986,-1.5639057531231295,-1.3230722366443937
15,5.0,13.0,700,-1.7980156925060764,-2.2368115020752266,-3.2410906879271084
15,5.0,13.0,750,-1.4064067515111134,-1.560498117419655,-1.6732640767399882
15,5.0,13.0,800,-1.935657325519649,-1.3756839145873965,-1.2653334413547572
15,5.0,13.0,850,-1.4869314452546214,-1.4447149453312216,-1.33861156765852
15,5.0,13.0,900,-1.3226014498829386,-1.307413695893355,
15,5.0,13.0,950,-1.4020135532902154,,
15,5.0,14.0,50,-1.8820062181917627,-2.2604890280881347,-2.401971912490583
15,5.0,14.0,100,-1.763181445099068,-1.852223497016602,-1.716839850988634
15,5.0,14.0,150,-1.590868769567053,-1.377059666310924,-1.4240250968433865
15,5.0,14.0,200,-1.7267915763694637,-1.7868722833062685,-1.3058629646664466
15,5.0,14.0,250,-1.6260977824747596,-1.3009624922157423,-1.8367106597546625
15,5.0,14.0,300,-1.0395367963421287,-1.275745754531385,-1.3513899852650766
15,5.0,14.0,350,-1.3734212391757845,-1.2441996296032047,-1.2041869311925668
15,5.0,14.0,400,-1.1061136404295178,-1.1933299451255317,-1.1904323924296643
15,5.0,14.0,450,-1.234346436907653,-1.3316550272968135,-1.2178813951560243
15,5.0,14.0,500,-1.3309415686143253,-1.3952185950474139,-1.5053358130428942
15,5.0,14.0,550,-1.5720202497898075,-1.324769659208193,-1.5146207597230488
15,5.0,14.0,600,-1.3920416747858295,-1.4656283005096593,-1.2782323810835605
15,5.0,14.0,650,-1.248522022007779,-1.5044135957931801,-1.3801646286035878
15,5.0,14.0,700,-1.8635051242486387,-2.4884565987503766,-1.5185885908845689
15,5.0,14.0,750,-1.4389575955495337,-1.3190783054443682,-1.4011397091427602
15,5.0,14.0,800,-2.6835110284852943,-2.626602819466577,-1.2069418538517753
15,5.0,14.0,850,-1.4585811904154533,-1.202943502991572,-1.422027332551414
15,5.0,14.0,900,-1.431434868623372,-1.6511517710120713,
15,5.0,14.0,950,-1.193395817583863,,
15,5.0,15.0,50,-2.524529806192687,-2.376238560674651,-2.2864005787039643
15,5.0,15.0,100,-1.4522302917820853,-1.6984864722848383,-1.6629447336878358
15,5.0,15.0,150,-1.6119955720971446,-1.3350034121034806,-1.482070633780072
15,5.0,15.0,200,-2.241214822910026,-1.5044695336485276,-1.475608554244803
15,5.0,15.0,250,-1.5376244628232238,-1.8978125742569425,-1.3587942459232878
15,5.0,15.0,300,-1.3892449836533982,-1.3600812189010603,-1.3542170441681396
15,5.0,15.0,350,-1.2753998170633518,-1.5624329744424175,-1.6148556152423208
15,5.0,15.0,400,-1.3088852204127832,-2.335680194522423,-1.509260753121995
15,5.0,15.0,450,-1.6308071548685659,-1.4531541799707564,-2.1831333044504966
15,5.0,15.0,500,-1.737470677886115,-1.8293917059446865,-1.4034376609422008
15,5.0,15.0,550,-1.2200713441458741,-1.723433108639966,-1.2959812782064755
15,5.0,15.0,600,-1.3829332240631163,-1.2496359450715626,-1.215776793214009
15,5.0,15.0,650,-1.3757498939842498,-1.4235617260284017,-1.4012982532633778
15,5.0,15.0,700,-2.277670390312831,-1.6940132322639434,-1.497005922546412
15,5.0,15.0,750,-2.2533097091462335,-2.0485486657413823,-1.4454677598385541
15,5.0,15.0,800,-2.197341010327843,-2.1266589166512198,-1.7540175675350422
15,5.0,15.0,850,-2.02376532328815,-2.946954837732054,-1.8936013504393903
15,5.0,15.0,900,-2.0524335351266805,-1.8313346391596577,
15,5.0,15.0,950,-2.298494667034129,,
15,5.0,16.0,50,-2.808745500248455,-2.006477190133426,-2.7498370453373653
15,5.0,16.0,100,-2.006353889890166,-1.5070132862044894,-1.5146280082076826
15,5.0,16.0,150,-1.3740869251642907,-1.3896554709974807,-1.272702290537947
15,5.0,16.0,200,-1.554759209423324,-1.4190381951784272,-1.336420854192722
15,5.0,16.0,250,-1.1284398392226163,-1.3264755992304988,-1.0585156427972064
15,5.0,16.0,300,-1.790244553499155,-1.160542911096294,-1.1084325188327813
15,5.0,16.0,350,-1.253006463326951,-1.4272220724252058,-1.311584844856463
15,5.0,16.0,400,-1.2848944204090709,-1.2084475421329979,-1.3435986770577402
15,5.0,16.0,450,-1.3889298928178626,-1.2443097844145945,-1.280192095127747
15,5.0,16.0,500,-1.3379059115471421,-1.7391581487076988,-1.3000716991942323
15,5.0,16.0,550,-1.913736805531956,-1.2168290747777344,-1.5597302333417764
15,5.0,16.0,600,-1.2191097442668504,-1.405226218215049,-1.1736992796551808
15,5.0,16.0,650,-2.559485392864889,-3.4807696623796587,-2.6722048334556825
15,5.0,16.0,700,-1.4043916977934678,-1.4756704941452068,-1.6461761581877385
15,5.0,16.0,750,-1.740956384244298,-1.6031770402811176,-2.374996816309885
15,5.0,16.0,800,-2.3720857344498283,-2.5136822328771418,-1.5633823056517369
15,5.0,16.0,850,-1.6242272105293465,-1.3098214926168645,-1.5243173058649038
15,5.0,16.0,900,-1.639970179312016,-1.33400531350687,
15,5.0,16.0,950,-1.7300818649195275,,
15,5.0,17.0,50,-1.965468512600764,-1.7292230897080543,-1.6325922912884832
15,5.0,17.0,100,-1.65236935636526,-1.542456195023264,-1.4514154686117908
15,5.0,17.0,150,-1.689209296820772,-1.4468996911163203,-1.610850674580352
15,5.0,17.0,200,-1.3355131655515977,-1.3992670162449938,-1.4299972392478482
15,5.0,17.0,250,-1.4629382158196225,-1.3506286236736815,-1.4367678707304978
15,5.0,17.0,300,-1.757217633486021,-1.4328675237784703,-1.2640741245344647
15,5.0,17.0,350,-1.7882061007865517,-1.3645927911864466,-1.8874602087028005
15,5.0,17.0,400,-3.337403855875307,-1.8378235967084513,-2.029082344382085
