fid,iid,rep,vbs_auc,switch_budget,selected_algorithm,achieved_auc,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
1,6,0,7681.277735837448,100,Elitist,15525.621768164448,11914.15177273913,15525.621768164448,19247.64294035326,15819.465156238504,15624.365003538229,15874.647265419228,10186.390905329594,14829.396579949997,16052.757998621466,14348.758889208224,14354.500431527078,14477.86175929505,14232.294033831027,13631.32866196036,13714.01351923877,11914.738866785869,11914.60553077502,11914.15177273913,11914.1517726396,11914.15177273913
1,6,1,12474.89530647565,100,Non-elitist,12493.896528484993,12493.896528484993,12493.896528484993,17977.959638270797,15658.17024483735,19276.82086266989,19372.29490990171,12493.896528484993,17548.97882189753,17555.305216593017,16548.694817828575,16229.714096366735,15593.73287050855,14876.695064741758,14160.007442619408,12621.547805909526,12493.959374912898,12494.0071602269,12493.80941097649,12493.828945297011,12493.896528484993
1,6,2,7735.02246371105,150,Non-elitist,8021.916943075522,8021.916943075522,14905.032633979868,8021.916943075522,8021.916943075522,8021.916943075522,7964.008661576137,8597.304145231896,8021.916943075522,12441.754541789802,8124.664850448106,8022.000442207623,8021.916699380738,8022.287526233621,8021.9724143249405,8022.048371238116,8021.785122541221,8021.9328907192385,8021.932891015719,8021.932891015719,8021.916943075522
1,6,3,11478.285965970665,100,Elitist,14867.265407853916,12027.091404923844,14867.265407853916,12027.091404923844,12027.091404923844,16748.404900099107,12027.091404923844,16768.263576877413,12027.091404923844,16060.090138576725,12251.83344971635,12027.091404923844,14393.392336096813,13667.883193807504,13674.96324530356,13680.001801380153,12027.09282770538,12026.96360434802,12027.022027061572,12027.019137960137,12027.091404923844
1,6,4,14431.726287979083,100,Elitist,16126.977380400282,25204.41518765576,16126.977380400282,15439.73242758475,15439.73242758475,18315.2154971284,18054.392476266545,15671.984517367942,15439.73242758475,15439.73242758475,16451.81703348129,15439.73242758475,15638.371074421448,15704.305511423609,15727.0693120935,15758.88352021723,15692.902121920752,15564.734260276891,15527.850207928015,15439.562732997909,15439.73242758475
1,6,5,12628.020093356989,150,Elitist,16599.643457884464,13259.233437280902,15879.399283280589,16599.643457884464,19542.62176334964,16857.231964871284,17338.95348844619,15154.94752475716,13436.958793549782,14445.924882542928,14464.718447923477,14482.560689332868,14496.19829688116,14330.096364825791,14359.989368011822,14368.999458912494,13259.233437280902,13635.672894338988,13631.322213732215,13259.150015659812,13259.233437280902
1,6,6,10248.021642726708,100,Elitist,12680.956658821256,13254.736906127797,12680.956658821256,13443.842977705994,16290.417462827012,16129.439759065874,16035.064245682412,11003.197755943813,10248.021642726708,15308.544923901936,14816.049986872767,14807.782860761008,14816.804153632676,14828.46290913444,14373.720837389135,14019.404816739228,13864.459382931022,13443.842977705994,13750.33580657435,13443.842977705994,13443.842977705994
1,6,7,14326.364899608328,150,Non-elitist,14630.926622191668,14630.926622191668,16029.721407028175,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,14630.926622191668,18013.29757924224,17609.88670610666,16889.66636148525,17023.303385575164,17035.699525492724,16218.020107070171,15793.331533447024,15873.050651178217,14708.22660962649,15453.053151733726,15113.832995157816,14630.896418053511,14630.926622191668
1,6,8,14535.46256205807,150,Non-elitist,14708.94050664635,22290.05449115224,15594.531887851155,14708.94050664635,18962.486723948557,19084.201972462928,14708.94050664635,14708.94050664635,14901.913415166338,17058.696135253074,15596.42804556272,15508.190249687135,15344.501682008198,15350.400205349091,15350.936694063415,15351.168551299792,15169.366403377127,15081.446690557268,14906.236040769849,14797.08027148886,14708.94050664635
1,6,9,10482.157689861093,150,Non-elitist,11777.30366145792,11777.30366145792,17225.245057206048,11777.30366145792,11777.30366145792,19031.22344002413,11777.30366145792,11777.30366145792,11777.30366145792,15445.515280414931,10482.157689861093,15362.63561582032,11150.795323050716,14112.034214301242,13682.24319634288,13232.256628111982,11777.298337345625,11777.30366084569,11777.238318984815,11777.293533150609,11777.30366145792
