fid,iid,rep,VBS,Static B150,Lookahead 0,Lookahead 10,Lookahead 20
8,6,18,3.126388037344441e-12,3.126388037344441e-12,3.1093350116861984e-11,4.5076831156620756e-11,3.1093350116861984e-11
8,6,19,1.2789769243681803e-11,2.7455371309770268e-11,2.722799763432704e-11,2.7455371309770268e-11,2.722799763432704e-11
8,7,0,1.978150976356119e-11,2.3732127374387343e-11,3.163336259603966e-11,3.163336259603966e-11,3.163336259603966e-11
8,7,1,1.3670842236024328e-11,7.165112947404849e-11,4.5076831156620756e-11,4.5076831156620756e-11,4.5076831156620756e-11
8,7,2,1.617195266589988e-11,5.17559328727657e-11,3.953459781769197e-11,5.4797055781818926e-11,2.6119550966541283e-11
8,7,3,9.521272659185342e-12,3.6067149267182685e-11,4.6895820560166606e-11,4.4366288420860656e-11,4.4366288420860656e-11
8,7,4,5.201172825763933e-12,5.0647486204979935e-11,3.566924533515703e-11,1.5546675058430992e-11,1.5546675058430992e-11
8,7,5,2.9672264645341784e-11,4.3769432522822165e-11,4.6412651499849744e-11,4.354205884737894e-11,4.354205884737894e-11
8,7,6,2.7256419343757443e-11,4.2007286538137117e-11,3.871036824421026e-11,4.4934722609468736e-11,4.4934722609468736e-11
8,7,7,1.1056044968427159e-11,4.206412995699793e-11,6.355094228638336e-11,1.1056044968427159e-11,1.1056044968427159e-11
8,7,8,1.6285639503621496e-11,3.8482994568767026e-11,4.885691851086449e-11,3.75734998669941e-11,1.7962520360015333e-11
8,7,9,2.984279490192421e-11,4.627054295269773e-11,5.397282620833721e-11,5.397282620833721e-11,5.397282620833721e-11
8,7,10,1.688249540165998e-11,4.189359970041551e-11,6.66489086142974e-11,4.601474756782409e-11,4.601474756782409e-11
8,7,11,2.6034285838250068e-11,5.0960125008714385e-11,3.97335497837048e-11,3.97335497837048e-11,3.97335497837048e-11
8,7,12,1.816147232602816e-11,5.050537765782792e-11,4.476419235288631e-11,4.476419235288631e-11,4.476419235288631e-11
8,7,13,3.2571279007242986e-11,4.1723069443833076e-11,1.873274868557928e-09,5.331912689143792e-11,5.331912689143792e-11
8,7,14,2.0747847884194925e-12,5.070432962384075e-11,6.858158485556487e-11,4.8061110646813177e-11,4.8061110646813177e-11
8,7,15,2.1145751816220575e-11,3.035438567167148e-11,3.069544618483633e-11,3.069544618483633e-11,3.069544618483633e-11
8,7,16,1.674038685450796e-11,4.0046188587439246e-11,4.311573320592288e-11,4.672529030358419e-11,4.672529030358419e-11
8,7,17,9.038103598868474e-12,5.852029971720185e-11,9.038103598868474e-12,5.852029971720185e-11,9.038103598868474e-12
8,7,18,1.1084466677857565e-11,2.8848035071860068e-11,3.9308394341493615,3.9308394341493615,3.9308394341493615
8,7,19,3.0013325158506625e-11,3.04964942188235e-11,3.694822225952521e-11,3.694822225952521e-11,3.694822225952521e-11
9,6,0,9.038103598868474e-12,3.930839434205722,9.038103598868474e-12,9.038103598868474e-12,3.9308394341487087
9,6,1,7.048583938740194e-12,2.245315045001917e-11,3.75734998669941e-11,1.0686562745831908e-11,3.75734998669941e-11
9,6,2,1.8189894035458565e-12,1.3073986337985843e-11,3.0013325158506625e-11,3.0013325158506625e-11,4.547473508864641e-12
9,6,3,8.526512829121202e-13,9.094947017729282e-12,8.526512829121202e-13,3.853983798762784e-11,8.526512829121202e-13
9,6,4,5.684341886080804e-14,5.0931703299283975e-11,2.2225776774575927e-11,1.9156232156092295e-11,1.9156232156092295e-11
9,6,5,1.0686562745831908e-11,1.0646772352629339e-10,1.801936377887614e-11,1.801936377887614e-11,1.801936377887614e-11
9,6,6,4.547473508864641e-13,3.797140379901976e-11,2.2396307031158358e-11,2.5977442419389263e-11,2.5977442419389263e-11
9,6,7,6.252776074688882e-12,5.144329406903125e-11,6.991740519879386e-12,6.252776074688882e-12,6.252776074688882e-12
9,6,8,7.389644451905042e-13,4.217781679471955e-11,3.6266101233195513e-11,3.6266101233195513e-11,3.6266101233195513e-11
9,6,9,5.343281372915953e-12,3.930839434135408,5.439915184979327e-11,5.439915184979327e-11,5.439915184979327e-11
9,6,10,2.160049916710705e-12,2.620481609483249e-11,6.0254023992456496e-12,1.602984411874786e-11,3.4049207897624e-11
9,6,11,2.273736754432321e-13,5.047695594839752e-11,2.921751729445532e-11,3.6266101233195513e-11,1.34718902700115e-11
9,6,12,4.547473508864641e-13,3.930839434151153,6.139089236967266e-12,3.552713678800501e-11,3.552713678800501e-11
9,6,13,4.320099833421409e-12,5.047695594839752e-11,4.320099833421409e-12,9.890754881780596e-12,9.890754881780596e-12
9,6,14,2.233946361229755e-11,3.930839434140069,3.930839434139728,3.930839434139728,3.930839434139728
9,6,15,2.160049916710705e-12,4.155253918725066e-11,2.012257027672604e-11,3.4503955248510465e-11,3.3082869776990265e-11
9,6,16,3.930839434133077,3.93083945221656,3.930839434138761,3.930839434138761,3.930839434138761
9,6,17,5.8548721426632255e-12,3.4845015761675313e-10,3.007016857736744e-11,4.04156708100345e-11,4.04156708100345e-11
9,6,18,7.44648787076585e-12,5.354650056688115e-11,5.402398528531194e-09,2.5977442419389263e-11,2.5977442419389263e-11
9,6,19,3.4049207897624e-11,3.930839434138477,3.9308394341393296,3.930839434138989,3.930839434138989
9,7,0,6.266986929404084e-12,8.057554623519536e-12,6.409095476556104e-12,6.409095476556104e-12,6.409095476556104e-12
9,7,1,0.8528922308920279,3.9308394341460193,3.930839434147334,3.930839434147334,3.930839434147334
9,7,2,2.614797267597169e-12,4.344968829173013e-12,8.174794174919953e-12,7.535305712735862e-12,8.174794174919953e-12
9,7,3,5.453415496958769e-12,8.050449196161935e-12,7.624123554705875e-12,7.840839089112706e-12,7.403855306620244e-12
9,7,4,2.7995383788947947e-12,0.5882872714255996,2.8492763703980017e-12,9.2192919964873e-12,9.2192919964873e-12
9,7,5,5.929479129918036e-12,7.794653811288299e-12,8.554934538551606e-12,8.803624496067641e-12,8.554934538551606e-12
9,7,6,4.622080496119452e-12,6.568967592102126e-12,4.622080496119452e-12,4.622080496119452e-12,7.037925797703792e-12
9,7,7,2.664535259100376e-12,2.749813029940277,7.840839089112706e-12,7.840839089112706e-12,7.840839089112706e-12
9,7,8,4.572342504616245e-12,8.192557743313955e-12,4.572342504616245e-12,7.787548383930698e-12,7.787548383930698e-12
9,7,9,5.222489107836736e-12,8.888889624358853e-12,8.15347789284715e-12,8.15347789284715e-12,7.968736781549524e-12
9,7,10,6.3842264808044986e-12,8.430589559793589e-12,6.3842264808044986e-12,6.3842264808044986e-12,6.3842264808044986e-12
9,7,11,5.9543481256696396e-12,8.018474773052729e-12,8.768097359279636e-12,8.768097359279636e-12,8.078870905592339e-12
9,7,12,1.84385839929746e-12,8.149925179168349e-12,6.192379942149273e-12,8.249401162174763e-12,7.553069281129865e-12
9,7,13,3.833378059425741e-12,8.618883384770015e-12,5.822897719554021e-12,5.822897719554021e-12,5.581313189395587e-12
9,7,14,6.970424237806583e-12,8.44124770082999e-12,8.331113576787175e-12,8.636646953164018e-12,8.316902722071973e-12
9,7,15,5.297096095091547e-12,7.734257678748689e-12,8.427036846114788e-12,8.427036846114788e-12,8.427036846114788e-12
9,7,16,5.1798565436911295e-12,7.1374017807102056e-12,8.174794174919953e-12,8.174794174919953e-12,8.714806654097629e-12
9,7,17,2.330580173293129e-12,5.314859663485549e-12,8.412825991399586e-12,8.412825991399586e-12,8.412825991399586e-12
9,7,18,1.4104273304837989e-12,7.819522807039903e-12,7.851497230149107e-12,8.618883384770015e-12,8.72546479513403e-12
9,7,19,4.941824727211497e-12,7.037925797703792e-12,8.231637593780759e-12,8.231637593780759e-12,8.231637593780759e-12
10,6,0,1.4987790564191528e-08,1.5096973644546097e-06,1.5096973644546097e-06,1.7496529522986748e-06,2.0650819418932542e-06
10,6,1,3.013597194012618e-08,6.000386019167081e-07,4.0411781832006e-07,4.0411781832006e-07,4.0411781832006e-07
10,6,2,4.98184853370276e-08,9.833091141331353e-08,1.4060629105472344e-07,1.1807315143386177e-06,1.077584089514971e-06
10,6,3,1.1369454178122855e-07,1.5258345413826646e-06,1.1397899850607018e-06,1.1397899850607018e-06,1.1397899850607018e-06
10,6,4,3.166735673687526e-08,5.640308557985918e-07,7.18007520106312e-08,7.18007520106312e-08,7.18007520106312e-08
10,6,5,1.3165653456326254e-08,2.369460112561228e-07,9.405223835301512e-07,6.7644348487050365e-06,9.405223835301512e-07
10,6,6,3.4996041620161122e-09,2.3062843546028946e-07,1.6187287954494426e-08,1.6187287954494426e-08,1.6187287954494426e-08
10,6,7,6.7381851209802335e-09,6.7381851209802335e-09,9.981935278347013e-09,7.781063047218595e-07,7.781063047218595e-07
10,6,8,2.6562453570022626e-08,4.368762784423552e-06,8.274617677273e-06,8.274617677273e-06,8.274617677273e-06
10,6,9,5.7578118273227126e-08,8.878094135411629e-07,2.0898755970222282e-07,2.0898755970222282e-07,2.0898755970222282e-07
10,6,10,3.5806309028885153e-09,1.6701791274442712e-06,5.5018007927287726e-08,2.8170410004690893e-08,2.8170410004690893e-08
10,6,11,3.7334579872094764e-10,6.646935375442808e-07,6.646935375442808e-07,8.72465315993054e-07,1.7281802655588763e-09
10,6,12,1.493980050781829e-09,8.804826112651654e-07,7.372990236120813e-07,8.16833771466463e-06,8.16833771466463e-06
10,6,13,3.9630290160630466e-09,2.5296325034673828e-08,3.283395084707763e-07,3.283395084707763e-07,3.283395084707763e-07
10,6,14,1.4086896982234975e-08,3.82902149453912e-06,1.581548131568411e-06,4.271446556458614e-07,1.581548131568411e-06
10,6,15,1.4323132901949977e-08,1.4323132901949977e-08,3.364353151624755e-07,2.740457638594762e-08,3.364353151624755e-07
10,6,16,1.0726125765359032e-08,9.551051327605364e-08,7.932685619493898e-08,7.932685619493898e-08,7.932685619493898e-08
10,6,17,1.04408677259471e-08,2.6657079033043374e-07,4.240185358383997e-07,6.675852493032153e-07,4.240185358383997e-07
10,6,18,3.0499407444040116e-09,7.588271380143397e-07,3.0499407444040116e-09,3.0499407444040116e-09,3.0499407444040116e-09
10,6,19,4.60445672700871e-08,5.085025467366222e-07,6.750631037277799e-06,6.750631037277799e-06,5.085025467366222e-07
10,7,0,1.8116639921572641e-07,2.02691325057458e-06,8.693733093423361e-07,8.693733093423361e-07,8.693733093423361e-07
10,7,1,6.85496388541651e-08,2.5286692562076496e-07,2.476096636883085e-05,2.5587731897758204e-06,2.476096636883085e-05
10,7,2,4.011729970443413e-08,4.444661385605287e-07,4.6585466861870373e-07,4.6585466861870373e-07,5.924439278714999e-06
10,7,3,3.5365701478440315e-09,2.0720688098663237e-07,5.03584340094676e-06,4.192153255644371e-07,5.03584340094676e-06
10,7,4,2.018957729887916e-07,2.018957729887916e-07,4.354280463303439e-06,4.354280463303439e-06,4.354280463303439e-06
10,7,5,1.1220436135772616e-08,7.408242652218178e-06,2.8488614134403185e-08,1.5364518617388967e-06,1.5364518617388967e-06
10,7,6,4.688780563810725e-08,1.7064343069250754e-05,4.688780563810725e-08,3.570077183212561e-06,3.570077183212561e-06
10,7,7,1.8884918517869664e-07,9.4643411330253e-07,7.429513857459824e-07,7.429513857459824e-07,1.8909487380369685e-06
10,7,8,1.88045362392586e-07,1.88045362392586e-07,6.816588893343578e-07,4.555085922675062e-06,1.9353160496393684e-06
10,7,9,2.2221684048417962e-08,4.768725716530753e-07,4.768725716530753e-07,4.768725716530753e-07,4.768725716530753e-07
10,7,10,2.359722088840499e-07,3.543169668773771e-07,5.74820944621024e-07,4.463141067390097e-06,5.74820944621024e-07
10,7,11,4.681697873820667e-08,3.1512622058471607e-06,2.71035389687313e-07,1.0551602827035822e-06,2.71035389687313e-07
10,7,12,1.1966432111876202e-07,1.1966432111876202e-07,1.36305459363939e-07,8.134612130561436e-07,8.134612130561436e-07
10,7,13,1.3307953850016933e-08,7.864701842663635e-06,1.5032179589979933e-07,1.562605689287011e-07,1.5032179589979933e-07
10,7,14,7.305840199478554e-08,3.399580407403846e-06,3.533286530910118e-06,5.248419370218471e-07,2.633228632475948e-06
10,7,15,7.606615781696746e-09,3.309760586489574e-06,5.767590721461602e-06,2.1888212131671025e-07,2.1888212131671025e-07
10,7,16,7.024033266134212e-08,1.6715229094188544e-06,3.966231190588587e-06,1.6715229094188544e-06,1.6715229094188544e-06
10,7,17,4.8265746954712085e-09,4.678909192534775e-06,5.932818680776109e-07,2.725825083871314e-06,5.932818680776109e-07
10,7,18,1.5007054798843458e-07,2.494663590368873e-06,1.0995461821039498e-06,1.0995461821039498e-06,1.0995461821039498e-06
10,7,19,1.7735533219820357e-07,2.146836095562321e-07,6.142284519228269e-06,1.390055615502206e-06,4.4398069576345733e-07
11,6,0,3.707140194819658e-07,4.851879430134432e-05,7.678288091028662e-05,7.678288091028662e-05,4.807026698472328e-06
11,6,1,2.328381469851593e-07,0.000141102395105,5.438428718207433e-05,2.328381469851593e-07,5.438428718207433e-05
11,6,2,5.0305516197113333e-08,2.6342391947764554e-06,1.8476342461326567e-05,1.8476342461326567e-05,3.0489511345876963e-05
11,6,3,2.477259954503097e-06,2.477259954503097e-06,6.96268249384957e-05,3.1027292607177515e-05,3.1027292607177515e-05
11,6,4,1.2474988352551009e-05,2.065428793684987e-05,9.760942964476273e-05,9.760942964476273e-05,9.760942964476273e-05
11,6,5,1.1504017720653792e-06,1.1504017720653792e-06,1.694310060429416e-05,0.0001645810461923,0.0001645810461923
11,6,6,9.44088014875888e-07,4.882806331352185e-05,4.882806331352185e-05,4.882806331352185e-05,4.882806331352185e-05
11,6,7,3.0824537589069223e-06,3.986143394740793e-05,3.202085622433515e-06,3.202085622433515e-06,3.202085622433515e-06
11,6,8,9.095549557969208e-08,0.0023191986575739,2.208690318639128e-05,1.711820118543983e-06,1.711820118543983e-06
11,6,9,4.0839836401573855e-08,3.536757731126272e-07,9.216759463015478e-05,0.0003269955080895,9.216759463015478e-05
11,6,10,8.66129994392395e-07,0.0001594727866631,7.770853960664681e-05,7.770853960664681e-05,7.770853960664681e-05
11,6,11,3.145439677609829e-06,2.32380356237627e-05,2.754654883574404e-05,2.754654883574404e-05,2.754654883574404e-05
11,6,12,3.587402716220822e-06,3.587402716220822e-06,5.691140006547357e-05,5.691140006547357e-05,5.691140006547357e-05
11,6,13,1.518925114396552e-05,8.092899338407733e-05,4.257114312622434e-05,1.7643995647631527e-05,4.257114312622434e-05
11,6,14,1.8049557866106625e-06,1.0225886398984583e-05,8.934247762226732e-05,8.934247762226732e-05,8.934247762226732e-05
11,6,15,8.138119937939337e-07,3.2153856182048912e-06,0.0009908734858754,0.0009908734858754,0.0010202089473523
11,6,16,4.655130624087178e-06,3.883490774114762e-05,4.655130624087178e-06,2.356948652959545e-05,2.356948652959545e-05
11,6,17,9.602596264812746e-07,5.031475620853598e-05,3.583226430237118e-06,3.583226430237118e-06,3.583226430237118e-06
11,6,18,2.6002227286880952e-06,7.603381743592763e-05,1.7622227119318268e-05,1.7622227119318268e-05,1.7622227119318268e-05
11,6,19,2.445115114824148e-07,1.8438165625411784e-06,0.0005656980965795,0.0005656980965795,1.8438165625411784e-06
11,7,0,1.9151158880958974e-08,5.048083551173477e-08,1.9151158880958974e-08,1.9151158880958974e-08,1.9151158880958974e-08
11,7,1,2.8912836569361392e-08,1.6013078152354865e-07,2.768303772882064e-06,2.768303772882064e-06,2.768303772882064e-06
11,7,2,1.1782148590100404e-08,1.1782148590100404e-08,1.853713911259547e-07,3.513191586534959e-07,3.513191586534959e-07
11,7,3,5.7447365975349385e-08,6.756658876838628e-08,1.490791277092285e-07,1.490791277092285e-07,1.490791277092285e-07
11,7,4,3.962276196034509e-08,9.624064034596813e-08,4.246992091339053e-08,4.246992091339053e-08,4.246992091339053e-08
11,7,5,4.0066368001134833e-08,1.298753744549686e-07,4.0066368001134833e-08,4.0066368001134833e-08,6.757295992088075e-06
11,7,6,6.816392783548508e-09,6.902293563371131e-07,3.8907373323127104e-08,3.8907373323127104e-08,3.8907373323127104e-08
11,7,7,2.2061357185521047e-09,3.079181709608747e-06,6.984710410051775e-08,3.092041822583269e-08,3.092041822583269e-08
11,7,8,8.5898534507578e-08,5.95095156086245e-06,5.95095156086245e-06,1.9355299514245417e-06,1.9355299514245417e-06
11,7,9,3.5485982152749784e-08,1.9482478137433645e-06,5.4950348271631824e-08,1.2416451227181824e-06,1.2416451227181824e-06
11,7,10,6.375334749009198e-08,3.0455096577952645e-07,7.075161207126257e-06,7.075161207126257e-06,7.075161207126257e-06
11,7,11,4.3886402067983e-08,1.957089267534684e-06,4.3886402067983e-08,4.3886402067983e-08,5.369828670609422e-07
11,7,12,3.809304871538188e-09,2.0151320256900362e-07,4.573500831384081e-07,4.573500831384081e-07,4.573500831384081e-07
11,7,13,4.1592613797547535e-08,1.0709496933714036e-06,4.7376403244925314e-07,4.7376403244925314e-07,4.7376403244925314e-07
11,7,14,5.825103244205822e-08,5.825103244205822e-08,7.232048915284396e-08,7.232048915284396e-08,7.232048915284396e-08
11,7,15,5.800525570975879e-08,5.800525570975879e-08,5.803875069432252e-08,5.803875069432252e-08,5.803875069432252e-08
11,7,16,1.8388988110018543e-09,3.066723763822665e-07,3.722534245298448e-07,3.722534245298448e-07,4.748358151118737e-07
11,7,17,5.8438359928914e-08,1.4884616632571124e-06,6.506996896860073e-08,6.506996896860073e-08,6.506996896860073e-08
11,7,18,2.9340057494664513e-08,4.704505727204378e-07,9.272680046024108e-07,2.9340057494664513e-08,9.272680046024108e-07
11,7,19,4.376956468377103e-07,8.668826737334712e-06,3.0997812245914247e-06,3.0997812245914247e-06,9.303946768568494e-07
12,6,0,4.998338880568554e-07,8.577380246066468e-07,8.577380246066468e-07,8.577380246066468e-07,8.577380246066468e-07
12,6,1,5.812811778582727e-07,5.812811778582727e-07,5.812811778582727e-07,5.812811778582727e-07,5.812811778582727e-07
12,6,2,5.266206812848395e-07,9.651668051446904e-07,6.21445870763182e-07,6.21445870763182e-07,9.651668051446904e-07
12,6,3,6.191417216427908e-05,0.004017032745148,0.3969090586592116,0.3969090586592116,6.191417216427908e-05
12,6,4,4.12700533303223e-07,4.12700533303223e-07,9.57734350492956e-07,9.57734350492956e-07,9.57734350492956e-07
12,6,5,7.447011007855053e-07,6.136967498804324e-05,7.447011007855053e-07,7.447011007855053e-07,7.447011007855053e-07
12,6,6,6.129704431856453e-05,0.5739010785538401,0.0009725201629375,0.0009725201629375,0.0009725201629375
12,6,7,3.7234776861794217e-07,0.0905376185601518,3.7234776861794217e-07,0.0905376185601518,3.7234776861794217e-07
12,6,8,2.905937739328124e-06,0.024665591219076,7.434419003260473e-05,2.905937739328124e-06,2.905937739328124e-06
12,6,9,5.732732724084144e-07,2.172863812432979e-06,2.172863812432979e-06,2.172863812432979e-06,2.172863812432979e-06
12,6,10,1.1470202565533327e-09,5.000978706704018e-07,4.011879468635016e-07,4.011879468635016e-07,4.011879468635016e-07
12,6,11,5.0449091837379e-07,9.315230968809374e-07,9.315230968809374e-07,1.2093359789133729e-06,1.2093359789133729e-06
12,6,12,1.773101736546323e-07,7.82681960842524e-06,7.82681960842524e-06,7.82681960842524e-06,1.2192446732228746e-06
12,6,13,5.886988816428129e-07,1.1139613675936744e-06,6.5604011375342e-05,6.5604011375342e-05,6.5604011375342e-05
12,6,14,7.300362891982104e-07,7.834608856782665e-06,7.834608856782665e-06,7.834608856782665e-06,7.834608856782665e-06
12,6,15,6.312388300955264e-08,6.120955227117975e-07,6.120955227117975e-07,6.120955227117975e-07,5.559240019437084e-07
12,6,16,6.418002129748857e-07,6.418002129748857e-07,6.418002129748857e-07,6.418002129748857e-07,1.032458385452628e-06
12,6,17,6.140760557826752e-05,0.1017095182167651,6.140760557826752e-05,6.140760557826752e-05,6.140760557826752e-05
12,6,18,4.093684218275939e-07,9.829356137913692e-07,4.093684218275939e-07,4.093684218275939e-07,2.060179824070474e-06
12,6,19,8.197553021638271e-05,0.0016564350013865,0.0001097665949849,0.0001097665949849,0.0016564350013865
12,7,0,7.071321306284517e-11,5.2514792514557485e-09,3.864491304739205e-08,3.864491304739205e-08,3.864491304739205e-08
12,7,1,1.4494518438823434e-06,0.0096200154400207,0.0096200154400207,0.0096200154400207,0.000449630453005
12,7,2,1.079740741261048e-10,5.162803518032888e-10,6.046795419933916e-08,6.046795419933916e-08,6.046795419933916e-08
12,7,3,8.114398042380344e-11,6.930974905117182e-09,1.7257661966141308e-10,1.7257661966141308e-10,1.7257661966141308e-10
12,7,4,3.0717899335286347e-09,1.53882035647257e-06,1.4437234483466457e-06,1.4437234483466457e-06,1.4437234483466457e-06
12,7,5,1.701891960692592e-10,1.4638764582741717e-06,1.4638764582741717e-06,1.4638764582741717e-06,1.4626088784552849e-06
12,7,6,5.8150817494606586e-11,1.4637009826401481e-08,1.5207234582703677e-08,1.5207234582703677e-08,1.4637009826401481e-08
12,7,7,1.8252421796205448e-10,2.2594974780076882e-08,2.458987864883966e-06,2.8084349423807e-07,2.8084349423807e-07
12,7,8,1.4551915228366852e-10,1.6149215298355554e-10,1.6149215298355554e-10,0.0006925096668339,1.2000697324765497e-08
12,7,9,9.984546522900928e-11,3.455625119386241e-09,3.455625119386241e-09,3.455625119386241e-09,5.17559328727657e-10
12,7,10,1.7746515368344262e-10,4.863608182859025e-09,1.815578798414208e-10,1.815578798414208e-10,1.815578798414208e-10
12,7,11,1.1539214028744027e-10,7.363780696323374e-09,9.489156127528986e-10,7.363780696323374e-09,9.489156127528986e-10
12,7,12,1.4654233382316306e-10,6.206357738847147e-08,4.5702108764089644e-10,0.0444622271295429,4.5702108764089644e-10
12,7,13,4.7911896672303556e-09,2.924584833863264e-06,4.7911896672303556e-09,4.7911896672303556e-09,4.7911896672303556e-09
12,7,14,1.3793055586575062e-10,1.2454194120437025e-08,1.2454194120437025e-08,7.08419634065649e-08,7.08419634065649e-08
12,7,15,1.0641088010743259e-10,1.4625482549490698e-06,4.928466523779207e-09,4.928466523779207e-09,4.928466523779207e-09
12,7,16,3.7266545405145735e-10,1.4630541897986404e-06,1.4630541897986404e-06,1.6874153629942157e-06,1.6874153629942157e-06
12,7,17,9.22568688110914e-11,2.1299513264239067e-09,1.1021467969385412e-06,1.1021467969385412e-06,1.1021467969385412e-06
12,7,18,7.239009391923901e-11,5.05463049194077e-08,1.6932801827351791e-09,3.884963462041924e-10,1.6932801827351791e-09
12,7,19,9.981704351957887e-11,1.7708998711896127e-09,1.7708998711896127e-09,1.7708998711896127e-09,1.7708998711896127e-09
13,6,0,0.0002067595972903,0.0006465516048024,0.0002067595972903,0.0010619318012459,0.0010619318012459
13,6,1,6.532798914804516e-05,0.0009618388407375,0.0007941753138993,0.0008424799619888,0.0008424799619888
13,6,2,0.0002662216656972,0.0005358398754538,0.0006643753333719,0.0008498536372485,0.0008498536372485
13,6,3,0.0002547300182982,0.0006784978606901,0.0008608811480144,0.0007410578168673,0.0002547300182982
13,6,4,0.00030377179786,0.000866262442571,0.0005416252704435,0.00030377179786,0.00030377179786
13,6,5,0.0003689001840712,0.0005839624383838,0.0008258273164187,0.0008258273164187,0.0008258273164187
13,6,6,6.803480442840737e-05,0.0006386271708151,0.000487589912268,0.000487589912268,0.0008153270360367
13,6,7,0.0002150368922002,0.0008132550267418,0.0005085442532504,0.0004770335482362,0.0005085442532504
13,6,8,0.0001709707628378,0.000936653956046,0.0006133394888934,0.0006133394888934,0.0006133394888934
13,6,9,0.0002046099374979,0.0006673842556779,0.0002046099374979,0.0002046099374979,0.0004255104085473
13,6,10,0.0002151778928123,0.0006728587635507,0.0008481958331572,0.0006034515382111,0.0006034515382111
13,6,11,0.0003390937656035,0.0005025092849564,0.0006423250609941,0.0006423250609941,0.0006423250609941
13,6,12,4.057318631112139e-05,0.0003003797069709,0.0004802587179142,0.0004802587179142,0.0005158296290801
13,6,13,0.0002172807828628,0.0003008376544926,0.0003624301927516,0.0003624301927516,0.0003624301927516
13,6,14,0.0003978771203492,0.0006527881770921,0.0004203032754617,0.0004203032754617,0.0004756187432235
13,6,15,0.0003284502479914,0.0003938009394346,0.000758471926133,0.0006023030916253,0.0006519945919762
13,6,16,0.0001652615009106,0.0004180816753773,0.0006112110294225,0.0006112110294225,0.0007602836743103
13,6,17,0.0002100287102848,0.0004167080907109,0.0006447060266623,0.0006447060266623,0.0008441130658525
13,6,18,0.0003299741047726,0.001010362072634,0.0012500970176461,0.0012500970176461,0.0004701914981524
13,6,19,0.0003499391635273,0.0003499391635273,0.0004600197560762,0.0005614809647909,0.001597973401374
13,7,0,0.0003190859108102,0.0005413450850539,0.0006003396425597,0.0006003396425597,0.0006003396425597
13,7,1,0.0003363834914011,0.0003363834914011,0.000825736170924,0.0010040344317658,0.0015192989984882
13,7,2,0.0001694962261282,0.0015775098905734,0.0013826112877808,0.0013826112877808,0.0013826112877808
13,7,3,1.903964048466377e-05,0.001952658328868,0.0005415292853996,0.0005415292853996,0.0005415292853996
13,7,4,0.0002937882792437,0.0010874830447065,0.0003686309614181,0.0003686309614181,0.0003686309614181
13,7,5,0.0003818025154984,0.0011554638364046,0.0003818025154984,0.0003818025154984,0.0003818025154984
13,7,6,0.0005625344834285,0.0024862489956518,0.0026170526838953,0.0020681930966404,0.0005625344834285
13,7,7,0.0003281113962856,0.0017129397784998,0.0010897159458522,0.0010897159458522,0.0010897159458522
13,7,8,0.0002658170677705,0.0002915730746195,0.0004499005723701,0.0007934405757055,0.0007317228067833
13,7,9,0.0002250533238665,0.0012188930432444,0.0007002558087805,0.0007002558087805,0.0007002558087805
13,7,10,0.000452310306052,0.0021233416986348,0.0015660368678993,0.0015660368678993,0.0015660368678993
13,7,11,0.00029593029398,0.0004674743599792,0.0015624210996989,0.0015624210996989,0.0015624210996989
13,7,12,0.000341643957185,0.0011920244227638,0.0021089926337438,0.0012207626370397,0.0004127852518962
13,7,13,0.0003125943640611,0.012847551348635,0.0015921489533496,0.00130259514615,0.0015921489533496
13,7,14,0.0002206416647325,0.0010589958934232,0.0009899957447245,0.0009101687144834,0.0009101687144834
13,7,15,0.000441589298795,0.0006507473684536,0.0009309178077714,0.0010928373460927,0.0010928373460927
13,7,16,0.0001549837195753,0.0015872735367707,0.0012818073586657,0.0012818073586657,0.0013283318406394
13,7,17,0.0005846917287612,0.0017324883803127,0.0008107876252552,0.0017921467794437,0.0017921467794437
13,7,18,0.0002925579726493,0.0011226770999641,0.0008095368021088,0.0007120983860104,0.0006880674566431
13,7,19,0.0002671252752861,0.0009446365153706,0.0004262755035639,0.1580942172991513,0.1580942172991513
14,6,0,8.028113285263316e-08,6.432643928633297e-07,3.8132922668410174e-06,3.8132922668410174e-06,3.8132922668410174e-06
14,6,1,1.6492577259441532e-07,3.5319831894753406e-06,7.75862265811611e-06,2.275750865976533e-06,2.275750865976533e-06
14,6,2,4.401770610229505e-07,4.401770610229505e-07,3.844766645499931e-06,1.9104816431081417e-06,1.9104816431081417e-06
14,6,3,2.5377677559390577e-07,1.9760410623348434e-06,1.8786109592383584e-06,1.8786109592383584e-06,2.029937043346308e-06
14,6,4,1.6773795863400665e-07,1.4180122818174825e-06,5.787706029991568e-07,5.787706029991568e-07,5.787706029991568e-07
14,6,5,2.071013156523805e-07,7.154695182975956e-07,3.4427495236855066e-06,3.4427495236855066e-06,3.4427495236855066e-06
14,6,6,2.733482418193489e-07,1.815804814953026e-06,3.685867184799463e-06,3.685867184799463e-06,3.685867184799463e-06
14,6,7,5.222640950819368e-07,3.467458405737034e-06,2.6188129922388725e-06,2.6188129922388725e-06,2.6188129922388725e-06
14,6,8,4.990877471300337e-07,6.189024590952386e-05,3.553196158634364e-06,3.262899838318845e-06,2.59264996316233e-06
14,6,9,3.183465082656767e-07,1.960485128904565e-06,1.9442128476043763e-06,1.9442128476043763e-06,1.9442128476043763e-06
