fid,iid,rep,alg_B50,alg_B100,alg_B150,alg_B200,alg_B250,alg_B300,alg_B350,alg_B400,alg_B450,alg_B500,alg_B550,alg_B600,alg_B650,alg_B700,alg_B750,alg_B800,alg_B850,alg_B900,alg_B950,alg_B1000
6,4.0,19.0,Elitist,BFGS,BFGS,Elitist,PSO,BFGS,BFGS,BFGS,DE,PSO,BFGS,Non-elitist,DE,PSO,DE,BFGS,Elitist,Elitist,Non-elitist,Non-elitist
6,5.0,0.0,PSO,BFGS,MLSL,MLSL,BFGS,DE,Elitist,Non-elitist,Elitist,PSO,MLSL,BFGS,MLSL,BFGS,PSO,BFGS,Non-elitist,Elitist,PSO,Non-elitist
6,5.0,1.0,Elitist,MLSL,MLSL,PSO,Non-elitist,Non-elitist,Elitist,MLSL,PSO,Non-elitist,MLSL,DE,DE,Elitist,MLSL,BFGS,MLSL,DE,PSO,Non-elitist
6,5.0,2.0,Elitist,PSO,MLSL,BFGS,DE,DE,PSO,BFGS,MLSL,PSO,BFGS,Elitist,DE,Elitist,DE,Elitist,PSO,Non-elitist,DE,Non-elitist
6,5.0,3.0,Elitist,DE,MLSL,Elitist,BFGS,BFGS,PSO,MLSL,Non-elitist,PSO,BFGS,PSO,BFGS,BFGS,BFGS,Non-elitist,MLSL,BFGS,Elitist,Non-elitist
6,5.0,4.0,Elitist,MLSL,MLSL,Non-elitist,BFGS,BFGS,BFGS,MLSL,DE,PSO,MLSL,PSO,DE,Non-elitist,MLSL,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
6,5.0,5.0,Elitist,MLSL,MLSL,Non-elitist,BFGS,Elitist,BFGS,MLSL,PSO,PSO,MLSL,Non-elitist,Elitist,Elitist,Elitist,Elitist,BFGS,BFGS,DE,Non-elitist
6,5.0,6.0,Elitist,BFGS,DE,Elitist,BFGS,DE,Elitist,BFGS,MLSL,PSO,Non-elitist,Elitist,MLSL,PSO,DE,MLSL,Elitist,DE,MLSL,Non-elitist
6,5.0,7.0,Non-elitist,DE,BFGS,BFGS,Elitist,PSO,PSO,BFGS,PSO,Non-elitist,MLSL,Non-elitist,Elitist,BFGS,MLSL,PSO,MLSL,Elitist,Elitist,Non-elitist
6,5.0,8.0,Elitist,MLSL,MLSL,MLSL,Non-elitist,DE,MLSL,MLSL,Elitist,BFGS,MLSL,Non-elitist,DE,Elitist,MLSL,MLSL,MLSL,PSO,DE,Non-elitist
6,5.0,9.0,Elitist,MLSL,BFGS,Non-elitist,Elitist,BFGS,BFGS,MLSL,Elitist,PSO,MLSL,PSO,MLSL,Non-elitist,PSO,BFGS,MLSL,PSO,PSO,Non-elitist
6,5.0,10.0,Non-elitist,DE,BFGS,BFGS,BFGS,MLSL,PSO,Elitist,Elitist,PSO,MLSL,Elitist,MLSL,Elitist,MLSL,PSO,MLSL,Non-elitist,Elitist,Non-elitist
6,5.0,11.0,Elitist,MLSL,MLSL,Elitist,DE,Non-elitist,BFGS,BFGS,MLSL,PSO,Non-elitist,Elitist,Elitist,BFGS,MLSL,BFGS,MLSL,Non-elitist,DE,Non-elitist
6,5.0,12.0,BFGS,MLSL,MLSL,Non-elitist,BFGS,DE,Elitist,MLSL,PSO,BFGS,BFGS,MLSL,Elitist,DE,DE,Non-elitist,MLSL,Non-elitist,PSO,Non-elitist
6,5.0,13.0,Elitist,BFGS,MLSL,MLSL,BFGS,DE,Elitist,PSO,BFGS,Elitist,BFGS,Elitist,DE,BFGS,MLSL,Non-elitist,BFGS,Non-elitist,DE,Non-elitist
6,5.0,14.0,Elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,Elitist,MLSL,Non-elitist,PSO,BFGS,Elitist,MLSL,Elitist,BFGS,PSO,Elitist,PSO,BFGS,Non-elitist
6,5.0,15.0,BFGS,DE,PSO,Non-elitist,DE,Non-elitist,MLSL,MLSL,Elitist,PSO,MLSL,BFGS,DE,DE,MLSL,Non-elitist,DE,MLSL,MLSL,Non-elitist
6,5.0,16.0,Elitist,BFGS,MLSL,Elitist,PSO,MLSL,Elitist,MLSL,MLSL,Non-elitist,Elitist,PSO,PSO,DE,Non-elitist,Non-elitist,BFGS,DE,BFGS,Non-elitist
6,5.0,17.0,PSO,BFGS,MLSL,DE,BFGS,BFGS,DE,Non-elitist,BFGS,Non-elitist,MLSL,PSO,Elitist,BFGS,MLSL,Non-elitist,MLSL,MLSL,DE,Non-elitist
6,5.0,18.0,Elitist,BFGS,DE,PSO,BFGS,BFGS,MLSL,Non-elitist,BFGS,PSO,MLSL,Non-elitist,BFGS,Elitist,MLSL,Elitist,MLSL,PSO,PSO,Non-elitist
6,5.0,19.0,Elitist,PSO,BFGS,MLSL,MLSL,MLSL,PSO,MLSL,PSO,MLSL,BFGS,Elitist,MLSL,BFGS,BFGS,BFGS,BFGS,Non-elitist,MLSL,Non-elitist
7,1.0,0.0,Non-elitist,Elitist,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,BFGS,BFGS,DE,DE,DE,Non-elitist,Non-elitist,PSO,DE,Non-elitist
7,1.0,1.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Elitist,Non-elitist,MLSL,MLSL,PSO,Elitist,Elitist,DE,MLSL,Elitist,BFGS,MLSL,MLSL,BFGS,Non-elitist
7,1.0,2.0,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,Elitist,Elitist,BFGS,DE,DE,PSO,Elitist,MLSL,MLSL,DE,BFGS,DE,PSO,BFGS,Non-elitist
7,1.0,3.0,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Elitist,PSO,Non-elitist,Elitist,Elitist,Elitist,Elitist,PSO,Non-elitist,PSO,DE,Non-elitist,Elitist,BFGS,Non-elitist
7,1.0,4.0,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,PSO,Non-elitist,BFGS,Elitist,PSO,PSO,Non-elitist,BFGS,MLSL,DE,Elitist,BFGS,PSO,DE,Non-elitist
7,1.0,5.0,Non-elitist,Non-elitist,Non-elitist,Elitist,PSO,Elitist,Non-elitist,BFGS,DE,DE,PSO,Elitist,PSO,MLSL,DE,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist
7,1.0,6.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Elitist,Non-elitist,BFGS,DE,BFGS,DE,Non-elitist,PSO,MLSL,Non-elitist,MLSL,DE,Non-elitist,DE,Non-elitist
7,1.0,7.0,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,Elitist,Non-elitist,Non-elitist,MLSL,Elitist,PSO,PSO,Elitist,Elitist,MLSL,Elitist,DE,Non-elitist
7,1.0,8.0,Non-elitist,Non-elitist,Elitist,Elitist,BFGS,Non-elitist,Elitist,BFGS,DE,DE,MLSL,DE,BFGS,BFGS,Elitist,BFGS,BFGS,PSO,Elitist,Non-elitist
7,1.0,9.0,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,BFGS,Non-elitist,PSO,PSO,PSO,PSO,MLSL,Elitist,DE,DE,PSO,BFGS,Non-elitist
7,1.0,10.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,PSO,Elitist,DE,MLSL,DE,Elitist,MLSL,PSO,PSO,DE,Non-elitist
7,1.0,11.0,Non-elitist,Non-elitist,Non-elitist,PSO,MLSL,Elitist,Non-elitist,BFGS,Elitist,DE,MLSL,MLSL,DE,BFGS,MLSL,MLSL,BFGS,Non-elitist,MLSL,Non-elitist
7,1.0,12.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Elitist,Non-elitist,PSO,MLSL,Elitist,BFGS,Elitist,PSO,Elitist,Elitist,BFGS,DE,DE,BFGS,Non-elitist
7,1.0,13.0,Elitist,Elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,MLSL,Non-elitist,DE,BFGS,BFGS,MLSL,MLSL,Non-elitist
7,1.0,14.0,Non-elitist,Elitist,Elitist,Elitist,Non-elitist,PSO,Non-elitist,BFGS,Non-elitist,BFGS,DE,DE,Non-elitist,Non-elitist,Elitist,BFGS,PSO,PSO,Elitist,Non-elitist
7,1.0,15.0,Non-elitist,Non-elitist,Non-elitist,DE,PSO,BFGS,BFGS,Elitist,Non-elitist,DE,Elitist,DE,PSO,MLSL,BFGS,MLSL,BFGS,MLSL,DE,Non-elitist
7,1.0,16.0,Non-elitist,DE,Non-elitist,BFGS,Non-elitist,Elitist,DE,Non-elitist,DE,BFGS,Elitist,Non-elitist,DE,MLSL,BFGS,MLSL,MLSL,DE,BFGS,Non-elitist
7,1.0,17.0,Non-elitist,Non-elitist,PSO,Elitist,PSO,MLSL,MLSL,PSO,Non-elitist,DE,Non-elitist,DE,PSO,Non-elitist,Elitist,Elitist,Non-elitist,PSO,Elitist,Non-elitist
7,1.0,18.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,PSO,Elitist,MLSL,PSO,MLSL,Non-elitist,DE,Elitist,BFGS,Elitist,DE,Non-elitist,Non-elitist
7,1.0,19.0,Non-elitist,Non-elitist,Elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,BFGS,MLSL,MLSL,PSO,Non-elitist,MLSL,BFGS,Elitist,PSO,BFGS,MLSL,DE,Non-elitist
7,2.0,0.0,Non-elitist,Elitist,Elitist,PSO,BFGS,BFGS,Non-elitist,PSO,PSO,BFGS,Elitist,PSO,PSO,Elitist,Non-elitist,PSO,MLSL,BFGS,Non-elitist,Non-elitist
7,2.0,1.0,Elitist,Non-elitist,Non-elitist,BFGS,Elitist,BFGS,BFGS,BFGS,PSO,BFGS,BFGS,PSO,Elitist,Non-elitist,DE,Elitist,PSO,Elitist,Elitist,Non-elitist
7,2.0,2.0,Non-elitist,Non-elitist,PSO,Non-elitist,PSO,Elitist,MLSL,BFGS,BFGS,BFGS,BFGS,BFGS,MLSL,BFGS,DE,Elitist,BFGS,BFGS,Elitist,Non-elitist
7,2.0,3.0,Elitist,Non-elitist,Elitist,Non-elitist,Elitist,Elitist,BFGS,BFGS,PSO,DE,BFGS,Non-elitist,DE,BFGS,MLSL,BFGS,Elitist,Elitist,MLSL,Non-elitist
7,2.0,4.0,Non-elitist,Non-elitist,Elitist,DE,PSO,DE,DE,Non-elitist,PSO,PSO,MLSL,Non-elitist,Elitist,Elitist,Non-elitist,MLSL,Elitist,Non-elitist,BFGS,Non-elitist
7,2.0,5.0,Non-elitist,Elitist,Non-elitist,DE,Elitist,DE,BFGS,MLSL,Elitist,PSO,MLSL,Elitist,DE,PSO,DE,MLSL,BFGS,Elitist,MLSL,Non-elitist
7,2.0,6.0,Non-elitist,Elitist,Non-elitist,BFGS,Elitist,DE,DE,Elitist,PSO,MLSL,BFGS,BFGS,MLSL,BFGS,DE,BFGS,BFGS,MLSL,BFGS,Non-elitist
7,2.0,7.0,Non-elitist,Elitist,Non-elitist,Non-elitist,Elitist,BFGS,BFGS,Elitist,Elitist,MLSL,Non-elitist,BFGS,MLSL,Elitist,Elitist,BFGS,BFGS,BFGS,Elitist,Non-elitist
7,2.0,8.0,Non-elitist,Non-elitist,Non-elitist,Elitist,BFGS,BFGS,PSO,BFGS,BFGS,BFGS,PSO,MLSL,Elitist,Non-elitist,Elitist,BFGS,Elitist,DE,BFGS,Non-elitist
7,2.0,9.0,Non-elitist,Non-elitist,Non-elitist,DE,DE,BFGS,BFGS,DE,PSO,DE,Non-elitist,BFGS,Elitist,Non-elitist,PSO,DE,BFGS,BFGS,Elitist,Non-elitist
7,2.0,10.0,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,MLSL,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,DE,BFGS,BFGS,BFGS,Non-elitist
7,2.0,11.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,DE,BFGS,BFGS,PSO,MLSL,BFGS,BFGS,MLSL,Non-elitist,BFGS,PSO,BFGS,BFGS,Elitist,Non-elitist
7,2.0,12.0,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,DE,BFGS,PSO,PSO,PSO,BFGS,BFGS,Elitist,BFGS,Non-elitist,Elitist,BFGS,BFGS,Elitist,Non-elitist
7,2.0,13.0,Elitist,Elitist,Elitist,DE,Non-elitist,Non-elitist,DE,Elitist,BFGS,BFGS,MLSL,Elitist,MLSL,Elitist,BFGS,DE,BFGS,BFGS,MLSL,Non-elitist
7,2.0,14.0,Non-elitist,Elitist,Non-elitist,Elitist,Elitist,DE,BFGS,BFGS,PSO,MLSL,PSO,Elitist,MLSL,Elitist,BFGS,PSO,BFGS,PSO,BFGS,Non-elitist
7,2.0,15.0,Elitist,Non-elitist,Elitist,Non-elitist,BFGS,BFGS,Elitist,Non-elitist,DE,Elitist,Elitist,DE,Non-elitist,MLSL,PSO,PSO,BFGS,Non-elitist,BFGS,Non-elitist
7,2.0,16.0,Non-elitist,Elitist,Elitist,Non-elitist,BFGS,Elitist,BFGS,BFGS,PSO,Non-elitist,DE,BFGS,MLSL,MLSL,DE,Elitist,BFGS,DE,PSO,Non-elitist
7,2.0,17.0,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,Elitist,Elitist,Elitist,MLSL,BFGS,BFGS,Non-elitist,MLSL,Elitist,PSO,PSO,BFGS,PSO,Elitist,Non-elitist
7,2.0,18.0,Non-elitist,Elitist,Elitist,Elitist,DE,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,Elitist,MLSL,PSO,Elitist,BFGS,BFGS,BFGS,Non-elitist
7,2.0,19.0,Non-elitist,Elitist,Non-elitist,DE,PSO,BFGS,BFGS,DE,Elitist,Non-elitist,MLSL,BFGS,DE,Non-elitist,Non-elitist,MLSL,MLSL,Elitist,MLSL,Non-elitist
7,3.0,0.0,Elitist,BFGS,PSO,Non-elitist,Non-elitist,Elitist,Elitist,PSO,Non-elitist,Elitist,Non-elitist,BFGS,Elitist,PSO,DE,Elitist,DE,DE,Elitist,Non-elitist
7,3.0,1.0,Non-elitist,Elitist,Non-elitist,BFGS,PSO,MLSL,Non-elitist,BFGS,Elitist,MLSL,DE,PSO,MLSL,Non-elitist,Non-elitist,Non-elitist,DE,Non-elitist,BFGS,Non-elitist
7,3.0,2.0,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,PSO,DE,Elitist,Elitist,Non-elitist,Elitist,MLSL,Elitist,PSO,BFGS,PSO,Elitist,BFGS,BFGS,Non-elitist
7,3.0,3.0,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Elitist,Elitist,Non-elitist,Non-elitist,PSO,MLSL,MLSL,BFGS,DE,BFGS,BFGS,Elitist,PSO,Elitist,Non-elitist
7,3.0,4.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,Elitist,Non-elitist,Non-elitist,BFGS,PSO,BFGS,BFGS,PSO,BFGS,MLSL,BFGS,MLSL,MLSL,Elitist,Non-elitist
7,3.0,5.0,Non-elitist,Elitist,Elitist,BFGS,Non-elitist,PSO,Non-elitist,BFGS,Non-elitist,BFGS,BFGS,PSO,Elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist
7,3.0,6.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Elitist,BFGS,MLSL,MLSL,BFGS,BFGS,BFGS,MLSL,DE,BFGS,BFGS,Non-elitist,BFGS,Non-elitist
7,3.0,7.0,Non-elitist,Non-elitist,Non-elitist,BFGS,PSO,Non-elitist,MLSL,DE,Elitist,MLSL,DE,BFGS,BFGS,DE,BFGS,BFGS,Non-elitist,Non-elitist,Elitist,Non-elitist
7,3.0,8.0,Non-elitist,Non-elitist,Non-elitist,PSO,Elitist,Elitist,Non-elitist,PSO,Non-elitist,Non-elitist,PSO,MLSL,BFGS,PSO,MLSL,Non-elitist,DE,BFGS,Elitist,Non-elitist
7,3.0,9.0,Non-elitist,Elitist,Non-elitist,PSO,PSO,DE,Elitist,Elitist,BFGS,MLSL,DE,BFGS,Non-elitist,BFGS,BFGS,Elitist,PSO,DE,Elitist,Non-elitist
7,3.0,10.0,Non-elitist,Non-elitist,PSO,PSO,DE,BFGS,BFGS,BFGS,Elitist,Non-elitist,BFGS,Elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,PSO,DE,Non-elitist
7,3.0,11.0,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,Elitist,Elitist,Elitist,Non-elitist,DE,BFGS,MLSL,BFGS,PSO,PSO,BFGS,MLSL,DE,DE,Non-elitist
7,3.0,12.0,Non-elitist,BFGS,Elitist,PSO,PSO,Non-elitist,Non-elitist,Elitist,DE,Elitist,BFGS,BFGS,BFGS,PSO,BFGS,Non-elitist,BFGS,BFGS,PSO,Non-elitist
7,3.0,13.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,BFGS,MLSL,BFGS,PSO,Non-elitist,MLSL,MLSL,MLSL,DE,Non-elitist,Elitist,Non-elitist
7,3.0,14.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Elitist,Non-elitist,PSO,BFGS,Elitist,BFGS,BFGS,Non-elitist,Elitist,DE,MLSL,DE,BFGS,Elitist,Non-elitist
7,3.0,15.0,Non-elitist,BFGS,BFGS,Non-elitist,BFGS,DE,BFGS,Non-elitist,Elitist,MLSL,MLSL,DE,BFGS,PSO,BFGS,MLSL,DE,BFGS,BFGS,Non-elitist
7,3.0,16.0,Non-elitist,BFGS,BFGS,Elitist,BFGS,PSO,Elitist,BFGS,Elitist,BFGS,BFGS,DE,Non-elitist,Non-elitist,Elitist,Elitist,BFGS,Elitist,BFGS,Non-elitist
7,3.0,17.0,BFGS,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,DE,BFGS,Elitist,DE,BFGS,Elitist,Elitist,PSO,DE,Non-elitist
7,3.0,18.0,Elitist,Elitist,PSO,Non-elitist,Non-elitist,Elitist,DE,Non-elitist,MLSL,PSO,BFGS,Non-elitist,Elitist,PSO,DE,Elitist,DE,Elitist,Elitist,Non-elitist
7,3.0,19.0,Non-elitist,Non-elitist,Non-elitist,PSO,MLSL,MLSL,BFGS,DE,PSO,MLSL,DE,Non-elitist,BFGS,PSO,DE,Elitist,PSO,DE,Elitist,Non-elitist
7,4.0,0.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,DE,BFGS,Non-elitist,Non-elitist,DE,BFGS,PSO,MLSL,PSO,BFGS,Elitist,Non-elitist,PSO,PSO,Non-elitist
7,4.0,1.0,Non-elitist,Non-elitist,Elitist,Non-elitist,BFGS,Elitist,PSO,DE,PSO,Non-elitist,PSO,BFGS,Non-elitist,BFGS,MLSL,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
7,4.0,2.0,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,PSO,BFGS,PSO,Non-elitist,Non-elitist,PSO,BFGS,Non-elitist,BFGS,MLSL,Non-elitist,MLSL,PSO,BFGS,Non-elitist
7,4.0,3.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS,BFGS,DE,BFGS,PSO,PSO,Elitist,Elitist,BFGS,BFGS,BFGS,Non-elitist,BFGS,Non-elitist
7,4.0,4.0,Non-elitist,Elitist,Non-elitist,BFGS,MLSL,Non-elitist,BFGS,Elitist,BFGS,BFGS,BFGS,PSO,PSO,PSO,PSO,PSO,BFGS,DE,Elitist,Non-elitist
7,4.0,5.0,Non-elitist,Elitist,BFGS,BFGS,BFGS,PSO,PSO,MLSL,DE,BFGS,Elitist,Elitist,BFGS,Non-elitist,Elitist,DE,MLSL,PSO,Elitist,Non-elitist
7,4.0,6.0,Non-elitist,Non-elitist,Elitist,BFGS,DE,PSO,Non-elitist,PSO,PSO,Elitist,BFGS,DE,BFGS,PSO,MLSL,DE,MLSL,DE,DE,Non-elitist
7,4.0,7.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,PSO,BFGS,Non-elitist,DE,Elitist,BFGS,PSO,BFGS,Elitist,DE,BFGS,MLSL,MLSL,BFGS,Non-elitist
7,4.0,8.0,Non-elitist,Non-elitist,PSO,BFGS,DE,DE,PSO,BFGS,BFGS,BFGS,BFGS,PSO,BFGS,Elitist,DE,BFGS,Elitist,BFGS,DE,Non-elitist
7,4.0,9.0,Elitist,Elitist,Non-elitist,Non-elitist,PSO,BFGS,BFGS,BFGS,BFGS,Elitist,Elitist,DE,BFGS,PSO,MLSL,BFGS,BFGS,Elitist,PSO,Non-elitist
7,4.0,10.0,Non-elitist,Non-elitist,Elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,DE,BFGS,BFGS,PSO,BFGS,BFGS,MLSL,PSO,DE,Non-elitist
7,4.0,11.0,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,PSO,DE,BFGS,MLSL,BFGS,DE,BFGS,PSO,Elitist,MLSL,BFGS,MLSL,Non-elitist,Non-elitist
7,4.0,12.0,Non-elitist,Elitist,Elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,BFGS,PSO,Non-elitist,Elitist,MLSL,MLSL,Non-elitist,MLSL,PSO,BFGS,BFGS,PSO,Non-elitist
7,4.0,13.0,Elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,DE,DE,DE,DE,BFGS,Non-elitist,Elitist,BFGS,Non-elitist,BFGS,PSO,Non-elitist,Non-elitist
7,4.0,14.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,Non-elitist,DE,Non-elitist,PSO,MLSL,Non-elitist,MLSL,DE,MLSL,MLSL,PSO,BFGS,Non-elitist
7,4.0,15.0,Non-elitist,Non-elitist,PSO,BFGS,Non-elitist,PSO,PSO,BFGS,MLSL,BFGS,BFGS,BFGS,Non-elitist,DE,BFGS,DE,MLSL,DE,MLSL,Non-elitist
7,4.0,16.0,Non-elitist,Non-elitist,DE,DE,Non-elitist,BFGS,BFGS,PSO,Elitist,BFGS,PSO,Elitist,DE,Elitist,PSO,PSO,Non-elitist,BFGS,PSO,Non-elitist
7,4.0,17.0,Non-elitist,Non-elitist,Non-elitist,DE,Elitist,Non-elitist,Elitist,BFGS,PSO,BFGS,Elitist,DE,MLSL,DE,Elitist,BFGS,BFGS,BFGS,BFGS,Non-elitist
7,4.0,18.0,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,Elitist,MLSL,Elitist,BFGS,Non-elitist,DE,MLSL,PSO,Non-elitist,PSO,Elitist,BFGS,Non-elitist
7,4.0,19.0,Non-elitist,Non-elitist,Elitist,Elitist,Non-elitist,BFGS,MLSL,Non-elitist,MLSL,MLSL,BFGS,DE,PSO,MLSL,Elitist,BFGS,Elitist,MLSL,Elitist,Non-elitist
7,5.0,0.0,Non-elitist,Elitist,PSO,Non-elitist,BFGS,Non-elitist,Elitist,BFGS,DE,Non-elitist,PSO,DE,DE,BFGS,DE,Non-elitist,Non-elitist,PSO,Elitist,Non-elitist
7,5.0,1.0,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,BFGS,PSO,BFGS,DE,MLSL,BFGS,Non-elitist,Non-elitist,MLSL,Non-elitist,BFGS,MLSL,DE,Elitist,Non-elitist
7,5.0,2.0,PSO,Elitist,Non-elitist,PSO,Elitist,BFGS,BFGS,MLSL,DE,PSO,PSO,PSO,MLSL,PSO,DE,BFGS,BFGS,Non-elitist,PSO,Non-elitist
7,5.0,3.0,Non-elitist,Non-elitist,Elitist,Non-elitist,BFGS,PSO,Elitist,Non-elitist,DE,BFGS,BFGS,Elitist,DE,Elitist,Elitist,DE,Elitist,MLSL,Elitist,Non-elitist
7,5.0,4.0,Non-elitist,Elitist,PSO,Elitist,Non-elitist,DE,BFGS,MLSL,Non-elitist,MLSL,DE,BFGS,BFGS,DE,Non-elitist,Non-elitist,Non-elitist,DE,Non-elitist,Non-elitist
7,5.0,5.0,Non-elitist,Elitist,BFGS,Elitist,MLSL,Non-elitist,PSO,BFGS,Non-elitist,Non-elitist,Elitist,DE,Elitist,Non-elitist,Non-elitist,MLSL,BFGS,BFGS,Elitist,Non-elitist
7,5.0,6.0,Non-elitist,Non-elitist,Non-elitist,Elitist,PSO,PSO,PSO,MLSL,Non-elitist,Non-elitist,BFGS,BFGS,PSO,PSO,DE,BFGS,Non-elitist,BFGS,PSO,Non-elitist
7,5.0,7.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,BFGS,Non-elitist,Elitist,Elitist,BFGS,Elitist,Elitist,BFGS,Non-elitist,PSO,DE,BFGS,BFGS,Non-elitist,Non-elitist
7,5.0,8.0,Non-elitist,Elitist,Non-elitist,PSO,Non-elitist,BFGS,PSO,Non-elitist,MLSL,Elitist,PSO,Non-elitist,MLSL,BFGS,BFGS,Non-elitist,MLSL,MLSL,DE,Non-elitist
7,5.0,9.0,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,PSO,BFGS,BFGS,DE,PSO,PSO,BFGS,BFGS,DE,PSO,MLSL,BFGS,MLSL,Non-elitist
7,5.0,10.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,Non-elitist,PSO,BFGS,Elitist,DE,DE,MLSL,MLSL,DE,PSO,BFGS,MLSL,Non-elitist,Non-elitist
7,5.0,11.0,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,BFGS,PSO,Non-elitist,BFGS,Elitist,Elitist,DE,MLSL,Elitist,BFGS,PSO,Elitist,Non-elitist
7,5.0,12.0,Non-elitist,Elitist,Non-elitist,Non-elitist,DE,Non-elitist,Non-elitist,Elitist,BFGS,Non-elitist,Elitist,BFGS,PSO,DE,MLSL,Elitist,BFGS,Elitist,MLSL,Non-elitist
7,5.0,13.0,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,Non-elitist,Non-elitist,DE,BFGS,DE,DE,BFGS,Non-elitist,Elitist,MLSL,MLSL,Non-elitist,PSO,Non-elitist,Non-elitist
7,5.0,14.0,Non-elitist,Non-elitist,PSO,Non-elitist,DE,Elitist,Non-elitist,PSO,DE,PSO,MLSL,Non-elitist,Elitist,DE,MLSL,DE,DE,DE,DE,Non-elitist
7,5.0,15.0,Non-elitist,Non-elitist,Elitist,BFGS,DE,Non-elitist,PSO,Non-elitist,Non-elitist,BFGS,Elitist,Non-elitist,BFGS,PSO,DE,DE,Non-elitist,BFGS,BFGS,Non-elitist
7,5.0,16.0,Non-elitist,Non-elitist,PSO,Non-elitist,BFGS,Elitist,Elitist,BFGS,Elitist,BFGS,Elitist,BFGS,Non-elitist,BFGS,BFGS,Elitist,DE,PSO,Elitist,Non-elitist
7,5.0,17.0,Non-elitist,Elitist,Non-elitist,PSO,Elitist,Elitist,Non-elitist,Non-elitist,Elitist,MLSL,Non-elitist,Elitist,DE,Non-elitist,MLSL,Non-elitist,Elitist,DE,PSO,Non-elitist
7,5.0,18.0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,Non-elitist,Elitist,Elitist,Non-elitist,Elitist,BFGS,DE,MLSL,Elitist,Non-elitist,BFGS,BFGS,BFGS,Non-elitist
7,5.0,19.0,Non-elitist,Non-elitist,Elitist,Non-elitist,DE,DE,MLSL,Elitist,DE,MLSL,BFGS,Non-elitist,DE,DE,BFGS,Non-elitist,Elitist,BFGS,Elitist,Non-elitist
