fid,iid,rep,best_budget
5,4.0,3.0,50
5,4.0,4.0,50
5,4.0,5.0,50
5,4.0,6.0,50
5,4.0,7.0,50
5,4.0,8.0,150
5,4.0,9.0,50
5,4.0,10.0,50
5,4.0,11.0,150
5,4.0,12.0,50
5,4.0,13.0,50
5,4.0,14.0,50
5,4.0,15.0,50
5,4.0,16.0,50
5,4.0,17.0,100
5,4.0,18.0,50
5,4.0,19.0,100
5,5.0,0.0,50
5,5.0,1.0,50
5,5.0,2.0,50
5,5.0,3.0,50
5,5.0,4.0,50
5,5.0,5.0,50
5,5.0,6.0,50
5,5.0,7.0,50
5,5.0,8.0,100
5,5.0,9.0,50
5,5.0,10.0,50
5,5.0,11.0,50
5,5.0,12.0,50
5,5.0,13.0,50
5,5.0,14.0,50
5,5.0,15.0,200
5,5.0,16.0,50
5,5.0,17.0,50
5,5.0,18.0,50
5,5.0,19.0,150
6,1.0,0.0,350
6,1.0,1.0,300
6,1.0,2.0,200
6,1.0,3.0,300
6,1.0,4.0,400
6,1.0,5.0,150
6,1.0,6.0,200
6,1.0,7.0,200
6,1.0,8.0,150
6,1.0,9.0,150
6,1.0,10.0,200
6,1.0,11.0,100
6,1.0,12.0,150
6,1.0,13.0,150
6,1.0,14.0,150
6,1.0,15.0,450
6,1.0,16.0,150
6,1.0,17.0,250
6,1.0,18.0,100
6,1.0,19.0,150
6,2.0,0.0,200
6,2.0,1.0,200
6,2.0,2.0,100
6,2.0,3.0,50
6,2.0,4.0,250
6,2.0,5.0,150
6,2.0,6.0,300
6,2.0,7.0,300
6,2.0,8.0,100
6,2.0,9.0,100
6,2.0,10.0,150
6,2.0,11.0,200
6,2.0,12.0,100
6,2.0,13.0,100
6,2.0,14.0,100
6,2.0,15.0,450
6,2.0,16.0,300
6,2.0,17.0,200
6,2.0,18.0,500
6,2.0,19.0,200
6,3.0,0.0,50
6,3.0,1.0,200
6,3.0,2.0,150
6,3.0,3.0,500
6,3.0,4.0,250
6,3.0,5.0,150
6,3.0,6.0,50
6,3.0,7.0,150
6,3.0,8.0,800
6,3.0,9.0,100
6,3.0,10.0,300
6,3.0,11.0,50
6,3.0,12.0,350
6,3.0,13.0,100
6,3.0,14.0,100
6,3.0,15.0,100
6,3.0,16.0,150
6,3.0,17.0,100
6,3.0,18.0,50
6,3.0,19.0,150
6,4.0,0.0,50
6,4.0,1.0,50
6,4.0,2.0,300
6,4.0,3.0,300
6,4.0,4.0,50
6,4.0,5.0,50
6,4.0,6.0,100
6,4.0,7.0,200
6,4.0,8.0,50
6,4.0,9.0,350
6,4.0,10.0,650
6,4.0,11.0,200
6,4.0,12.0,50
6,4.0,13.0,650
6,4.0,14.0,150
6,4.0,15.0,50
6,4.0,16.0,150
6,4.0,17.0,200
6,4.0,18.0,600
6,4.0,19.0,150
6,5.0,0.0,350
6,5.0,1.0,700
6,5.0,2.0,50
6,5.0,3.0,200
6,5.0,4.0,200
6,5.0,5.0,300
6,5.0,6.0,50
6,5.0,7.0,250
6,5.0,8.0,700
6,5.0,9.0,50
6,5.0,10.0,400
6,5.0,11.0,50
6,5.0,12.0,350
6,5.0,13.0,50
6,5.0,14.0,50
6,5.0,15.0,50
6,5.0,16.0,50
6,5.0,17.0,650
6,5.0,18.0,100
6,5.0,19.0,50
7,1.0,0.0,100
7,1.0,1.0,50
7,1.0,2.0,300
7,1.0,3.0,200
7,1.0,4.0,300
7,1.0,5.0,200
7,1.0,6.0,450
7,1.0,7.0,50
7,1.0,8.0,150
7,1.0,9.0,100
7,1.0,10.0,50
7,1.0,11.0,50
7,1.0,12.0,400
7,1.0,13.0,50
7,1.0,14.0,50
7,1.0,15.0,250
7,1.0,16.0,300
7,1.0,17.0,50
7,1.0,18.0,400
7,1.0,19.0,50
7,2.0,0.0,400
7,2.0,1.0,450
7,2.0,2.0,50
7,2.0,3.0,450
7,2.0,4.0,250
7,2.0,5.0,100
7,2.0,6.0,100
7,2.0,7.0,100
7,2.0,8.0,200
7,2.0,9.0,200
7,2.0,10.0,50
7,2.0,11.0,50
7,2.0,12.0,200
7,2.0,13.0,150
7,2.0,14.0,100
7,2.0,15.0,50
7,2.0,16.0,100
7,2.0,17.0,650
7,2.0,18.0,50
7,2.0,19.0,100
7,3.0,0.0,300
7,3.0,1.0,300
7,3.0,2.0,50
7,3.0,3.0,300
7,3.0,4.0,500
7,3.0,5.0,150
7,3.0,6.0,300
7,3.0,7.0,250
7,3.0,8.0,200
7,3.0,9.0,400
7,3.0,10.0,150
7,3.0,11.0,300
7,3.0,12.0,150
7,3.0,13.0,350
7,3.0,14.0,250
7,3.0,15.0,300
7,3.0,16.0,200
7,3.0,17.0,500
7,3.0,18.0,200
7,3.0,19.0,200
7,4.0,0.0,50
7,4.0,1.0,350
7,4.0,2.0,50
7,4.0,3.0,600
7,4.0,4.0,650
7,4.0,5.0,50
7,4.0,6.0,50
7,4.0,7.0,50
7,4.0,8.0,50
7,4.0,9.0,150
7,4.0,10.0,150
7,4.0,11.0,350
7,4.0,12.0,50
7,4.0,13.0,50
7,4.0,14.0,250
7,4.0,15.0,700
7,4.0,16.0,50
7,4.0,17.0,200
7,4.0,18.0,100
7,4.0,19.0,200
7,5.0,0.0,350
7,5.0,1.0,50
7,5.0,2.0,200
7,5.0,3.0,350
7,5.0,4.0,200
7,5.0,5.0,100
7,5.0,6.0,350
7,5.0,7.0,50
7,5.0,8.0,100
7,5.0,9.0,150
7,5.0,10.0,50
7,5.0,11.0,350
7,5.0,12.0,400
7,5.0,13.0,400
7,5.0,14.0,400
7,5.0,15.0,350
7,5.0,16.0,300
7,5.0,17.0,50
7,5.0,18.0,250
7,5.0,19.0,150
8,1.0,0.0,50
8,1.0,1.0,50
8,1.0,2.0,50
8,1.0,3.0,250
8,1.0,4.0,50
8,1.0,5.0,100
8,1.0,6.0,100
8,1.0,7.0,50
8,1.0,8.0,50
8,1.0,9.0,50
8,1.0,10.0,250
8,1.0,11.0,50
8,1.0,12.0,200
8,1.0,13.0,50
8,1.0,14.0,100
8,1.0,15.0,50
8,1.0,16.0,50
8,1.0,17.0,200
8,1.0,18.0,50
8,1.0,19.0,100
8,2.0,0.0,350
8,2.0,1.0,100
8,2.0,2.0,50
8,2.0,3.0,50
8,2.0,4.0,200
8,2.0,5.0,150
8,2.0,6.0,200
8,2.0,7.0,150
8,2.0,8.0,50
8,2.0,9.0,50
8,2.0,10.0,50
8,2.0,11.0,50
8,2.0,12.0,250
8,2.0,13.0,450
8,2.0,14.0,200
8,2.0,15.0,50
8,2.0,16.0,50
8,2.0,17.0,50
8,2.0,18.0,100
8,2.0,19.0,50
8,3.0,0.0,50
8,3.0,1.0,300
8,3.0,2.0,250
8,3.0,3.0,50
8,3.0,4.0,50
8,3.0,5.0,100
8,3.0,6.0,50
8,3.0,7.0,300
8,3.0,8.0,400
8,3.0,9.0,200
8,3.0,10.0,550
8,3.0,11.0,150
8,3.0,12.0,200
8,3.0,13.0,50
8,3.0,14.0,50
8,3.0,15.0,450
8,3.0,16.0,100
8,3.0,17.0,550
8,3.0,18.0,50
8,3.0,19.0,150
8,4.0,0.0,100
8,4.0,1.0,150
8,4.0,2.0,50
8,4.0,3.0,50
8,4.0,4.0,50
8,4.0,5.0,150
8,4.0,6.0,250
8,4.0,7.0,50
8,4.0,8.0,150
8,4.0,9.0,100
8,4.0,10.0,50
8,4.0,11.0,200
8,4.0,12.0,150
8,4.0,13.0,200
8,4.0,14.0,250
8,4.0,15.0,50
8,4.0,16.0,50
8,4.0,17.0,200
8,4.0,18.0,100
8,4.0,19.0,100
8,5.0,0.0,150
8,5.0,1.0,150
8,5.0,2.0,100
8,5.0,3.0,100
8,5.0,4.0,150
8,5.0,5.0,200
8,5.0,6.0,50
8,5.0,7.0,150
8,5.0,8.0,50
8,5.0,9.0,50
8,5.0,10.0,200
8,5.0,11.0,50
8,5.0,12.0,200
8,5.0,13.0,50
8,5.0,14.0,250
8,5.0,15.0,50
8,5.0,16.0,200
8,5.0,17.0,100
8,5.0,18.0,300
8,5.0,19.0,500
9,1.0,0.0,50
9,1.0,1.0,100
9,1.0,2.0,150
9,1.0,3.0,50
9,1.0,4.0,50
9,1.0,5.0,100
9,1.0,6.0,150
9,1.0,7.0,350
9,1.0,8.0,50
9,1.0,9.0,150
9,1.0,10.0,100
9,1.0,11.0,50
9,1.0,12.0,100
9,1.0,13.0,50
9,1.0,14.0,100
9,1.0,15.0,200
9,1.0,16.0,200
9,1.0,17.0,50
9,1.0,18.0,100
9,1.0,19.0,100
9,2.0,0.0,400
9,2.0,1.0,150
9,2.0,2.0,100
9,2.0,3.0,50
9,2.0,4.0,150
9,2.0,5.0,100
9,2.0,6.0,50
9,2.0,7.0,50
9,2.0,8.0,300
9,2.0,9.0,50
9,2.0,10.0,100
9,2.0,11.0,50
9,2.0,12.0,100
9,2.0,13.0,50
9,2.0,14.0,100
9,2.0,15.0,150
9,2.0,16.0,150
9,2.0,17.0,50
9,2.0,18.0,300
9,2.0,19.0,50
9,3.0,0.0,150
9,3.0,1.0,50
9,3.0,2.0,100
9,3.0,3.0,50
9,3.0,4.0,50
9,3.0,5.0,150
9,3.0,6.0,50
9,3.0,7.0,200
9,3.0,8.0,50
9,3.0,9.0,250
9,3.0,10.0,50
9,3.0,11.0,100
9,3.0,12.0,100
9,3.0,13.0,50
9,3.0,14.0,50
9,3.0,15.0,150
9,3.0,16.0,150
9,3.0,17.0,50
9,3.0,18.0,50
9,3.0,19.0,50
9,4.0,0.0,250
9,4.0,1.0,150
9,4.0,2.0,50
9,4.0,3.0,300
9,4.0,4.0,200
9,4.0,5.0,100
9,4.0,6.0,50
9,4.0,7.0,50
9,4.0,8.0,50
9,4.0,9.0,50
9,4.0,10.0,50
9,4.0,11.0,100
9,4.0,12.0,250
9,4.0,13.0,50
9,4.0,14.0,100
9,4.0,15.0,50
9,4.0,16.0,50
9,4.0,17.0,100
9,4.0,18.0,150
9,4.0,19.0,50
9,5.0,0.0,300
9,5.0,1.0,100
9,5.0,2.0,450
9,5.0,3.0,100
9,5.0,4.0,50
9,5.0,5.0,50
9,5.0,6.0,150
9,5.0,7.0,100
9,5.0,8.0,250
9,5.0,9.0,50
9,5.0,10.0,50
9,5.0,11.0,450
9,5.0,12.0,200
9,5.0,13.0,50
9,5.0,14.0,50
9,5.0,15.0,50
9,5.0,16.0,150
9,5.0,17.0,200
9,5.0,18.0,50
9,5.0,19.0,50
10,1.0,0.0,50
10,1.0,1.0,50
10,1.0,2.0,150
10,1.0,3.0,150
10,1.0,4.0,150
10,1.0,5.0,50
10,1.0,6.0,200
10,1.0,7.0,100
10,1.0,8.0,150
10,1.0,9.0,200
10,1.0,10.0,50
10,1.0,11.0,150
10,1.0,12.0,150
10,1.0,13.0,150
10,1.0,14.0,50
10,1.0,15.0,100
10,1.0,16.0,200
10,1.0,17.0,100
10,1.0,18.0,50
10,1.0,19.0,300
10,2.0,0.0,150
10,2.0,1.0,50
10,2.0,2.0,250
10,2.0,3.0,50
10,2.0,4.0,50
10,2.0,5.0,50
10,2.0,6.0,50
10,2.0,7.0,250
10,2.0,8.0,50
10,2.0,9.0,150
10,2.0,10.0,300
10,2.0,11.0,200
10,2.0,12.0,100
10,2.0,13.0,150
10,2.0,14.0,50
10,2.0,15.0,100
10,2.0,16.0,50
10,2.0,17.0,100
10,2.0,18.0,100
10,2.0,19.0,300
10,3.0,0.0,50
10,3.0,1.0,100
10,3.0,2.0,300
10,3.0,3.0,50
10,3.0,4.0,150
10,3.0,5.0,50
10,3.0,6.0,300
10,3.0,7.0,50
10,3.0,8.0,150
10,3.0,9.0,200
10,3.0,10.0,50
10,3.0,11.0,100
10,3.0,12.0,350
10,3.0,13.0,50
10,3.0,14.0,100
10,3.0,15.0,100
10,3.0,16.0,150
10,3.0,17.0,150
10,3.0,18.0,200
10,3.0,19.0,50
10,4.0,0.0,500
10,4.0,1.0,100
10,4.0,2.0,50
10,4.0,3.0,350
10,4.0,4.0,200
10,4.0,5.0,100
10,4.0,6.0,50
10,4.0,7.0,100
10,4.0,8.0,150
10,4.0,9.0,50
10,4.0,10.0,50
10,4.0,11.0,50
10,4.0,12.0,50
10,4.0,13.0,50
10,4.0,14.0,450
10,4.0,15.0,50
10,4.0,16.0,100
10,4.0,17.0,50
10,4.0,18.0,100
10,4.0,19.0,150
10,5.0,0.0,200
10,5.0,1.0,100
10,5.0,2.0,50
10,5.0,3.0,100
10,5.0,4.0,300
10,5.0,5.0,50
10,5.0,6.0,500
10,5.0,7.0,150
10,5.0,8.0,50
10,5.0,9.0,300
10,5.0,10.0,200
10,5.0,11.0,200
10,5.0,12.0,300
10,5.0,13.0,150
10,5.0,14.0,100
10,5.0,15.0,100
10,5.0,16.0,200
10,5.0,17.0,50
10,5.0,18.0,350
10,5.0,19.0,50
11,1.0,0.0,50
11,1.0,1.0,50
11,1.0,2.0,200
11,1.0,3.0,50
11,1.0,4.0,50
11,1.0,5.0,400
11,1.0,6.0,50
11,1.0,7.0,100
11,1.0,8.0,100
11,1.0,9.0,100
11,1.0,10.0,50
11,1.0,11.0,100
11,1.0,12.0,50
11,1.0,13.0,100
11,1.0,14.0,50
11,1.0,15.0,50
11,1.0,16.0,250
11,1.0,17.0,50
11,1.0,18.0,200
11,1.0,19.0,50
11,2.0,0.0,100
11,2.0,1.0,150
11,2.0,2.0,50
11,2.0,3.0,200
11,2.0,4.0,50
11,2.0,5.0,100
11,2.0,6.0,50
11,2.0,7.0,800
11,2.0,8.0,50
11,2.0,9.0,150
11,2.0,10.0,450
11,2.0,11.0,50
11,2.0,12.0,150
11,2.0,13.0,100
11,2.0,14.0,400
11,2.0,15.0,100
11,2.0,16.0,250
11,2.0,17.0,100
11,2.0,18.0,300
11,2.0,19.0,50
11,3.0,0.0,100
11,3.0,1.0,50
11,3.0,2.0,150
11,3.0,3.0,150
11,3.0,4.0,50
11,3.0,5.0,50
11,3.0,6.0,50
11,3.0,7.0,50
11,3.0,8.0,100
11,3.0,9.0,50
11,3.0,10.0,250
11,3.0,11.0,50
11,3.0,12.0,50
11,3.0,13.0,100
11,3.0,14.0,100
11,3.0,15.0,50
11,3.0,16.0,100
11,3.0,17.0,50
11,3.0,18.0,150
11,3.0,19.0,50
11,4.0,0.0,150
11,4.0,1.0,50
11,4.0,2.0,50
11,4.0,3.0,50
11,4.0,4.0,50
11,4.0,5.0,150
11,4.0,6.0,50
11,4.0,7.0,200
11,4.0,8.0,50
11,4.0,9.0,100
11,4.0,10.0,50
11,4.0,11.0,50
11,4.0,12.0,100
11,4.0,13.0,50
11,4.0,14.0,50
11,4.0,15.0,50
11,4.0,16.0,100
11,4.0,17.0,100
11,4.0,18.0,150
11,4.0,19.0,150
11,5.0,0.0,100
11,5.0,1.0,100
11,5.0,2.0,50
11,5.0,3.0,100
11,5.0,4.0,50
11,5.0,5.0,150
11,5.0,6.0,50
11,5.0,7.0,50
11,5.0,8.0,50
11,5.0,9.0,50
11,5.0,10.0,50
11,5.0,11.0,50
11,5.0,12.0,50
11,5.0,13.0,50
11,5.0,14.0,100
11,5.0,15.0,150
11,5.0,16.0,100
11,5.0,17.0,100
11,5.0,18.0,50
11,5.0,19.0,50
12,1.0,0.0,100
12,1.0,1.0,50
12,1.0,2.0,50
12,1.0,3.0,50
12,1.0,4.0,100
12,1.0,5.0,100
12,1.0,6.0,50
12,1.0,7.0,50
12,1.0,8.0,50
12,1.0,9.0,100
12,1.0,10.0,50
12,1.0,11.0,50
12,1.0,12.0,250
12,1.0,13.0,50
12,1.0,14.0,50
12,1.0,15.0,50
12,1.0,16.0,50
12,1.0,17.0,50
12,1.0,18.0,50
12,1.0,19.0,800
12,2.0,0.0,100
12,2.0,1.0,200
12,2.0,2.0,50
12,2.0,3.0,50
12,2.0,4.0,50
12,2.0,5.0,200
12,2.0,6.0,100
12,2.0,7.0,200
12,2.0,8.0,50
12,2.0,9.0,350
12,2.0,10.0,250
12,2.0,11.0,50
12,2.0,12.0,50
12,2.0,13.0,400
12,2.0,14.0,50
12,2.0,15.0,100
12,2.0,16.0,50
12,2.0,17.0,200
12,2.0,18.0,500
12,2.0,19.0,50
12,3.0,0.0,100
12,3.0,1.0,50
12,3.0,2.0,50
12,3.0,3.0,100
12,3.0,4.0,200
12,3.0,5.0,200
12,3.0,6.0,50
12,3.0,7.0,50
12,3.0,8.0,200
12,3.0,9.0,200
12,3.0,10.0,250
12,3.0,11.0,300
12,3.0,12.0,50
12,3.0,13.0,200
12,3.0,14.0,50
12,3.0,15.0,50
12,3.0,16.0,250
12,3.0,17.0,100
12,3.0,18.0,50
12,3.0,19.0,100
12,4.0,0.0,50
12,4.0,1.0,50
12,4.0,2.0,150
12,4.0,3.0,50
