fid,iid,rep,VBS,Static B150,Lookahead 0,Lookahead 1,Lookahead 2,Lookahead 3,Lookahead 4,Lookahead 5,Lookahead 6,Lookahead 7,Lookahead 8,Lookahead 9,Lookahead 10,Lookahead 11,Lookahead 12,Lookahead 13,Lookahead 14,Lookahead 15,Lookahead 16,Lookahead 17,Lookahead 18,Lookahead 19,Lookahead 20
1,6,0,372.0237007914273,400.1674204233448,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479,412.053315170479
1,6,1,284.71349486877915,315.2201534638216,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915,284.71349486877915
1,6,2,867.2277004105566,1038.2272766173426,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566,867.2277004105566
1,6,3,541.3032706886703,604.5610288920172,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422,639.9229190705422
1,6,4,473.26703193697983,530.5891445963412,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983,473.26703193697983
1,6,5,491.294047375182,567.9043034481916,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182,491.294047375182
1,6,6,317.87535039877616,339.4428510171633,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616,317.87535039877616
1,6,7,485.1904649482752,576.1808757145697,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564,552.9660052255564
1,6,8,850.0841826429346,885.134798625755,910.6987322349862,910.6987322349862,902.8612266316096,910.6987322349862,910.6987322349862,902.8612266316096,910.6987322349862,910.6987322349862,902.8612266316096,902.8612266316096,910.6987322349862,910.6987322349862,910.6987322349862,910.6987322349862,910.6987322349862,910.6987322349862,910.6987322349862,902.8612266316096,910.6987322349862,910.6987322349862,910.6987322349862
1,6,9,464.2366688640584,537.5129605889422,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584,464.2366688640584
