iid,rep,a1_budget,algname,achieved_regret,fid_a,fid_b,alpha
6,0,50,PSO,0.45216155306557626,2,10,0.9
6,1,50,PSO,0.3624985590298256,2,10,0.9
6,2,50,PSO,0.543958731146704,2,10,0.9
6,3,50,PSO,0.5484262267800623,2,10,0.9
6,4,50,PSO,0.37847651798060766,2,10,0.9
6,5,50,PSO,0.4067890596755732,2,10,0.9
6,6,50,PSO,0.36125349279024677,2,10,0.9
6,7,50,PSO,0.23549668562465276,2,10,0.9
6,8,50,PSO,0.23024843465354075,2,10,0.9
6,9,50,PSO,0.287725349621296,2,10,0.9
6,10,50,PSO,0.35255018469921,2,10,0.9
6,11,50,PSO,0.4915231237598175,2,10,0.9
6,12,50,PSO,0.2727126653804352,2,10,0.9
6,13,50,PSO,0.2660865140780466,2,10,0.9
6,14,50,PSO,0.3033925990611784,2,10,0.9
6,15,50,PSO,0.347495591277886,2,10,0.9
6,16,50,PSO,0.37189216026710914,2,10,0.9
6,17,50,PSO,0.25516820272338636,2,10,0.9
6,18,50,PSO,0.39208614871904396,2,10,0.9
6,19,50,PSO,0.5000090789947689,2,10,0.9
7,0,50,PSO,0.3037947575964049,2,10,0.9
7,1,50,PSO,0.34151224289277876,2,10,0.9
7,2,50,PSO,0.42341047786040714,2,10,0.9
7,3,50,PSO,0.28817510890059184,2,10,0.9
7,4,50,PSO,0.36579494439417143,2,10,0.9
7,5,50,PSO,0.2595171464447572,2,10,0.9
7,6,50,PSO,0.26134248306848923,2,10,0.9
7,7,50,PSO,0.2446798750192662,2,10,0.9
7,8,50,PSO,0.16394067785294675,2,10,0.9
7,9,50,PSO,0.3591281254025712,2,10,0.9
7,10,50,PSO,0.305235134892157,2,10,0.9
7,11,50,PSO,0.3422227208115818,2,10,0.9
7,12,50,PSO,0.19054299928865515,2,10,0.9
7,13,50,PSO,0.2718452205534984,2,10,0.9
7,14,50,PSO,0.2286363931088551,2,10,0.9
7,15,50,PSO,0.20674928871888956,2,10,0.9
7,16,50,PSO,0.24461279558230858,2,10,0.9
7,17,50,PSO,0.22762476467122197,2,10,0.9
7,18,50,PSO,0.34306933665869305,2,10,0.9
7,19,50,PSO,0.30852810462200864,2,10,0.9
6,0,50,PSO,0.5889256121333314,2,10,0.7
6,1,50,PSO,0.46716766462530473,2,10,0.7
6,2,50,PSO,0.32546852926026654,2,10,0.7
6,3,50,PSO,0.46224149279705035,2,10,0.7
6,4,50,PSO,0.2993292898754904,2,10,0.7
6,5,50,PSO,0.5352735430908139,2,10,0.7
6,6,50,PSO,0.6140614295416091,2,10,0.7
6,7,50,PSO,0.5319765370397574,2,10,0.7
6,8,50,PSO,0.29443712441562453,2,10,0.7
6,9,50,PSO,0.38443785751111165,2,10,0.7
6,10,50,PSO,0.441886962264565,2,10,0.7
6,11,50,PSO,0.6054237219490716,2,10,0.7
6,12,50,PSO,0.486873110281754,2,10,0.7
6,13,50,PSO,0.4179212311462592,2,10,0.7
6,14,50,PSO,0.5482052478161396,2,10,0.7
6,15,50,PSO,0.38061165455496376,2,10,0.7
6,16,50,PSO,0.6282815459125456,2,10,0.7
6,17,50,PSO,0.32090793681869634,2,10,0.7
6,18,50,PSO,0.25118064526122746,2,10,0.7
6,19,50,PSO,0.7172307138751871,2,10,0.7
7,0,50,PSO,0.3246237669429815,2,10,0.7
7,1,50,PSO,0.4863591429982919,2,10,0.7
7,2,50,PSO,0.31691847192215733,2,10,0.7
7,3,50,PSO,0.41382822584284834,2,10,0.7
7,4,50,PSO,0.28942108698321595,2,10,0.7
7,5,50,PSO,0.391391003373731,2,10,0.7
7,6,50,PSO,0.44758994083189196,2,10,0.7
7,7,50,PSO,0.38661515172934297,2,10,0.7
7,8,50,PSO,0.6132103591064009,2,10,0.7
7,9,50,PSO,0.2801926597536106,2,10,0.7
7,10,50,PSO,0.3836112472547668,2,10,0.7
7,11,50,PSO,0.38303669045844774,2,10,0.7
7,12,50,PSO,0.20766852825815985,2,10,0.7
7,13,50,PSO,0.4535058152001677,2,10,0.7
7,14,50,PSO,0.28199604216301294,2,10,0.7
7,15,50,PSO,0.18560120650274028,2,10,0.7
7,16,50,PSO,0.3208132831178642,2,10,0.7
7,17,50,PSO,0.2906457467211714,2,10,0.7
7,18,50,PSO,0.3634370915997129,2,10,0.7
7,19,50,PSO,0.49064955644778036,2,10,0.7
6,0,50,PSO,0.7426762668290038,2,10,0.5
6,1,50,PSO,0.4799129137988634,2,10,0.5
6,2,50,PSO,0.5606056666639766,2,10,0.5
6,3,50,PSO,0.5214339390513014,2,10,0.5
6,4,50,PSO,0.5651906136573729,2,10,0.5
6,5,50,PSO,0.544172870837944,2,10,0.5
6,6,50,PSO,0.7120446129211605,2,10,0.5
6,7,50,PSO,0.525626350831141,2,10,0.5
6,8,50,PSO,0.7247323613663196,2,10,0.5
6,9,50,PSO,0.6414816441489484,2,10,0.5
6,10,50,PSO,0.4665578042497946,2,10,0.5
6,11,50,PSO,0.8170266589600413,2,10,0.5
6,12,50,PSO,0.7217138388297987,2,10,0.5
6,13,50,PSO,0.5307823228921666,2,10,0.5
6,14,50,PSO,0.6753520759254319,2,10,0.5
6,15,50,PSO,0.5354553636651394,2,10,0.5
6,16,50,PSO,0.47534975974006227,2,10,0.5
6,17,50,PSO,0.36561207589271905,2,10,0.5
6,18,50,PSO,0.7165373920220623,2,10,0.5
6,19,50,PSO,0.5345721947945352,2,10,0.5
7,0,50,PSO,0.38872024668842037,2,10,0.5
7,1,50,PSO,0.3955140586686672,2,10,0.5
7,2,50,PSO,0.5116748197075682,2,10,0.5
7,3,50,PSO,0.374649015443982,2,10,0.5
7,4,50,PSO,0.7139372059736202,2,10,0.5
7,5,50,PSO,0.4789685603264543,2,10,0.5
7,6,50,PSO,0.5312824244536725,2,10,0.5
7,7,50,PSO,0.7657797690791641,2,10,0.5
7,8,50,PSO,0.5464294436911362,2,10,0.5
7,9,50,PSO,0.5912467710165992,2,10,0.5
7,10,50,PSO,0.4928499139197667,2,10,0.5
7,11,50,PSO,0.6521370179502101,2,10,0.5
7,12,50,PSO,0.3988312137993378,2,10,0.5
7,13,50,PSO,0.4038665571597219,2,10,0.5
7,14,50,PSO,0.60582411666843,2,10,0.5
7,15,50,PSO,0.5436754698376979,2,10,0.5
7,16,50,PSO,0.3223047292689337,2,10,0.5
7,17,50,PSO,0.5758639170827398,2,10,0.5
7,18,50,PSO,0.6490471785952674,2,10,0.5
7,19,50,PSO,0.40179949735886356,2,10,0.5
6,0,50,PSO,0.8532968059710894,2,10,0.3
6,1,50,PSO,0.8113091627584074,2,10,0.3
6,2,50,PSO,0.37859690547061947,2,10,0.3
6,3,50,PSO,0.8018199722170475,2,10,0.3
6,4,50,PSO,0.48642593040688353,2,10,0.3
6,5,50,PSO,0.6008227443891764,2,10,0.3
6,6,50,PSO,0.6419719333235044,2,10,0.3
6,7,50,PSO,0.8330203001862572,2,10,0.3
6,8,50,PSO,0.6062338263576595,2,10,0.3
6,9,50,PSO,0.7142540873746167,2,10,0.3
6,10,50,PSO,0.5553450399615651,2,10,0.3
6,11,50,PSO,0.6318229627692282,2,10,0.3
6,12,50,PSO,0.7506823804882072,2,10,0.3
6,13,50,PSO,0.5114940443137013,2,10,0.3
6,14,50,PSO,0.49811430940063006,2,10,0.3
6,15,50,PSO,0.5536556584417464,2,10,0.3
6,16,50,PSO,0.5397219703220508,2,10,0.3
6,17,50,PSO,0.6321454918586185,2,10,0.3
6,18,50,PSO,0.6117071121892201,2,10,0.3
6,19,50,PSO,0.4491657990102728,2,10,0.3
7,0,50,PSO,0.6390775144491547,2,10,0.3
7,1,50,PSO,0.6488653714767527,2,10,0.3
7,2,50,PSO,0.6307458619162508,2,10,0.3
7,3,50,PSO,0.44933898327189536,2,10,0.3
7,4,50,PSO,0.4806408300532575,2,10,0.3
7,5,50,PSO,0.6495477406623719,2,10,0.3
7,6,50,PSO,0.5656381713481662,2,10,0.3
7,7,50,PSO,0.903340123323367,2,10,0.3
7,8,50,PSO,0.5737839013932654,2,10,0.3
7,9,50,PSO,0.4558170021571929,2,10,0.3
7,10,50,PSO,0.8252863909873969,2,10,0.3
7,11,50,PSO,0.6717354279344977,2,10,0.3
7,12,50,PSO,0.3903824736951698,2,10,0.3
7,13,50,PSO,0.675343165626197,2,10,0.3
7,14,50,PSO,0.45327128664994,2,10,0.3
7,15,50,PSO,0.8631105124050996,2,10,0.3
7,16,50,PSO,0.5928665202004865,2,10,0.3
7,17,50,PSO,0.48667377520723154,2,10,0.3
7,18,50,PSO,0.6453693147318881,2,10,0.3
