iid,rep,a1_budget,algname,achieved_regret,fid_a,fid_b,alpha
6,0,1000,Non-elitist,5.669181222575608,24,2,0.9
6,1,1000,Non-elitist,6.325628958348397,24,2,0.9
6,2,1000,Non-elitist,5.685819935627976,24,2,0.9
6,3,1000,Non-elitist,4.660636174119269,24,2,0.9
6,4,1000,Non-elitist,6.141081086840502,24,2,0.9
6,5,1000,Non-elitist,6.042160607868887,24,2,0.9
6,6,1000,Non-elitist,4.601206051841936,24,2,0.9
6,7,1000,Non-elitist,5.938153218412962,24,2,0.9
6,8,1000,Non-elitist,4.468707453914787,24,2,0.9
6,9,1000,Non-elitist,5.437839519610763,24,2,0.9
6,10,1000,Non-elitist,5.814374666545888,24,2,0.9
6,11,1000,Non-elitist,4.514081969811905,24,2,0.9
6,12,1000,Non-elitist,5.639529979519633,24,2,0.9
6,13,1000,Non-elitist,4.860364343111265,24,2,0.9
6,14,1000,Non-elitist,5.9398810318231225,24,2,0.9
6,15,1000,Non-elitist,5.6630674488171895,24,2,0.9
6,16,1000,Non-elitist,5.725227708945715,24,2,0.9
6,17,1000,Non-elitist,4.7029491555336635,24,2,0.9
6,18,1000,Non-elitist,5.520366950902744,24,2,0.9
6,19,1000,Non-elitist,4.720954944732489,24,2,0.9
7,0,1000,Non-elitist,3.8729263794556754,24,2,0.9
7,1,1000,Non-elitist,4.2015749092864905,24,2,0.9
7,2,1000,Non-elitist,4.623449789743354,24,2,0.9
7,3,1000,Non-elitist,4.633314404866329,24,2,0.9
7,4,1000,Non-elitist,4.055881586910688,24,2,0.9
7,5,1000,Non-elitist,5.696247430813295,24,2,0.9
7,6,1000,Non-elitist,5.291605621310957,24,2,0.9
7,7,1000,Non-elitist,4.458009104036354,24,2,0.9
7,8,1000,Non-elitist,5.768096930141044,24,2,0.9
7,9,1000,Non-elitist,6.16854210264556,24,2,0.9
7,10,1000,Non-elitist,4.570643739647579,24,2,0.9
7,11,1000,Non-elitist,4.556074391041387,24,2,0.9
7,12,1000,Non-elitist,5.328811288069159,24,2,0.9
7,13,1000,Non-elitist,4.2158448273855464,24,2,0.9
7,14,1000,Non-elitist,3.8692512798447862,24,2,0.9
7,15,1000,Non-elitist,4.464006916505763,24,2,0.9
7,16,1000,Non-elitist,5.909159378384181,24,2,0.9
7,17,1000,Non-elitist,4.435178255818623,24,2,0.9
7,18,1000,Non-elitist,6.0097423961311875,24,2,0.9
7,19,1000,Non-elitist,4.842878462280947,24,2,0.9
