iid,rep,a1_budget,algname,achieved_regret,fid_a,fid_b,alpha
6,0,100,MLSL,2.2294805183720534,2,10,0.9
6,1,100,MLSL,2.462014499611305,2,10,0.9
6,2,100,MLSL,2.063278331207645,2,10,0.9
6,3,100,MLSL,2.2357013495708764,2,10,0.9
6,4,100,MLSL,2.3042651713682583,2,10,0.9
6,5,100,MLSL,2.1875022410122225,2,10,0.9
6,6,100,MLSL,2.469567057390915,2,10,0.9
6,7,100,MLSL,2.432521107622771,2,10,0.9
6,8,100,MLSL,2.148533218424673,2,10,0.9
6,9,100,MLSL,2.676797476786281,2,10,0.9
6,10,100,MLSL,2.4754745542033456,2,10,0.9
6,11,100,MLSL,1.9847233113764777,2,10,0.9
6,12,100,MLSL,2.3736085102849898,2,10,0.9
6,13,100,MLSL,1.9888971184709452,2,10,0.9
6,14,100,MLSL,2.120553608584816,2,10,0.9
6,15,100,MLSL,1.083796592714156,2,10,0.9
6,16,100,MLSL,2.4891347958095382,2,10,0.9
6,17,100,MLSL,2.0160243249498992,2,10,0.9
6,18,100,MLSL,2.261808359566316,2,10,0.9
6,19,100,MLSL,2.706199596312607,2,10,0.9
7,0,100,MLSL,2.398753390792156,2,10,0.9
7,1,100,MLSL,1.8552286396091069,2,10,0.9
7,2,100,MLSL,1.3902193996218555,2,10,0.9
7,3,100,MLSL,2.10653081202732,2,10,0.9
7,4,100,MLSL,1.9534799973594907,2,10,0.9
7,5,100,MLSL,1.9905466581805638,2,10,0.9
7,6,100,MLSL,2.583900030830024,2,10,0.9
7,7,100,MLSL,1.5724962681743788,2,10,0.9
7,8,100,MLSL,2.007595557857935,2,10,0.9
7,9,100,MLSL,1.4773183233544782,2,10,0.9
7,10,100,MLSL,1.7920630261113741,2,10,0.9
7,11,100,MLSL,1.8849551614443396,2,10,0.9
7,12,100,MLSL,1.6253191179880357,2,10,0.9
7,13,100,MLSL,2.3536306904382793,2,10,0.9
7,14,100,MLSL,2.0992783450954717,2,10,0.9
7,15,100,MLSL,2.422234565744657,2,10,0.9
