iid,rep,a1_budget,algname,achieved_regret,fid_a,fid_b,alpha
6,0,750,BFGS,0.4215388999464411,2,10,0.9
6,1,750,BFGS,0.5903119433713702,2,10,0.9
6,2,750,BFGS,0.6761668226821148,2,10,0.9
6,3,750,BFGS,0.6245810461211966,2,10,0.9
6,4,750,BFGS,0.46857583365391425,2,10,0.9
6,5,750,BFGS,0.4868724799160923,2,10,0.9
6,6,750,BFGS,0.9248443180067887,2,10,0.9
6,7,750,BFGS,0.7364547718565736,2,10,0.9
6,8,750,BFGS,0.7602673451708707,2,10,0.9
6,9,750,BFGS,0.6305742178546354,2,10,0.9
6,10,750,BFGS,0.4780892149564138,2,10,0.9
6,11,750,BFGS,0.497151444489109,2,10,0.9
6,12,750,BFGS,0.5322154220360752,2,10,0.9
6,13,750,BFGS,0.43117153172937206,2,10,0.9
6,14,750,BFGS,0.4382549997763167,2,10,0.9
6,15,750,BFGS,0.5406984113424015,2,10,0.9
6,16,750,BFGS,0.5623757677776662,2,10,0.9
6,17,750,BFGS,0.6648605989830443,2,10,0.9
6,18,750,BFGS,0.8487367989159122,2,10,0.9
6,19,750,BFGS,0.6554940651458853,2,10,0.9
7,0,750,BFGS,0.5301198344103376,2,10,0.9
7,1,750,BFGS,0.4766192078732116,2,10,0.9
7,2,750,BFGS,0.49367926293315173,2,10,0.9
7,3,750,BFGS,0.3853675670549206,2,10,0.9
7,4,750,BFGS,0.41324685015503493,2,10,0.9
7,5,750,BFGS,0.540112312812745,2,10,0.9
7,6,750,BFGS,0.5948892674873923,2,10,0.9
7,7,750,BFGS,0.48785749104169773,2,10,0.9
7,8,750,BFGS,0.4008235888906602,2,10,0.9
7,9,750,BFGS,0.42408005341297206,2,10,0.9
7,10,750,BFGS,0.5249016712858207,2,10,0.9
7,11,750,BFGS,0.6677090482712553,2,10,0.9
7,12,750,BFGS,0.33031560691659206,2,10,0.9
7,13,750,BFGS,0.6143691180207845,2,10,0.9
