fid,iid,rep,predicted_algo,precision,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
16.0,6.0,0.0,Non-elitist,1.3660405124,70.2091284633,9.9556460627,0.0393284198,1.2459634059,1.3660405124,0.0697115718
16.0,7.0,0.0,Non-elitist,0.0366737917,19.9787178832,8.3832944777,1.026989189,3.2222097003,0.0366737917,0.1437104064
17.0,6.0,0.0,Non-elitist,0.2129587438,5.0605251572,0.8287736745,0.0023036263,3.9123355529,0.2129587438,0.0385117113
17.0,7.0,0.0,Non-elitist,0.0517750191,9.881502097,0.9717465954,0.3432131567,1.6661048296,0.0517750191,1.1522883786
18.0,6.0,0.0,Non-elitist,0.0037310322,26.882080748,5.668437217,1.4177152664,12.7347818083,0.0037310322,0.4127435862
18.0,7.0,0.0,Non-elitist,0.0563131922,48.2701043772,5.4589271578,5.2579423586,6.5183556732,0.0563131922,0.4410552593
19.0,6.0,0.0,Non-elitist,0.5912876482,1.4333882872,2.3961101516,1.4051636967,3.5544450918,0.5912876482,1.4480807938
19.0,7.0,0.0,Non-elitist,1.3841786854,3.1180674937,2.6960698737,2.0128928383,6.0881285785,1.3841786854,0.4336813382
20.0,6.0,0.0,BFGS,2.295169185,2.295169185,2.2404973786,1.5002461048,1.7489437199,1.8162927239,1.5593656213
20.0,7.0,0.0,Elitist,1.7373065311,3.1192018586,1.4013522199,1.7373065311,1.7413607044,1.5004299791,1.2193535139
21.0,6.0,0.0,Non-elitist,1.9377405421,3.1698055873,2.3507357249,0.6918569271,2.1618027804,1.9377405421,1.938344921
21.0,7.0,0.0,Non-elitist,2.472973861,1.18e-08,2.0797580663,1.9377404967,2.4732467165,2.472973861,0.7701117694
22.0,6.0,0.0,Non-elitist,5.0627374564,5.0627374564,2.8709131167,5.0627374568,8.1423449797,5.0627374564,7.2721054869
22.0,7.0,0.0,Non-elitist,23.59722717,8.7427505321,6.6676467145,11.1256588334,11.0947688527,23.59722717,1.661e-07
23.0,6.0,0.0,Non-elitist,1.7805409831,23.9841848492,0.9284351916,1.5080663814,1.7161861315,1.7805409831,1.375354533
23.0,7.0,0.0,Non-elitist,2.2311504063,22.2550685941,2.3104841112,3.8854823342,1.857056592,2.2311504063,1.9030162555
24.0,6.0,0.0,Non-elitist,6.6141152984,37.584897717,15.7613388995,29.938702226,34.1622125504,6.6141152984,12.9767344843
24.0,7.0,0.0,Non-elitist,17.9730351036,27.6797086794,29.9996494622,27.5288240978,36.359229044,17.9730351036,15.1339940771
