fid,iid,rep,predicted_algo,precision,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
2.0,6.0,18.0,BFGS,1e-10,1e-10,169.3727769168,175.5524555647,1.36448e-05,0.9067685349,121.3417952813
2.0,6.0,19.0,BFGS,0.0,0.0,28.9495457158,232.3620833423,2.46538e-05,2.2035345067,0.6151141747
2.0,7.0,0.0,BFGS,1e-10,1e-10,157.0754296156,109.7950801447,5.3782e-06,15.840238594,79.6685271992
2.0,7.0,1.0,BFGS,0.0,0.0,204.4025027726,18.7244238265,5.3782e-06,14.2698525771,11.7345257872
2.0,7.0,2.0,BFGS,0.0,0.0,171.1909720096,112.3692179975,3.8518e-06,9.8710637753,9.5454797384
2.0,7.0,3.0,BFGS,0.0,0.0,185.3839048503,645.0620051142,5.3782e-06,1.2010344141,3.0523518375
2.0,7.0,4.0,BFGS,0.0,0.0,151.8518733661,327.5740730485,5.3782e-06,0.1967361365,5.2864027947
2.0,7.0,5.0,BFGS,0.0,0.0,338.3550744042,391.1914675382,5.3782e-06,66.8567524337,2.2645366585
2.0,7.0,6.0,BFGS,0.0,0.0,194.2600679474,343.8914761489,5.3782e-06,23.731767107,23.6944645862
2.0,7.0,7.0,BFGS,1e-10,1e-10,279.4727113317,22.1101761459,5.3782e-06,30.3076253251,143.0733462704
2.0,7.0,8.0,BFGS,0.0,0.0,144.5526101085,385.1722664993,5.3782e-06,15.6523074988,25.8218934668
2.0,7.0,9.0,BFGS,0.0,0.0,141.5548517381,242.1101932939,5.3782e-06,9.6880501722,105.9260521424
2.0,7.0,10.0,BFGS,1e-10,1e-10,381.3089868098,327.025471665,5.3782e-06,2.5143285852,44.0206141048
2.0,7.0,11.0,BFGS,1e-10,1e-10,538.4966405724,42.239532421,5.3782e-06,12.9868779475,1.6764538041
2.0,7.0,12.0,BFGS,1e-10,1e-10,231.1140391259,80.5788106075,2.5817e-06,0.5647507641,47.6870125058
2.0,7.0,13.0,BFGS,0.0,0.0,406.755673757,783.3207221289,5.3782e-06,0.2526419387,74.6324572525
2.0,7.0,14.0,BFGS,1e-10,1e-10,77.4144409279,47.9205413904,5.3782e-06,8.3407887794,272.5925374294
2.0,7.0,15.0,BFGS,0.0,0.0,329.3334393959,25.73814802,5.3782e-06,2.109442869,66.8068351364
2.0,7.0,16.0,BFGS,1e-10,1e-10,1166.3253753228,113.2756744196,5.3782e-06,67.6847149561,15.6334077099
2.0,7.0,17.0,BFGS,1e-10,1e-10,118.2647002176,176.8255592762,5.3782e-06,1.8794082421,74.7572578673
2.0,7.0,18.0,BFGS,0.0,0.0,421.2099775577,18.4121897612,2.5536e-06,2.0778438404,6.0517117891
2.0,7.0,19.0,BFGS,0.0,0.0,1003.9085442385,42.7035713325,5.3782e-06,1.99181069,2.7421855555
3.0,6.0,0.0,PSO,1.0010290665,81.5848783162,27.5992269208,2.9848771718,3.9798362643,4.974795294,1.0010290665
3.0,6.0,1.0,BFGS,245.8640226492,245.8640226492,23.1151005452,9.9495804968,3.9798362643,4.9747953012,7.4620856354
3.0,6.0,2.0,MLSL,3.9798362787,130.2357246943,14.7142042424,13.4294296907,3.9798362787,3.9798398935,10.1037592601
3.0,6.0,3.0,BFGS,549.8168531624,549.8168531624,15.4785874504,39.3975088941,3.9798362643,2.9848781532,9.0363657229
3.0,6.0,4.0,BFGS,864.7815098707,864.7815098707,17.9696227541,12.5559657305,3.9798362643,10.9445260736,7.2059608938
3.0,6.0,5.0,BFGS,1259.4894835629,1259.4894835629,21.5239832726,18.9041817547,3.9798362787,5.9697716195,1.0088821997
3.0,6.0,6.0,BFGS,201.9704002137,201.9704002137,15.2171478983,6.9647085632,3.9798362643,11.9394784477,6.5286396676
3.0,6.0,7.0,BFGS,1438.0846442271,1438.0846442271,18.1663433962,5.9697493047,3.9798362643,1.9899181788,8.0681168058
3.0,6.0,8.0,BFGS,825.7258183353,825.7258183353,24.9217973045,25.8473513526,3.9798362787,12.9345913681,4.3422627761
3.0,6.0,9.0,BFGS,125.3616960273,125.3616960273,9.7478890256,5.9697493049,3.9798362643,3.9798362466,3.7413404585
3.0,6.0,10.0,MLSL,3.9798362643,607.7767998789,19.6135512434,4.9747902477,3.9798362643,2.9850110729,7.0270447464
3.0,6.0,11.0,BFGS,122.3766393473,122.3766393473,13.8007025377,18.9041817597,3.9798362643,23.8789577536,13.9787418641
3.0,6.0,12.0,BFGS,512.3537146549,512.3537146549,20.3274504967,7.9596625023,3.9798362787,13.929477971,4.0325717957
3.0,6.0,13.0,PSO,15.358453754,1089.8475399132,25.6965317713,10.9445395675,3.9798362643,6.9647084853,15.358453754
3.0,6.0,14.0,BFGS,389.9827175981,389.9827175981,22.5459477655,4.974790248,3.9798362643,2.9848799418,7.6711224818
3.0,6.0,15.0,Elitist,23.6475547245,113.423223605,19.9973224304,23.6475547245,3.9798362643,0.9949614438,15.039223057
3.0,6.0,16.0,BFGS,65.666505115,65.666505115,14.3678212828,45.5848946276,3.9798362643,3.9798510439,11.0037956767
3.0,6.0,17.0,PSO,15.1649304476,171.1236717791,15.183735122,33.0653020319,3.9798362787,6.9647083718,15.1649304476
3.0,6.0,18.0,BFGS,324.337566409,324.337566409,18.98596015,18.9041209638,3.9798362643,7.9596677908,2.1855831634
3.0,6.0,19.0,PSO,7.0760821335,68.6504458841,14.1190701984,3.9798362314,3.9798362643,1.9899181302,7.0760821335
3.0,7.0,0.0,BFGS,82.5803371542,82.5803371542,9.1651473272,3.9798311949,10.9445396769,5.969749362,2.0287217853
3.0,7.0,1.0,BFGS,393.4215568396,393.4215568396,21.128484971,16.9142028497,10.9445396769,6.9647085279,3.0455243941
3.0,7.0,2.0,BFGS,17.9092226797,17.9092226797,16.9281771309,4.9747902525,10.9445396769,14.924705689,7.0742653465
3.0,7.0,3.0,BFGS,177.0975421201,177.0975421201,10.9639178985,20.5836680968,10.9445396769,2.9848771786,6.1492056231
3.0,7.0,4.0,BFGS,263.6529378292,263.6529378292,24.8949281992,5.9697493049,10.9445396769,4.9747953418,5.9823263963
3.0,7.0,5.0,BFGS,431.7692081356,431.7692081356,14.9524481252,9.9495805675,10.9445396769,6.9647096733,7.965128042
3.0,7.0,6.0,BFGS,389.0008885553,389.0008885553,22.028265958,5.9697493052,10.9445396769,9.949580497,5.1123755158
3.0,7.0,7.0,MLSL,10.9445396769,165.1585877863,21.1115101765,28.4422232331,10.9445396769,3.9798314577,7.1517816021
3.0,7.0,8.0,BFGS,363.1378307754,363.1378307754,17.1795132964,20.8940340404,10.9445396769,5.9697493202,4.9903232786
3.0,7.0,9.0,BFGS,305.6453748984,305.6453748984,26.3697760259,2.9848771885,10.7581395639,5.9697493104,6.0367829205
3.0,7.0,10.0,BFGS,107.4527018342,107.4527018342,23.9905389302,10.9445406051,10.9445396769,9.949583349,1.1036500845
3.0,7.0,11.0,Non-elitist,2.9849487286,86.5596483671,20.3376211838,0.9949590571,10.9445396769,2.9849487286,2.4733092863
3.0,7.0,12.0,BFGS,268.6159885381,268.6159885381,26.3200002812,8.9546214383,10.9445396769,1.990011935,3.1037101903
3.0,7.0,13.0,BFGS,141.2796722867,141.2796722867,27.3169551982,10.9446168889,10.9445396769,6.9647084244,8.0213341416
3.0,7.0,14.0,BFGS,262.0413715574,262.0413715574,15.6305699422,8.9546217471,10.9445396769,0.9949625789,2.281718984
3.0,7.0,15.0,BFGS,145.2610950599,145.2610950599,21.0169646383,3.9798362284,10.9445396769,4.9747921198,4.0290707125
3.0,7.0,16.0,BFGS,169.1376512247,169.1376512247,15.022334794,5.9697493057,10.9445396769,7.95966305,3.0098935385
3.0,7.0,17.0,BFGS,224.8533204305,224.8533204305,14.9972902812,4.9747902488,10.9445396769,1.9899357807,10.5958738435
3.0,7.0,18.0,BFGS,317.3775365819,317.3775365819,20.5306633381,5.9697493051,10.9445396769,18.5529378768,2.0048307691
3.0,7.0,19.0,BFGS,217.8903915616,217.8903915616,15.6891505388,4.9747902477,10.9445396769,2.9849486335,6.1541419015
4.0,6.0,0.0,MLSL,24.8738656962,114.4182491855,12.0375124816,11.9394977459,24.8738656962,30.8435957631,3.4939673835
4.0,6.0,1.0,BFGS,177.093416046,177.093416046,19.7014417974,27.3217109964,24.8738656967,14.9243533341,18.9179015882
4.0,6.0,2.0,MLSL,24.8738656961,66.6612154611,19.4627839695,39.9231236234,24.8738656961,17.9092226991,4.0785139819
4.0,6.0,3.0,BFGS,173.119800619,173.119800619,14.9876705394,30.8435950991,24.8738656962,7.9596682177,12.0144687109
4.0,6.0,4.0,MLSL,21.707937917,262.6461829448,15.2008109893,20.8940948528,21.707937917,15.9193250313,19.9325326108
4.0,6.0,5.0,BFGS,532.2367599353,532.2367599353,23.4834604451,17.9092226827,24.8738656964,6.9667571832,3.9885826491
4.0,6.0,6.0,MLSL,24.8738656968,268.6091615393,23.818872215,9.9495804955,24.8738656968,9.9495810053,14.4624375254
4.0,6.0,7.0,MLSL,24.8738656964,183.0651085273,17.3815271663,43.778006574,24.8738656964,11.939603462,14.6624399534
4.0,6.0,8.0,Elitist,13.9294235041,721.2297260391,23.2863331308,13.9294235041,24.8738656961,4.9747958856,20.4581464515
4.0,6.0,9.0,BFGS,152.225208818,152.225208818,27.682202474,33.5736013926,24.8738656963,6.9647119894,22.0272425257
4.0,6.0,10.0,BFGS,66.6614641721,66.6614641721,22.4764486146,7.1453342014,24.8738656963,13.9293923537,7.1618088669
4.0,6.0,11.0,PSO,10.0288853249,313.3883375135,20.773398679,22.8839521544,24.8738656972,8.9546509857,10.0288853249
4.0,6.0,12.0,BFGS,535.2420505687,535.2420505687,21.6523339316,24.8738652307,24.8738656963,5.9697623205,7.0579467522
4.0,6.0,13.0,MLSL,24.8738656962,1175.7852159601,26.5393153007,15.623108504,24.8738656962,5.9697509727,30.8632483858
4.0,6.0,14.0,MLSL,24.8738656966,160.9603759281,32.2727865735,13.9294116859,24.8738656966,6.965122648,8.3009766207
4.0,6.0,15.0,Non-elitist,10.9445400013,300.4662699357,21.034240919,22.878577245,24.8738656964,10.9445400013,14.4318046023
4.0,6.0,16.0,MLSL,24.8738656965,93.524790699,20.5265549964,36.8239607489,24.8738656965,21.8899206976,9.4827037199
4.0,6.0,17.0,PSO,9.1068794093,1898.9971685558,26.2198618052,44.9580368447,24.8738656969,3.9798364151,9.1068794093
4.0,6.0,18.0,BFGS,428.7825441116,428.7825441116,26.261248277,16.9142839496,24.8738656966,7.9596682462,22.8909810987
4.0,6.0,19.0,PSO,12.7875591779,173.1194853847,28.9621436074,30.8434722393,24.8738656962,8.954730747,12.7875591779
4.0,7.0,0.0,Non-elitist,22.8839521722,395.9439954566,20.7197034426,9.949599176,20.8940952782,22.8839521722,2.7496749855
4.0,7.0,1.0,BFGS,341.5218764912,341.5218764912,24.0892987472,12.9344526289,20.8940952776,9.9495805085,5.348775166
4.0,7.0,2.0,PSO,6.1166036596,13.9294116858,32.053078199,16.9142838291,20.8940952781,9.9495809727,6.1166036596
4.0,7.0,3.0,BFGS,88.5501867151,88.5501867151,28.7689893115,7.9596674189,20.3066721982,18.9046167463,3.5496451991
4.0,7.0,4.0,MLSL,20.8940952799,1174.6392063145,14.1683452015,41.7694330074,20.8940952799,9.9495824147,2.0364693695
4.0,7.0,5.0,PSO,3.232836983,114.4184978964,9.7064168635,17.909222693,20.8940952777,8.9546231286,3.232836983
4.0,7.0,6.0,Non-elitist,32.8335083514,1499.1580829377,24.6273823875,5.9697493047,20.8940952781,32.8335083514,10.0329612421
4.0,7.0,7.0,MLSL,20.8940952784,111.4338710826,23.6352843465,52.7322561163,20.8940952784,13.9294127197,19.2664274071
4.0,7.0,8.0,MLSL,20.8940952784,1099.1491690291,30.5586639683,19.8990800333,20.8940952784,6.9654196907,13.0055862253
4.0,7.0,9.0,BFGS,292.4988967552,292.4988967552,36.4177151452,8.9546214383,20.8940952786,9.9495809894,8.0827686018
4.0,7.0,10.0,PSO,7.2148903244,255.6927200912,23.4269359284,0.9949590639,20.8940952781,7.9596675267,7.2148903244
4.0,7.0,11.0,PSO,10.8912938131,47.7577156652,19.6159999639,3.9798362284,20.8940952789,9.9495805382,10.8912938131
4.0,7.0,12.0,BFGS,124.3676973465,124.3676973465,25.9697961883,24.9803160951,20.8940952782,16.9142856183,5.7553073684
4.0,7.0,13.0,PSO,6.800236881,939.7756948711,18.4485724189,34.8214638101,20.8940952785,16.9142030453,6.800236881
4.0,7.0,14.0,PSO,4.2654954207,783.0538912291,28.1907711826,45.2887994056,16.9672961587,25.8688245681,4.2654954207
4.0,7.0,15.0,MLSL,20.8940952779,48.7526291081,16.768068262,9.9495806704,20.8940952779,9.9495813385,2.3375775984
4.0,7.0,16.0,BFGS,167.1477787247,167.1477787247,22.7839663576,22.0473545844,20.8940952793,9.9495829635,6.5278782245
4.0,7.0,17.0,PSO,2.9078439636,568.9983035571,21.001626549,12.6458633574,18.3222582856,9.9495821874,2.9078439636
4.0,7.0,18.0,BFGS,288.5280022566,288.5280022566,31.5473201747,8.9546214469,20.894095278,6.9647222403,9.0760274783
4.0,7.0,19.0,BFGS,196.9973704089,196.9973704089,20.3686246044,11.8073788819,20.8940952788,13.9294020285,15.6424624849
5.0,6.0,0.0,Elitist,0.0,40.669710122,3.0090030158,0.0,7.0090350484,0.0,0.0
5.0,6.0,1.0,PSO,0.0,42.4838077597,5.1432774635,0.0,2.3977371361,0.0,0.0
5.0,6.0,2.0,PSO,0.0,45.8859669714,7.5427843446,0.0,8.7287254198,0.0,0.0
5.0,6.0,3.0,Elitist,0.0,75.92737807,5.644873588,0.0,2.1237570846,0.0,0.0
5.0,6.0,4.0,PSO,0.0,136.9152076041,3.6030721238,0.0,5.3632464513,0.0,0.0
5.0,6.0,5.0,PSO,0.0,56.1398008174,5.2800672858,0.0,11.8855300838,0.0,0.0
5.0,6.0,6.0,PSO,0.0,52.0306507039,5.5538851412,0.0,6.1200062222,0.0,0.0
5.0,6.0,7.0,PSO,0.0963225356,104.5222326447,5.9871579881,0.0,3.1845561017,0.0,0.0963225356
5.0,6.0,8.0,Elitist,0.0,70.2416380736,5.2570771817,0.0,5.3931401697,0.0,0.0
5.0,6.0,9.0,PSO,0.0,43.9740544431,5.6389286763,0.0,1.8310671755,0.0,0.0
5.0,6.0,10.0,PSO,0.0,70.7228662607,6.037005609,0.0,6.3585469372,0.0,0.0
5.0,6.0,11.0,PSO,0.0,62.0939717507,4.8777200048,0.0,3.5377801461,0.0,0.0
5.0,6.0,12.0,PSO,0.0,52.8796342005,5.4376441315,0.0,0.9955684939,0.0,0.0
5.0,6.0,13.0,PSO,0.0,132.4413307245,6.7830438386,0.0,5.5381714062,0.0,0.0
5.0,6.0,14.0,PSO,0.0,67.8457716835,5.3605976194,0.0,2.5312666424,0.0,0.0
5.0,6.0,15.0,PSO,0.0,53.5084675716,3.9889655148,0.0,7.6754341123,0.0,0.0
5.0,6.0,16.0,PSO,0.0,72.2985560787,7.0603282773,0.0,2.5550512165,0.0,0.0
5.0,6.0,17.0,PSO,0.0,91.7792221592,3.4715337413,0.0,2.8348319074,0.0,0.0
5.0,6.0,18.0,PSO,0.0,123.3285409578,7.0296862595,0.0,2.3702267184,0.0,0.0
5.0,6.0,19.0,PSO,0.0,49.7966577301,6.7390680986,0.0,1.985607443,0.0,0.0
5.0,7.0,0.0,Elitist,0.0,37.7520562431,5.2826369645,0.0,15.942871567,2.6044600693,0.0
5.0,7.0,1.0,PSO,0.0,90.3121838532,4.2799193882,0.0,2.2420469202,0.0,0.0
5.0,7.0,2.0,Elitist,0.0,80.6579585889,6.4825543599,0.0,2.8517030143,0.0,0.0
5.0,7.0,3.0,Elitist,0.0,96.3528192969,6.3971993343,0.0,10.5501018061,0.0,0.0
5.0,7.0,4.0,PSO,0.0,93.8804811035,2.9408440147,0.0,7.1007337581,0.0,0.0
5.0,7.0,5.0,PSO,0.0,84.0128020843,5.2500456437,0.0,4.965343674,0.0,0.0
5.0,7.0,6.0,PSO,0.0,72.9454987328,8.6910730192,0.0,12.0416468906,0.0,0.0
5.0,7.0,7.0,PSO,0.0,84.766476252,5.1429613721,0.0,10.3230905528,0.0,0.0
5.0,7.0,8.0,PSO,0.0,67.55395131,6.6482245463,0.0,5.4062628468,0.0,0.0
5.0,7.0,9.0,PSO,0.0,75.698086436,4.6617974284,0.0,1.6679844492,0.0,0.0
5.0,7.0,10.0,PSO,0.0,71.4489013426,4.4078700543,0.0,9.4529845393,0.0,0.0
5.0,7.0,11.0,Elitist,0.0,64.4171143096,5.7965000522,0.0,17.2488106055,0.0,0.0
5.0,7.0,12.0,PSO,0.0,65.6750614074,2.8136806636,0.0,0.9660721979,0.0,0.0
5.0,7.0,13.0,PSO,0.0,116.7441468606,7.4231523515,0.0,9.2776046509,0.0,0.0
5.0,7.0,14.0,PSO,0.0,97.546226867,3.8856286382,0.0,14.0721573597,0.0,0.0
5.0,7.0,15.0,PSO,0.0,92.8216419378,8.8497614739,0.0,1.1288557119,0.0,0.0
5.0,7.0,16.0,PSO,0.0,103.2920244403,5.7939292611,0.0,1.5773624465,0.0,0.0
5.0,7.0,17.0,PSO,0.0,108.0882349835,8.1809281638,0.0,5.8595154081,0.0,0.0
5.0,7.0,18.0,PSO,0.0,138.3679965652,5.6487333214,0.0,16.4461935447,0.0,0.0
5.0,7.0,19.0,PSO,0.0,107.7425787122,6.3568938494,0.0,9.8663614597,0.0,0.0
6.0,6.0,0.0,BFGS,0.0269375393,0.0269375393,2.5400208777,0.0146094725,23.5107594454,0.0001022071,0.0305442127
6.0,6.0,1.0,MLSL,76.5078449283,0.0024188476,5.0913188295,5.96023e-05,76.5078449283,0.0007756852,0.0845328202
6.0,6.0,2.0,BFGS,0.0003346704,0.0003346704,5.2578449257,0.0001245937,22.8038870812,0.0020883312,0.187105379
6.0,6.0,3.0,BFGS,0.0019352056,0.0019352056,8.8418877906,1.4143e-06,23.8127978377,0.0017664752,0.1623454036
6.0,6.0,4.0,BFGS,1208.8923204825,1208.8923204825,3.1448082337,8.0489e-06,6.5392829429,0.0013407676,0.0210974684
6.0,6.0,5.0,BFGS,0.0008896431,0.0008896431,11.9485813115,0.0114105148,12.6313790429,0.0001824143,0.180320567
6.0,6.0,6.0,BFGS,1.6549e-06,1.6549e-06,2.624191877,2.396e-07,5.3053821683,0.0009319134,0.2773604443
6.0,6.0,7.0,Non-elitist,0.0003595923,66727.8013053656,6.121514118,0.0079099871,88.5455496201,0.0003595923,0.0264777067
6.0,6.0,8.0,BFGS,0.2095051278,0.2095051278,4.013267083,0.0024313202,13.8155835464,0.0002507506,0.0893958382
6.0,6.0,9.0,BFGS,0.0016264337,0.0016264337,3.6039639004,5.94553e-05,0.6584418478,9.1883e-06,0.0580191885
6.0,6.0,10.0,BFGS,0.0048468674,0.0048468674,3.4169237194,0.0001979718,14.4585148033,5.84046e-05,0.0482705251
6.0,6.0,11.0,BFGS,0.0012337544,0.0012337544,11.3099187764,0.0002700026,39.7396663628,0.0001829329,0.0188966793
6.0,6.0,12.0,BFGS,0.0414228892,0.0414228892,4.519651129,3.093e-07,32.3740101749,8.6723e-06,0.1732922318
6.0,6.0,13.0,BFGS,0.0843975577,0.0843975577,6.3030008757,0.0740521335,6.8068562632,6.55437e-05,0.1089399042
6.0,6.0,14.0,Non-elitist,0.0008934444,0.0053756918,0.8474803762,0.0005149712,33.0297113121,0.0008934444,0.1330185865
6.0,6.0,15.0,BFGS,0.1598957088,0.1598957088,4.616162763,0.0001219861,67.5177415572,0.0013620363,0.1558933532
6.0,6.0,16.0,BFGS,0.0001402733,0.0001402733,5.8335474128,9.5218e-05,24.0532853021,0.0076236712,0.2048083547
6.0,6.0,17.0,BFGS,0.0045357303,0.0045357303,4.8031072304,4.795e-07,11.1340584805,0.0001500926,0.1824588273
6.0,6.0,18.0,BFGS,0.2404777214,0.2404777214,7.1773169449,0.0001083881,62.2401773395,0.000137096,1.6147796197
6.0,6.0,19.0,BFGS,0.4800154001,0.4800154001,6.4371638446,9.30698e-05,0.7420805488,0.0053013156,0.2759700513
6.0,7.0,0.0,BFGS,1.3386784917,1.3386784917,2.5879548393,0.0001758576,42.6548499327,0.0013462156,0.0806621037
6.0,7.0,1.0,BFGS,1.56316e-05,1.56316e-05,4.1437572851,0.1246972718,7.2861270051,0.0001903701,0.0151227522
6.0,7.0,2.0,Non-elitist,0.0042830043,0.1783953577,4.5255374366,0.0001035187,55.3263170891,0.0042830043,0.0813692922
6.0,7.0,3.0,BFGS,0.0834426012,0.0834426012,6.6386674795,0.0041495883,77.3386182768,0.000104543,0.035498586
6.0,7.0,4.0,BFGS,4.9250572158,4.9250572158,2.5411650611,0.0009408786,76.3148026464,0.0005636426,0.0555197372
6.0,7.0,5.0,BFGS,0.1232055905,0.1232055905,2.599224775,5.45084e-05,70.8598688044,8.1784e-05,0.0741402431
6.0,7.0,6.0,Elitist,0.0001859212,1.3732359137,2.1369549338,0.0001859212,16.5119868312,0.000137079,0.1437810786
6.0,7.0,7.0,BFGS,0.3979955697,0.3979955697,3.3520599185,2.43e-08,12.585066363,0.0008603671,0.0443808623
6.0,7.0,8.0,BFGS,0.0021749918,0.0021749918,4.342500054,3.6466e-06,12.557322515,0.0101717317,0.08080982
6.0,7.0,9.0,BFGS,0.6352308702,0.6352308702,6.718738829,3.38315e-05,24.0690784632,0.0006317439,0.1415776699
6.0,7.0,10.0,BFGS,0.0005109513,0.0005109513,3.4457541001,9.6439e-06,39.1147066986,0.0001758171,0.0798572467
