fid,iid,rep,budget,algorithm,precision
1,1,0,50,BFGS,0.0
1,1,0,50,DE,0.0
1,1,0,50,MLSL,0.0
1,1,0,50,Non-elitist,0.0
1,1,0,50,PSO,8.0588e-06
1,1,0,50,Elitist,0.0
1,1,1,50,BFGS,0.0
1,1,1,50,DE,0.1430063423
1,1,1,50,MLSL,0.0
1,1,1,50,Non-elitist,0.0
1,1,1,50,PSO,2.57913e-05
1,1,1,50,Elitist,0.0
1,1,2,50,BFGS,0.0
1,1,2,50,DE,0.0
1,1,2,50,MLSL,0.0
1,1,2,50,Non-elitist,0.0
1,1,2,50,PSO,3.43983e-05
1,1,2,50,Elitist,0.0
1,1,3,50,BFGS,0.0
1,1,3,50,DE,0.1212554083
1,1,3,50,MLSL,0.0
1,1,3,50,Non-elitist,0.0
1,1,3,50,PSO,2.42241e-05
1,1,3,50,Elitist,0.0
1,1,4,50,BFGS,0.0
1,1,4,50,DE,0.0
1,1,4,50,MLSL,0.0
1,1,4,50,Non-elitist,0.0
1,1,4,50,PSO,4.25722e-05
1,1,4,50,Elitist,0.0
1,1,5,50,BFGS,0.0
1,1,5,50,DE,0.0
1,1,5,50,MLSL,0.0
1,1,5,50,Non-elitist,0.0
1,1,5,50,PSO,1.14097e-05
1,1,5,50,Elitist,0.0
1,1,6,50,BFGS,0.0
1,1,6,50,DE,0.1452246982
1,1,6,50,MLSL,0.0
1,1,6,50,Non-elitist,0.0
1,1,6,50,PSO,5.7224e-06
1,1,6,50,Elitist,0.0
1,1,7,50,BFGS,0.0
1,1,7,50,DE,0.0
1,1,7,50,MLSL,0.0
1,1,7,50,Non-elitist,0.0
1,1,7,50,PSO,3.59389e-05
1,1,7,50,Elitist,0.0
1,1,8,50,BFGS,0.0
1,1,8,50,DE,0.0
1,1,8,50,MLSL,0.0
1,1,8,50,Non-elitist,0.0
1,1,8,50,PSO,1.52332e-05
1,1,8,50,Elitist,0.0
1,1,9,50,BFGS,0.0
1,1,9,50,DE,0.0
1,1,9,50,MLSL,0.0
1,1,9,50,Non-elitist,0.0
1,1,9,50,PSO,2.3551e-06
1,1,9,50,Elitist,0.0
1,1,10,50,BFGS,0.0
1,1,10,50,DE,0.163921673
1,1,10,50,MLSL,0.0
1,1,10,50,Non-elitist,0.0
1,1,10,50,PSO,2.48561e-05
1,1,10,50,Elitist,0.0
1,1,11,50,BFGS,0.0
1,1,11,50,DE,0.0
1,1,11,50,MLSL,0.0
1,1,11,50,Non-elitist,0.0
1,1,11,50,PSO,3.34161e-05
1,1,11,50,Elitist,0.0
1,1,12,50,BFGS,0.0
1,1,12,50,DE,0.1819604774
1,1,12,50,MLSL,0.0
1,1,12,50,Non-elitist,0.0
1,1,12,50,PSO,5.99344e-05
1,1,12,50,Elitist,0.0
1,1,13,50,BFGS,0.0
1,1,13,50,DE,0.0
1,1,13,50,MLSL,0.0
1,1,13,50,Non-elitist,0.0
1,1,13,50,PSO,5.00494e-05
1,1,13,50,Elitist,0.0
1,1,14,50,BFGS,0.0
1,1,14,50,DE,0.0668342572
1,1,14,50,MLSL,0.0
1,1,14,50,Non-elitist,1e-10
1,1,14,50,PSO,1.01778e-05
1,1,14,50,Elitist,0.0
1,1,15,50,BFGS,0.0
1,1,15,50,DE,0.2327920629
1,1,15,50,MLSL,0.0
1,1,15,50,Non-elitist,0.0
1,1,15,50,PSO,8.57314e-05
1,1,15,50,Elitist,0.0
1,1,16,50,BFGS,0.0
1,1,16,50,DE,0.0
1,1,16,50,MLSL,0.0
1,1,16,50,Non-elitist,0.0
1,1,16,50,PSO,3.75503e-05
1,1,16,50,Elitist,0.0
1,1,17,50,BFGS,0.0
1,1,17,50,DE,0.0
1,1,17,50,MLSL,0.0
1,1,17,50,Non-elitist,0.0
1,1,17,50,PSO,1.5492e-05
1,1,17,50,Elitist,0.0
1,1,18,50,BFGS,0.0
1,1,18,50,DE,0.1402569416
1,1,18,50,MLSL,0.0
1,1,18,50,Non-elitist,0.0
1,1,18,50,PSO,2.86417e-05
1,1,18,50,Elitist,0.0
1,1,19,50,BFGS,0.0
1,1,19,50,DE,0.0
1,1,19,50,MLSL,0.0
1,1,19,50,Non-elitist,0.0
1,1,19,50,PSO,1.17019e-05
1,1,19,50,Elitist,0.0
1,2,0,50,BFGS,0.0
1,2,0,50,DE,0.0
1,2,0,50,MLSL,0.0
1,2,0,50,Non-elitist,0.0
1,2,0,50,PSO,5.57029e-05
1,2,0,50,Elitist,0.0
1,2,1,50,BFGS,0.0
1,2,1,50,DE,0.0
1,2,1,50,MLSL,0.0
1,2,1,50,Non-elitist,0.0
1,2,1,50,PSO,6.8633e-06
1,2,1,50,Elitist,0.0
1,2,2,50,BFGS,0.0
1,2,2,50,DE,0.0
1,2,2,50,MLSL,0.0
1,2,2,50,Non-elitist,0.0
1,2,2,50,PSO,0.0001168806
1,2,2,50,Elitist,0.0
1,2,3,50,BFGS,0.0
1,2,3,50,DE,0.0
1,2,3,50,MLSL,0.0
1,2,3,50,Non-elitist,0.0
1,2,3,50,PSO,5.26037e-05
1,2,3,50,Elitist,0.0
1,2,4,50,BFGS,0.0
1,2,4,50,DE,0.0
1,2,4,50,MLSL,0.0
1,2,4,50,Non-elitist,0.0
1,2,4,50,PSO,6.63178e-05
1,2,4,50,Elitist,0.0
1,2,5,50,BFGS,0.0
1,2,5,50,DE,0.0
1,2,5,50,MLSL,0.0
1,2,5,50,Non-elitist,1e-10
1,2,5,50,PSO,0.0001177978
