fid,iid,rep,budget,best_precision
3,2,10,800,0.0877205021691262
3,2,10,850,0.0877205021691262
3,2,10,900,0.0877205021894042
3,2,10,950,0.0877205021920491
3,2,10,1000,0.0877205022334867
3,2,11,50,0.0614043693155923
3,2,11,100,0.0263333942564653
3,2,11,150,0.0350882364021061
3,2,11,200,0.0365884004762651
3,2,11,250,0.0614043692847345
3,2,11,300,0.0406162036261427
3,2,11,350,0.0614043692847345
3,2,11,400,0.0614043692847345
3,2,11,450,0.0411225421310424
3,2,11,500,0.0353511231768161
3,2,11,550,0.0614043692847345
3,2,11,600,0.0614043692847345
3,2,11,650,0.0614043692847345
3,2,11,700,0.0614043692847345
3,2,11,750,0.0614043692847345
3,2,11,800,0.0614043692847345
3,2,11,850,0.0614043692856162
3,2,11,900,0.0614043692856162
3,2,11,950,0.061404369296196
3,2,11,1000,0.0614043693155923
3,2,12,50,0.0542230476790124
3,2,12,100,1e-12
3,2,12,150,0.0263161773011684
3,2,12,200,0.0087720591019377
3,2,12,250,0.0175958677748027
3,2,12,300,0.0263161773011684
3,2,12,350,0.0263161773011684
3,2,12,400,0.0877205021691262
3,2,12,450,0.1140596094926996
3,2,12,500,0.1403527679370279
3,2,12,550,0.1157639230248142
3,2,12,600,0.1143969469281456
3,2,12,650,0.1403527679370279
3,2,12,700,0.1403527679370279
3,2,12,750,0.1403527679370279
3,2,12,800,0.1403527679370279
3,2,12,850,0.1403527679890453
3,2,12,900,0.1403527680243113
3,2,12,950,0.1403527681803634
3,2,12,1000,0.1403527691219659
3,2,13,50,0.0526323101952582
3,2,13,100,0.0526323101952582
3,2,13,150,0.0526323101952582
3,2,13,200,0.0526323101952582
3,2,13,250,0.0526323101846784
3,2,13,300,0.0526323101846784
3,2,13,350,0.0526323101846784
3,2,13,400,0.0526323101846784
3,2,13,450,0.0526323101846784
3,2,13,500,0.0526323101846784
3,2,13,550,0.0526323101846784
3,2,13,600,0.0526323101846784
3,2,13,650,0.0526323101846784
3,2,13,700,0.0526323101846784
3,2,13,750,0.0526323101846784
3,2,13,800,0.0526323101846784
3,2,13,850,0.0526323101908499
3,2,13,900,0.0526323101864417
3,2,13,950,0.05263231018556
3,2,13,1000,0.0526323101952582
3,2,14,50,0.1403526342903102
3,2,14,100,0.0800796622506588
3,2,14,150,0.1174797471270267
3,2,14,200,0.0792380314021227
3,2,14,250,0.0881965869838205
3,2,14,300,0.1148686967990025
3,2,14,350,0.1157229098679341
3,2,14,400,0.1141066809357813
3,2,14,450,0.1578967080728824
3,2,14,500,0.1143892372440042
3,2,14,550,0.1157301117902952
3,2,14,600,0.1155766993456962
3,2,14,650,0.0941262290385132
3,2,14,700,0.1255830694187998
3,2,14,750,0.1198741958721303
3,2,14,800,0.1578967080728824
3,2,14,850,0.1578967080728824
3,2,14,900,0.140767991138344
3,2,14,950,0.1578967084458205
3,2,14,1000,0.1578967084458205
3,2,15,50,0.0702865976774812
3,2,15,100,0.0263161773011684
3,2,15,150,0.0350882364012245
3,2,15,200,0.0265133051950746
3,2,15,250,0.0350882364012245
3,2,15,300,0.0271161036097447
3,2,15,350,0.0367691572480913
3,2,15,400,0.0614043692847345
3,2,15,450,0.0877205021691262
3,2,15,500,0.0877205021691262
3,2,15,550,0.0877205021691262
3,2,15,600,0.0877205021691262
3,2,15,650,0.0877205021691262
3,2,15,700,0.0877205021691262
3,2,15,750,0.0877205021691262
3,2,15,800,0.0877205021691262
3,2,15,850,0.0877205021691262
3,2,15,900,0.0877205021752978
3,2,15,950,0.0877205041202182
3,2,15,1000,0.0877205106003476
3,2,16,50,0.0701764284288732
3,2,16,100,0.0701764284288732
3,2,16,150,0.0268002929834299
3,2,16,200,0.0561337525337685
3,2,16,250,0.0614043692847345
3,2,16,300,0.0527451047311963
3,2,16,350,0.0614043692847345
3,2,16,400,0.0701764283847907
3,2,16,450,0.0701764283847907
3,2,16,500,0.0701764283847907
3,2,16,550,0.0701764283847907
3,2,16,600,0.0626445999150603
3,2,16,650,0.0701764283847907
3,2,16,700,0.0701764283847907
3,2,16,750,0.0701764283847907
3,2,16,800,0.0701764283847907
3,2,16,850,0.0701764283847907
3,2,16,900,0.0701764283847907
3,2,16,950,0.0701764283874356
3,2,16,1000,0.0701764284288732
3,2,17,50,0.0877205057362832
3,2,17,100,0.0796482481930011
3,2,17,150,0.0267329748812209
3,2,17,200,0.0526323101846784
3,2,17,250,0.0526323101846784
3,2,17,300,0.0526323101846784
3,2,17,350,0.0526323101846784
3,2,17,400,0.0877205021691262
3,2,17,450,0.0877205021691262
3,2,17,500,0.0877205021691262
3,2,17,550,0.0877205021691262
3,2,17,600,0.0877205021691262
3,2,17,650,0.0877205021691262
3,2,17,700,0.0877205021691262
3,2,17,750,0.0877205021691262
3,2,17,800,0.0877205021691262
3,2,17,850,0.0877205021744161
3,2,17,900,0.0877205025799752
3,2,17,950,0.0877205057362832
3,2,17,1000,0.0877205057362832
3,2,18,50,0.0263161773011684
3,2,18,100,0.0350882364056327
3,2,18,150,0.0087720596423893
3,2,18,200,0.008772059103701
3,2,18,250,0.0100383862854474
3,2,18,300,0.0350882364012245
3,2,18,350,0.0268308715088566
3,2,18,400,0.023749942669075
3,2,18,450,0.0350882364012245
3,2,18,500,0.0350882364012245
3,2,18,550,0.0350882364012245
3,2,18,600,0.0350882364012245
3,2,18,650,0.0350882364012245
3,2,18,700,0.0350882364012245
3,2,18,750,0.0350882364012245
3,2,18,800,0.0350882364012245
3,2,18,850,0.0350882364012245
3,2,18,900,0.0350882364038694
3,2,18,950,0.0350882364047511
3,2,18,1000,0.0350882364056327
3,2,19,50,0.0350881920409917
3,2,19,100,0.0614043692847345
3,2,19,150,0.05263231018556
3,2,19,200,0.0614043697749321
3,2,19,250,0.0263161773011684
3,2,19,300,0.0176942087788549
3,2,19,350,0.0177319477035605
3,2,19,400,0.035281519665215
3,2,19,450,0.0374283639152111
3,2,19,500,0.0353385483790341
3,2,19,550,0.0614043692847345
3,2,19,600,0.0614043692847345
3,2,19,650,0.0403435860978064
3,2,19,700,0.0614043692847345
3,2,19,750,0.0387412845136771
3,2,19,800,0.0424694579441584
3,2,19,850,0.0614043692856162
3,2,19,900,0.0614043692856162
3,2,19,950,0.0614043694654728
3,2,19,1000,0.0614043697749321
3,3,0,50,0.0438602510846223
3,3,0,100,0.0175544499616135
3,3,0,150,0.0263161773011684
3,3,0,200,0.0175441182011122
3,3,0,250,0.0187671985068593
3,3,0,300,0.0297836346442369
3,3,0,350,0.0263491097137627
3,3,0,400,0.0263934687210312
3,3,0,450,0.026400245243616
3,3,0,500,0.0263473298805398
3,3,0,550,0.0263190050700602
3,3,0,600,0.0263187675781667
3,3,0,650,0.0263162511781701
3,3,0,700,0.0263162113372766
3,3,0,750,0.0438602510846223
3,3,0,800,0.0438602510846223
3,3,0,850,0.0438602510846223
3,3,0,900,0.0438602510855039
3,3,0,950,0.0438602510855039
3,3,0,1000,0.0438602510881489
3,3,1,50,0.0263360292472382
3,3,1,100,0.0540206706616423
3,3,1,150,0.0264269105432101
3,3,1,200,0.0614045955505753
3,3,1,250,0.0529124431122969
3,3,1,300,0.0614043692847345
3,3,1,350,0.0526863000739953
3,3,1,400,0.0683634434141245
3,3,1,450,0.0879129810207106
3,3,1,500,0.0878912571371787
3,3,1,550,0.0886781693666133
3,3,1,600,0.0891976731060649
3,3,1,650,0.0900422085972238
3,3,1,700,0.0969414694130261
3,3,1,750,0.1140366350535179
3,3,1,800,0.1140366350535179
3,3,1,850,0.1140366350535179
3,3,1,900,0.1140366354899348
3,3,1,950,0.1140366385325098
3,3,1,1000,0.1140366500794833
3,3,2,50,0.044145677986135
3,3,2,100,0.0087720591010561
3,3,2,150,0.0614043693887693
3,3,2,200,0.0438935071792394
3,3,2,250,0.0614043692926694
3,3,2,300,0.0559197403373795
3,3,2,350,0.0487885483840856
3,3,2,400,0.0389732836008358
3,3,2,450,0.0369996569311698
3,3,2,500,0.0362951441316481
3,3,2,550,0.0354729263718959
3,3,2,600,0.0360623238057882
3,3,2,650,0.0533970720172804
3,3,2,700,0.0614043692847345
3,3,2,750,0.0559718845456606
3,3,2,800,0.0614043692882611
3,3,2,850,0.0614043692847345
3,3,2,900,0.0614043692882611
3,3,2,950,0.0614043692891428
3,3,2,1000,0.0614043693887693
3,3,3,50,0.0175441182011122
3,3,3,100,0.0176432603792691
3,3,3,150,0.0350882364012245
3,3,3,200,0.04590579094006
3,3,3,250,0.0175441182011122
3,3,3,300,0.0175441182011122
3,3,3,350,0.0175441182011122
3,3,3,400,0.0175441182011122
3,3,3,450,0.0175441182011122
3,3,3,500,0.0175441182011122
3,3,3,550,0.0350882364012245
3,3,3,600,0.0614043692847345
3,3,3,650,0.0370011136748389
3,3,3,700,0.0614043692847345
3,3,3,750,0.0614043692847345
3,3,3,800,0.0614043692847345
3,3,3,850,0.0614043692847345
3,3,3,900,0.0614043694169821
3,3,3,950,0.0614043702977507
3,3,3,1000,0.0614044384722386
3,3,4,50,0.0175678151209414
3,3,4,100,0.0178228599339951
3,3,4,150,0.0176090172727792
3,3,4,200,0.0188625755773088
3,3,4,250,0.0515177254882084
3,3,4,300,0.0267031091629752
3,3,4,350,0.0264601184979598
3,3,4,400,0.0281290696765161
3,3,4,450,0.026367467739617
3,3,4,500,0.0263338513586217
3,3,4,550,0.0263355234524197
3,3,4,600,0.026317905545508
3,3,4,650,0.0263163800498701
3,3,4,700,0.0263164334223318
3,3,4,750,0.0964923832049246
3,3,4,800,0.0964923832049246
3,3,4,850,0.0964923832049246
3,3,4,900,0.0964923832084512
3,3,4,950,0.0964923832058062
3,3,4,1000,0.0964923832119778
3,3,5,50,0.0439428063409285
3,3,5,100,0.0358185216407803
3,3,5,150,0.0614043711511881
3,3,5,200,0.0614045951794005
3,3,5,250,0.0643156505550343
3,3,5,300,0.0615011570317455
3,3,5,350,0.0672372562822447
3,3,5,400,0.0666751052859512
3,3,5,450,0.0672573181704007
3,3,5,500,0.0795146351613412
3,3,5,550,0.0791602945258218
3,3,5,600,0.0791952734091268
3,3,5,650,0.0789653877504892
3,3,5,700,0.0789686331650434
3,3,5,750,0.1491246489728263
3,3,5,800,0.1491246489728263
3,3,5,850,0.1491246490195537
3,3,5,900,0.1491246490045657
3,3,5,950,0.149124649331658
3,3,5,1000,0.1491246505333472
3,3,6,50,0.0439459305153474
3,3,6,100,0.0426947830843316
3,3,6,150,0.0614043714095116
3,3,6,200,0.0614045955496936
3,3,6,250,0.035741340938557
3,3,6,300,0.0362289506554558
3,3,6,350,0.0361579040463682
3,3,6,400,0.0357777553133516
3,3,6,450,0.0351693639192735
3,3,6,500,0.0351163349502717
3,3,6,550,0.0350983806682185
3,3,6,600,0.0350902550743841
3,3,6,650,0.0350883482852873
3,3,6,700,0.0350882441412321
3,3,6,750,0.1052644423049807
3,3,6,800,0.1052644423049807
3,3,6,850,0.1052644423049807
3,3,6,900,0.1052644423049807
3,3,6,950,0.1052644423049807
3,3,6,1000,0.105264442306744
3,3,7,50,0.0371373441683012
3,3,7,100,0.0263161773011684
3,3,7,150,0.0526323101846784
3,3,7,200,0.0526323101846784
3,3,7,250,0.0614043692847345
3,3,7,300,0.026316177337316
3,3,7,350,0.0263161784737632
3,3,7,400,0.0614043692847345
3,3,7,450,0.0614043692847345
3,3,7,500,0.0614043692847345
3,3,7,550,0.0263186277616605
3,3,7,600,0.0614043692847345
3,3,7,650,0.0438602510855039
3,3,7,700,0.0438602510846223
3,3,7,750,0.0438602510846223
3,3,7,800,0.0438602510855039
3,3,7,850,0.0438602510846223
3,3,7,900,0.0438623377682828
3,3,7,950,0.044127826756654
3,3,7,1000,0.0936109386007312
3,3,8,50,0.0087720591010561
3,3,8,100,0.0087720591010561
3,3,8,150,0.0087720591010561
3,3,8,200,0.0087720591010561
3,3,8,250,0.0087720591010561
3,3,8,300,0.0087720591010561
3,3,8,350,0.0087720591010561
3,3,8,400,0.0087720591010561
3,3,8,450,0.0087720591010561
3,3,8,500,0.0087720591010561
3,3,8,550,0.0087720591010561
3,3,8,600,0.0087720591010561
3,3,8,650,0.0087720591010561
3,3,8,700,0.0087720591010561
3,3,8,750,0.0087720591010561
3,3,8,800,0.0087720591010561
3,3,8,850,0.0087720591010561
3,3,8,900,0.0087720591010561
3,3,8,950,0.0087720591010561
3,3,8,1000,0.0087720591010561
3,3,9,50,0.0350882364038694
3,3,9,100,0.03308470761879
3,3,9,150,0.0350882364038694
3,3,9,200,0.0263161773011684
3,3,9,250,0.0350882364012245
3,3,9,300,0.0268713356286179
3,3,9,350,0.0276708757999489
3,3,9,400,0.0350882364012245
3,3,9,450,0.0350882364012245
3,3,9,500,0.0350882364012245
3,3,9,550,0.0350882364012245
3,3,9,600,0.0350882364012245
3,3,9,650,0.0350882364012245
3,3,9,700,0.0350882364012245
3,3,9,750,0.0350882364012245
3,3,9,800,0.0350882364012245
3,3,9,850,0.0350882364012245
3,3,9,900,0.0350882364012245
3,3,9,950,0.0350882364021061
3,3,9,1000,0.0350882364038694
3,3,10,50,0.0001901831049613
3,3,10,100,0.0354344626583825
3,3,10,150,0.0352453021699763
3,3,10,200,0.0438602510846223
3,3,10,250,0.0438602510846223
3,3,10,300,0.0284111261207818
3,3,10,350,0.0225299088220398
3,3,10,400,0.0186520849274533
3,3,10,450,0.0176618238164089
3,3,10,500,0.0176335833154985
3,3,10,550,0.0175640690551163
3,3,10,600,0.0175494363295786
3,3,10,650,0.0175444978961392
3,3,10,700,0.0175441780466501
3,3,10,750,0.0438602510846223
3,3,10,800,0.0438602510846223
3,3,10,850,0.0438602510855039
3,3,10,900,0.0438602510863855
3,3,10,950,0.0438602510863855
3,3,10,1000,0.0438602510872672
3,3,11,50,0.0614043714103933
3,3,11,100,0.0350881920242404
3,3,11,150,0.0263161773011684
3,3,11,200,0.0175535836450162
3,3,11,250,0.0762388834070363
3,3,11,300,0.0379585213118449
3,3,11,350,0.0789484430690701
3,3,11,400,0.0789484430690701
3,3,11,450,0.061513086683714
3,3,11,500,0.0622879742730629
3,3,11,550,0.064470947716616
3,3,11,600,0.0636163523262213
3,3,11,650,0.0703128315027287
3,3,11,700,0.070814216184102
3,3,11,750,0.0964925612691824
3,3,11,800,0.0964925612691824
3,3,11,850,0.0964925612691824
3,3,11,900,0.0964925612965135
3,3,11,950,0.0964926056091372
3,3,11,1000,0.0964927105519674
3,3,12,50,0.0175441182028755
3,3,12,100,0.0175441182028755
3,3,12,150,0.0175441182028755
3,3,12,200,0.0175441182028755
3,3,12,250,0.0087720591010561
3,3,12,300,0.0087720591010561
3,3,12,350,0.0087720591010561
3,3,12,400,0.0175441182011122
3,3,12,450,0.0134270045977
3,3,12,500,0.0175441182011122
3,3,12,550,0.0175441182011122
3,3,12,600,0.0098829011692553
3,3,12,650,0.0175441182011122
3,3,12,700,0.0175441182011122
3,3,12,750,0.0175441182011122
3,3,12,800,0.0175441182011122
3,3,12,850,0.0175441182011122
3,3,12,900,0.0175441182011122
3,3,12,950,0.0175441182019939
3,3,12,1000,0.0175441182028755
3,3,13,50,0.0175441182011122
3,3,13,100,0.02631617730205
3,3,13,150,0.02631617730205
3,3,13,200,0.0263161773011684
3,3,13,250,0.0263161773011684
3,3,13,300,0.0263161773011684
3,3,13,350,0.0176933445279642
3,3,13,400,0.0263161773011684
3,3,13,450,0.0263161773011684
3,3,13,500,0.0263161773011684
3,3,13,550,0.0263161773011684
3,3,13,600,0.0263161773011684
3,3,13,650,0.0263161773011684
3,3,13,700,0.0263161773011684
3,3,13,750,0.0263161773011684
3,3,13,800,0.0263161773011684
3,3,13,850,0.0263161773011684
3,3,13,900,0.0263161773011684
3,3,13,950,0.0263161773011684
3,3,13,1000,0.02631617730205
3,3,14,50,0.0528161624164561
3,3,14,100,0.0544343884504316
3,3,14,150,0.0465333308185197
3,3,14,200,0.0378186625956943
3,3,14,250,0.0614043697617073
3,3,14,300,0.0526323103195709
3,3,14,350,0.0419857557303002
3,3,14,400,0.0430399650549711
3,3,14,450,0.0378969469459481
3,3,14,500,0.0299296023952596
3,3,14,550,0.0263732653491683
3,3,14,600,0.0273552400339749
3,3,14,650,0.0350962697550455
3,3,14,700,0.0351054405443799
3,3,14,750,0.0614043692847345
3,3,14,800,0.0614043692847345
3,3,14,850,0.0614043692847345
3,3,14,900,0.0614043695412948
3,3,14,950,0.06140436943726
3,3,14,1000,0.0614043697617073
3,3,15,50,0.0305567768420302
3,3,15,100,0.0263713206755598
3,3,15,150,0.0175441182011122
3,3,15,200,0.0175441182011122
3,3,15,250,0.0588320350946276
3,3,15,300,0.0445002316327652
3,3,15,350,0.0854891388847359
3,3,15,400,0.0585361830341118
3,3,15,450,0.0328488213568007
3,3,15,500,0.0544501112307161
3,3,15,550,0.0530030210906038
3,3,15,600,0.0537170808972581
3,3,15,650,0.0877599486414316
3,3,15,700,0.0882417885278155
3,3,15,750,0.1140366350535179
3,3,15,800,0.1140366350535179
3,3,15,850,0.1140366350535179
3,3,15,900,0.1140366351249316
3,3,15,950,0.1140366405038798
3,3,15,1000,0.1140366683040758
3,3,16,50,0.0614043714095116
3,3,16,100,0.0614043711529514
3,3,16,150,0.0614043715205996
3,3,16,200,0.0175441182037572
3,3,16,250,0.0350882364470703
3,3,16,300,0.0365535135993362
3,3,16,350,0.0270277957591861
3,3,16,400,0.0180192265881451
3,3,16,450,0.043877164387227
3,3,16,500,0.0526323101846784
3,3,16,550,0.0526323101846784
3,3,16,600,0.0264439769593704
3,3,16,650,0.0526323101846784
3,3,16,700,0.0637969864102424
3,3,16,750,0.1140364569883785
3,3,16,800,0.1140364569883785
3,3,16,850,0.1140428920134337
3,3,16,900,0.1140374851953596
3,3,16,950,0.1140731929354067
3,3,16,1000,0.1159108994269336
3,3,17,50,0.0526323140154488
3,3,17,100,0.0263161774360608
3,3,17,150,0.047953598646825
3,3,17,200,0.0287370298298848
3,3,17,250,0.0350882371744318
3,3,17,300,0.0526323101846784
3,3,17,350,0.0263566774151832
3,3,17,400,0.0263825994351186
3,3,17,450,0.0526323101846784
3,3,17,500,0.0264832006924361
3,3,17,550,0.0269508686698312
3,3,17,600,0.0264607303209201
3,3,17,650,0.0526323101846784
3,3,17,700,0.0526323101846784
3,3,17,750,0.0289446974206241
3,3,17,800,0.0526323101846784
3,3,17,850,0.0526323101917316
3,3,17,900,0.0526323101899683
3,3,17,950,0.0526323116887737
3,3,17,1000,0.0526323140154488
3,3,18,50,0.0263161773011684
3,3,18,100,0.0506523496513894
3,3,18,150,0.0614043711520698
3,3,18,200,0.0614045955488119
3,3,18,250,0.0362806300903416
3,3,18,300,0.0438602510846223
3,3,18,350,0.0526323102666719
3,3,18,400,0.0614272172635297
3,3,18,450,0.0355789272362701
3,3,18,500,0.0390244968657923
3,3,18,550,0.0662512019151551
3,3,18,600,0.0669721866543456
3,3,18,650,0.0585138924901541
3,3,18,700,0.0701764283847907
3,3,18,750,0.0701764283847907
3,3,18,800,0.0701764283847907
3,3,18,850,0.0701764283847907
3,3,18,900,0.0701764283988971
3,3,18,950,0.0701764310094635
3,3,18,1000,0.070176439508572
3,3,19,50,0.052632315436669
3,3,19,100,0.0579258898543021
3,3,19,150,0.0614043717789231
3,3,19,200,0.0614043692847345
3,3,19,250,0.0877205021691262
3,3,19,300,0.0619082248800043
3,3,19,350,0.0614223479708669
3,3,19,400,0.0630315419854955
3,3,19,450,0.0361178459336042
3,3,19,500,0.0614613875333651
3,3,19,550,0.0614209962326252
3,3,19,600,0.0614050617734036
3,3,19,650,0.0614044437427438
3,3,19,700,0.0614045528954541
3,3,19,750,0.0877205021691262
3,3,19,800,0.0632397432453079
3,3,19,850,0.0877205021691262
3,3,19,900,0.0877205021691262
3,3,19,950,0.0877205021726528
3,3,19,1000,0.0877205021744161
3,4,0,50,0.0263161773064583
3,4,0,100,0.0175441182011122
3,4,0,150,0.0087720591010561
3,4,0,200,0.0185150173520346
3,4,0,250,0.0263161773011684
3,4,0,300,0.0263161773011684
3,4,0,350,0.0185607318762977
3,4,0,400,0.0190348205572212
3,4,0,450,0.0263161773011684
3,4,0,500,0.0263161773011684
3,4,0,550,0.0263161773011684
3,4,0,600,0.0263161773011684
3,4,0,650,0.0263161773011684
3,4,0,700,0.0263161773011684
3,4,0,750,0.0263161773011684
3,4,0,800,0.0263161773064583
3,4,0,850,0.0263161773011684
3,4,0,900,0.0263161773011684
3,4,0,950,0.026316177304695
3,4,0,1000,0.0263161773064583
3,4,1,50,0.0175441182011122
3,4,1,100,0.0350882364073961
3,4,1,150,0.0175441182011122
3,4,1,200,0.0263161773011684
3,4,1,250,0.0263161773011684
3,4,1,300,0.0350882364012245
3,4,1,350,0.0350882364012245
3,4,1,400,0.0350882364012245
3,4,1,450,0.0270416415624955
3,4,1,500,0.0350882364012245
3,4,1,550,0.0350882364012245
3,4,1,600,0.0350882364012245
3,4,1,650,0.0350882364012245
3,4,1,700,0.0350882364012245
3,4,1,750,0.0350882364012245
3,4,1,800,0.0350882364012245
3,4,1,850,0.0350882364012245
3,4,1,900,0.0350882364021061
3,4,1,950,0.0350882364038694
3,4,1,1000,0.0350882364073961
3,4,2,50,0.0184344141143651
3,4,2,100,0.0544662460811067
3,4,2,150,0.0549842672313118
3,4,2,200,0.0087720591133992
3,4,2,250,0.0350882364012245
3,4,2,300,0.0263161773011684
3,4,2,350,0.061404369938919
3,4,2,400,0.0614043692847345
3,4,2,450,0.0614043692847345
3,4,2,500,0.0614043692847345
3,4,2,550,0.0529820060882641
3,4,2,600,0.0614043692847345
3,4,2,650,0.0614043692847345
3,4,2,700,0.0614043692847345
3,4,2,750,0.0614043692847345
3,4,2,800,0.0614043692847345
3,4,2,850,0.0614043692847345
3,4,2,900,0.0614043693393968
3,4,2,950,0.0614043695236617
3,4,2,1000,0.061404369938919
3,4,3,50,0.0087720591407303
3,4,3,100,0.0382012925323476
3,4,3,150,0.047299234225983
3,4,3,200,0.0439311380021618
3,4,3,250,0.0438602955012806
3,4,3,300,0.0614043692847345
3,4,3,350,0.0614043692847345
3,4,3,400,0.0614043692847345
3,4,3,450,0.0614043692847345
3,4,3,500,0.0615522944509752
3,4,3,550,0.0615346369535587
3,4,3,600,0.0615064966768864
3,4,3,650,0.0614171097939725
3,4,3,700,0.0614072359009
3,4,3,750,0.1052644423049807
3,4,3,800,0.1052644423049807
3,4,3,850,0.1052644423049807
3,4,3,900,0.1052644423049807
3,4,3,950,0.1052644423287853
3,4,3,1000,0.1052644423305486
3,4,4,50,0.0263161773011684
3,4,4,100,0.0438602511022553
3,4,4,150,0.0877205031768525
3,4,4,200,0.0877205031768525
3,4,4,250,0.0575524618777281
3,4,4,300,0.0588101965471897
3,4,4,350,0.0442541455695137
3,4,4,400,0.0477961531900994
3,4,4,450,0.0438947138154815
3,4,4,500,0.0439402805557649
3,4,4,550,0.0438679935899578
3,4,4,600,0.043893344995266
3,4,4,650,0.0451540119409145
3,4,4,700,0.0527571569105096
3,4,4,750,0.1228085160884346
3,4,4,800,0.1228085160884346
3,4,4,850,0.1228085160884346
3,4,4,900,0.1228085160884346
3,4,4,950,0.1228085160998961
3,4,4,1000,0.1228085161060676
3,4,5,50,0.0438813618579845
3,4,5,100,0.0526323101846784
3,4,5,150,0.0526323101846784
3,4,5,200,0.0440216112148501
3,4,5,250,0.0263161773011684
3,4,5,300,0.0175441182011122
3,4,5,350,0.0175441182011122
3,4,5,400,0.0175441182011122
3,4,5,450,0.0175441182011122
3,4,5,500,0.0175441182011122
3,4,5,550,0.0175441182011122
3,4,5,600,0.0175441182011122
3,4,5,650,0.0175441182011122
3,4,5,700,0.0175441182011122
3,4,5,750,0.0526323101846784
3,4,5,800,0.0526323101846784
3,4,5,850,0.0526323101846784
3,4,5,900,0.0526323112294339
3,4,5,950,0.0526362673995689
3,4,5,1000,0.052698679656777
3,4,6,50,0.0350882364012245
3,4,6,100,0.0438602510916755
3,4,6,150,0.0438602510916755
3,4,6,200,0.0438602510916755
3,4,6,250,0.0438602510846223
3,4,6,300,0.0438602510846223
3,4,6,350,0.0438602510846223
3,4,6,400,0.0438602510846223
3,4,6,450,0.0438602510846223
3,4,6,500,0.0438602510846223
3,4,6,550,0.0438602510846223
3,4,6,600,0.0438602510846223
3,4,6,650,0.0438602510846223
3,4,6,700,0.0438602510846223
3,4,6,750,0.0438602510846223
3,4,6,800,0.0438602510846223
3,4,6,850,0.0438602510855039
3,4,6,900,0.0438602510855039
3,4,6,950,0.0438602510881489
3,4,6,1000,0.0438602510916755
3,4,7,50,0.0526323107260117
3,4,7,100,0.0263525637990634
3,4,7,150,0.0526323107260117
3,4,7,200,0.0526323107260117
3,4,7,250,0.0526323101846784
3,4,7,300,0.0438602510934388
3,4,7,350,0.0526323101846784
3,4,7,400,0.0448152242701416
3,4,7,450,0.0526323101846784
3,4,7,500,0.0453362567461774
3,4,7,550,0.0526323101846784
3,4,7,600,0.0526323101846784
3,4,7,650,0.0526323101846784
3,4,7,700,0.0526323101846784
3,4,7,750,0.0526323101846784
3,4,7,800,0.0526323101846784
3,4,7,850,0.0526323101908499
3,4,7,900,0.0526323103169259
3,4,7,950,0.0526323107260117
3,4,7,1000,0.0526323107260117
3,4,8,50,0.0175441191497679
3,4,8,100,0.0175441191497679
3,4,8,150,0.0175441191497679
3,4,8,200,0.0175441191497679
3,4,8,250,0.0087720591010561
3,4,8,300,0.0087720591010561
3,4,8,350,0.0175441182011122
3,4,8,400,0.0175441182011122
3,4,8,450,0.0175441182011122
3,4,8,500,0.0175441182011122
3,4,8,550,0.0175441182011122
3,4,8,600,0.0175441182011122
3,4,8,650,0.0175441182011122
3,4,8,700,0.0175441182011122
3,4,8,750,0.0175441182011122
3,4,8,800,0.0175441182011122
3,4,8,850,0.0175441182011122
3,4,8,900,0.0175441182302067
3,4,8,950,0.0175441184470926
3,4,8,1000,0.0175441191497679
3,4,9,50,0.0438602510846223
3,4,9,100,0.0350980707584544
3,4,9,150,0.0175441182011122
3,4,9,200,0.0175441182011122
3,4,9,250,0.0530272475798323
3,4,9,300,0.052642404055662
3,4,9,350,0.0526664086590883
3,4,9,400,0.0527804900526256
3,4,9,450,0.0529554366346329
3,4,9,500,0.0527283601473566
3,4,9,550,0.0538480579824363
3,4,9,600,0.0534657229207652
3,4,9,650,0.0538039745384828
3,4,9,700,0.0789484430690701
3,4,9,750,0.0789484430690701
3,4,9,800,0.0789484430761233
3,4,9,850,0.0789484430708334
3,4,9,900,0.0789484430902297
3,4,9,950,0.0789484430770049
3,4,9,1000,0.0789484430902297
3,4,10,50,0.0263161773011684
3,4,10,100,0.0263161773055766
3,4,10,150,7.259964847956887e-05
3,4,10,200,0.008772059106346
3,4,10,250,0.0175441182019939
3,4,10,300,0.0175641141841481
3,4,10,350,0.0263161773011684
3,4,10,400,0.0263161773011684
3,4,10,450,0.0263161773011684
3,4,10,500,0.0263161773011684
3,4,10,550,0.0263161773011684
3,4,10,600,0.0263161773011684
3,4,10,650,0.0263161773011684
3,4,10,700,0.0263161773011684
3,4,10,750,0.0263161773011684
3,4,10,800,0.0263161773011684
3,4,10,850,0.0263161773011684
3,4,10,900,0.0263161773011684
3,4,10,950,0.0263161773055766
3,4,10,1000,0.0263161773055766
3,4,11,50,0.0175441182011122
3,4,11,100,0.0263165312881554
3,4,11,150,0.0263165312881554
3,4,11,200,0.0263161773143931
3,4,11,250,0.0087801841094747
3,4,11,300,0.0175441182011122
3,4,11,350,0.0175441182011122
3,4,11,400,0.0175441182011122
3,4,11,450,0.0101119513161556
3,4,11,500,0.0175441182011122
3,4,11,550,0.0175441182011122
3,4,11,600,0.0263161773011684
3,4,11,650,0.0263161773011684
3,4,11,700,0.0263161773011684
3,4,11,750,0.0263161773011684
3,4,11,800,0.02631617730205
3,4,11,850,0.0263161773011684
