fid,iid,algorithm,budget,precision
7,1,BFGS,50,9526.724594143
7,1,DE,50,48.8749278098
7,1,Elitist,50,46.4479090036
7,1,MLSL,50,120.6882507968
7,1,Non-elitist,50,27.9013418836
7,1,PSO,50,25.528246015
7,2,BFGS,50,15614.3971441007
7,2,DE,50,40.8774405499
7,2,Elitist,50,19.3403207248
7,2,MLSL,50,125.9859575544
7,2,Non-elitist,50,11.7631353592
7,2,PSO,50,8.4910191082
7,3,BFGS,50,23917.660034697
7,3,DE,50,45.1022156546
7,3,Elitist,50,41.2163622324
7,3,MLSL,50,145.1872966644
7,3,Non-elitist,50,27.5238942095
7,3,PSO,50,17.4706789888
7,4,BFGS,50,14031.0610565661
7,4,DE,50,39.9660364314
7,4,Elitist,50,39.4838728785
7,4,MLSL,50,195.0927209677
7,4,Non-elitist,50,13.6638374252
7,4,PSO,50,9.8717134618
7,5,BFGS,50,14468.5264568933
7,5,DE,50,43.5063591037
7,5,Elitist,50,43.6344962458
7,5,MLSL,50,152.0437250029
7,5,Non-elitist,50,11.6573552307
7,5,PSO,50,10.324597540200001
8,1,BFGS,50,11.7925183031
8,1,DE,50,706.6475526794001
8,1,Elitist,50,60.7606669536
8,1,MLSL,50,3370.6199046860997
8,1,Non-elitist,50,148.15305170189998
8,1,PSO,50,66.9942090559
8,2,BFGS,50,7.8616788684
8,2,DE,50,762.5753096224
8,2,Elitist,50,189.7884017778
8,2,MLSL,50,1288.3361850737
8,2,Non-elitist,50,58.7043119164
8,2,PSO,50,38.4650955677
8,3,BFGS,50,15.7233577377
8,3,DE,50,681.6090232559
8,3,Elitist,50,20.5467312378
8,3,MLSL,50,1382.4099338209
8,3,Non-elitist,50,27.1593466685
8,3,PSO,50,35.7821360044
8,4,BFGS,50,35.3775549085
8,4,DE,50,578.288775052
8,4,Elitist,50,35.3145979541
8,4,MLSL,50,1574.6265448382999
8,4,Non-elitist,50,35.1708535505
8,4,PSO,50,43.7236303308
8,5,BFGS,50,19.6541971715
8,5,DE,50,456.5360741766
8,5,Elitist,50,46.4860549577
8,5,MLSL,50,1047.8530548165
8,5,Non-elitist,50,30.6107830133
8,5,PSO,50,54.6015680756
9,1,BFGS,50,15.7233577364
9,1,DE,50,809.4777497028
9,1,Elitist,50,17.509491869
9,1,MLSL,50,1446.3925083420002
9,1,Non-elitist,50,20.0807634964
9,1,PSO,50,58.415850755
9,2,BFGS,50,23.5850366046
9,2,DE,50,596.8392749509
9,2,Elitist,50,25.5252119952
9,2,MLSL,50,1399.8547644652
9,2,Non-elitist,50,18.9807588306
9,2,PSO,50,52.8555079911
9,3,BFGS,50,19.6541971705
9,3,DE,50,696.4028479195999
9,3,Elitist,50,29.1475370259
9,3,MLSL,50,1253.5342785078
9,3,Non-elitist,50,24.3063053354
9,3,PSO,50,42.9435809746
9,4,BFGS,50,11.7925183023
9,4,DE,50,951.2044257387
9,4,Elitist,50,37.6603978961
9,4,MLSL,50,2462.9388787994
9,4,Non-elitist,50,26.0572804179
9,4,PSO,50,53.9226830737
9,5,BFGS,50,7.8616788682
9,5,DE,50,827.697229429
9,5,Elitist,50,27.9039578539
9,5,MLSL,50,1995.0473302194
9,5,Non-elitist,50,32.926389228
9,5,PSO,50,49.8078122768
10,1,BFGS,50,0.0014758884
10,1,DE,50,78523.6288702811
10,1,Elitist,50,3147.8983263742
10,1,MLSL,50,159940.5603216796
10,1,Non-elitist,50,181.262174335
10,1,PSO,50,26171.497409951302
10,2,BFGS,50,5.5993100000000004e-05
10,2,DE,50,102428.3320995199
10,2,Elitist,50,4062.7617548966
10,2,MLSL,50,212431.7087857729
10,2,Non-elitist,50,1108.9480926732
10,2,PSO,50,8833.6924098034
10,3,BFGS,50,0.0003830677
10,3,DE,50,48445.1896289465
10,3,Elitist,50,2677.0897413638
10,3,MLSL,50,69906.9426409299
10,3,Non-elitist,50,263.9346117498
10,3,PSO,50,3831.7035142858
10,4,BFGS,50,0.0003110964
10,4,DE,50,86495.2202775353
10,4,Elitist,50,6558.8926470131
10,4,MLSL,50,280734.7855163235
10,4,Non-elitist,50,1007.6430282268001
10,4,PSO,50,4327.3957425342005
10,5,BFGS,50,1.76343e-05
10,5,DE,50,55726.2264293209
10,5,Elitist,50,6117.3094420046
10,5,MLSL,50,159949.195321662
10,5,Non-elitist,50,1461.3720625583999
10,5,PSO,50,25354.813967231697
11,1,BFGS,50,0.0009377658
11,1,DE,50,680.1278012162
11,1,Elitist,50,475.2115859642
11,1,MLSL,50,818.8829454553
11,1,Non-elitist,50,76.7221615677
11,1,PSO,50,382.9304198433
11,2,BFGS,50,0.0008090423
11,2,DE,50,1193.9851262356
11,2,Elitist,50,672.3008802056
11,2,MLSL,50,985.5897049399
11,2,Non-elitist,50,166.3511536811
11,2,PSO,50,726.9128718336
11,3,BFGS,50,0.0012406739
11,3,DE,50,683.5165014591
11,3,Elitist,50,429.681378974
11,3,MLSL,50,674.8707043294
11,3,Non-elitist,50,75.8377438216
11,3,PSO,50,428.8958899211
11,4,BFGS,50,0.0010873481
11,4,DE,50,1080.9299812396
11,4,Elitist,50,743.7657636036
11,4,MLSL,50,1004.5735320452
11,4,Non-elitist,50,355.4176938703
11,4,PSO,50,872.0487443244
11,5,BFGS,50,0.0006105677
11,5,DE,50,709.0923331974
11,5,Elitist,50,415.1871475895
11,5,MLSL,50,733.0924829306
11,5,Non-elitist,50,96.8894600075
11,5,PSO,50,550.6309242904
12,1,BFGS,50,393985799.56918937
12,1,DE,50,2051504.2020765878
12,1,Elitist,50,127.0560657266
12,1,MLSL,50,251442.577605269
12,1,Non-elitist,50,162.2815937266
12,1,PSO,50,1829.7859483453
12,2,BFGS,50,7275688431.239005
12,2,DE,50,3066466.0203439062
12,2,Elitist,50,107.5573195145
12,2,MLSL,50,440191.3750199155
12,2,Non-elitist,50,71.0872005035
12,2,PSO,50,1405.0587097793
12,3,BFGS,50,6826047207.793834
12,3,DE,50,1942108.0861952857
12,3,Elitist,50,92.5010669211
12,3,MLSL,50,697585.9849005162
12,3,Non-elitist,50,53.1515685863
12,3,PSO,50,2110.1877232308
12,4,BFGS,50,3780072642.23455
12,4,DE,50,2449439.0815601894
12,4,Elitist,50,50.9517411122
12,4,MLSL,50,413178.7572440148
12,4,Non-elitist,50,71.4711590317
12,4,PSO,50,1123.9275458041
12,5,BFGS,50,2197973949.741618
12,5,DE,50,2552540.713549887
12,5,Elitist,50,104.5353119598
12,5,MLSL,50,307439.4986346576
12,5,Non-elitist,50,69.9469791196
12,5,PSO,50,1585.5910655097
13,1,BFGS,50,0.0214947053
13,1,DE,50,1297.8355777597
13,1,Elitist,50,111.6010877645
13,1,MLSL,50,1567.0671586395001
13,1,Non-elitist,50,77.8556627459
13,1,PSO,50,153.108857877
13,2,BFGS,50,0.0093929692
13,2,DE,50,1264.7572353698
13,2,Elitist,50,196.1092932109
13,2,MLSL,50,944.3239504955
13,2,Non-elitist,50,19.0898596679
13,2,PSO,50,182.3636851242
13,3,BFGS,50,0.0048668426
13,3,DE,50,1310.9553991445
13,3,Elitist,50,115.4854537052
13,3,MLSL,50,1464.0674387934
13,3,Non-elitist,50,33.6181363952
13,3,PSO,50,182.1869995113
13,4,BFGS,50,0.0227247789
13,4,DE,50,1566.6026360294
13,4,Elitist,50,122.54604944959999
13,4,MLSL,50,2186.5043343377
13,4,Non-elitist,50,38.0048813507
13,4,PSO,50,118.08615775359999
13,5,BFGS,50,0.0200320849
13,5,DE,50,1580.3261016584
13,5,Elitist,50,142.3774180941
13,5,MLSL,50,1365.9245018338
13,5,Non-elitist,50,51.4080365403
13,5,PSO,50,210.1539780023
14,1,BFGS,50,3.53803e-05
14,1,DE,50,6.452214158
14,1,Elitist,50,0.009352537
14,1,MLSL,50,3.1001410933
14,1,Non-elitist,50,0.0016871221
14,1,PSO,50,0.0529012186
14,2,BFGS,50,4.96987e-05
14,2,DE,50,1.4410503089
14,2,Elitist,50,0.0073307761
14,2,MLSL,50,2.3698637997
14,2,Non-elitist,50,0.0022027932
14,2,PSO,50,0.0555441209
14,3,BFGS,50,2.19626e-05
14,3,DE,50,5.3670226626
14,3,Elitist,50,0.0062568375
14,3,MLSL,50,2.3177404877
14,3,Non-elitist,50,0.0013497351
14,3,PSO,50,0.0476986783
14,4,BFGS,50,4.50492e-05
14,4,DE,50,4.6300324521
14,4,Elitist,50,0.0158619912
14,4,MLSL,50,7.1069220434
14,4,Non-elitist,50,0.0017412993
14,4,PSO,50,0.0850212983
14,5,BFGS,50,9.8099e-06
14,5,DE,50,4.4794106691
14,5,Elitist,50,0.007870816000000001
14,5,MLSL,50,4.2746584375
14,5,Non-elitist,50,0.0025354569
14,5,PSO,50,0.0590379931
15,1,BFGS,50,10037.7266120506
15,1,DE,50,421.0124457882
15,1,Elitist,50,311.5880633769
15,1,MLSL,50,718.6184197703
15,1,Non-elitist,50,149.7294728995
15,1,PSO,50,229.4177510796
15,2,BFGS,50,4555.627435514
15,2,DE,50,467.85584390590003
15,2,Elitist,50,324.873951546
15,2,MLSL,50,680.9321068117
15,2,Non-elitist,50,123.8984913219
15,2,PSO,50,203.7779785958
15,3,BFGS,50,5232.972171726
15,3,DE,50,490.2362452638
15,3,Elitist,50,298.2202195867
15,3,MLSL,50,601.6273952558
15,3,Non-elitist,50,147.618476981
15,3,PSO,50,230.6052877818
15,4,BFGS,50,5030.906555578
15,4,DE,50,429.608125417
15,4,Elitist,50,247.1160480662
15,4,MLSL,50,623.8993042645
15,4,Non-elitist,50,148.2555421046
15,4,PSO,50,214.8583149417
15,5,BFGS,50,4912.8755969181
15,5,DE,50,494.6844851481
15,5,Elitist,50,307.5677943604
15,5,MLSL,50,695.8194554248
15,5,Non-elitist,50,145.3336428711
15,5,PSO,50,223.2771652563
16,1,BFGS,50,1236.1108733700999
16,1,DE,50,157.5508924745
16,1,Elitist,50,79.6795927549
16,1,MLSL,50,117.8128026657
16,1,Non-elitist,50,21.4569289461
16,1,PSO,50,50.5061214982
16,2,BFGS,50,1017.4121095472
16,2,DE,50,125.45882720110001
16,2,Elitist,50,103.8037953034
16,2,MLSL,50,132.2932550398
16,2,Non-elitist,50,15.9054007294
16,2,PSO,50,38.1727624301
16,3,BFGS,50,1166.7420120222
16,3,DE,50,126.2158881515
16,3,Elitist,50,130.0415929034
16,3,MLSL,50,117.8649861064
16,3,Non-elitist,50,17.0303169322
16,3,PSO,50,51.1908855645
16,4,BFGS,50,1214.7504153054
16,4,DE,50,142.2933106577
16,4,Elitist,50,158.2682465314
16,4,MLSL,50,130.1187144785
16,4,Non-elitist,50,29.0545950546
16,4,PSO,50,52.7312277706
16,5,BFGS,50,1237.8925203305
16,5,DE,50,116.4759329496
16,5,Elitist,50,151.68646893940002
16,5,MLSL,50,112.4370964292
16,5,Non-elitist,50,26.240031518800002
16,5,PSO,50,42.9137881199
17,1,BFGS,50,757.8393147595999
17,1,DE,50,22.9354798759
17,1,Elitist,50,10.3655477407
17,1,MLSL,50,40.9946792243
17,1,Non-elitist,50,1.8324994738
17,1,PSO,50,6.7110732916
17,2,BFGS,50,267.7665615303
17,2,DE,50,21.7602908969
17,2,Elitist,50,6.1675366086
17,2,MLSL,50,35.9084194032
17,2,Non-elitist,50,0.6930767819
17,2,PSO,50,4.3034646614
17,3,BFGS,50,349.8978735002
17,3,DE,50,19.7849194151
17,3,Elitist,50,33.0232252048
17,3,MLSL,50,50.4146351931
17,3,Non-elitist,50,5.3008681953
17,3,PSO,50,4.6641675353
17,4,BFGS,50,517.6620156718
17,4,DE,50,22.110935171
17,4,Elitist,50,17.1887375939
17,4,MLSL,50,44.6991327711
17,4,Non-elitist,50,9.1616968067
17,4,PSO,50,8.890879827200001
17,5,BFGS,50,189.5142495379
17,5,DE,50,25.8734286851
17,5,Elitist,50,13.0910022021
17,5,MLSL,50,36.2474845038
17,5,Non-elitist,50,0.8237338516
17,5,PSO,50,6.1343097059
18,1,BFGS,50,2102.0715114931
18,1,DE,50,100.39995576129999
18,1,Elitist,50,67.0781335544
18,1,MLSL,50,179.0509416065
18,1,Non-elitist,50,3.0102791025
18,1,PSO,50,19.803856777900002
18,2,BFGS,50,1010.0527303817
18,2,DE,50,93.8798112422
18,2,Elitist,50,19.0648539269
18,2,MLSL,50,151.2023598747
18,2,Non-elitist,50,5.4522839323
18,2,PSO,50,12.796395414
18,3,BFGS,50,1371.437959267
18,3,DE,50,90.9853025342
18,3,Elitist,50,43.402948969
18,3,MLSL,50,153.3854382532
18,3,Non-elitist,50,7.6889751347
18,3,PSO,50,42.7761609522
18,4,BFGS,50,2847.5381846026
18,4,DE,50,100.2275487416
18,4,Elitist,50,42.5762899752
18,4,MLSL,50,145.1665652927
18,4,Non-elitist,50,6.5496186762
18,4,PSO,50,40.2910639281
18,5,BFGS,50,743.5911937671
18,5,DE,50,76.5855876637
18,5,Elitist,50,51.654046163800004
18,5,MLSL,50,154.5232290622
18,5,Non-elitist,50,7.4390199441
18,5,PSO,50,28.6683807644
19,1,BFGS,50,901.7475481281
19,1,DE,50,45.5889902435
19,1,Elitist,50,23.3011130395
19,1,MLSL,50,50.2682036629
19,1,Non-elitist,50,20.7360492816
19,1,PSO,50,25.018343952
19,2,BFGS,50,809.6617698583
19,2,DE,50,53.4797038552
19,2,Elitist,50,28.0946615438
19,2,MLSL,50,48.0068077584
19,2,Non-elitist,50,22.170541298099998
19,2,PSO,50,23.9362933481
19,3,BFGS,50,814.5952911658
19,3,DE,50,49.2354203046
19,3,Elitist,50,29.931463021
19,3,MLSL,50,64.504607958
19,3,Non-elitist,50,23.3950356525
19,3,PSO,50,23.1732944199
19,4,BFGS,50,837.2653953898
19,4,DE,50,47.65874803
19,4,Elitist,50,36.555997621
19,4,MLSL,50,62.7540917707
19,4,Non-elitist,50,26.1090555291
19,4,PSO,50,26.3550215042
19,5,BFGS,50,692.9518990484
19,5,DE,50,21.640741748
19,5,Elitist,50,29.1301205562
19,5,MLSL,50,51.0948908876
19,5,Non-elitist,50,21.6774563298
19,5,PSO,50,22.439126567
20,1,BFGS,50,30.2558459053
20,1,DE,50,42.9161720743
20,1,Elitist,50,37.0776747998
20,1,MLSL,50,33.1433250044
20,1,Non-elitist,50,34.4315427846
20,1,PSO,50,21.1126227829
20,2,BFGS,50,32.6748062469
20,2,DE,50,42.6542253198
20,2,Elitist,50,32.6568688253
20,2,MLSL,50,33.7859119131
20,2,Non-elitist,50,32.2366069937
20,2,PSO,50,23.3545316771
20,3,BFGS,50,35.9017729436
20,3,DE,50,40.2630142828
20,3,Elitist,50,35.5095536186
20,3,MLSL,50,39.8177460197
20,3,Non-elitist,50,34.1374229008
20,3,PSO,50,24.3625942137
20,4,BFGS,50,29.3296811724
20,4,DE,50,43.6694446403
20,4,Elitist,50,37.394927193
20,4,MLSL,50,40.9269781435
20,4,Non-elitist,50,32.2117694444
20,4,PSO,50,25.5251591778
20,5,BFGS,50,33.2649402134
20,5,DE,50,43.7042837923
20,5,Elitist,50,34.733443277
20,5,MLSL,50,38.6487196481
20,5,Non-elitist,50,31.1093220696
20,5,PSO,50,25.8540585844
21,1,BFGS,50,225.39490774909999
21,1,DE,50,64.4831570368
21,1,Elitist,50,33.0915967272
21,1,MLSL,50,55.2024379708
21,1,Non-elitist,50,36.3892837464
21,1,PSO,50,43.3119484708
21,2,BFGS,50,162.55097790920001
21,2,DE,50,54.8643932072
21,2,Elitist,50,47.4681325231
21,2,MLSL,50,50.410495923599996
21,2,Non-elitist,50,57.8338483376
21,2,PSO,50,48.884281771699996
21,3,BFGS,50,201.5696096693
21,3,DE,50,57.6985537498
21,3,Elitist,50,102.2357494279
21,3,MLSL,50,50.7925953142
21,3,Non-elitist,50,59.0667408515
21,3,PSO,50,41.6069512145
21,4,BFGS,50,253.02893095410002
21,4,DE,50,67.9312490472
21,4,Elitist,50,63.6890575928
21,4,MLSL,50,46.6594094638
21,4,Non-elitist,50,66.2035517424
21,4,PSO,50,44.0976798086
21,5,BFGS,50,107.88178444389999
21,5,DE,50,51.5097084612
21,5,Elitist,50,50.2166252588
21,5,MLSL,50,55.1295884071
21,5,Non-elitist,50,28.8979149241
21,5,PSO,50,30.1051231252
22,1,BFGS,50,244.6424057415
22,1,DE,50,55.783155050299996
22,1,Elitist,50,83.31922760879999
22,1,MLSL,50,52.007995101
22,1,Non-elitist,50,101.6962811767
22,1,PSO,50,39.6196564353
22,2,BFGS,50,315.6030848801
22,2,DE,50,68.4266681941
22,2,Elitist,50,89.5219612875
22,2,MLSL,50,65.6428473831
22,2,Non-elitist,50,51.908211086499996
22,2,PSO,50,54.2395977538
22,3,BFGS,50,239.8633171108
22,3,DE,50,72.6519265062
22,3,Elitist,50,116.5884228828
22,3,MLSL,50,73.9695591483
22,3,Non-elitist,50,112.0822935698
22,3,PSO,50,44.3081536855
22,4,BFGS,50,357.9475502402
22,4,DE,50,58.9305709938
22,4,Elitist,50,111.798865235
22,4,MLSL,50,72.5938147576
22,4,Non-elitist,50,110.9581658832
22,4,PSO,50,74.2342257214
22,5,BFGS,50,316.3924287969
22,5,DE,50,32.1170285284
22,5,Elitist,50,172.06456067029998
22,5,MLSL,50,53.5734375727
22,5,Non-elitist,50,60.003712171299995
22,5,PSO,50,35.179028328499996
23,1,BFGS,50,190.594910852
23,1,DE,50,41.859685855
23,1,Elitist,50,52.0363285998
23,1,MLSL,50,39.7683457101
23,1,Non-elitist,50,40.671101511
23,1,PSO,50,44.3264151289
23,2,BFGS,50,243.5186340294
23,2,DE,50,35.5740676578
23,2,Elitist,50,56.5632232597
23,2,MLSL,50,39.616643858
23,2,Non-elitist,50,41.7213237489
23,2,PSO,50,37.4540166647
23,3,BFGS,50,237.9813460724
23,3,DE,50,34.513050233
23,3,Elitist,50,48.8291364091
23,3,MLSL,50,37.8851847107
23,3,Non-elitist,50,33.9302240056
23,3,PSO,50,41.7804299861
23,4,BFGS,50,240.972670194
23,4,DE,50,44.3544699177
23,4,Elitist,50,49.4498358449
23,4,MLSL,50,36.762289483400004
23,4,Non-elitist,50,40.1331743023
23,4,PSO,50,43.3371149715
23,5,BFGS,50,194.8373504283
23,5,DE,50,41.1096858148
23,5,Elitist,50,51.4781247573
23,5,MLSL,50,43.1018404834
23,5,Non-elitist,50,37.1799852569
23,5,PSO,50,39.7898831992
24,1,BFGS,50,2111.0836135886
24,1,DE,50,487.47736903500004
24,1,Elitist,50,420.6571158907
24,1,MLSL,50,636.5203734557999
24,1,Non-elitist,50,248.7515644502
24,1,PSO,50,323.9072126094
24,2,BFGS,50,1967.7623586735
24,2,DE,50,511.8565943443
24,2,Elitist,50,365.4587388389
24,2,MLSL,50,631.0906645457
24,2,Non-elitist,50,291.6552762763
24,2,PSO,50,368.2175978939
24,3,BFGS,50,1980.933444168
24,3,DE,50,549.1136072255
24,3,Elitist,50,435.44536807139997
24,3,MLSL,50,595.5584563454
24,3,Non-elitist,50,309.18926195299997
24,3,PSO,50,368.6284025926
24,4,BFGS,50,1947.5623532256
24,4,DE,50,535.8812993395001
24,4,Elitist,50,385.2614936211
24,4,MLSL,50,658.9017663969
24,4,Non-elitist,50,297.6331886982
24,4,PSO,50,334.7474269554
24,5,BFGS,50,1644.8090695153
24,5,DE,50,485.61845553119997
24,5,Elitist,50,413.3859251847
24,5,MLSL,50,537.9926080111
24,5,Non-elitist,50,289.6025162091
24,5,PSO,50,354.1399146104
