fid_a,fid_b,alpha,iid,rep,vbs_regret,switch_budget,selected_algorithm,achieved_regret,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
2,10,0.1,6,15,0.2885589561992638,400,BFGS,1.5571404090658552,0.6622264399962594,0.5374243341497812,0.6622264399962594,0.6622264399962594,0.3488173156476256,0.6622264399962594,0.4402092978440262,1.5571404090658552,0.6622264399962594,0.5105532749314153,0.6622264399962594,1.5571404090658552,0.6830633748059113,0.5099776905771037,0.7092461129733328,0.5924329226461773,0.6622264399962594,0.6622264399962594,0.6464284701920836,0.6622264399962594
2,10,0.1,6,16,0.2898006119047246,500,BFGS,0.6931909545387619,2.073849940217362,0.6747292389904522,0.6747292389904522,0.6747292389904522,0.6820028108532438,0.6713664082239053,0.6747292389904522,0.6747292389904522,0.6747292389904522,0.6931909545387619,0.6747292389904522,0.6747292389904522,0.4353947189380256,0.6747292389904522,0.5039391519916628,0.5227490571002565,0.6747292389904522,0.6390291015266744,0.6255382175712654,0.6747292389904522
2,10,0.1,6,17,0.2750251992555889,500,BFGS,0.2933903039798109,0.7693610085332468,0.2750251992555889,0.7693610085332468,0.7693610085332468,0.4536993669514528,0.7693610085332468,0.7693610085332468,0.7693610085332468,0.522847705259301,0.2933903039798109,0.6326745545319522,0.7748983649280179,0.661676966920062,0.543794744195721,0.5684458331250983,0.5812446820307571,0.755262654562908,0.7627804890931461,0.7215279992851767,0.7693610085332468
2,10,0.1,6,18,0.2621285742119867,550,BFGS,0.604164810076845,0.7225422138929956,0.7225422138929956,0.7225422138929956,0.7225422138929956,0.6751611198309823,0.7225422138929956,0.7225422138929956,0.7225422138929956,0.7216057853402422,1.387964614372846,0.604164810076845,0.6746014272621725,0.7021307814790542,0.6375074887621293,0.7065896343105639,0.6539289804710394,0.7300374995385926,0.6192824611844203,0.778174316080322,0.7225422138929956
2,10,0.1,6,19,0.2773359934271028,450,Elitist,0.5279312653479433,0.6623329928354816,0.6623329928354816,0.6623329928354816,0.6623329928354816,0.7882337513805606,0.6651680968153985,0.6623329928354816,0.6623329928354816,0.5279312653479433,0.6623329928354816,0.5057785905076603,0.6580859477193696,0.5251939412227209,0.6623329928354816,0.7960559981173514,0.6360423365449047,0.7694773362375295,0.8387075384608406,0.8010169245536675,0.6623329928354816
2,10,0.1,7,0,0.2171625436778722,400,BFGS,0.5141203149523018,0.5586830897290627,0.5586830897290627,0.5586830897290627,0.6574511373237572,0.4011931590265259,0.4277734180723696,0.4748816853348169,0.5141203149523018,0.5586830897290627,0.95701184440567,0.5586830897290627,0.5439560499103512,0.4210522286426944,0.5586830897290627,0.5594665219827448,0.595597840165063,0.7357843777181919,0.5349770706772072,0.5240352534180528,0.5586830897290627
2,10,0.1,7,1,0.2402992924194745,450,BFGS,0.409699858855699,0.3747576552773026,0.9886580045244469,0.9886580045244469,0.3687689394496822,0.2669960357653272,0.9886580045244469,0.427104576288929,0.3436461505191975,0.409699858855699,0.4245120064339159,0.4619911829151725,0.7331439577304832,0.7411202181900941,0.564809070251629,0.8666289378896384,0.9585201293645068,0.9091856512677478,0.9647068130060212,0.9537282523988092,0.9886580045244469
2,10,0.1,7,2,0.2569873026636808,350,BFGS,0.3179080575463843,0.5918205507151144,0.5918205507151144,0.5918205507151144,0.2734068369901902,0.2591037391008595,0.2967466829916584,0.3179080575463843,0.2823176606343818,0.4901885617403459,0.4199283732880687,0.4463193906273944,0.4945134311676684,0.5667520189067453,0.5853116355242229,0.4933876138508445,0.5594627648724942,0.6155028326246811,0.6431838350686061,0.5732268744095405,0.5918205507151144
2,10,0.1,7,3,0.2242875048329997,550,BFGS,0.4974211759105974,0.3874419107058475,0.7296613814212247,0.7296613814212247,1.475686095713017,1.4455199376480825,0.5453256194058035,0.3545351297047608,0.3404245584455257,0.4279545509679706,0.449427702421849,0.4974211759105974,0.535967385076705,0.705546362954477,0.5954167125781602,0.5992857159064527,0.7296613814212247,0.7050568030955543,0.7296613814212247,0.6776066342174923,0.7296613814212247
2,10,0.1,7,4,0.332167039147441,400,BFGS,1.4801318226268023,0.7007663920125955,0.7007663920125955,0.7007663920125955,0.4790696389097316,0.7007663920125955,0.7007663920125955,1.4801318226268023,1.4801318226268023,1.480131825584874,0.4708177712956172,0.5087841096751073,0.5200556480417776,0.6480447660612833,0.6798368621967995,0.5699684160680059,0.5512736388153147,0.7007663920125955,0.7007663920125955,0.6655958384570091,0.7007663920125955
2,10,0.1,7,5,0.4306884453814099,450,Elitist,0.519321566509958,0.7760817291712703,0.7760817291712703,0.7760817291712703,0.7760817291712703,0.7760817291712703,0.7760817291712703,0.7024363764683194,0.5260395556838842,0.519321566509958,0.492378987243187,0.5050236693633582,0.5164626573811327,0.8446232802154682,0.5508137380873088,0.7458484755859993,0.7246935448593427,0.7799685229987681,0.7171185777188891,0.7171615149002784,0.7760817291712703
2,10,0.1,7,6,0.328068924755617,350,BFGS,1.6326342369317708,0.7661480329759707,0.7661480329759707,0.7661480329759707,0.3385260403865726,1.6326342369317708,1.6326342369317708,1.6326342369317708,0.4001954454787934,0.5363346066325911,0.4333096612443727,0.7661480329759707,0.574476874298172,0.573095019291892,0.5892297165259116,0.6435971257285221,0.7324944110281437,0.6090858231594451,0.695210253909078,0.7422676965100169,0.7661480329759707
2,10,0.1,7,7,0.413163531289152,350,BFGS,0.920029616372456,0.8850978285473703,1.688127491426052,0.8850978285473703,1.2791579770753505,1.2749816311065654,1.4980777990927905,0.920029616372456,0.926607845126368,0.9640220809684392,1.2567205916185735,0.5654351796777858,1.2567205916185735,0.7032575008105829,0.918206851102277,0.9384590161919176,0.7266899901849865,0.7616446704659112,0.7605913759727073,0.8529038745506418,0.8850978285473703
2,10,0.1,7,8,0.3463564800509549,450,MLSL,1.4272507095143787,0.7120260322148563,0.7120260322148563,0.4704090776065385,0.5969583281502568,0.5973248038313247,0.3463564800509549,0.4284788481363222,0.4129597143070462,1.4272507095143787,0.5034149999841045,0.532745507387775,0.5226342492602786,0.6250707320635857,0.5599781129468302,0.6665881112066993,0.6446831393966196,0.6021704265215384,0.7077821537803762,0.6886766000509079,0.7120260322148563
2,10,0.1,7,9,0.2675485428699866,400,BFGS,0.3371247532973802,0.526647853004721,0.526647853004721,0.3706420839391265,0.2743240215214458,1.2564715598104843,1.2564715598104843,0.3123015427852042,0.3371247532973802,0.4391138864503465,0.492781543998044,0.4828895208942602,0.5462278772671622,0.529939002080386,0.5209172325442654,0.4637726597582284,0.4442844628513604,0.5431317933932661,0.5648921636904958,0.5329289838429087,0.526647853004721
2,10,0.1,7,10,0.2534382256194219,400,BFGS,0.6830081278715854,0.6041569611963001,0.941852229897444,0.941852229897444,2.3024888757762203,2.3024888757762203,1.8166756575863812,1.8166756575863812,0.6830081278715854,0.6419580681352263,0.7939008396538034,0.7422728055274881,0.7451327685853327,0.7832132886560321,0.75525854175104,0.777635357241637,0.8346455127775209,0.8702193152003596,0.8432299120064449,0.954283788149136,0.941852229897444
2,10,0.1,7,11,0.361525805867845,550,Non-elitist,0.70432117781583,0.70432117781583,0.70432117781583,0.5013179460396793,2.181056510770053,2.409329522236596,0.4738998085068737,0.5507682811801399,1.4715802793237935,0.70432117781583,0.5582828732091446,0.70432117781583,0.7280943072496665,0.6325056603290866,0.6578828822537598,0.5939045719598456,0.6694571807089426,0.6982657565508141,0.7839793388789491,0.70994994949219,0.70432117781583
2,10,0.1,7,12,0.2408371884393602,550,Non-elitist,0.59435167338398,0.59435167338398,0.59435167338398,0.59435167338398,0.59435167338398,0.2408371884393602,0.2776952789352033,0.3155944211487941,0.4428452529789106,0.59435167338398,0.7152393248858178,0.59435167338398,0.5495208717679633,0.5864411725464506,0.4065327293034185,0.6107273579578903,0.7022730704200674,0.5318622014425775,0.7786055273255045,0.6822441891890016,0.59435167338398
2,10,0.1,7,13,0.3525828381236488,450,Elitist,0.5599434816173547,0.594133848706062,2.1361399027532486,0.594133848706062,1.1408109093903829,1.1484538748047968,1.5714165183336666,1.5632399860898176,0.8781748119674989,0.5599434816173547,1.0848220883304844,0.594133848706062,0.4534331175936157,0.6014654794231722,0.4153051249508816,0.4548237281580499,0.4735206090249773,0.5871157395927593,0.638408308369444,0.5921672734283372,0.594133848706062
2,10,0.1,7,14,0.3849451750425202,500,BFGS,0.4371195118492933,0.8240130424010407,0.8240130424010407,0.8240130424010407,0.8240130424010407,1.4794760334186052,1.722030609894465,1.722030609894465,0.4014272004546778,0.421417280508449,0.4371195118492933,0.4798954448282346,0.5938991459547681,0.6742134797612026,1.0083024787047945,0.6784223208234216,0.7694893424864877,0.7300995264091983,0.8240130424010407,0.7990121087495834,0.8240130424010407
2,10,0.1,7,15,0.3662774267253254,400,BFGS,0.8990374303062446,0.3721453536907343,0.7792619090416228,0.7792619090416228,0.7792619090416228,0.3934554796312146,0.4889786607073308,0.9357588541736828,0.8990374303062446,0.9005209028966512,0.9295955523043508,1.23571138856231,1.23571138856231,0.6933184229275262,0.6813820079097846,0.6409400294914648,0.7686067507888251,0.7216322279334645,0.8302126335259049,0.8219220019459738,0.7792619090416228
2,10,0.1,7,16,0.4136578775044605,400,BFGS,1.2248108050125817,2.690987772520697,0.6216739981828291,0.6216739981828291,2.0609095816221443,1.7368408770493922,0.800443459170541,1.2236836449227175,1.2248108050125817,1.186182289679231,0.4585826536922623,1.0011016012520175,1.0011016012520175,1.0011016012520175,0.4325178842838002,0.5284561610388937,0.5957957159356426,0.6709643352587911,0.7008836746608755,0.616569736538968,0.6216739981828291
2,10,0.1,7,17,0.2319321981031769,550,BFGS,0.4847572382467489,0.599648781097575,0.9331573033889208,0.599648781097575,0.9362750523307246,1.6912801006013043,0.4135667595458155,0.4280144899995425,0.4801566178855412,0.599648781097575,0.5685461679651614,0.4847572382467489,0.5190645242064174,0.5562417642652984,0.4950986817111752,0.5169067234443623,0.596081439119536,0.5497900627072541,0.563494939912175,0.599648781097575,0.599648781097575
2,10,0.1,7,18,0.4667186912197694,350,BFGS,1.802640265925027,0.5546057590831772,0.763881528178517,0.763881528178517,1.802640265925027,1.802640265925027,0.763881528178517,1.802640265925027,0.8246468695540341,1.5034453465141775,1.5034453465141775,1.5034453465141775,0.6390264742621465,0.6671597857724214,0.6257315307266462,0.7171880841904846,0.825446771880071,0.8097012232939652,0.7900540036826829,0.8259055147765649,0.763881528178517
2,10,0.1,7,19,0.3371054882777927,450,BFGS,0.7344645805871525,0.3477777952278655,0.7864016492648044,0.7864016492648044,0.7864016492648044,0.6068396913657741,0.4490212531982312,0.6485399904835483,0.7864016492648044,0.7344645805871525,0.7398680862905275,0.7864016492648044,0.7738279953194784,0.5939484533493061,0.7037577066815418,0.7279844757760534,0.8619590626304916,1.06943853980312,0.837934995217033,0.7350364062453514,0.7864016492648044
2,10,0.3,6,0,0.368078791276013,500,BFGS,0.8239047068471067,0.9408689379026148,0.9408689379026148,0.9408689379026148,0.9408689379026148,0.6064513000918037,0.9408689379026148,0.9408689379026148,0.7327465930603503,0.9408689379026148,0.8239047068471067,0.6166767632719087,0.9408689379026148,0.7865739493516899,0.7104513721650831,0.8241619928168803,0.9150259802737593,0.7881613339337821,0.9408689379026148,0.905807207390878,0.9408689379026148
2,10,0.3,6,1,0.3043000301942257,500,BFGS,0.6645513143985912,0.7566566871834639,0.7566566871834639,0.7566566871834639,0.7566566871834639,0.5547586819456505,0.8837463556728888,0.8203113959805225,0.4724472803701671,0.6429266589591991,0.6645513143985912,0.5487779662061274,0.8300345529709956,0.7970991158494547,0.7618899724124962,0.7731367777980495,0.785985874994136,0.8500658778555568,0.7566566871834639,0.7346455189162843,0.7566566871834639
2,10,0.3,6,2,0.2175136349921808,400,BFGS,0.6103183806992479,0.2175136349921808,0.7993135425717025,0.7993135425717025,0.7993135425717025,0.2519658701769617,0.3942527001329568,0.5555026613065729,0.6103183806992479,0.5738438849438274,0.6544051591724058,0.7993135425717025,0.6240285781067255,0.6958626928895124,0.6257814435521092,0.6730055611701257,0.5907003023638786,0.7060214746319609,0.8321217717413752,0.7343553733502436,0.7993135425717025
2,10,0.3,6,3,0.3423608880971074,500,BFGS,0.46481719256945,0.6878948573196395,0.5666016977740346,0.6878948573196395,0.6878948573196395,0.4553712295806459,0.7922469983101953,0.8259213932480974,0.4339079507052915,1.450338816778001,0.46481719256945,0.7496397229366513,0.4524629442534431,0.51910339556527,0.6014931185039218,0.6434843521874258,0.6850865889559373,0.6759436836989509,0.6878948573196395,0.6359007598685669,0.6878948573196395
2,10,0.3,6,4,0.2893125646516921,500,BFGS,0.367728473785657,0.3568011166322939,0.6303703785928757,0.4809286903801,0.6303703785928757,0.6303703785928757,0.6303703785928757,0.6303703785928757,0.5441066444962993,0.6303703785928757,0.367728473785657,0.5820439247886534,0.5238059963325687,0.4407103791581911,0.4732317778156054,0.4080395135201375,0.4880777220178477,0.5544586135977893,0.4551978939129974,0.5982921620406626,0.6303703785928757
2,10,0.3,6,5,0.2320981393563853,500,BFGS,0.5224159028780795,0.7944069250196911,0.7944069250196911,0.7944069250196911,0.7944069250196911,0.6538573958703666,0.3576963293895181,0.7257078458497307,0.6372964118447544,0.7944069250196911,0.5224159028780795,0.6557786040179001,0.52353879315753,0.8272408273346148,0.855954981927738,0.8152748267333926,0.7824677007563668,0.7591401209868832,0.7102984372524015,0.7944069250196911,0.7944069250196911
2,10,0.3,6,6,0.2158838341123514,400,BFGS,2.0606823460928254,0.8969710395227223,0.579352081994588,0.8969710395227223,0.8969710395227223,0.8969710395227223,0.8117846945145684,0.6987094310501653,2.0606823460928254,0.8969710395227223,0.6113902960937765,0.5931224336627112,0.5222685121938861,0.8406100368412216,0.8969710395227223,0.8726329277670873,0.9065019414348898,0.7750612031179263,0.8481083288540678,0.8552589844005167,0.8969710395227223
2,10,0.3,6,7,0.2777301741520612,450,Non-elitist,0.505425318439853,0.505425318439853,0.6121112250374662,0.505425318439853,0.525588055136183,0.4211413959039168,0.3099065151707796,0.505425318439853,0.505425318439853,0.505425318439853,0.4212354314697126,0.5244619187092284,0.4821775938614965,0.490454113764959,0.5200989290970526,0.541713472873717,0.4717671568730631,0.5132919046661512,0.505425318439853,0.4882037055960729,0.505425318439853
2,10,0.3,6,8,0.3427676397673481,550,Non-elitist,0.761066078568404,0.761066078568404,0.761066078568404,0.761066078568404,0.761066078568404,0.761066078568404,0.5952591029803913,0.4824395918463039,0.5000360354900651,0.761066078568404,0.4837931669457905,0.761066078568404,0.5762293334903678,0.6580658169691489,0.8752828790251899,0.7420092654000895,0.8351785488622444,0.8455938517047239,0.8205706011410895,0.7219185598033334,0.761066078568404
2,10,0.3,6,9,0.2031386968054239,500,BFGS,0.5081135625126127,0.5775164344886083,0.5775164344886083,0.5775164344886083,0.4615100155061644,0.4396180006666735,0.5478444548464072,0.5775164344886083,0.3230067500863006,0.5775164344886083,0.5081135625126127,0.5775164344886083,0.4769912146876619,0.5154770488027509,0.5775164344886083,0.4918005850525373,0.5554675323736387,0.534585058411807,0.6217664574106972,0.5819833305404822,0.5775164344886083
2,10,0.3,6,10,0.303965364613614,400,BFGS,0.5292652059087148,0.6862473128612495,0.6862473128612495,0.6862473128612495,0.6862473128612495,0.6862473128612495,0.3450599228149692,0.3540104204289122,0.5292652059087148,0.5849891491765901,0.4097444352547244,0.680120730507746,0.7014323052518466,0.6864301515418458,0.6862473128612495,0.7162964500109752,0.7680065884277343,0.6575509050997531,0.7959505616628844,0.7182512671600993,0.6862473128612495
2,10,0.3,6,11,0.3255511727311997,500,BFGS,0.5950193622878215,3.1257524753108505,0.6943406653050834,0.6943406653050834,0.5596321335666988,0.6413630619529841,0.6943406653050834,1.3268010989994237,0.4582365969852099,0.6943406653050834,0.5950193622878215,0.565854586185664,0.6663302679932182,0.6225039099739503,0.612836705537525,0.5805717047940019,0.6158880828416522,0.6201377458755043,0.6956986064263635,0.6581480133150425,0.6943406653050834
2,10,0.3,6,12,0.2918860505790791,450,BFGS,0.445130563192393,0.6201265820378904,0.6201265820378904,0.6201265820378904,0.6201265820378904,1.693820931527216,0.4689279983946186,0.4994939572497179,0.6201265820378904,0.445130563192393,0.3250920595276641,0.3903660336415798,0.4238532511501459,0.3619630472682906,0.3596866108298523,0.6200170273543351,0.591021766627831,0.6329884418663962,0.5743528566627323,0.5912625590537333,0.6201265820378904
2,10,0.3,6,13,0.2306054618042023,450,BFGS,0.4997250457615052,0.6869691849805915,0.7653258058588494,0.7653258058588494,0.7653258058588494,0.72628746818466,0.7653258058588494,0.7653258058588494,0.4842502937852467,0.4997250457615052,0.7061745434118792,0.497152956036707,0.4917206995562413,0.8950340659819928,0.7053701589696484,0.7753254018903011,0.7294310619453342,0.8910647045054982,0.7452260343855447,0.7230113653856893,0.7653258058588494
2,10,0.3,6,14,0.299197637776782,550,BFGS,0.6186398712149552,0.8637841507885793,0.8637841507885793,0.7555598848001029,0.8637841507885793,0.8637841507885793,0.3468386047035612,0.8637841507885793,0.3762418828621154,0.3897046993242398,0.5741640372296396,0.6186398712149552,0.5763330258230626,0.5793623609356714,0.698770668215127,0.6458477948773275,0.7555820468388544,0.7348295117422811,0.8637841507885793,0.8240068393787948,0.8637841507885793
2,10,0.3,6,15,0.2678349983375719,500,BFGS,0.4222743257512977,0.9326408573019672,0.9326408573019672,0.9326408573019672,0.9326408573019672,0.5465848850892855,0.7360107297450474,0.6286468215081995,0.9326408573019672,0.9326408573019672,0.4222743257512977,0.9326408573019672,0.7124857984451326,0.8311218062628086,0.9326408573019672,0.7401196316297706,0.8858390014926677,0.9515469125236962,0.975803426546004,0.8924427266487692,0.9326408573019672
2,10,0.3,6,16,0.4094287816235867,500,BFGS,1.1941716264889073,0.8497625151998923,0.8497625151998923,0.8497625151998923,0.4439476543692083,0.6520638794853211,0.4094287816235867,0.8497625151998923,0.5908421833526073,0.852679358172473,1.1941716264889073,0.8497625151998923,0.8252186998098885,0.8472222565163132,0.9525124499676176,0.9563921551247532,0.9251232388090675,0.8221112036557254,0.9129049162025944,0.88685699614385,0.8497625151998923
2,10,0.3,6,17,0.2525931665147368,400,BFGS,0.4245740653684327,0.7893382035093929,0.7893382035093929,0.7893382035093929,0.7893382035093929,0.7893382035093929,0.344769950582455,0.4311827875939836,0.4245740653684327,0.4971999431808828,0.6147991965838389,0.5088868249093571,0.63478944185823,0.6951780524268587,0.57408187934594,0.6175111963910928,0.73352375640059,0.7511638711999583,0.7996937743033835,0.7494182853708525,0.7893382035093929
2,10,0.3,6,18,0.2332639525264697,500,BFGS,0.4432542721031953,0.5511482114305825,0.5511482114305825,0.5511482114305825,0.5511482114305825,0.5892568209303659,0.5511482114305825,0.7302244676180746,0.4294214039645597,0.5511482114305825,0.4432542721031953,0.5511482114305825,0.6431226050524513,0.5066646133310018,0.546675732177208,0.6294375791369999,0.5769537119034006,0.4617582771220122,0.5493671842383873,0.6054508330593513,0.5511482114305825
2,10,0.3,6,19,0.3450220311523547,550,Non-elitist,0.8123495652410628,0.3450220311523547,0.8123495652410628,0.8123495652410628,0.8123495652410628,0.8123495652410628,0.8123495652410628,0.6306971250760733,0.8123495652410628,0.8281462360707601,0.8233581885829838,0.8123495652410628,0.9419508644726652,0.6650234015122181,0.6769934916362949,0.8808879475148997,0.8428462918457279,0.8353090757593044,0.7441030224847587,0.8441643716193022,0.8123495652410628
2,10,0.3,7,0,0.3335123342674301,600,BFGS,1.3436765846978818,1.0770248983632713,1.0770248983632713,1.0770248983632713,0.5223929853352519,0.5561978135757886,0.7813361505071256,1.970741535529715,0.5926168148888741,1.0770248983632713,0.5960541372644865,0.586531299027347,1.3436765846978818,0.7825845548425863,0.8024993222281982,0.9155819928736946,1.03946543258025,1.1437604923943767,1.1316061587250927,1.0336375321819646,1.0770248983632713
2,10,0.3,7,1,0.3680276302686736,500,Elitist,0.7321476393842449,0.7955803559377435,0.7955803559377435,0.7955803559377435,0.4065774630721743,0.595616779865484,0.5455518604160767,0.3680276302686736,0.769149655349742,0.6124622232442253,0.7321476393842449,1.331464533377989,1.331464533377989,0.712909384987156,0.7652699006039706,0.7979707322306245,0.6718575300094113,0.8312194021172353,0.6985610122797611,0.7719911130237479,0.7955803559377435
2,10,0.3,7,2,0.2367474603240618,400,BFGS,0.455363911320468,0.6718749699474935,0.6718749699474935,0.6718749699474935,0.2367474603240618,0.2646216937511935,0.3996524729025093,1.3430929562626552,0.455363911320468,1.3430929562626552,0.5171337864843394,0.544881022845444,0.6045456279100897,0.6718749699474935,0.606935834920542,0.7346548679808579,0.523622931149975,0.5824829364085942,0.6718749699474935,0.6718749699474935,0.6718749699474935
2,10,0.3,7,3,0.3393460598957194,300,BFGS,0.5607270095094344,0.3393460598957194,0.3856564852293405,0.7275394605475392,0.3965868512635049,0.849815526798803,0.5607270095094344,0.568515737861616,0.5675046916482789,0.4767774243774407,0.6012988171532172,0.6786031054976369,0.4871289706014373,0.5105779182410525,0.6588178890729123,0.5383817010981753,0.6905995967612113,0.6710157860106771,0.6841913459514062,0.70641542107348,0.7275394605475392
