fid,iid,rep,budget,pred_t0,pred_t1,pred_t2,pred_t3,pred_t4,pred_t5,pred_t6,pred_t7,pred_t8,pred_t9,pred_t10,pred_t11,pred_t12,pred_t13,pred_t14,pred_t15,pred_t16,pred_t17,pred_t18,pred_t19
4,2.0,17.0,150,-2.4526213827038923,-1.6028047220749693,-1.920399713068949,-1.9459457874747832,-1.48531760852971,-1.6942255770352166,-1.6360477546828602,-2.123983118463965,-1.7716871785693094,-1.3790280135144073,-2.3694224104248116,-1.589220172669846,-1.8126589326404285,-1.5715248879897648,-1.8204392214057183,-1.9708101629348052,-1.978054326120539,-1.8956614305794073,,
4,2.0,17.0,200,-1.571191552237936,-1.565377494945304,-1.7786076642567819,-1.8410900746211922,-1.5800935200562334,-2.068944108982111,-1.998879932169896,-1.7219782378498232,-1.690952289909759,-1.93525380429979,-2.0358352218041325,-1.9762173500069227,-2.1978843864085373,-2.978355482698133,-3.6605043704550337,-3.1463113261795312,-3.0459988449338673,,,
4,2.0,17.0,250,-1.5515642109547174,-1.6094977292192472,-1.3032602685307575,-1.129075693275396,-1.5599157718548144,-2.1693978907271316,-1.6082910986222476,-1.3762507693772743,-1.3849086628299436,-1.3170615388360327,-1.3138484354057467,-1.2118063159765808,-1.3877000913299142,-1.4028168363042945,-1.2855325761666767,-1.316406174333175,,,,
4,2.0,17.0,300,-1.5447714852754744,-1.1370707206724915,-1.2565902055753602,-1.3385000062499026,-1.2762924240380928,-1.446118684778496,-1.1561848058576534,-1.190750964500249,-1.209070398568218,-1.0718290877224272,-1.0508322364047926,-1.2264950386446487,-1.074012225841182,-0.9495501294227744,-0.9596528618189862,,,,,
4,2.0,17.0,350,-1.3131740555721743,-1.1972667217037805,-1.33149021680169,-1.0961093274779168,-1.2566044902528302,-1.3776754301805734,-1.4643450063848855,-1.4808520155491283,-1.1013936983956656,-1.117323118150525,-0.9564607374930387,-0.9281465710855137,-1.016717705685805,-0.8868827612974864,,,,,,
4,2.0,17.0,400,-1.1863574897548559,-1.2013104784858455,-1.6651468399720524,-1.3010055683406263,-1.2733193702998584,-1.3512974566803517,-1.2837884152907864,-0.9475449508760616,-1.290202220947072,-1.0305544719352782,-1.0202066632005613,-1.0616539654500787,-1.036178288419024,,,,,,,
4,2.0,17.0,450,-1.7290102661541384,-1.9358194710979344,-1.6368357473507642,-1.5151055544108971,-1.501758076178457,-1.504455678789635,-1.4244136145605417,-1.1424149503147856,-1.2587026280111409,-1.143094763259637,-1.3123504891922968,-1.6297575119917758,,,,,,,,
4,2.0,17.0,500,-1.2907277551118763,-1.3175942528365299,-1.1106675091265847,-1.4725135822001434,-1.1500965467961135,-1.242288477952092,-1.3568583769622158,-1.1651927338358936,-1.0682791340123763,-1.15150763166312,-1.1646586733034212,,,,,,,,,
4,2.0,17.0,550,-2.2011479468309663,-1.8540159385678985,-1.772700983433855,-1.7673991868493513,-1.5235472620527502,-1.3921868134414948,-1.6346446875595828,-1.3179741673817877,-1.3261185654638803,-1.3126256394936957,,,,,,,,,,
4,2.0,17.0,600,-2.2458099373442617,-2.4861352276293407,-2.3666763002036855,-1.922904606412253,-1.700192898328128,-1.6447146291296968,-1.7195553730771223,-1.6862948929441228,-1.4746540978826648,,,,,,,,,,,
4,2.0,17.0,650,-2.621193495591359,-3.030729236107257,-2.1619288129908503,-1.7151048795035764,-1.7255931381711238,-1.5667830693545217,-1.6850112450669337,-1.5638935666009408,,,,,,,,,,,,
4,2.0,17.0,700,-2.010212683444142,-1.6469450272814592,-1.4786531271453949,-1.7316093242658548,-1.6367959785582409,-1.7538051615921042,-1.645309654032401,,,,,,,,,,,,,
4,2.0,17.0,750,-1.5813227238816907,-2.0080237854797387,-1.6531143105758093,-1.6219535915226566,-1.6775145294322877,-1.5685072674327984,,,,,,,,,,,,,,
4,2.0,17.0,800,-1.8547653099564327,-1.7623588269965726,-1.8365762063429572,-1.7652989794064577,-1.516938395754879,,,,,,,,,,,,,,,
4,2.0,17.0,850,-1.7036495750777898,-1.6805181721078433,-1.509805886099051,-1.590532882478542,,,,,,,,,,,,,,,,
4,2.0,17.0,900,-1.749469229375443,-1.7040551649949809,-1.3793698799565448,,,,,,,,,,,,,,,,,
4,2.0,17.0,950,-1.8220054599361808,-1.5440032037918037,,,,,,,,,,,,,,,,,,
4,2.0,17.0,1000,-1.5300652668412087,,,,,,,,,,,,,,,,,,,
4,2.0,18.0,50,-1.8152344896272248,-1.6478554270648524,-2.184656959408506,-2.0487127524048967,-1.9349645099853838,-1.866079687877758,-1.7908363008108723,-1.7952935957483709,-1.5380646681973675,-1.5970795872801902,-1.5416567329742532,-1.7733894437726276,-2.124557396217602,-2.061962243225813,-1.430623104047472,-2.1851291486433313,-1.8451399293153616,-1.7427317391426456,-1.7127582084343014,-1.6225318299329243
4,2.0,18.0,100,-2.9541087347457604,-2.6500786883544514,-2.351191385451452,-2.284144707922331,-2.3492042889806886,-2.3016169608711006,-2.21357148842247,-2.130973248421658,-2.2988778358424504,-2.132029653490807,-2.036003675201256,-2.114388010096861,-2.1740476158700033,-2.221289628443885,-2.7529936413884206,-2.06929175107528,-1.6654299531160515,-2.0425100907311893,-1.8727218499899352,
4,2.0,18.0,150,-1.5799470861917744,-1.3883818434529578,-1.411672894981654,-1.447910958901867,-1.5619134600860372,-1.3270522907192963,-1.2658636531001817,-1.3770172274353116,-1.285524895581226,-1.379137962544017,-1.4052334237363155,-1.2917839052032765,-1.0881529503785976,-1.1769481085989828,-1.3536119407533633,-1.3464909739839142,-1.2798701513304793,-1.4839796481657865,,
4,2.0,18.0,200,-1.205173041198283,-1.3058456169009485,-1.2417046731754426,-1.2770230659187998,-1.281198729984785,-1.195362245382978,-1.3018062775684218,-1.1648643415491138,-1.1049580099348992,-1.121202570033303,-1.1146458251031863,-1.111885775994854,-1.087655330786854,-1.073562682529748,-1.225019046842274,-1.0139637556535295,-1.0388578741514314,,,
4,2.0,18.0,250,-1.835249636239185,-1.2172733103184028,-1.1779261116039645,-1.2303876581034958,-1.1740395878534629,-1.140839474894095,-1.1742459163853716,-1.2028800417934442,-1.1244042587141483,-1.1467677076904659,-1.0221558064175238,-1.0390124861265506,-0.9885520877608843,-1.0778485776828346,-1.1462862326873093,-1.1569329941387332,,,,
4,2.0,18.0,300,-1.251636667594465,-1.19199796661254,-1.1799344276707036,-1.130068030575113,-1.1614344419703362,-1.127000641482526,-1.1230549442015885,-1.1016160950178338,-1.1299722079784258,-1.0234919528846058,-1.0177402878056379,-1.0009916392631317,-1.0300204071756123,-0.9691862948740257,-1.006915435025245,,,,,
4,2.0,18.0,350,-1.1371366006073553,-1.1407655421952463,-1.125684546590236,-1.0940381070855565,-1.1108277506557132,-1.0980056956309925,-1.1206989148174282,-1.091325393825344,-0.9802888080724377,-0.9642317870315877,-0.9632898350826028,-0.9620055560369823,-0.9695609847729807,-0.9994127013720174,,,,,,
4,2.0,18.0,400,-1.1724728154556232,-1.173087230141561,-1.1122949750598323,-1.1438419415158023,-1.1493075993912536,-1.2132076730869565,-1.103788734572165,-1.048950347290795,-1.0345569321010952,-1.0140564520137698,-1.02177032576899,-1.0071929809730278,-1.0439785445778733,,,,,,,
4,2.0,18.0,450,-1.208448466428391,-1.4178010205959823,-1.2037463901760441,-1.1240400450834203,-1.2926373211418591,-1.1954490978135777,-1.1301365631086275,-1.0935812649878351,-1.1825406762087818,-1.0636630731412613,-1.0237169007942661,-1.0706161613559853,,,,,,,,
4,2.0,18.0,500,-1.2222137926272765,-1.13441078576299,-1.1477682532236388,-1.15780551757844,-1.0876015924075408,-1.0729969079516817,-0.9538529180921564,-0.997776101092153,-1.0149285721876624,-1.0294584571015588,-0.9767753055407942,,,,,,,,,
4,2.0,18.0,550,-1.1502935553340679,-1.099217171771619,-1.1237784315666601,-1.1268100292838013,-1.0320809941547726,-1.032361738312865,-1.045632744908195,-1.0024877316768792,-1.0421107144843211,-1.0353060098288702,,,,,,,,,,
4,2.0,18.0,600,-1.2634134702583812,-1.1580409238361284,-1.21559762348996,-1.0825313772430005,-1.051838953787858,-1.1027305834848307,-1.0850349263761088,-1.0729267348886369,-1.0457632749397026,,,,,,,,,,,
4,2.0,18.0,650,-1.210467058091949,-1.1632096150954683,-1.0554287730476657,-1.1482590381077922,-1.097473167973908,-1.0921623667642315,-1.1035551417760692,-1.1015817512054966,,,,,,,,,,,,
4,2.0,18.0,700,-1.167644709496171,-1.1092277447182888,-1.2166685262751744,-1.0705370647108527,-1.1425656030357867,-1.0679527323317417,-1.1916516171404519,,,,,,,,,,,,,
4,2.0,18.0,750,-1.0183840026673,-1.0407726407211555,-1.0307899548568968,-1.0524347984344433,-1.0292293677722528,-1.0805835233373606,,,,,,,,,,,,,,
4,2.0,18.0,800,-1.0089346641772057,-1.0827728539461188,-0.9807383787165169,-1.0203686347609124,-1.0262848683446166,,,,,,,,,,,,,,,
4,2.0,18.0,850,-1.0085018449548773,-0.9942628051680144,-0.9890114057144112,-0.970327189841634,,,,,,,,,,,,,,,,
4,2.0,18.0,900,-1.0507038982493664,-1.0437875074485436,-1.0423742562545266,,,,,,,,,,,,,,,,,
4,2.0,18.0,950,-1.027194791369409,-1.0595911065107655,,,,,,,,,,,,,,,,,,
4,2.0,18.0,1000,-1.0145956821176925,,,,,,,,,,,,,,,,,,,
4,2.0,19.0,50,-1.9557391107000688,-2.5492791395991348,-2.1327658031078274,-2.2336461041772484,-1.9133237344399368,-2.0753754538939297,-2.1351478147148444,-1.9452387085808363,-1.8376445337197649,-2.302444578053284,-1.9938674810289092,-2.062345940580387,-1.893436372862601,-1.9009659650389774,-2.112163414796324,-1.867276948657903,-1.8493869220358137,-1.8526299341137114,-1.5178391303417038,-1.704458046207019
4,2.0,19.0,100,-2.2739015609881346,-2.375798375986774,-2.1185187121206703,-2.1825776858087873,-3.0035973849953908,-2.178373277262955,-2.150812255186528,-2.431858690282486,-2.005747963818565,-2.136184726999217,-2.3276943240163415,-2.2618162432735396,-2.0336927937978864,-1.7526763640650622,-2.225464219143046,-2.3709262245030374,-2.1940673048131742,-1.8099669039165915,-1.8486364631779058,
4,2.0,19.0,150,-1.3881073418434737,-1.284969054600852,-1.3774362802275402,-1.3542228863766566,-1.3649988300061555,-1.396959195671478,-1.3892100725208802,-1.4131571772784535,-1.2995380594214387,-1.362981160983492,-1.5180420782019344,-1.3061026257680306,-1.1543397337650234,-1.253864424484009,-1.4738259480966245,-1.3832428837308115,-1.2482580969648764,-1.1539939957765473,,
4,2.0,19.0,200,-1.9824384250957807,-1.8888781151230372,-1.6259709096751873,-1.8332014969680326,-1.8597560006387421,-1.6902085693971285,-1.3977285033755795,-1.3982771445939577,-1.4094174625830556,-1.4754068770902524,-1.1957935884221842,-1.0782120577443244,-1.2477812400624473,-1.1876487713230752,-1.0865139726909618,-1.032235279444524,-0.9925467500614062,,,
4,2.0,19.0,250,-1.7992533500122465,-1.4736661061152527,-1.345855578683777,-1.3664308598740365,-1.3931693469405535,-1.2418064290550015,-1.4560216220457105,-1.420594721315629,-1.3521370176509742,-1.4575701588083074,-1.3496181447987603,-1.2821884344772345,-1.337254905224782,-1.2618447011007081,-1.3360140053114078,-1.4164754491419704,,,,
4,2.0,19.0,300,-1.2956171796918639,-1.2431248344279169,-1.23407943860365,-1.2050473280035967,-1.2094340069307035,-1.2209727886592099,-1.1618120391800448,-1.1550110143903145,-1.1631279427524837,-1.0605532888728113,-1.1319194478112176,-1.0923865492337697,-1.0842424030428393,-1.100613541047327,-1.0767108801296255,,,,,
4,2.0,19.0,350,-1.2629706945451937,-1.2640429211191402,-1.2506122616207005,-1.2193707051099634,-1.2788694103342635,-1.2096668890846103,-1.2530973515890715,-1.2033462148905474,-1.1138723729410467,-1.140434790967082,-1.162502918310679,-1.1297031492318423,-1.1158916541060027,-1.107518977532141,,,,,,
4,2.0,19.0,400,-1.2192438044845841,-1.1922328443492982,-1.1904526154445112,-1.2918638879521227,-1.237461797413685,-1.2618720372810879,-1.2027119775069905,-1.2208285324356372,-1.1987416502547015,-1.1569987482245687,-1.1215140749359527,-1.1950675436355687,-1.238467475075309,,,,,,,
4,2.0,19.0,450,-1.3552446870088952,-1.407451641493941,-1.2615952538693784,-1.3819425230511977,-1.3605838152604546,-1.2796611270141873,-1.2254598800025744,-1.2564886736954137,-1.171933929097702,-1.2414743629916882,-1.2190055925607497,-1.2541013531169596,,,,,,,,
4,2.0,19.0,500,-1.337918542174205,-1.3418480796930152,-1.247526994933054,-1.237059645913879,-1.1855911444611134,-1.1505440205873665,-1.1804157243566191,-1.1482743555262667,-1.1187588522319474,-1.1491404200491604,-1.1631180454824108,,,,,,,,,
4,2.0,19.0,550,-1.2988187259661235,-1.3395944253238827,-1.284928395770698,-1.2559265270978548,-1.2061117534328796,-1.1286160900041677,-1.154172728845368,-1.1816919248257334,-1.1776630540761652,-1.131081364637349,,,,,,,,,,
4,2.0,19.0,600,-1.2524335306327754,-1.2508659975633378,-1.3066755455014054,-1.1718841592548417,-1.1531985761591428,-1.1517437933954329,-1.131607446200908,-1.254298124885741,-1.1443410934189802,,,,,,,,,,,
4,2.0,19.0,650,-1.2386152413211429,-1.1800385358812455,-1.1316142629995598,-1.149041496376464,-1.1627383768093178,-1.1555875774028568,-1.1629693058012025,-1.1647774109459705,,,,,,,,,,,,
4,2.0,19.0,700,-1.3480890642552354,-1.1629105653223633,-1.132629563491381,-1.2312523884340723,-1.1801346436870235,-1.1744220159769325,-1.2259443045554392,,,,,,,,,,,,,
4,2.0,19.0,750,-1.3842493236424338,-1.329439457587031,-1.6141861140713638,-1.3596517087455984,-1.5516976744948632,-1.4654678247119466,,,,,,,,,,,,,,
4,2.0,19.0,800,-1.2702106300167453,-1.2524320051354423,-1.35299696081961,-1.2689611043954632,-1.211733286051211,,,,,,,,,,,,,,,
4,2.0,19.0,850,-1.1415112560332712,-1.1355278840271725,-1.1682363715783768,-1.1838830646874121,,,,,,,,,,,,,,,,
4,2.0,19.0,900,-1.1904839111813885,-1.1842979585937194,-1.1980560014017854,,,,,,,,,,,,,,,,,
4,2.0,19.0,950,-1.2334723886046488,-1.3144692487949536,,,,,,,,,,,,,,,,,,
4,2.0,19.0,1000,-1.183628944695529,,,,,,,,,,,,,,,,,,,
4,3.0,0.0,50,-1.5750053330157432,-1.656160961807692,-1.643280086041348,-1.63537659897276,-1.6646973478951006,-1.7068755210792979,-1.7385102278861628,-1.6353235077651829,-1.7731984267841587,-2.0025666372766118,-1.861198282696941,-1.5178115992025196,-1.7929557681203037,-1.3888054254051516,-1.3661345797062574,-1.3016217890094852,-1.368236234132887,-1.4717304035242704,-1.2908528511128072,-1.3948329262019523
4,3.0,0.0,100,-1.7227774528714606,-1.6869088934819692,-2.110399301045699,-1.6305088090113449,-1.675800655297937,-1.4455448716949837,-1.555938662975644,-1.6376827315440585,-1.5581233943094641,-1.4000112146316153,-1.4596568741813627,-1.4207253244816425,-1.2448408325319462,-1.2243820115698232,-1.205940654500553,-1.0456582466287974,-0.9569317688685239,-1.1075540207921877,-1.145463180902082,
4,3.0,0.0,150,-1.157016807892305,-1.1255401733353758,-1.2590638269068484,-1.1704000099212148,-1.0467078909280905,-1.0498104043331231,-1.1336530786643981,-1.1677992210382486,-1.0623039084224803,-1.0654401269536837,-1.0913660429635283,-0.9652262102231804,-0.8322437089772203,-0.835894588944155,-0.8542734639132725,-0.8694436118322483,-0.858306399435828,-0.8316677995234144,,
4,3.0,0.0,200,-1.8058805358139798,-2.005178676631714,-2.188288103836633,-2.364378964097422,-2.3155460422222243,-2.482672299850623,-2.230078379370983,-2.214657183255856,-1.5818940576962153,-1.9018407880250219,-1.730866674361873,-2.2603531251066764,-2.1582567078591675,-1.8372191943464995,-2.050448896020613,-2.3027259179040014,-2.030061337805407,,,
4,3.0,0.0,250,-1.4689955591306538,-1.4267669580125284,-1.5330703255805913,-1.304835346932466,-1.6436345125362846,-1.5056257641112256,-1.4914957932934982,-1.4411416716447931,-1.6171257715664553,-1.569468256767862,-1.3516076955228131,-1.4128981474085056,-1.5206298728065801,-1.2206863169926476,-1.197934014277474,-1.0846333619349153,,,,
4,3.0,0.0,300,-1.262441409630128,-1.2109107722709704,-1.2259842136242687,-1.1631087119118673,-1.1541631731486075,-1.2043083040022702,-1.2091270796435811,-1.1894806084013725,-1.1958138494445334,-1.0972618506869727,-1.038737848931069,-1.032030427824481,-1.0340333821027194,-1.090840023342559,-1.0220931402367333,,,,,
4,3.0,0.0,350,-1.227803304341469,-1.2515260763812506,-1.2460821715298571,-1.342190621830968,-1.3008550326710737,-1.2807664961621315,-1.294248886996961,-1.3111766027917264,-1.1316161360699595,-1.0795030040945552,-1.1125585124833246,-1.120353259022545,-1.0864257390875964,-1.1320115342385235,,,,,,
4,3.0,0.0,400,-1.3438600101637097,-1.338991514466576,-1.790950935749452,-1.4091775394452555,-1.4803981049366952,-1.4571850407417823,-1.3185055720368595,-1.1446992083543543,-1.1588112606333347,-1.1158413894516976,-1.1828214978312601,-1.1319818731693037,-1.1529481869268778,,,,,,,
4,3.0,0.0,450,-1.2807149561674733,-1.280706333404107,-1.3267725555177046,-1.2935782844225043,-1.2893764811911488,-1.3824579719089685,-1.208759610162188,-1.1927122776257189,-1.1181717205336696,-1.1359177093972344,-1.1487191691573546,-1.12059377403543,,,,,,,,
4,3.0,0.0,500,-1.3840164185197543,-1.3050050699161617,-1.270805258765139,-1.2059688167012377,-1.235401221012136,-1.032646987095594,-1.0440154417967447,-1.0667888056086172,-1.0479078644087647,-1.0320477781074209,-1.0423705724003303,,,,,,,,,
4,3.0,0.0,550,-1.2976596122433315,-1.2157050632731101,-1.1989710869341503,-1.1811356603074534,-1.0613752778305878,-1.060646004459987,-1.0787681209472466,-1.0353408614204676,-1.0776900441288746,-1.1649325227345062,,,,,,,,,,
4,3.0,0.0,600,-1.1934454671483261,-1.1992139448935024,-1.307161059533224,-1.1586848506664775,-1.059560955858557,-1.1086157439604507,-1.047767180973474,-1.104397113405924,-1.0493646581807705,,,,,,,,,,,
4,3.0,0.0,650,-1.2585172181718505,-1.1750870232395247,-1.1316524431251447,-0.9682149525239914,-1.115285988329655,-1.0884326812943514,-1.0701343545540933,-1.1055536682446168,,,,,,,,,,,,
4,3.0,0.0,700,-1.1562227420186295,-1.112124329720319,-1.0562893364253723,-0.980092224572112,-1.006717598409469,-0.9940501274136412,-1.0535022212310172,,,,,,,,,,,,,
4,3.0,0.0,750,-1.0367469595810976,-1.0631620773654076,-0.994050681920312,-1.0397753275953707,-1.037883755751024,-1.0099405439087348,,,,,,,,,,,,,,
4,3.0,0.0,800,-1.1074229914978464,-1.103378964437442,-1.0321517236576685,-1.125524972644965,-1.0939219146497452,,,,,,,,,,,,,,,
4,3.0,0.0,850,-1.0950464261694033,-1.0747203642026735,-1.0274508708828487,-1.036168718086211,,,,,,,,,,,,,,,,
4,3.0,0.0,900,-1.122693910574813,-1.0794877459838863,-1.100245396007605,,,,,,,,,,,,,,,,,
4,3.0,0.0,950,-1.0406652369856118,-1.0624286336368092,,,,,,,,,,,,,,,,,,
4,3.0,0.0,1000,-1.133521187366624,,,,,,,,,,,,,,,,,,,
4,3.0,1.0,50,-1.3440431313788017,-1.4456170654617997,-1.501535528802994,-1.346345831062274,-1.462657314658021,-1.4207396819610978,-1.7064951938472246,-1.3860376938747856,-1.4084204282282404,-1.3649765020697886,-1.5821606497664813,-1.4626390700367489,-1.3277029496869708,-1.3275013063104877,-1.1835291025395254,-1.2674126301471658,-1.2083193675944008,-1.1323612100304572,-1.0932613174691534,-1.2040529655364007
4,3.0,1.0,100,-1.774108164542842,-1.7531911885983142,-1.8224957089508493,-1.5003523339196219,-1.8114484834967417,-1.9501364947533808,-1.8294763273608725,-1.6983694278113357,-1.9173136070740708,-1.7970600194667123,-1.6386003859427611,-1.6347345028414066,-1.7707526546192525,-1.4675341761859126,-1.3350786100321337,-1.3431338209596144,-1.4753029206761519,-1.43748260322648,-1.5101647109177647,
4,3.0,1.0,150,-1.2335663927520089,-1.3290219667861691,-1.2784782068771083,-1.2256371520390557,-1.1436626289831933,-1.0927762080916728,-1.4071396271588925,-1.0883150534767583,-1.1110369477285815,-1.1295439101700924,-1.1615783110998381,-1.0913710574547029,-0.8788211328280987,-0.7534843946121194,-0.7841849252081791,-0.8694686880722661,-0.877416198369945,-0.9723694784160446,,
4,3.0,1.0,200,-1.2350269683104314,-1.1801025428562448,-1.3399685283424476,-1.2170457095859846,-1.3432162465694735,-1.3351454176462003,-1.3705010267412094,-1.3046857189161163,-1.2110231934001976,-1.2095273532588402,-1.2422381358991197,-0.9959727607254858,-1.183921508376685,-1.0669104230985025,-1.0742709774718586,-1.1343309525592564,-0.938995651982899,,,
4,3.0,1.0,250,-1.243536705213075,-1.3245360890858302,-1.1824268453544942,-1.2619427903141376,-1.399617388825192,-1.3808499873805504,-1.3219287021187303,-1.319297046728508,-1.1940481557829365,-1.181000411000387,-1.0218948924957838,-0.9037091481459055,-0.9391843679409679,-1.0298201815083843,-0.8754158620058097,-0.8926097202857487,,,,
4,3.0,1.0,300,-1.206264707000299,-1.1408759281469334,-1.138038449287933,-1.1512007415856091,-1.3763777079432105,-1.221082039321422,-1.3024890942214282,-1.1820442544773961,-1.1818690370161709,-1.0081724660999851,-0.9706431695958104,-1.080469851742577,-1.01339761518586,-0.9267148419230564,-0.9235024032629046,,,,,
4,3.0,1.0,350,-1.1939174607383383,-1.2191952021271861,-1.1972323421470918,-1.1764121003940011,-1.4133322890110671,-1.2666187112920437,-1.2778290232684455,-1.3495973299843347,-1.0267908472572977,-0.9575471154991027,-1.0548560243612695,-1.0613228829157573,-1.031493109868435,-1.1301130548753102,,,,,,
4,3.0,1.0,400,-1.2959724592806183,-1.2094530776622432,-1.1835924644742608,-1.1834957508804742,-1.2493274983408151,-1.117448195015011,-1.1969497122475852,-1.0342899511407018,-1.2144825375666206,-1.138557764087596,-1.0895843175367743,-1.1407199153178664,-0.9276359234135794,,,,,,,
4,3.0,1.0,450,-1.2802259236624027,-1.2829455798145408,-1.2494986225499496,-1.2827828183379426,-1.2115096720504366,-1.1693908741986954,-0.9772462133335637,-0.9530297564962851,-1.0171200623210406,-1.0819200106278466,-1.126238678329723,-0.974330733281468,,,,,,,,
4,3.0,1.0,500,-1.3664487533540282,-1.2117567381138774,-1.465927744632923,-1.1730302236169887,-1.3560849658473801,-1.0717186415471989,-1.057155254102251,-1.1983610210672644,-1.1852791337386992,-1.2488160221239393,-1.1173619555265735,,,,,,,,,
4,3.0,1.0,550,-1.2904612277950254,-1.3626970446040465,-1.3299069264704868,-1.3558488602197756,-1.353901913767173,-1.3119028979251135,-1.186975882663783,-1.21248592527907,-1.0614137295805266,-1.1983584060722328,,,,,,,,,,
4,3.0,1.0,600,-1.2388940968875308,-1.1370787517485088,-1.1231679865668505,-1.0073258912264054,-1.0576722047238625,-0.9524207047977181,-0.9419273857994227,-1.0475581953632915,-0.9521841927627025,,,,,,,,,,,
4,3.0,1.0,650,-1.091736453467027,-1.120411284026899,-0.9821396339902713,-0.9526214759855061,-0.9903021575814193,-0.9087263341925994,-0.9033686310958848,-0.9141083496585256,,,,,,,,,,,,
4,3.0,1.0,700,-1.1704747431590155,-0.9281391687091973,-1.01070325333052,-0.9519407953861614,-1.1327636940145172,-0.8815871839468886,-0.923640438403995,,,,,,,,,,,,,
4,3.0,1.0,750,-1.0494822597752511,-0.9674090655861546,-0.9687913037534474,-0.8959521018059857,-0.9379358532746107,-0.9553651772065723,,,,,,,,,,,,,,
4,3.0,1.0,800,-0.9907498449993944,-0.9908187159056105,-0.9796633086938731,-1.0252735838847544,-0.9597884826419869,,,,,,,,,,,,,,,
4,3.0,1.0,850,-0.9541823626258245,-0.9209717038238749,-0.9838995754516123,-0.893853907236619,,,,,,,,,,,,,,,,
4,3.0,1.0,900,-0.9343133244997126,-0.9733693148005294,-0.9415562236873147,,,,,,,,,,,,,,,,,
4,3.0,1.0,950,-0.9101774897964153,-0.9458194990422123,,,,,,,,,,,,,,,,,,
4,3.0,1.0,1000,-0.8993964478433358,,,,,,,,,,,,,,,,,,,
4,3.0,2.0,50,-2.4026260947248748,-2.5190700122368233,-2.6917542514811923,-2.955821422578231,-2.5230160903612147,-2.391583525781655,-2.589053192882132,-2.170199505867681,-2.6477626990292853,-3.035871457806428,-2.647534185328341,-2.491045082464989,-2.3167496363810147,-2.4217320571133376,-2.5988260044092546,-2.637202955337606,-2.7534106891239567,-2.4743246930689855,-2.341555890025975,-2.701449083283411
4,3.0,2.0,100,-2.0984765789544686,-2.1825602214127455,-2.2594343593217023,-2.084118934567038,-1.9467771124844528,-1.7518210911879044,-2.2170544736546147,-2.0464103622181096,-2.7956761467958366,-2.098165053887451,-1.6773322766897747,-2.100516694642053,-2.220674345740128,-1.8437310622838035,-2.3346024044253726,-2.1813352716993823,-1.7746536264752981,-1.7065360315279208,-1.7200127985214764,
4,3.0,2.0,150,-2.547090976073062,-2.46316831869326,-2.629744695978798,-3.1771869932244297,-2.7108475950241666,-2.716868618251325,-2.4789781904782573,-2.1831859708533123,-2.6173177358859894,-2.7662492138060357,-2.6095901075315413,-2.780103947740016,-2.7479463256686403,-2.773010165204799,-2.2345673154201315,-2.6724741532543472,-2.1864911695658353,-2.393885083855716,,
4,3.0,2.0,200,-2.4047822251764943,-1.6763116611959186,-2.1375415441999865,-2.048322213702605,-2.167403543446749,-2.1775681562625455,-2.4572427524777307,-2.289698671446606,-2.545359342905016,-2.4823298427407128,-2.452107346306916,-1.6690567873098248,-1.870920857973251,-2.0753379348032066,-1.7849093093732165,-1.5305358557102584,-1.80865927413413,,,
4,3.0,2.0,250,-1.7399232731495353,-1.4346491775426482,-1.560604198662782,-1.6595269104248396,-1.755624098233462,-1.608096462267275,-1.4324249094674362,-1.7993423676237505,-1.520224541523739,-1.4022386034418073,-1.4541117536102426,-1.4606470342594382,-1.116589109613354,-1.1490532272128249,-1.3462396808832275,-1.1202921550499247,,,,
4,3.0,2.0,300,-1.8222530011089326,-1.7109085216907227,-1.6146093893703626,-1.6593208678953484,-1.4586257098773396,-1.6994114230731134,-1.5804107360493576,-1.5586416843322468,-1.2557080476963103,-1.3047207174589341,-1.2655707582532079,-1.2522195556360056,-1.3205961236829207,-1.3845106622117966,-1.3562409961021429,,,,,
4,3.0,2.0,350,-1.8892447488955357,-2.011469584722934,-1.6825218459474756,-1.8460175101111516,-1.8278734000520123,-1.753894603899116,-1.8448575322539706,-1.8868037679227057,-1.3937845135851175,-1.7656868450128254,-2.033945889948329,-1.4261179610605856,-1.8541613423754655,-1.6479414343367267,,,,,,
4,3.0,2.0,400,-1.2752938465309496,-1.2418276227243117,-1.3169252850941506,-1.2316808951891054,-1.38007055907866,-1.1757656059120516,-1.486473860068503,-1.1630419490198542,-1.027062824392207,-1.1438467129539873,-1.2939487797515947,-0.983083953698374,-1.041156216688455,,,,,,,
4,3.0,2.0,450,-1.2374474997849374,-1.171362585484765,-1.2178597836542033,-1.2496860238813807,-1.1469432005505373,-1.1980889324231725,-1.078221102943046,-1.077061155591899,-0.9607537255876036,-1.068787930829405,-1.2160516497791074,-1.038679957070633,,,,,,,,
4,3.0,2.0,500,-1.4357723801708742,-1.4105116414339816,-1.4477824260675578,-1.2236426852953586,-1.3761509924698536,-1.0819706570038519,-1.0929865928726887,-1.1723580482068128,-0.9892178836639429,-1.0578168433034247,-1.006813952183773,,,,,,,,,
4,3.0,2.0,550,-1.2479897171118617,-1.2871209679060975,-1.26775615285282,-1.3063795696323464,-1.0018183717530051,-1.121641661058891,-1.1941531063690654,-1.0953134285763562,-1.0521413053600341,-0.907810894226538,,,,,,,,,,
