fid,iid,rep,vbs_precisions,selector_precision,selector_switch_budget,selector_algorith,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,static_B1000
1,6,14,0.0,0.0,50,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.787e-07,1.056e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,15,0.0,0.0,50,Elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,16,0.0,0.0,50,Elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,17,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,9.9062e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,18,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1755e-06,5.208e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,19,0.0,0.0,50,Elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.354e-07,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0,0.0,0.0,50,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0
1,7,1,0.0,0.0,100,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-09,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0
1,7,2,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0
1,7,3,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,3.773e-07,0.0,3.4608e-06,6.505e-07,0.0,2e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,4,0.0,0.0,50,Non-elitist,0.0,0.0,0.0,1e-10,1.0558e-06,0.0,0.0,0.0,0.0,0.0,2e-10,8e-10,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0
1,7,5,0.0,0.0,50,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,0.0
1,7,6,0.0,0.0,100,Elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,7,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0
1,7,8,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,1.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,9,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,10,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,11,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,1e-10,0.0,0.0,0.0,0.0
1,7,12,0.0,0.0,50,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6698e-06,0.0,0.0,0.0,1e-10,7e-10,2.2e-09,0.0,0.0,0.0,0.0
1,7,13,0.0,0.0,50,Non-elitist,0.0,0.0,0.0,0.0,0.0,5.333e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0
1,7,14,0.0,0.0,50,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,3.4e-09,6.01e-08,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0
1,7,15,0.0,0.0,100,Elitist,0.0,0.0,0.0,0.0,0.0,1.1191e-06,0.0,1e-10,0.0,0.0,1.58e-07,0.0,0.0,1e-10,3e-10,1e-10,0.0,0.0,0.0,0.0
1,7,16,0.0,0.0,50,Elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,17,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,18,0.0,0.0,50,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,19,0.0,0.0,100,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9255e-06,0.0,0.0,2.864e-07,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0
2,6,0,0.0,5.6198048118,100,Non-elitist,2.6903238613,5.6198048118,1e-10,5.6198048118,5.6198048118,5.6198048118,0.0,2.0209235027,1.9881444213,5.6198048118,3.7771608207,2.5431e-06,70.908568128,43.7649188158,2.9760452911,5.6198048118,5.6198048118,5.6198048118,5.6198048118,5.6198048118
2,6,1,0.0,24.5110212142,50,DE,24.5110212142,0.0,0.3572416226,0.4499964266,0.4761982451,0.0728447123,0.0384673043,3.4585755276,0.0036009493,0.0430440534,0.3572416226,0.0489256902,2.2430193741,0.3778477855,2.0395003322,0.3572416226,0.3572416226,0.3336612311,0.3572416226,0.3572416226
2,6,2,0.0,9.4331203539,100,PSO,1e-10,9.4331203539,1e-10,2.5662965061,19.3068790976,28.065327758,28.5132481933,12.7800018222,12.8029715768,15.6670232216,29.6957730567,55.6070186336,9.5936295745,9.0722666179,24.8417607305,0.2025017995,8.0449347785,2.3337490095,3.9812795493,2.5662965061
2,6,3,0.0,1e-10,100,BFGS,1.2780930035,1e-10,2.3831639023,0.0,4.6029356269,4.6029356269,4.6029356269,25.0243357015,9.9405844108,1e-10,70.3158991022,0.0,22.7698894412,9.6765842281,0.6531636767,7.9921379531,7.6758506558,7.3926873011,7.1727564869,4.6029356269
2,6,4,0.0,0.0,100,BFGS,0.0,0.0,12.4504200011,10.6653207916,0.0213973284,2.46782e-05,1.015532185,25.091657393,1e-10,4.3486807527,0.0,0.0213973284,0.004374481,0.0213973284,4.218744457,0.5460924005,0.1895133447,0.0650440341,0.0433605379,0.0213973284
2,6,5,0.0,0.0,100,BFGS,124.1896099615,0.0,1.7111271719,3.1226040585,7.2163437045,0.0,21.4162671185,12.219234439,0.4127025362,3.1404573352,162.9495035882,3.1226040585,1.973502748,3.1226040585,5.5448217796,4.1099218045,0.6170838388,3.3794766223,3.2579137099,3.1226040585
2,6,6,0.0,0.0,100,BFGS,0.0,0.0,26.2157632876,3.26693e-05,175.1484928567,2.46715e-05,49.8112722122,26.662042831,0.0,50.7672117513,7.2287833217,36.3091754404,158.2550039107,23.5787588056,21.7490692568,23.5787588056,32.2743829556,30.5575092354,27.0307753617,23.5787588056
2,6,7,0.0,0.0,100,BFGS,0.0,0.0,2.01931e-05,4.3853056732,2.46769e-05,7.6477972703,4.1545097805,0.0,5.0464716575,1e-10,0.0,5.5149777226,0.0,3.2145440381,1e-10,5.525303985,3.819571757,3.4959002427,4.1339121837,4.1545097805
2,6,8,0.0,1e-10,100,BFGS,1e-10,1e-10,16.1113832755,19.9388720329,1e-10,0.0,0.0384673054,16.1113832755,16.1113832755,16.1113832755,19.3920982251,12.0037039753,16.4224767172,17.5630082454,8.951e-07,16.1113832755,0.3171727217,16.0352907045,16.466662025,16.1113832755
2,6,9,0.0,1e-10,100,BFGS,0.9708632305,1e-10,4.9088726058,0.3728045244,2.3921156207,2.46788e-05,4.9088726058,6.0306129214,0.9673074154,4.9088726058,6.3077205518,122.4675358739,44.9644637582,30.0098660584,9.5706387088,6.2379494156,4.7437498699,4.9151942785,5.1576298843,4.9088726058
2,6,10,0.0,0.0,150,BFGS,0.1611736078,3.0110125741,0.0,8.3182800102,6.6986289118,3.26647e-05,4.4411620756,2.0720177749,0.0,18.3409349591,4.8458384116,0.1611736078,4.0255539348,0.4186432491,3.1423660739,0.0475331784,2.40187407,1.2732491831,0.13694068,0.1611736078
2,6,11,0.0,2.9429514832,50,DE,2.9429514832,0.0,7.5491868494,0.0,0.0,0.0,9.1679951097,0.0,9.1679951097,15.31283085,27.792142144,0.0,1.5475172042,28.883733259,1e-10,10.8866243913,12.644688045,21.5029387004,11.4600461145,9.1679951097
2,6,12,0.0,13.1682173667,100,DE,123.6451867121,13.1682173667,0.0,1e-10,2.46779e-05,3.26659e-05,2.2303327544,0.0,6.8575956238,0.0,3.3460096636,0.4585834519,28.5859033424,2.2303327544,0.0,10.9347286194,10.8973315706,9.1637177039,6.8739566904,2.2303327544
2,6,13,0.0,19.5679537426,100,DE,1e-10,19.5679537426,7.6744561799,21.445303319,7.6744561799,3.26647e-05,0.0015178902,7.6121672196,7.6744561799,8.9593856844,20.6642231697,7.6744561799,0.0,24.5281940121,8.0945507688,8.5861231218,7.6744561799,7.6744561799,7.6762269638,7.6744561799
2,6,14,0.0,2.5091282135,100,PSO,0.0,2.5091282135,21.3083938401,166.0524913895,0.0,12.1141396652,1e-10,0.2896937999,19.7870191081,19.7870191081,19.7870191081,0.0,1e-10,328.6772937938,0.0024133825,91.0796180108,24.6827742333,20.5230107277,19.7870191081,19.7870191081
2,6,15,0.0,0.0,100,BFGS,11.3700860993,0.0,5.7528427984,6.7570059129,26.6874646746,5.7528427984,30.5444060198,28.5727260839,1.5214194923,5.7528427984,30.4503143211,5.7528427984,18.3382659503,1e-10,15.5872145089,13.0512203804,2.7134347921,9.017042992,7.8244851899,5.7528427984
2,6,16,0.0,1e-10,50,BFGS,1e-10,0.7309368425,31.2085381582,29.7314723803,18.5353475016,11.5696038764,0.7309368425,0.0,1e-10,0.7309368425,0.7309368425,7.1414619803,1.5397746441,1.2389353032,1.9887422842,1.3803445795,1.3047741592,0.7055127479,1.0453555954,0.7309368425
2,6,17,0.0,1.3986661576,100,DE,8.4466043094,1.3986661576,0.5793131392,0.0,1e-10,0.0,1e-10,2.1979995551,0.5793131392,0.0,2.6033921185,1.1293835618,0.086526612,1e-10,0.5793131392,0.5607200276,0.713382876,0.6908181915,0.579585072,0.5793131392
2,6,18,0.0,1e-10,50,BFGS,1e-10,0.0,1e-10,10.6598104769,37.8341971095,3.2666e-05,22.6074679975,1.6151180295,33.9093113196,0.0099315358,0.1065952342,55.8686348569,200.8448772665,0.0376880892,7.9219772729,7.9219772729,0.9067685349,0.0900643931,0.0376880892,0.0376880892
2,6,19,0.0,10.676403082,50,DE,10.676403082,42.1419863367,1.6512338687,6.8445000109,2.0806501528,1.899093088,3.3725858779,1e-10,2.144085061,0.8145811836,21.1211389562,2.144085061,2.2310545288,0.0008544836,2.0562005104,4.393e-07,2.144085061,0.4300148803,2.1403602239,2.144085061
2,7,0,0.0,0.0,100,BFGS,0.0,0.0,0.1838965302,0.9009648379,0.9009648379,1e-10,0.0,15.3570713711,2.3610517242,0.9009648379,5.816442348,101.2740973107,1.3501e-06,2.1700769205,25.4258851761,20.5385385339,15.0823055245,9.0620583632,3.1057659768,0.9009648379
2,7,1,0.0,1e-10,100,BFGS,0.0,1e-10,60.0751831435,35.0864104061,1.242340273,43.8004240288,2.6904312351,1e-10,0.0,57.8356124665,0.7003125673,5.3080273994,0.6802500446,30.5965778035,26.4976859282,2.6904312351,12.2764216586,2.1946635613,2.2742297751,2.6904312351
2,7,2,0.0,1e-10,100,BFGS,7.6146024147,1e-10,1e-10,38.4372582923,1e-10,5.0888e-06,5.3782e-06,14.3226615844,5.2133257822,2.3594842124,18.9502108335,0.0,23.6267310843,10.678769107,10.9537131282,10.2896005917,0.1438591629,7.6146024147,8.8305286594,7.6146024147
2,7,3,0.0,0.1499444034,100,Non-elitist,0.1499444034,0.1499444034,1.7698616026,0.1499444034,0.1499444034,982.6314997236,0.1499444034,0.0511158125,0.1499444034,17.7827686174,97.1561930774,0.1499444034,0.0,1.1747246675,2.0978582516,1.4977091999,0.1499444034,0.246452373,0.4367195032,0.1499444034
2,7,4,0.0,1e-10,50,BFGS,1e-10,0.0,0.0849797759,5.3782e-06,1e-10,3.7221471876,2.6123540436,2.3881637374,0.0,0.0849797759,1.858557251,12.1901911878,0.3512863616,0.0,0.0433651246,0.1987784691,0.0849797759,0.1045703658,0.1292954896,0.0849797759
2,7,5,0.0,100.2116255111,100,PSO,0.0,100.2116255111,58.3804226088,32.8278235183,56.793943855,56.793943855,56.793943855,68.3819914333,66.8211650312,56.793943855,72.6487615802,61.7602008566,1.295056191,56.793943855,56.793943855,67.4444518075,66.6726308101,9.0810509461,56.793943855,56.793943855
2,7,6,0.0,2.6348090692,100,PSO,0.0,2.6348090692,11.4080120348,27.6544439756,27.1450179607,0.0,24.6255911244,16.9184868571,0.0,1e-10,42.4149267171,1e-10,18.9702770995,24.3920598212,16.9184868571,23.9648246478,16.9184868571,22.8943834783,15.7520013528,16.9184868571
2,7,7,0.0,0.0,100,BFGS,1e-10,0.0,0.0,60.392496069,3.2181e-06,5.3782e-06,40.5419080168,5.3782e-06,7.6551415245,7.6551415245,16.4653140664,52.6123900066,50.685608346,7.6551415245,14.0206108108,2.4175e-06,19.0041691701,25.5682077949,14.7686441049,7.6551415245
2,7,8,0.0,8.3653348193,100,Non-elitist,29.9909060865,8.3653348193,1e-10,62.1926221818,39.3222900462,5.3782e-06,8.3653348193,15.7172085895,19.5567675705,314.8830931496,1e-10,127.961413146,9.8637419693,8.3653348193,8.3653348193,8.3653348193,10.769124007,14.2286652736,8.3653348193,8.3653348193
2,7,9,0.0,9.3372305576,150,Non-elitist,9.3372305576,0.0,9.3372305576,9.3372305576,5.3635e-06,9.3372305576,11.5214017505,5.3782e-06,0.3545033244,9.3372305576,1.8687730398,15.5655510414,1.8943220187,0.5421959239,4.62652e-05,9.3372305576,9.6880501722,9.3372305576,9.3405992384,9.3372305576
2,7,10,0.0,0.0,50,BFGS,0.0,1e-10,8.5473712554,19.4637736132,16.2572548916,2.014248155,2.014248155,2.014248155,7.6714394081,25.5145960117,3.9368823468,2.2850423873,2.014248155,2.014248155,1e-10,2.8848963427,2.5143285852,2.147359975,2.1072451327,2.014248155
2,7,11,0.0,0.0,50,BFGS,0.0,1e-10,0.0,0.0,38.2178477614,0.0,6.3461817418,9.0927695001,0.3456457047,6.3461817418,0.0,6.3461817418,17.9649787468,1.4482e-06,14.3879899661,13.6955965729,12.7867849428,10.9867648219,6.3462622782,6.3461817418
2,7,12,0.0,1e-10,50,BFGS,1e-10,0.9892561332,2.6693649694,0.5679380139,0.0,0.0,5.3782e-06,18.3459895043,23.7968209595,1.5400163684,0.3953016718,16.8275392868,8.8538452477,1e-10,1.4778983412,0.3953016718,0.3953016718,0.0033625468,0.4246905103,0.3953016718
2,7,13,0.0,19.3068482519,100,Elitist,1e-10,19.3068482519,0.0,22.0577842958,12.1587854025,4.9090130597,0.185526907,0.185526907,0.185526907,1.3853894544,0.185526907,13.4922646334,2.5e-09,1e-10,0.4781351508,0.2771824347,0.2483359403,0.1849606406,0.1673908863,0.185526907
2,7,14,0.0,0.8750376463,100,Elitist,7.7862874509,0.8750376463,7.7862874509,2.9238108657,2.6423031292,7.010362631,1e-10,3.8934256131,17.3169338096,30.3020177921,7.7993799364,101.8453536734,8.275807127,15.9538515544,13.5365893884,0.4915201634,0.6627564528,7.7862874509,7.6934543,7.7862874509
2,7,15,0.0,0.0,50,BFGS,0.0,13.490406959,2.0065598025,0.0,2.0065598025,5.3782e-06,2.8590075594,1e-10,2.0065598025,2.1743101523,1e-10,1e-10,2.0621772582,2.0065598025,2.1651216004,0.0030186558,0.0010905841,1.9174880968,2.0194842264,2.0065598025
2,7,16,0.0,13.3429801431,100,PSO,21.4743275493,13.3429801431,68.852410945,62.0630897206,62.0630897206,63.8715130914,0.0,2.9e-09,62.0630897206,84.7520055834,1.733e-07,5.7824738557,13.1435429025,20.093877652,9.96971e-05,67.8407946768,67.6847149561,9.2665096553,66.2233621585,62.0630897206
2,7,17,0.0,1e-10,50,BFGS,1e-10,6.5419856044,1.6721525648,0.0048211446,1e-10,0.0048211446,0.0048211446,0.0,37.8034783661,0.0,2.2524118496,0.0048211446,0.0043631964,0.0048211446,0.0016303304,0.0048211446,0.0048211446,5.0516e-06,0.0136997348,0.0048211446
2,7,18,0.0,3.0649688795,50,PSO,3.0649688795,0.0,0.0,0.1951855245,0.0,0.2671179967,5.3782e-06,1e-10,2.2e-09,18.0760801494,32.6824894231,4.5654352422,13.3257895096,1e-10,2e-10,1.3732742884,2.0778438404,0.907034029,1.9335982566,1.3732742884
2,7,19,0.0,31.6280011118,100,DE,1e-10,31.6280011118,10.7074839803,0.5350750673,1.9329e-06,0.0,5.3782e-06,1.9439347381,1.9869514142,2.0361902828,2.3925584582,2.1215488231,0.3740625575,2.0258694623,2.014250723,0.1115058063,0.5350750673,0.5350750673,0.5350750673,0.5350750673
3,6,0,1.9899181142,4.9747952855,300,Elitist,4.9747952857,3.9798362284,4.9747952857,4.9747952855,3.9798362284,4.9747952855,4.0181471975,4.0347189061,4.9747952857,4.9747952855,3.9808388706,4.9747952855,4.9747955091,4.9747952857,4.9747972446,4.9747955297,4.9747952855,4.9747952855,4.9747952855,4.9747952857
3,6,1,1.9899181142,4.9747952855,250,BFGS,2.9848771713,1.9899181142,9.9495804953,9.9495804953,4.9747952855,4.9747952855,4.9747952855,4.9747952858,4.9747952858,4.9747952858,4.9747952858,3.9798862731,4.4638063307,3.9798386704,4.9747952858,4.9747952855,4.9747952855,4.9747952879,4.9747952858,4.9747952858
3,6,2,1.996522052,3.9798362284,250,BFGS,3.9798362332,3.9798362332,2.9848771713,2.9848771713,3.9798362284,3.9798362284,3.9798362284,3.9798362284,3.9798362332,3.9857263806,2.9937717971,3.9845454058,3.9798362362,3.9800421342,3.9798814404,3.9798362384,3.9798362329,3.9798362321,3.9798362991,3.9798362332
3,6,3,2.9848771713,6.9647083618,250,BFGS,2.9848771765,2.9848771765,10.944539554,6.9647083719,6.9647083618,6.9647083618,2.9848773362,2.9848771735,2.9848771752,2.9848771765,2.9848771765,2.9848771765,2.9883323022,2.9848771765,2.9848771713,2.9849123811,2.9848771765,2.9848772477,2.9848771834,2.9848771765
3,6,4,2.9898214615,8.9546214382,250,BFGS,12.9344526288,10.9445193982,15.9193096084,8.9546214382,8.9546214382,8.9546214382,10.944519374,10.9445193577,10.9514248878,10.9445193982,10.9445193557,10.9445193982,10.9482828812,10.9445193557,10.9445193982,10.9445193557,10.9445260736,10.9445199162,10.9445193671,10.9445193982
3,6,5,0.9949590571,9.9495804953,250,BFGS,5.9697495655,5.9697495655,4.9747902476,3.9798362284,9.9495804953,3.9798362284,3.9798362284,5.9697493047,5.9822417401,5.9697493063,5.9697493047,5.9697493047,5.9903959241,5.9697493467,5.9697495655,5.9698150402,5.9697716195,5.9697506575,5.9697494624,5.9697495655
3,6,6,2.9848842521,11.9394784128,200,BFGS,11.9394784129,11.9394784129,11.9394784142,11.9394784128,11.9394784128,11.9394784128,11.9394784128,11.9394784128,11.9394784888,2.9878788948,11.9394784129,11.9394784128,11.9394784129,11.9394784128,11.9394791861,11.9394786294,11.9394784128,11.9394784157,11.9394784142,11.9394784129
3,6,7,0.9949590571,0.9949590571,250,BFGS,1.9899181145,1.9899181145,4.9747952855,0.9949590571,0.9949590571,1.9899181142,1.9899181145,1.9899181142,1.9899181142,1.9899181145,1.993881809,1.9899181142,1.989918743,1.9899181145,1.989919404,1.9899184536,1.9899181142,1.9899181345,1.9899181145,1.9899181145
3,6,8,1.0012638552,9.9495602986,250,BFGS,12.9344344881,12.9344344881,23.1478344298,9.9495602991,9.9495602986,10.9445193557,12.934432432,12.934432432,12.9378071588,12.934432432,13.5114420821,12.9344344881,12.9344344881,12.934432432,12.9344344881,12.934432432,12.9344324401,12.9344514885,12.9344330543,12.9344344881
3,6,9,1.9899181142,3.9798362284,300,Elitist,3.9798362284,3.9798362284,2.9848771713,3.9798362284,3.9798362284,3.9798362284,3.1283886607,3.9798362284,3.9901684918,3.9816641892,3.9798362284,3.9798362284,3.9798501178,3.9798362284,3.9798362486,3.9798362284,3.9798362334,3.9798362285,3.9798362284,3.9798362284
3,6,10,2.447544298,8.9546214382,250,BFGS,12.9344374699,15.9193247659,9.9495804953,8.9546214382,8.9546214382,8.9546214382,8.9546214382,9.9495804953,9.9495804953,2.9848771713,2.9848771713,3.0210013638,2.9848771713,2.9848775748,2.9848796866,2.9848796866,2.9850110729,2.9849369332,2.9848807568,2.9848796866
3,6,11,3.9798362643,15.9193096033,300,BFGS,23.8789518481,23.8789518481,10.9445395524,23.8789518481,15.9193096033,15.9193096033,15.9193096033,23.8789517882,23.8789517877,23.8789518481,23.8789517877,7.1468452604,14.9246267529,14.9244973044,23.878951803,23.878975046,23.878952429,23.8789520234,23.8789517947,23.8789518481
3,6,12,2.9848771722,12.9344526288,250,BFGS,13.929411822,13.929411822,8.9546214382,12.9344526288,12.9344526288,12.9344526288,9.9495804953,9.9495804953,9.9495804953,10.9498871128,13.9294116865,13.9294116858,13.9294116873,13.9294117158,13.9294117749,13.9294117586,13.929411822,13.9294168648,13.9294117217,13.929411822
3,6,13,2.9848943136,6.9647149474,300,Elitist,6.964708362,4.9747902476,10.9445395524,6.964708362,7.9596674189,6.9647149474,6.9647083618,3.2644976136,6.96603494,6.9647083618,6.9647083618,6.9647086477,6.9647083786,6.9647520895,6.964708362,6.9647088005,6.9647084853,6.9647083618,6.9647083642,6.964708362
3,6,14,1.2267954562,8.9546214382,200,BFGS,2.9848772262,2.9848772262,8.9546214382,8.9546214382,8.9546214382,8.9546214382,3.0284086085,2.9848771854,2.9848774392,2.9848772262,2.9987188335,2.9848772243,2.9848771769,2.9848771713,2.9848772262,2.9849295087,2.9848772262,2.9848782817,2.984877463,2.9848772262
3,6,15,0.9949590571,2.9848771713,250,BFGS,1.9899181195,23.9415151281,18.9041209637,2.9848771713,2.9848771713,0.9949590571,0.9949591098,0.9949590571,0.9949590571,1.0044913826,0.9949591098,1.0007743704,0.9949590661,0.9954041972,0.9949590579,0.9949591098,0.9949590697,0.9949593962,0.9949593286,0.9949591098
3,6,16,0.9984844101,1.9899181142,250,BFGS,3.9798363507,3.9798363507,5.9697493047,5.9697493047,1.9899181142,3.9798362284,3.9798362284,3.9798363507,3.9798362284,3.979836347,3.9798363507,4.0497480136,3.9798362677,3.9798363507,3.9798362726,3.9802506116,3.9798510439,3.9798363507,3.9798364316,3.9798363507
3,6,17,2.9848779797,13.9294116858,200,BFGS,6.9647083619,6.9647083619,13.9294116858,13.9294116858,6.9647083619,6.9647083618,6.9647083619,6.9647083618,6.9647083618,6.9647083618,6.9647386263,6.9647083627,6.9647083618,2.9848779797,6.9647083618,6.9647083618,6.9647083619,6.9647083619,6.9647083619,6.9647083619
3,6,18,3.0971366579,5.9697493047,250,BFGS,20.8940948132,7.9596674196,12.9344526288,5.9697493047,5.9697493047,7.9596674189,7.9596674196,7.9596674189,7.9596674189,7.9818028103,7.9596674305,7.963451565,7.9596674196,7.9596674199,7.9596674198,7.9596674196,7.9596677908,7.9596674723,7.959667419,7.9596674196
3,6,19,0.9949600402,3.9798311906,200,BFGS,1.9899181143,1.9899181143,3.9798311906,3.9798311906,1.9899181142,1.9899181142,1.9899181143,1.091265812,1.9899210885,1.9938809821,1.9899181143,1.9899186083,1.9899293663,1.9899181142,1.9899181143,1.9899181142,1.9899181302,1.9899181167,1.9899181142,1.9899181143
