fid,iid,rep,algorithm,budget,precision
14,3,18,BFGS,150,131.95426766894997
14,3,18,DE,150,135.16027120314996
14,3,18,Elitist,150,134.80381516539995
14,3,18,MLSL,150,167.52452791334994
14,3,18,Non-elitist,150,135.88007697494996
14,3,18,PSO,150,141.42727195744993
14,3,18,BFGS,200,134.93151786504995
14,3,18,DE,200,136.31063415184997
14,3,18,Elitist,200,136.12390376484993
14,3,18,MLSL,200,145.97847243119995
14,3,18,Non-elitist,200,135.88007697494996
14,3,18,PSO,200,139.9105802984
14,3,18,BFGS,250,135.56260924374993
14,3,18,DE,250,137.52000210564995
14,3,18,Elitist,250,136.00687910869993
14,3,18,MLSL,250,140.39061392084994
14,3,18,Non-elitist,250,135.88007697494996
14,3,18,PSO,250,139.80355451314995
14,3,18,BFGS,300,135.68690130079997
14,3,18,DE,300,136.22122860134996
14,3,18,Elitist,300,135.84471660109995
14,3,18,MLSL,300,136.49274218449997
14,3,18,Non-elitist,300,135.88007697494996
14,3,18,PSO,300,137.16098684049996
14,3,18,BFGS,350,135.76594275284995
14,3,18,DE,350,136.05436469944993
14,3,18,Elitist,350,135.88663436129997
14,3,18,MLSL,350,136.50988965939993
14,3,18,Non-elitist,350,135.88007697494996
14,3,18,PSO,350,136.57258861504994
14,3,18,BFGS,400,135.82970871704995
14,3,18,DE,400,136.03531891749995
14,3,18,Elitist,400,135.87617041654997
14,3,18,MLSL,400,136.34623302784996
14,3,18,Non-elitist,400,135.88007697494996
14,3,18,PSO,400,136.37117900034997
14,3,18,BFGS,450,135.84192147329995
14,3,18,DE,450,135.92731251209997
14,3,18,Elitist,450,135.87010015619992
14,3,18,MLSL,450,136.02068912519997
14,3,18,Non-elitist,450,135.88007697494996
14,3,18,PSO,450,136.03010572104995
14,3,18,BFGS,500,135.85889414514995
14,3,18,DE,500,135.94790334159995
14,3,18,Elitist,500,135.88236401589995
14,3,18,MLSL,500,136.01091609729997
14,3,18,Non-elitist,500,135.88007697494996
14,3,18,PSO,500,136.03039319394995
14,3,18,BFGS,550,135.87481707549995
14,3,18,DE,550,135.92971028684997
14,3,18,Elitist,550,135.88684095064997
14,3,18,MLSL,550,135.98756653334996
14,3,18,Non-elitist,550,135.88007697494996
14,3,18,PSO,550,135.98923748254995
14,3,18,BFGS,600,135.88024652349995
14,3,18,DE,600,135.92535227989995
14,3,18,Elitist,600,135.88485679644995
14,3,18,MLSL,600,135.94839733684995
14,3,18,Non-elitist,600,135.88007697494996
14,3,18,PSO,600,135.95096370004995
14,3,18,BFGS,650,135.88214529409996
14,3,18,DE,650,135.91255065229996
14,3,18,Elitist,650,135.88329697564996
14,3,18,MLSL,650,135.91568933429997
14,3,18,Non-elitist,650,135.88007697494996
14,3,18,PSO,650,135.91725536754996
14,3,18,BFGS,700,135.88196299824995
14,3,18,DE,700,135.89419037994995
14,3,18,Elitist,700,135.88112043199996
14,3,18,MLSL,700,135.89390039694996
14,3,18,Non-elitist,700,135.88007697494996
14,3,18,PSO,700,135.89419037994995
14,3,18,BFGS,750,135.88153187574994
14,3,18,DE,750,135.88670225309997
14,3,18,Elitist,750,135.88000181869995
14,3,18,MLSL,750,135.88670225309997
14,3,18,Non-elitist,750,135.88007697494996
14,3,18,PSO,750,135.88670225309997
14,3,18,BFGS,800,135.88015854394996
14,3,18,DE,800,135.88131460874996
14,3,18,Elitist,800,135.88013316129997
14,3,18,MLSL,800,135.88131460874996
14,3,18,Non-elitist,800,135.88007697494996
14,3,18,PSO,800,135.88131460874996
14,3,18,BFGS,850,135.88025377519995
14,3,18,DE,850,135.88033244299996
14,3,18,Elitist,850,135.88032592749997
14,3,18,MLSL,850,135.88033244299996
14,3,18,Non-elitist,850,135.88007697494996
14,3,18,PSO,850,135.88033244299996
14,3,18,BFGS,900,135.88011221199994
14,3,18,DE,900,135.88011822604994
14,3,18,Elitist,900,135.88010690229996
14,3,18,MLSL,900,135.88011822604994
14,3,18,Non-elitist,900,135.88007697494996
14,3,18,PSO,900,135.88011822604994
14,3,18,BFGS,950,135.88011656579997
14,3,18,DE,950,135.88011822604994
14,3,18,Elitist,950,135.88007588439996
14,3,18,MLSL,950,135.88011822604994
14,3,18,Non-elitist,950,135.88007697494996
14,3,18,PSO,950,135.88011822604994
14,3,18,BFGS,1000,135.88007697494996
14,3,18,DE,1000,135.88007697494996
14,3,18,Elitist,1000,135.88007697494996
14,3,18,MLSL,1000,135.88007697494996
14,3,18,Non-elitist,1000,135.88007697494996
14,3,18,PSO,1000,135.88007697494996
14,3,19,BFGS,50,103.96123967935
14,3,19,DE,50,152.20654235409995
14,3,19,Elitist,50,123.75944339855
14,3,19,MLSL,50,322.1589964276
14,3,19,Non-elitist,50,140.21961505760004
14,3,19,PSO,50,161.42618131039995
14,3,19,BFGS,100,134.85517955315
14,3,19,DE,100,181.64061616405004
14,3,19,Elitist,100,142.5422017275
14,3,19,MLSL,100,336.13772356465006
14,3,19,Non-elitist,100,140.21961505760004
14,3,19,PSO,100,170.73096086690006
14,3,19,BFGS,150,136.96179020100004
14,3,19,DE,150,139.43509331755004
14,3,19,Elitist,150,139.55188014715003
14,3,19,MLSL,150,156.03408080590003
14,3,19,Non-elitist,150,140.21961505760004
14,3,19,PSO,150,141.52618090530004
14,3,19,BFGS,200,138.39834836490004
14,3,19,DE,200,140.64913131895003
14,3,19,Elitist,200,140.82253293285004
14,3,19,MLSL,200,150.93878437750007
14,3,19,Non-elitist,200,140.21961505760004
14,3,19,PSO,200,148.37080442005004
14,3,19,BFGS,250,139.55337850275004
14,3,19,DE,250,141.66003220990004
14,3,19,Elitist,250,140.50684343945005
14,3,19,MLSL,250,147.24499984715004
14,3,19,Non-elitist,250,140.21961505760004
14,3,19,PSO,250,146.05910202895004
14,3,19,BFGS,300,139.85948092005006
14,3,19,DE,300,140.32701028390005
14,3,19,Elitist,300,140.10479411235005
14,3,19,MLSL,300,142.11913044305004
14,3,19,Non-elitist,300,140.21961505760004
14,3,19,PSO,300,141.66385888860003
14,3,19,BFGS,350,139.98038668200005
14,3,19,DE,350,140.26604959955003
14,3,19,Elitist,350,140.51166744815004
14,3,19,MLSL,350,141.21676986225003
14,3,19,Non-elitist,350,140.21961505760004
14,3,19,PSO,350,141.13240863890005
14,3,19,BFGS,400,140.06067590335005
14,3,19,DE,400,140.43915053405004
14,3,19,Elitist,400,140.25784338685003
14,3,19,MLSL,400,141.12620057070004
14,3,19,Non-elitist,400,140.21961505760004
14,3,19,PSO,400,141.23449529540005
14,3,19,BFGS,450,140.12748973150002
14,3,19,DE,450,140.30335367855005
14,3,19,Elitist,450,140.17687301285002
14,3,19,MLSL,450,140.59591500545005
14,3,19,Non-elitist,450,140.21961505760004
14,3,19,PSO,450,140.53353781660005
14,3,19,BFGS,500,140.14220414475002
14,3,19,DE,500,140.26154860275005
14,3,19,Elitist,500,140.24105629235004
14,3,19,MLSL,500,140.47059232105002
14,3,19,Non-elitist,500,140.21961505760004
14,3,19,PSO,500,140.47059232105002
14,3,19,BFGS,550,140.18769180775004
14,3,19,DE,550,140.27727701535002
14,3,19,Elitist,550,140.24682312165004
14,3,19,MLSL,550,140.40103318530004
14,3,19,Non-elitist,550,140.21961505760004
14,3,19,PSO,550,140.40571105525004
14,3,19,BFGS,600,140.19419326885003
14,3,19,DE,600,140.26311534010003
14,3,19,Elitist,600,140.20619259150004
14,3,19,MLSL,600,140.32307143925004
14,3,19,Non-elitist,600,140.21961505760004
14,3,19,PSO,600,140.32863886590005
14,3,19,BFGS,650,140.21369837575003
14,3,19,DE,650,140.26765997735004
14,3,19,Elitist,650,140.22237477055003
14,3,19,MLSL,650,140.29306372760004
14,3,19,Non-elitist,650,140.21961505760004
14,3,19,PSO,650,140.29306372760004
14,3,19,BFGS,700,140.22409056910004
14,3,19,DE,700,140.26674398280002
14,3,19,Elitist,700,140.21566741225004
14,3,19,MLSL,700,140.27715617905002
14,3,19,Non-elitist,700,140.21961505760004
14,3,19,PSO,700,140.27728614370002
14,3,19,BFGS,750,140.22353598995002
14,3,19,DE,750,140.25175492095002
14,3,19,Elitist,750,140.21672818850004
14,3,19,MLSL,750,140.25175492095002
14,3,19,Non-elitist,750,140.21961505760004
14,3,19,PSO,750,140.25175492095002
14,3,19,BFGS,800,140.22267402175004
14,3,19,DE,800,140.23379047860004
14,3,19,Elitist,800,140.21867093870003
14,3,19,MLSL,800,140.23379047860004
14,3,19,Non-elitist,800,140.21961505760004
14,3,19,PSO,800,140.23379047860004
14,3,19,BFGS,850,140.22040308920003
14,3,19,DE,850,140.22409448155005
14,3,19,Elitist,850,140.21885532960005
14,3,19,MLSL,850,140.22409448155005
14,3,19,Non-elitist,850,140.21961505760004
14,3,19,PSO,850,140.22409448155005
14,3,19,BFGS,900,140.22106310765002
14,3,19,DE,900,140.22133515855003
14,3,19,Elitist,900,140.22001077805004
14,3,19,MLSL,900,140.22133515855003
14,3,19,Non-elitist,900,140.21961505760004
14,3,19,PSO,900,140.22133515855003
14,3,19,BFGS,950,140.21983125055004
14,3,19,DE,950,140.21988272740003
14,3,19,Elitist,950,140.21970098070005
14,3,19,MLSL,950,140.21988272740003
14,3,19,Non-elitist,950,140.21961505760004
14,3,19,PSO,950,140.21988272740003
14,3,19,BFGS,1000,140.21961505760004
14,3,19,DE,1000,140.21961505760004
14,3,19,Elitist,1000,140.21961505760004
14,3,19,MLSL,1000,140.21961505760004
14,3,19,Non-elitist,1000,140.21961505760004
14,3,19,PSO,1000,140.21961505760004
14,4,0,BFGS,50,332.34112956815
14,4,0,DE,50,693.6031260333501
14,4,0,Elitist,50,385.1853987488501
14,4,0,MLSL,50,1128.3312835477502
14,4,0,Non-elitist,50,371.67396589495
14,4,0,PSO,50,579.8905236099001
14,4,0,BFGS,100,351.21682805245007
14,4,0,DE,100,374.7540693552
14,4,0,Elitist,100,363.52353486499993
14,4,0,MLSL,100,478.79340889915
14,4,0,Non-elitist,100,371.67396589495
14,4,0,PSO,100,379.22274070635007
14,4,0,BFGS,150,370.43954039475005
14,4,0,DE,150,394.5589244297
14,4,0,Elitist,150,371.67991842165
14,4,0,MLSL,150,493.1648035390999
14,4,0,Non-elitist,150,371.67396589495
14,4,0,PSO,150,391.62453660175
14,4,0,BFGS,200,369.9757548176
14,4,0,DE,200,370.83076824855
14,4,0,Elitist,200,372.27005601265006
14,4,0,MLSL,200,382.0470089667
14,4,0,Non-elitist,200,371.67396589495
14,4,0,PSO,200,376.7699142462
14,4,0,BFGS,250,371.21261356055
14,4,0,DE,250,372.2906048885
14,4,0,Elitist,250,373.024397224
14,4,0,MLSL,250,384.2198257357
14,4,0,Non-elitist,250,371.67396589495
14,4,0,PSO,250,372.77681500205006
14,4,0,BFGS,300,371.5168528434
14,4,0,DE,300,372.0588411268501
14,4,0,Elitist,300,371.7818949083
14,4,0,MLSL,300,373.5657543258
14,4,0,Non-elitist,300,371.67396589495
14,4,0,PSO,300,373.3069691921
14,4,0,BFGS,350,371.55316551285
14,4,0,DE,350,371.74413528795
14,4,0,Elitist,350,371.7450410773
14,4,0,MLSL,350,372.16945244145
14,4,0,Non-elitist,350,371.67396589495
14,4,0,PSO,350,372.1548072107
14,4,0,BFGS,400,371.5966418441501
14,4,0,DE,400,371.7862890206
14,4,0,Elitist,400,371.65686958
14,4,0,MLSL,400,371.9832813262
14,4,0,Non-elitist,400,371.67396589495
14,4,0,PSO,400,372.069337261
14,4,0,BFGS,450,371.624894943
14,4,0,DE,450,371.7176019705
14,4,0,Elitist,450,371.65759623445
14,4,0,MLSL,450,371.80183931545
14,4,0,Non-elitist,450,371.67396589495
14,4,0,PSO,450,371.8489858627
14,4,0,BFGS,500,371.64725682815
14,4,0,DE,500,371.7310071254501
14,4,0,Elitist,500,371.6639189263501
14,4,0,MLSL,500,371.8104924649001
14,4,0,Non-elitist,500,371.67396589495
14,4,0,PSO,500,371.8104924649001
14,4,0,BFGS,550,371.65833587890006
14,4,0,DE,550,371.7103069072001
14,4,0,Elitist,550,371.6713636091
14,4,0,MLSL,550,371.75326561735005
14,4,0,Non-elitist,550,371.67396589495
14,4,0,PSO,550,371.7555771162501
14,4,0,BFGS,600,371.66506404410006
14,4,0,DE,600,371.70411104720006
14,4,0,Elitist,600,371.67147129505
14,4,0,MLSL,600,371.72545599755006
14,4,0,Non-elitist,600,371.67396589495
14,4,0,PSO,600,371.7260415683001
14,4,0,BFGS,650,371.67449236135
14,4,0,DE,650,371.69188400345
14,4,0,Elitist,650,371.67331267
14,4,0,MLSL,650,371.70051759410006
14,4,0,Non-elitist,650,371.67396589495
14,4,0,PSO,650,371.7009239466501
14,4,0,BFGS,700,371.67543803100006
14,4,0,DE,700,371.6906237333
14,4,0,Elitist,700,371.6748093886
14,4,0,MLSL,700,371.690889512
14,4,0,Non-elitist,700,371.67396589495
14,4,0,PSO,700,371.69089628735
14,4,0,BFGS,750,371.6744662224
14,4,0,DE,750,371.6872441788501
14,4,0,Elitist,750,371.6728646952501
14,4,0,MLSL,750,371.6872441788501
14,4,0,Non-elitist,750,371.67396589495
14,4,0,PSO,750,371.6872441788501
14,4,0,BFGS,800,371.6747942895501
14,4,0,DE,800,371.67811381675006
14,4,0,Elitist,800,371.67447266965
14,4,0,MLSL,800,371.67811381675006
14,4,0,Non-elitist,800,371.67396589495
14,4,0,PSO,800,371.67811381675006
14,4,0,BFGS,850,371.6741147929
14,4,0,DE,850,371.676412156
14,4,0,Elitist,850,371.67428707515006
14,4,0,MLSL,850,371.676412156
14,4,0,Non-elitist,850,371.67396589495
14,4,0,PSO,850,371.676412156
14,4,0,BFGS,900,371.6740063824
14,4,0,DE,900,371.6742250534001
14,4,0,Elitist,900,371.6739261219501
14,4,0,MLSL,900,371.6742250534001
14,4,0,Non-elitist,900,371.67396589495
14,4,0,PSO,900,371.6742250534001
14,4,0,BFGS,950,371.67397427440005
14,4,0,DE,950,371.67399379320005
14,4,0,Elitist,950,371.6739682002501
14,4,0,MLSL,950,371.67399379320005
14,4,0,Non-elitist,950,371.67396589495
14,4,0,PSO,950,371.67399379320005
14,4,0,BFGS,1000,371.67396589495
14,4,0,DE,1000,371.67396589495
14,4,0,Elitist,1000,371.67396589495
14,4,0,MLSL,1000,371.67396589495
14,4,0,Non-elitist,1000,371.67396589495
14,4,0,PSO,1000,371.67396589495
14,4,1,BFGS,50,528.0012019369001
14,4,1,DE,50,1020.7450369971002
14,4,1,Elitist,50,654.5972204050498
14,4,1,MLSL,50,1697.42274038385
14,4,1,Non-elitist,50,718.1025985120499
14,4,1,PSO,50,1026.5843402584
14,4,1,BFGS,100,690.2995111549999
14,4,1,DE,100,1041.7723327958995
14,4,1,Elitist,100,717.2005205551499
14,4,1,MLSL,100,976.6303909348997
14,4,1,Non-elitist,100,718.1025985120499
14,4,1,PSO,100,930.55173170145
14,4,1,BFGS,150,698.8470102899998
14,4,1,DE,150,730.7014567426999
14,4,1,Elitist,150,714.8385685066999
14,4,1,MLSL,150,823.4519014857499
14,4,1,Non-elitist,150,718.1025985120499
14,4,1,PSO,150,731.4384725663499
14,4,1,BFGS,200,708.4951437828498
14,4,1,DE,200,716.4400263587999
14,4,1,Elitist,200,711.5590278665499
14,4,1,MLSL,200,794.6799226622999
14,4,1,Non-elitist,200,718.1025985120499
14,4,1,PSO,200,737.0510808098499
14,4,1,BFGS,250,714.9405918820498
14,4,1,DE,250,719.4419002187999
14,4,1,Elitist,250,719.8421297621
14,4,1,MLSL,250,751.0958194147498
14,4,1,Non-elitist,250,718.1025985120499
14,4,1,PSO,250,728.03996240135
14,4,1,BFGS,300,717.18393750535
14,4,1,DE,300,720.2552245513499
14,4,1,Elitist,300,720.4796119165999
14,4,1,MLSL,300,736.4976990280999
14,4,1,Non-elitist,300,718.1025985120499
14,4,1,PSO,300,726.0622079227498
14,4,1,BFGS,350,717.5218789976499
14,4,1,DE,350,718.8413175165499
14,4,1,Elitist,350,717.8787453407499
14,4,1,MLSL,350,723.4901853728499
14,4,1,Non-elitist,350,718.1025985120499
14,4,1,PSO,350,722.0571557251999
14,4,1,BFGS,400,717.8100007785498
14,4,1,DE,400,718.4001472795999
14,4,1,Elitist,400,718.4183990756999
14,4,1,MLSL,400,721.0978120835498
14,4,1,Non-elitist,400,718.1025985120499
14,4,1,PSO,400,720.6221379110998
14,4,1,BFGS,450,717.9767081411999
14,4,1,DE,450,718.3724013945499
14,4,1,Elitist,450,717.98946323715
14,4,1,MLSL,450,719.2093294888499
14,4,1,Non-elitist,450,718.1025985120499
14,4,1,PSO,450,719.2406355628499
14,4,1,BFGS,500,718.05106926355
14,4,1,DE,500,718.3532557142499
14,4,1,Elitist,500,718.0601488064999
14,4,1,MLSL,500,718.7917114515499
14,4,1,Non-elitist,500,718.1025985120499
14,4,1,PSO,500,718.7790026591499
14,4,1,BFGS,550,718.1292281201999
14,4,1,DE,550,718.3877156707499
14,4,1,Elitist,550,718.1121463733499
14,4,1,MLSL,550,718.7259181873499
14,4,1,Non-elitist,550,718.1025985120499
14,4,1,PSO,550,718.7327416411999
14,4,1,BFGS,600,718.1246813478499
14,4,1,DE,600,718.2792393381999
14,4,1,Elitist,600,718.1177664646499
14,4,1,MLSL,600,718.3946556801499
14,4,1,Non-elitist,600,718.1025985120499
14,4,1,PSO,600,718.4047688694999
14,4,1,BFGS,650,718.1003432995999
14,4,1,DE,650,718.1400856115499
14,4,1,Elitist,650,718.0984778453499
14,4,1,MLSL,650,718.1435250933499
14,4,1,Non-elitist,650,718.1025985120499
14,4,1,PSO,650,718.1437148508498
14,4,1,BFGS,700,718.1001251991499
14,4,1,DE,700,718.1139008070498
14,4,1,Elitist,700,718.0994645013499
14,4,1,MLSL,700,718.1141148402999
14,4,1,Non-elitist,700,718.1025985120499
14,4,1,PSO,700,718.1141310741499
14,4,1,BFGS,750,718.0996558873499
14,4,1,DE,750,718.1050025761999
14,4,1,Elitist,750,718.100882312
14,4,1,MLSL,750,718.1050025761999
14,4,1,Non-elitist,750,718.1025985120499
14,4,1,PSO,750,718.1050025761999
14,4,1,BFGS,800,718.1008898288
14,4,1,DE,800,718.1050025761999
14,4,1,Elitist,800,718.1022506681498
14,4,1,MLSL,800,718.1050025761999
14,4,1,Non-elitist,800,718.1025985120499
14,4,1,PSO,800,718.1050025761999
14,4,1,BFGS,850,718.1026991084999
14,4,1,DE,850,718.1039368033998
14,4,1,Elitist,850,718.1024158359999
14,4,1,MLSL,850,718.1039368033998
14,4,1,Non-elitist,850,718.1025985120499
14,4,1,PSO,850,718.1039368033998
14,4,1,BFGS,900,718.10270355755
14,4,1,DE,900,718.1029166667998
14,4,1,Elitist,900,718.1025888803999
14,4,1,MLSL,900,718.1029166667998
14,4,1,Non-elitist,900,718.1025985120499
14,4,1,PSO,900,718.1029166667998
14,4,1,BFGS,950,718.1026443122499
14,4,1,DE,950,718.1026467871999
14,4,1,Elitist,950,718.1026217088499
14,4,1,MLSL,950,718.1026467871999
14,4,1,Non-elitist,950,718.1025985120499
14,4,1,PSO,950,718.1026467871999
14,4,1,BFGS,1000,718.1025985120499
14,4,1,DE,1000,718.1025985120499
14,4,1,Elitist,1000,718.1025985120499
14,4,1,MLSL,1000,718.1025985120499
14,4,1,Non-elitist,1000,718.1025985120499
14,4,1,PSO,1000,718.1025985120499
14,4,2,BFGS,50,295.25591716240007
14,4,2,DE,50,432.64148777274994
14,4,2,Elitist,50,328.7311203125
14,4,2,MLSL,50,706.4348844147
14,4,2,Non-elitist,50,376.79660461335
14,4,2,PSO,50,371.32968568565
14,4,2,BFGS,100,354.4101525708999
14,4,2,DE,100,460.0054131374999
14,4,2,Elitist,100,370.6192514082999
14,4,2,MLSL,100,679.8806931984499
14,4,2,Non-elitist,100,376.79660461335
14,4,2,PSO,100,420.50700596
14,4,2,BFGS,150,367.1869632131
14,4,2,DE,150,374.8295427637
14,4,2,Elitist,150,374.77910926085
14,4,2,MLSL,150,428.0984174792
14,4,2,Non-elitist,150,376.79660461335
14,4,2,PSO,150,385.84838479895
14,4,2,BFGS,200,373.41114685715
14,4,2,DE,200,378.69667542135
14,4,2,Elitist,200,378.0382362935
14,4,2,MLSL,200,414.2869629833
14,4,2,Non-elitist,200,376.79660461335
14,4,2,PSO,200,395.1173051448
14,4,2,BFGS,250,375.4980274047
14,4,2,DE,250,378.5963301045
14,4,2,Elitist,250,377.83729348924993
14,4,2,MLSL,250,393.08328817915
14,4,2,Non-elitist,250,376.79660461335
14,4,2,PSO,250,386.8234833458
14,4,2,BFGS,300,376.022455502
14,4,2,DE,300,376.72213188385
14,4,2,Elitist,300,377.1577678669
14,4,2,MLSL,300,384.4972600946
14,4,2,Non-elitist,300,376.79660461335
14,4,2,PSO,300,378.3418196854
14,4,2,BFGS,350,376.53767819595
14,4,2,DE,350,377.3539152757
14,4,2,Elitist,350,376.6857303079
14,4,2,MLSL,350,379.68051525235
14,4,2,Non-elitist,350,376.79660461335
14,4,2,PSO,350,378.89799346095
14,4,2,BFGS,400,376.6325577304
14,4,2,DE,400,376.99533314865
14,4,2,Elitist,400,376.7721990781
14,4,2,MLSL,400,377.63890581235
14,4,2,Non-elitist,400,376.79660461335
14,4,2,PSO,400,377.71902640495
14,4,2,BFGS,450,376.7008436692
14,4,2,DE,450,376.88173249365
14,4,2,Elitist,450,376.84533577615
14,4,2,MLSL,450,377.2329474161
14,4,2,Non-elitist,450,376.79660461335
14,4,2,PSO,450,377.2329474161
14,4,2,BFGS,500,376.7315974495
14,4,2,DE,500,376.88667868025
14,4,2,Elitist,500,376.81170069655
14,4,2,MLSL,500,377.03543182744994
14,4,2,Non-elitist,500,376.79660461335
14,4,2,PSO,500,377.03543182744994
14,4,2,BFGS,550,376.76637413155
14,4,2,DE,550,376.85431756015
14,4,2,Elitist,550,376.78174585625
14,4,2,MLSL,550,376.96450248395
14,4,2,Non-elitist,550,376.79660461335
14,4,2,PSO,550,376.9693450268
14,4,2,BFGS,600,376.78382594755
14,4,2,DE,600,376.87856111415
14,4,2,Elitist,600,376.7929542716
14,4,2,MLSL,600,376.93305740614994
14,4,2,Non-elitist,600,376.79660461335
14,4,2,PSO,600,376.93462262785
14,4,2,BFGS,650,376.80811099055
14,4,2,DE,650,376.85321809495
14,4,2,Elitist,650,376.79088347284994
14,4,2,MLSL,650,376.8809918904
14,4,2,Non-elitist,650,376.79660461335
14,4,2,PSO,650,376.8844544311
14,4,2,BFGS,700,376.7988467998
14,4,2,DE,700,376.8316382794
14,4,2,Elitist,700,376.7925815583
14,4,2,MLSL,700,376.83439978195
14,4,2,Non-elitist,700,376.79660461335
14,4,2,PSO,700,376.83439978195
14,4,2,BFGS,750,376.80235519985
14,4,2,DE,750,376.8235938368
14,4,2,Elitist,750,376.796646228
14,4,2,MLSL,750,376.8235938368
14,4,2,Non-elitist,750,376.79660461335
14,4,2,PSO,750,376.8235938368
14,4,2,BFGS,800,376.803706042
14,4,2,DE,800,376.811736364
14,4,2,Elitist,800,376.7986751966
14,4,2,MLSL,800,376.811736364
14,4,2,Non-elitist,800,376.79660461335
14,4,2,PSO,800,376.811736364
14,4,2,BFGS,850,376.79826782815
14,4,2,DE,850,376.7992170978
14,4,2,Elitist,850,376.7963787948
14,4,2,MLSL,850,376.7992170978
14,4,2,Non-elitist,850,376.79660461335
14,4,2,PSO,850,376.7992170978
14,4,2,BFGS,900,376.79704472184994
14,4,2,DE,900,376.79733897375
14,4,2,Elitist,900,376.7964662792
14,4,2,MLSL,900,376.79733897375
14,4,2,Non-elitist,900,376.79660461335
14,4,2,PSO,900,376.79733897375
14,4,2,BFGS,950,376.79669060065
14,4,2,DE,950,376.7967397128
14,4,2,Elitist,950,376.79646202004994
14,4,2,MLSL,950,376.7967397128
14,4,2,Non-elitist,950,376.79660461335
14,4,2,PSO,950,376.7967397128
14,4,2,BFGS,1000,376.79660461335
14,4,2,DE,1000,376.79660461335
14,4,2,Elitist,1000,376.79660461335
14,4,2,MLSL,1000,376.79660461335
14,4,2,Non-elitist,1000,376.79660461335
14,4,2,PSO,1000,376.79660461335
14,4,3,BFGS,50,360.6347788709001
14,4,3,DE,50,1036.57167031895
14,4,3,Elitist,50,431.1622375199001
14,4,3,MLSL,50,933.3439861315998
14,4,3,Non-elitist,50,412.9118485924501
14,4,3,PSO,50,733.0795046141
14,4,3,BFGS,100,400.5676889771001
14,4,3,DE,100,421.568876273
14,4,3,Elitist,100,414.79816818680007
14,4,3,MLSL,100,546.3395583876
14,4,3,Non-elitist,100,412.9118485924501
14,4,3,PSO,100,445.1990128309501
14,4,3,BFGS,150,410.5518202889001
14,4,3,DE,150,414.8351110449001
14,4,3,Elitist,150,412.2308472248001
14,4,3,MLSL,150,460.4029274734501
14,4,3,Non-elitist,150,412.9118485924501
14,4,3,PSO,150,417.2680340553001
14,4,3,BFGS,200,411.7806785072501
14,4,3,DE,200,413.6290676164501
14,4,3,Elitist,200,413.6782264058001
14,4,3,MLSL,200,431.2978255927501
14,4,3,Non-elitist,200,412.9118485924501
14,4,3,PSO,200,420.3598452202001
14,4,3,BFGS,250,412.54141842320007
14,4,3,DE,250,414.0359657254001
14,4,3,Elitist,250,413.6128192904501
14,4,3,MLSL,250,417.7841060722001
14,4,3,Non-elitist,250,412.9118485924501
14,4,3,PSO,250,417.0735310511001
14,4,3,BFGS,300,412.6052161316501
14,4,3,DE,300,413.0626479656001
14,4,3,Elitist,300,413.0096442852501
14,4,3,MLSL,300,414.4368378049501
14,4,3,Non-elitist,300,412.9118485924501
14,4,3,PSO,300,414.3906490734501
14,4,3,BFGS,350,412.7177681411001
14,4,3,DE,350,413.0640853871001
14,4,3,Elitist,350,412.9868287424001
14,4,3,MLSL,350,413.5942849669001
14,4,3,Non-elitist,350,412.9118485924501
14,4,3,PSO,350,413.63858936725006
14,4,3,BFGS,400,412.7742288947001
14,4,3,DE,400,412.9776568511001
14,4,3,Elitist,400,412.9756139119001
14,4,3,MLSL,400,413.4289305892
14,4,3,Non-elitist,400,412.9118485924501
14,4,3,PSO,400,413.4289305892
14,4,3,BFGS,450,412.8561814312501
14,4,3,DE,450,413.0129442452001
14,4,3,Elitist,450,412.8762515883501
14,4,3,MLSL,450,413.3435556208001
14,4,3,Non-elitist,450,412.9118485924501
14,4,3,PSO,450,413.3478032933001
14,4,3,BFGS,500,412.87306252650006
14,4,3,DE,500,413.0554610113001
14,4,3,Elitist,500,412.8993203213001
14,4,3,MLSL,500,413.2448612949501
14,4,3,Non-elitist,500,412.9118485924501
14,4,3,PSO,500,413.2504417501001
14,4,3,BFGS,550,412.8903856387001
14,4,3,DE,550,413.0121892983001
14,4,3,Elitist,550,412.9412454025001
14,4,3,MLSL,550,413.1554450472001
14,4,3,Non-elitist,550,412.9118485924501
14,4,3,PSO,550,413.1554450472001
14,4,3,BFGS,600,412.8956588724501
14,4,3,DE,600,412.9721378075001
14,4,3,Elitist,600,412.9102036672501
14,4,3,MLSL,600,413.0213190007501
14,4,3,Non-elitist,600,412.9118485924501
14,4,3,PSO,600,413.0216481754501
14,4,3,BFGS,650,412.90850338370007
14,4,3,DE,650,412.9589156882501
14,4,3,Elitist,650,412.9083390408001
14,4,3,MLSL,650,412.9747387475001
14,4,3,Non-elitist,650,412.9118485924501
14,4,3,PSO,650,412.9750910369001
14,4,3,BFGS,700,412.9255511992001
14,4,3,DE,700,412.9523821267501
14,4,3,Elitist,700,412.9120113291001
14,4,3,MLSL,700,412.9580091535501
14,4,3,Non-elitist,700,412.9118485924501
14,4,3,PSO,700,412.9585034714001
14,4,3,BFGS,750,412.9142924961001
14,4,3,DE,750,412.9315571926001
14,4,3,Elitist,750,412.9122550582501
14,4,3,MLSL,750,412.9315571926001
14,4,3,Non-elitist,750,412.9118485924501
14,4,3,PSO,750,412.9315571926001
14,4,3,BFGS,800,412.9137779749501
14,4,3,DE,800,412.9178967495001
