fid,iid,rep,vbs_auc,switch_budget,selected_algorithm,achieved_auc,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
1,6,0,26641.985886007747,50,BFGS,26641.985886007747,26641.985886007747,27562.73666664393,31825.08869261975,35610.6701262788,37427.39852121484,37467.61353504985,38141.84687388557,38526.78732550062,39013.58995895853,39994.50369668232,39956.05692038562,40166.003255549054,40512.72873302718,40699.98675427577,40925.35103638742,41270.98464994403,41195.78676124322,41264.4732777322,41324.50335800341,41319.12093328215
1,6,1,26805.93745041519,50,BFGS,27375.17081395675,27375.17081395675,26805.93745041519,29331.808259544698,32172.451583711,33024.90865363597,34798.04320008922,35215.665159594784,36248.21047388045,37161.99323863732,37807.56171149136,37985.84727295654,38443.56472956296,38940.95145255044,39073.95674090831,39238.69160560204,39410.01089669067,39727.347217341616,39764.97102812652,39810.40604817583,39802.69230716346
1,6,2,29888.767360240498,50,BFGS,29888.767360240498,29888.767360240498,32371.285342914587,34899.6663127022,36762.65254323028,37937.744271234566,38973.24844994644,40125.33548388585,41523.43910672742,41622.45251754758,41775.266692786,42271.665077567086,42468.40627922279,42814.78455572866,43045.6269342693,43304.99630737543,43404.29532830427,43858.0362172407,43674.51090735901,43671.73015688119,43675.119940865225
1,6,3,31303.61246946315,50,BFGS,31303.61246946315,31303.61246946315,37628.4570166825,38722.13307154536,45057.176654876646,46798.751089948746,47655.05541995094,50092.52667964236,51753.32634009161,51440.50376113877,52596.6412236029,53532.56654214091,53837.994685293,54255.448550815,54541.10625839576,55394.20085539315,55347.46972404938,55394.20085539315,55394.90561952833,55397.47497015048,55394.20085539315
1,6,4,29680.66304326984,50,BFGS,30795.901951361426,30795.901951361426,29680.66304326984,34365.74071025514,40864.9650964485,39149.39797918496,40902.26132583548,41717.428865576,45677.02470065173,44036.18390334323,44938.829316904186,45490.82598208926,45728.353987549366,46034.31306801644,46258.51668651056,46790.5300563858,46550.222486098304,46622.51368962453,46727.57514331613,46790.5300563858,46790.5300563858
1,6,5,29425.550012554515,50,BFGS,29425.550012554515,29425.550012554515,32800.420956580136,34863.99972309019,39816.29454061154,41267.12462292555,43727.95601179608,43980.25857601318,45532.68737030519,46320.49281565935,47554.77745998636,47529.16478428138,48148.6158303189,48613.45386095877,48888.826804028686,49756.371301520354,49734.2115159854,49553.225919051576,49807.67274554026,49774.59946441861,49770.713330734885
1,6,6,25007.522807509293,50,BFGS,25658.08075198871,25658.08075198871,25007.522807509293,28840.24713953747,31695.308300991102,34772.370096705934,36456.44469458387,37855.09120854129,38715.46250578759,39469.28713526223,39800.30776883832,40433.42291263666,42846.12190051674,42639.25860889365,41919.52328168539,42248.98959602619,42505.53296001511,42925.28049015033,42875.977344462815,42846.12190051674,42846.12190051674
1,6,7,28784.90216302124,50,BFGS,30582.326631971777,30582.326631971777,28784.90216302124,31423.386827296938,33214.94227076636,34460.4152080352,35627.369694835106,36896.946287665545,37483.91850787876,38375.51978627327,41310.18087598977,39704.26927060538,39852.01233789866,40309.74834164855,40709.38607478775,40850.39098220295,41377.18853658015,41175.38202888792,41296.14932489772,41293.42828783013,41292.62282076846
1,6,8,27466.855975902585,50,BFGS,27466.855975902585,27466.855975902585,32175.156965558555,34079.343753648966,36901.450473278215,39526.87367807182,41251.743567074845,42208.686182515856,42784.31670410586,42927.527566543045,45696.936710725975,44265.07665000112,44404.84152357752,44766.28957728853,44942.33691982051,45470.23774223395,45207.68899066314,45313.23345889533,45481.16220243384,45469.09797201764,45470.23774223395
1,6,9,31132.22396202792,50,BFGS,31132.22396202792,31132.22396202792,33569.173403791414,36849.505245449895,40584.78915322067,39463.01500026952,40951.90721560287,42364.876311935375,43846.533277523136,45064.52924038497,45620.91833756895,45846.78641360559,46317.95656052472,46661.07373072392,46809.71307629053,47067.00056937334,47612.29831694583,47538.109330640735,47460.18517130634,47475.96576170367,47467.7824829125
